tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
drakkarfjord_s1_A	drakkarfjord	1	A	US	Core destroyed	568	flagoff	568	66	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s1_A	drakkarfjord	1	A	US	Core destroyed	568	flagoff	568	66	662	235	24,4	1	6.5	8	2	2	2	36	1	271	5	2	1
drakkarfjord_s1_A	drakkarfjord	1	A	US	Core destroyed	568	flagoff	568	66	763	274	28,8	10	14.5	8	0	0	2	1	1	275	1	0	1
drakkarfjord_s1_A	drakkarfjord	1	A	US	Core destroyed	568	flagoff	568	66	859	313	23,7	8	18.5	8	0	0	2	1	1	314	1	0	1
drakkarfjord_s1_B	drakkarfjord	1	B	US	Core destroyed	471	flagoff	471	11	15	9	6,20	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s1_B	drakkarfjord	1	B	US	Core destroyed	471	flagoff	471	11	685	416	6,21	13	24.5	8	0	0	2	1	1	417	1	0	1
drakkarfjord_s2_A	drakkarfjord	2	A	OPP	Core destroyed	789	flagoff	789	39	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s2_A	drakkarfjord	2	A	OPP	Core destroyed	789	flagoff	789	39	711	225	21,8	25	42.5	8	0	0	2	1	1	226	1	0	1
drakkarfjord_s2_A	drakkarfjord	2	A	OPP	Core destroyed	789	flagoff	789	39	777	245	24,4	1	6.5	8	2	2	2	544	0	-1	10	6	1
drakkarfjord_s2_A	drakkarfjord	2	A	OPP	Core destroyed	789	flagoff	789	39	1577	505	24,7	5	12.5	8	0	0	2	4	1	509	1	0	1
drakkarfjord_s2_B	drakkarfjord	2	B	OPP	Core destroyed	454	flagoff	454	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s3_A	drakkarfjord	3	A	OPP	Core destroyed	357	flagoff	357	6	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s3_B	drakkarfjord	3	B	US	Core destroyed	257	flagoff	257	8	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
glacierkeep_s1_A	glacierkeep	1	A	OPP	Core destroyed	473	flagoff	473	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s1_B	glacierkeep	1	B	OPP	Core destroyed	533	flagoff	533	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s2_A	glacierkeep	2	A	US	Core destroyed	313	flagoff	313	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s2_B	glacierkeep	2	B	US	Core destroyed	301	flagoff	301	14	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s2_B	glacierkeep	2	B	US	Core destroyed	301	flagoff	301	14	87	160	15,0	1	6.5	8	2	2	2	141	0	-1	10	1	1
glacierkeep_s3_A	glacierkeep	3	A	US	Core destroyed	193	flagoff	193	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s3_B	glacierkeep	3	B	US	Core destroyed	205	flagoff	205	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
nordkap_s1_A	nordkap	1	A	OPP	Core destroyed	203	flagoff	203	3	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s1_A	nordkap	1	A	OPP	Core destroyed	203	flagoff	203	3	28	10	12,19	4	6.5	8	2	2	2	2	1	12	1	0	1
nordkap_s1_B	nordkap	1	B	OPP	Core destroyed	310	flagoff	310	3	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s1_B	nordkap	1	B	OPP	Core destroyed	310	flagoff	310	3	23	8	11,5	2	4.5	8	2	2	2	2	1	10	0	0	0
nordkap_s2_A	nordkap	2	A	US	Core destroyed	569	flagoff	569	4	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s2_A	nordkap	2	A	US	Core destroyed	569	flagoff	569	4	274	501	12,14	13	26.5	8	0	0	2	1	1	502	1	0	1
nordkap_s2_A	nordkap	2	A	US	Core destroyed	569	flagoff	569	4	340	548	12,20	5	8.5	8	1	1	2	21	0	-1	1	1	1
nordkap_s2_B	nordkap	2	B	US	Core destroyed	165	flagoff	165	2	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s3_A	nordkap	3	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	220	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s3_A	nordkap	3	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	220	24	8	11,20	2	4.5	8	2	2	2	3	1	11	1	0	1
nordkap_s3_A	nordkap	3	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	220	135	112	7,18	1	6.5	8	2	2	2	888	0	-1	215	0	1
nordkap_s3_B	nordkap	3	B	OPP	Core destroyed	448	flagoff	448	4	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s3_B	nordkap	3	B	OPP	Core destroyed	448	flagoff	448	4	130	88	12,6	4	6.5	8	2	2	2	7	1	95	0	0	0
atoll_s28_A	atoll	28	A	US	Core destroyed	646	flagoff	646	86	28	10	13,4	2	4.5	8	2	2	2	2	1	12	0	0	0
atoll_s28_A	atoll	28	A	US	Core destroyed	646	flagoff	646	86	38	14	14,5	4	6.5	8	2	2	2	632	0	-1	82	3	1
atoll_s28_A	atoll	28	A	US	Core destroyed	646	flagoff	646	86	271	171	12,7	17	26.5	8	0	0	2	1	1	172	1	0	1
atoll_s28_B	atoll	28	B	US	Core destroyed	247	flagoff	247	6	238	166	4,8	26	44.5	8	0	0	2	1	1	167	1	0	1
atoll_s29_A	atoll	29	A	US	Core destroyed	939	flagoff	939	87	22	6	14,5	4	6.5	8	2	2	2	53	1	59	22	0	1
atoll_s29_A	atoll	29	A	US	Core destroyed	939	flagoff	939	87	1143	889	12,6	10	18.5	8	0	0	2	1	1	890	1	0	1
atoll_s29_B	atoll	29	B	OPP	Core destroyed	186	flagoff	186	18	24	6	4,13	2	4.5	8	2	2	2	180	0	-1	15	3	1
atoll_s30_A	atoll	30	A	US	Core destroyed	355	flagoff	355	73	25	9	14,5	4	6.5	8	2	2	2	346	0	-1	69	0	1
atoll_s30_B	atoll	30	B	OPP	Core destroyed	315	flagoff	315	42	21	6	4,13	2	4.5	8	2	2	2	221	1	227	32	5	1
drakkarfjord_s28_A	drakkarfjord	28	A	US	Core destroyed	387	flagoff	387	15	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s28_A	drakkarfjord	28	A	US	Core destroyed	387	flagoff	387	15	389	226	25,6	2	4.5	8	2	2	2	3	1	229	0	0	0
drakkarfjord_s28_A	drakkarfjord	28	A	US	Core destroyed	387	flagoff	387	15	616	323	24,4	1	6.5	8	2	2	2	64	0	-1	4	2	1
drakkarfjord_s28_B	drakkarfjord	28	B	US	Core destroyed	128	flagoff	128	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s29_A	drakkarfjord	29	A	US	Core destroyed	268	flagoff	268	27	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s29_A	drakkarfjord	29	A	US	Core destroyed	268	flagoff	268	27	120	50	27,7	4	6.5	8	2	2	2	218	0	-1	22	0	1
drakkarfjord_s29_B	drakkarfjord	29	B	OPP	Core destroyed	281	flagoff	281	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s30_A	drakkarfjord	30	A	US	Core destroyed	206	flagoff	206	5	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s30_A	drakkarfjord	30	A	US	Core destroyed	206	flagoff	206	5	225	169	27,2	1	6.5	8	2	2	2	37	0	-1	0	0	0
drakkarfjord_s30_B	drakkarfjord	30	B	US	Core destroyed	236	flagoff	236	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
glacierkeep_s28_A	glacierkeep	28	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s28_B	glacierkeep	28	B	US	Core destroyed	253	flagoff	253	7	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s28_B	glacierkeep	28	B	US	Core destroyed	253	flagoff	253	7	125	154	14,0	1	6.5	8	2	2	2	99	0	-1	3	3	1
glacierkeep_s29_A	glacierkeep	29	A	OPP	Core destroyed	376	flagoff	376	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s29_B	glacierkeep	29	B	US	Titanium collected (tiebreak)	1000	flagoff	1000	4	14	7	17,6	13	18.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s30_A	glacierkeep	30	A	US	Core destroyed	128	flagoff	128	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s30_B	glacierkeep	30	B	US	Core destroyed	245	flagoff	245	6	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s30_B	glacierkeep	30	B	US	Core destroyed	245	flagoff	245	6	116	142	14,0	1	6.5	8	2	2	2	103	0	-1	2	1	1
nordkap_s28_A	nordkap	28	A	US	Core destroyed	164	flagoff	164	3	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s28_A	nordkap	28	A	US	Core destroyed	164	flagoff	164	3	27	8	11,20	2	4.5	8	2	2	2	2	1	10	1	0	1
nordkap_s28_B	nordkap	28	B	OPP	Core destroyed	373	flagoff	373	98	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s28_B	nordkap	28	B	OPP	Core destroyed	373	flagoff	373	98	67	24	11,9	5	8.5	8	1	1	2	349	0	-1	82	4	1
nordkap_s28_B	nordkap	28	B	OPP	Core destroyed	373	flagoff	373	98	953	306	10,12	25	30.5	8	0	0	2	1	1	307	1	0	1
nordkap_s29_A	nordkap	29	A	OPP	Core destroyed	375	flagoff	375	6	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s29_A	nordkap	29	A	OPP	Core destroyed	375	flagoff	375	6	506	209	4,16	17	36.5	8	0	0	2	1	1	210	1	0	1
nordkap_s29_B	nordkap	29	B	US	Core destroyed	203	flagoff	203	23	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s29_B	nordkap	29	B	US	Core destroyed	203	flagoff	203	23	96	114	12,6	4	6.5	8	2	2	2	89	0	-1	21	0	1
nordkap_s30_A	nordkap	30	A	OPP	Core destroyed	441	flagoff	441	13	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s30_A	nordkap	30	A	OPP	Core destroyed	441	flagoff	441	13	19	6	10,21	4	6.5	8	2	2	2	435	0	-1	10	1	1
nordkap_s30_B	nordkap	30	B	US	Core destroyed	447	flagoff	447	35	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s30_B	nordkap	30	B	US	Core destroyed	447	flagoff	447	35	93	36	11,9	5	8.5	8	1	1	2	411	0	-1	33	0	1
atoll_s31_A	atoll	31	A	US	Core destroyed	223	flagoff	223	31	21	6	14,5	4	6.5	8	2	2	2	3	1	9	2	1	1
atoll_s31_A	atoll	31	A	US	Core destroyed	223	flagoff	223	31	41	13	12,3	1	6.5	8	2	2	2	210	0	-1	27	0	1
atoll_s31_B	atoll	31	B	OPP	Core destroyed	323	flagoff	323	6	108	50	0,14	1	6.5	8	2	2	2	273	0	-1	0	0	0
atoll_s32_A	atoll	32	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	323	27	10	13,4	2	4.5	8	2	2	2	2	1	12	1	0	1
atoll_s32_A	atoll	32	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	323	33	13	12,2	1	6.5	8	2	2	2	987	0	-1	151	33	1
atoll_s32_A	atoll	32	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	323	390	284	13,7	17	22.5	8	0	0	2	1	1	285	1	0	1
atoll_s32_A	atoll	32	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	323	405	297	15,7	16	20.5	8	0	0	2	1	1	298	1	0	1
atoll_s33_A	atoll	33	A	US	Core destroyed	420	flagoff	420	17	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s33_A	atoll	33	A	US	Core destroyed	420	flagoff	420	17	39	12	12,4	2	8.5	8	1	1	2	44	1	56	12	0	1
atoll_s33_A	atoll	33	A	US	Core destroyed	420	flagoff	420	17	172	93	12,7	17	26.5	8	0	0	2	1	1	94	1	0	1
atoll_s33_B	atoll	33	B	OPP	Core destroyed	241	flagoff	241	33	21	6	4,13	2	4.5	8	2	2	2	235	0	-1	29	4	1
drakkarfjord_s31_A	drakkarfjord	31	A	US	Core destroyed	800	flagoff	800	80	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s31_A	drakkarfjord	31	A	US	Core destroyed	800	flagoff	800	80	819	235	23,7	8	18.5	8	0	0	2	1	1	236	1	0	1
drakkarfjord_s31_B	drakkarfjord	31	B	OPP	Core destroyed	338	flagoff	338	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s32_A	drakkarfjord	32	A	US	Core destroyed	448	flagoff	448	21	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s32_A	drakkarfjord	32	A	US	Core destroyed	448	flagoff	448	21	389	226	25,6	2	4.5	8	2	2	2	3	1	229	0	0	0
drakkarfjord_s32_A	drakkarfjord	32	A	US	Core destroyed	448	flagoff	448	21	685	352	24,4	1	6.5	8	2	2	2	29	1	381	7	3	1
drakkarfjord_s32_B	drakkarfjord	32	B	US	Core destroyed	325	flagoff	325	8	15	9	6,20	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s32_B	drakkarfjord	32	B	US	Core destroyed	325	flagoff	325	8	426	256	7,21	20	32.5	8	0	0	2	1	1	257	1	0	1
drakkarfjord_s33_A	drakkarfjord	33	A	US	Core destroyed	276	flagoff	276	12	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s33_A	drakkarfjord	33	A	US	Core destroyed	276	flagoff	276	12	171	81	24,4	1	6.5	8	2	2	2	195	0	-1	7	0	1
drakkarfjord_s33_B	drakkarfjord	33	B	US	Core destroyed	145	flagoff	145	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
glacierkeep_s31_A	glacierkeep	31	A	US	Core destroyed	313	flagoff	313	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s31_B	glacierkeep	31	B	US	Core destroyed	345	flagoff	345	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s32_A	glacierkeep	32	A	US	Core destroyed	217	flagoff	217	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s32_B	glacierkeep	32	B	US	Core destroyed	193	flagoff	193	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s33_A	glacierkeep	33	A	US	Core destroyed	125	flagoff	125	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s33_B	glacierkeep	33	B	OPP	Core destroyed	598	flagoff	598	10	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s33_B	glacierkeep	33	B	OPP	Core destroyed	598	flagoff	598	10	166	332	14,0	1	6.5	8	2	2	2	266	0	-1	0	0	0
glacierkeep_s33_B	glacierkeep	33	B	OPP	Core destroyed	598	flagoff	598	10	167	352	13,4	2	4.5	8	2	2	2	28	1	380	6	0	1
nordkap_s31_A	nordkap	31	A	US	Core destroyed	268	flagoff	268	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s31_B	nordkap	31	B	US	Core destroyed	213	flagoff	213	2	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s31_B	nordkap	31	B	US	Core destroyed	213	flagoff	213	2	82	53	11,9	5	8.5	8	1	1	2	160	0	-1	0	0	0
nordkap_s32_A	nordkap	32	A	US	Core destroyed	196	flagoff	196	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s32_B	nordkap	32	B	OPP	Core destroyed	196	flagoff	196	2	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s32_B	nordkap	32	B	OPP	Core destroyed	196	flagoff	196	2	22	8	11,5	2	4.5	8	2	2	2	2	1	10	0	0	0
nordkap_s33_A	nordkap	33	A	US	Core destroyed	353	flagoff	353	3	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s33_B	nordkap	33	B	US	Core destroyed	129	flagoff	129	23	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s33_B	nordkap	33	B	US	Core destroyed	129	flagoff	129	23	89	48	12,6	4	6.5	8	2	2	2	81	0	-1	21	0	1
yulerune_s33_A	yulerune	33	A	US	Core destroyed	427	flagoff	427	68	420	220	14,4	17	36.5	8	0	0	2	207	0	-1	2	0	1
yulerune_s33_A	yulerune	33	A	US	Core destroyed	427	flagoff	427	68	428	233	14,8	2	8.5	8	1	1	2	194	0	-1	4	0	1
yulerune_s33_A	yulerune	33	A	US	Core destroyed	427	flagoff	427	68	435	244	14,12	5	12.5	8	0	0	2	183	0	-1	0	0	0
atoll_s34_A	atoll	34	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	189	18	6	13,4	2	4.5	8	2	2	2	994	0	-1	147	2	1
atoll_s34_A	atoll	34	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	189	63	23	16,1	2	4.5	8	2	2	2	977	0	-1	16	1	1
atoll_s34_B	atoll	34	B	OPP	Core destroyed	172	flagoff	172	16	23	6	5,14	4	6.5	8	2	2	2	166	0	-1	13	4	1
atoll_s35_A	atoll	35	A	US	Core destroyed	458	flagoff	458	10	28	7	12,4	2	8.5	8	1	1	2	8	1	15	2	0	1
atoll_s35_A	atoll	35	A	US	Core destroyed	458	flagoff	458	10	52	18	14,0	1	6.5	8	2	2	2	11	1	29	0	0	0
atoll_s35_A	atoll	35	A	US	Core destroyed	458	flagoff	458	10	153	62	13,0	2	8.5	8	1	1	2	5	1	67	0	0	0
atoll_s35_A	atoll	35	A	US	Core destroyed	458	flagoff	458	10	191	92	13,0	2	8.5	8	1	1	2	4	1	96	1	0	1
atoll_s35_A	atoll	35	A	US	Core destroyed	458	flagoff	458	10	217	114	12,6	10	18.5	8	0	0	2	1	1	115	1	0	1
atoll_s35_A	atoll	35	A	US	Core destroyed	458	flagoff	458	10	342	229	10,7	25	40.5	8	0	0	2	1	1	230	1	0	1
atoll_s36_A	atoll	36	A	OPP	Core destroyed	168	flagoff	168	15	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s36_A	atoll	36	A	OPP	Core destroyed	168	flagoff	168	15	39	12	12,4	2	8.5	8	1	1	2	156	0	-1	9	0	1
atoll_s36_A	atoll	36	A	OPP	Core destroyed	168	flagoff	168	15	204	126	14,0	1	6.5	8	2	2	2	42	0	-1	0	0	0
atoll_s36_B	atoll	36	B	US	Core destroyed	248	flagoff	248	9	265	178	0,14	1	6.5	8	2	2	2	70	0	-1	1	1	1
drakkarfjord_s34_A	drakkarfjord	34	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	446	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s34_A	drakkarfjord	34	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	446	819	243	21,8	25	42.5	8	0	0	2	1	1	244	1	0	1
drakkarfjord_s34_B	drakkarfjord	34	B	OPP	Core destroyed	712	flagoff	712	417	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s34_B	drakkarfjord	34	B	OPP	Core destroyed	712	flagoff	712	417	2399	706	7,21	20	32.5	8	0	0	2	1	1	707	1	0	1
drakkarfjord_s35_A	drakkarfjord	35	A	US	Core destroyed	596	flagoff	596	5	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s35_B	drakkarfjord	35	B	US	Core destroyed	126	flagoff	126	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s36_A	drakkarfjord	36	A	US	Core destroyed	453	flagoff	453	5	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s36_A	drakkarfjord	36	A	US	Core destroyed	453	flagoff	453	5	306	264	24,4	1	6.5	8	2	2	2	189	0	-1	0	0	0
drakkarfjord_s36_B	drakkarfjord	36	B	US	Titanium collected (tiebreak)	1000	flagoff	1000	842	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
glacierkeep_s34_A	glacierkeep	34	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s34_B	glacierkeep	34	B	US	Titanium collected (tiebreak)	1000	flagoff	1000	4	14	8	17,6	13	18.5	8	0	0	2	1	1	9	1	0	1
glacierkeep_s35_A	glacierkeep	35	A	US	Core destroyed	163	flagoff	163	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s35_B	glacierkeep	35	B	US	Core destroyed	297	flagoff	297	28	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s35_B	glacierkeep	35	B	US	Core destroyed	297	flagoff	297	28	111	186	14,0	1	6.5	8	2	2	2	111	0	-1	24	2	1
glacierkeep_s36_A	glacierkeep	36	A	US	Core destroyed	181	flagoff	181	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s36_B	glacierkeep	36	B	US	Core destroyed	241	flagoff	241	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
nordkap_s34_A	nordkap	34	A	US	Core destroyed	374	flagoff	374	4	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s34_B	nordkap	34	B	US	Core destroyed	383	flagoff	383	2	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s34_B	nordkap	34	B	US	Core destroyed	383	flagoff	383	2	72	60	11,4	2	8.5	8	1	1	2	4	1	64	0	0	0
nordkap_s35_A	nordkap	35	A	OPP	Core destroyed	430	flagoff	430	87	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s35_A	nordkap	35	A	OPP	Core destroyed	430	flagoff	430	87	29	10	12,19	4	6.5	8	2	2	2	420	0	-1	85	0	1
nordkap_s35_B	nordkap	35	B	OPP	Core destroyed	477	flagoff	477	122	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s35_B	nordkap	35	B	OPP	Core destroyed	477	flagoff	477	122	272	108	11,11	17	22.5	8	0	0	2	1	1	109	1	0	1
nordkap_s35_B	nordkap	35	B	OPP	Core destroyed	477	flagoff	477	122	467	178	11,9	5	8.5	8	1	1	2	19	1	197	1	0	1
nordkap_s35_B	nordkap	35	B	OPP	Core destroyed	477	flagoff	477	122	651	259	5,9	13	26.5	8	0	0	2	143	1	402	44	0	1
nordkap_s35_B	nordkap	35	B	OPP	Core destroyed	477	flagoff	477	122	1022	404	11,10	10	14.5	8	0	0	2	1	1	405	1	0	1
nordkap_s36_A	nordkap	36	A	OPP	Core destroyed	337	flagoff	337	5	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s36_B	nordkap	36	B	US	Core destroyed	144	flagoff	144	2	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
atoll_s37_A	atoll	37	A	OPP	Core destroyed	388	flagoff	388	46	21	6	14,5	4	6.5	8	2	2	2	3	1	9	2	1	1
atoll_s37_A	atoll	37	A	OPP	Core destroyed	388	flagoff	388	46	40	13	12,3	1	6.5	8	2	2	2	375	0	-1	42	1	1
atoll_s38_A	atoll	38	A	OPP	Core destroyed	267	flagoff	267	4	53	18	16,1	2	4.5	8	2	2	2	249	0	-1	2	1	1
atoll_s38_B	atoll	38	B	OPP	Core destroyed	774	flagoff	774	220	140	86	0,15	1	6.5	8	2	2	2	688	0	-1	6	1	1
atoll_s39_A	atoll	39	A	OPP	Core destroyed	339	flagoff	339	8	27	8	13,5	5	8.5	8	1	1	2	3	1	11	1	0	1
atoll_s39_A	atoll	39	A	OPP	Core destroyed	339	flagoff	339	8	48	20	16,4	2	4.5	8	2	2	2	89	1	109	2	0	1
atoll_s39_A	atoll	39	A	OPP	Core destroyed	339	flagoff	339	8	303	140	16,4	2	4.5	8	2	2	2	5	1	145	0	0	0
atoll_s39_B	atoll	39	B	OPP	Core destroyed	215	flagoff	215	24	21	6	4,13	2	4.5	8	2	2	2	209	0	-1	20	5	1
drakkarfjord_s37_A	drakkarfjord	37	A	OPP	Core destroyed	986	flagoff	986	125	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s37_A	drakkarfjord	37	A	OPP	Core destroyed	986	flagoff	986	125	668	236	23,7	8	18.5	8	0	0	2	1	1	237	1	0	1
