tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
nordkap_s1_B	nordkap	1	B	OPP	Core destroyed	339	v520	339	81	54	24	8,4	2	8.5	8	1	1	2	315	0	-1	75	0	1
nordkap_s1_B	nordkap	1	B	OPP	Core destroyed	339	v520	339	81	164	80	12,6	4	6.5	8	2	2	2	259	0	-1	1	0	1
nordkap_s1_B	nordkap	1	B	OPP	Core destroyed	339	v520	339	81	338	208	13,9	13	18.5	8	0	0	2	4	1	212	1	0	1
nordkap_s2_A	nordkap	2	A	US	Core destroyed	561	v520	561	3	17	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s2_A	nordkap	2	A	US	Core destroyed	561	v520	561	3	73	36	11,17	2	4.5	8	2	2	2	525	0	-1	0	0	0
nordkap_s2_B	nordkap	2	B	OPP	Core destroyed	429	v520	429	47	23	9	9,11	16	20.5	8	0	0	2	2	1	11	2	0	1
nordkap_s2_B	nordkap	2	B	OPP	Core destroyed	429	v520	429	47	37	13	8,8	2	4.5	8	2	2	2	416	0	-1	43	0	1
nordkap_s3_A	nordkap	3	A	US	Core destroyed	132	v520	132	7	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s3_A	nordkap	3	A	US	Core destroyed	132	v520	132	7	39	16	11,17	2	4.5	8	2	2	2	116	0	-1	4	0	1
nordkap_s3_B	nordkap	3	B	US	Core destroyed	153	v520	153	4	14	7	11,11	17	22.5	8	0	0	2	3	1	10	2	0	1
atoll_s28_A	atoll	28	A	US	Core destroyed	159	v520	159	54	30	9	13,5	5	8.5	8	1	1	2	150	0	-1	50	0	1
atoll_s28_B	atoll	28	B	US	Core destroyed	609	v520	609	26	30	9	5,13	5	8.5	8	1	1	2	189	1	198	11	0	1
atoll_s28_B	atoll	28	B	US	Core destroyed	609	v520	609	26	51	18	0,16	2	8.5	8	1	1	2	28	1	46	1	1	1
atoll_s28_B	atoll	28	B	US	Core destroyed	609	v520	609	26	238	261	0,16	2	8.5	8	1	1	2	35	1	296	1	1	1
atoll_s28_B	atoll	28	B	US	Core destroyed	609	v520	609	26	293	340	5,12	5	12.5	8	0	0	2	3	1	343	0	0	0
atoll_s28_B	atoll	28	B	US	Core destroyed	609	v520	609	26	440	508	8,13	26	32.5	8	0	0	2	4	1	512	1	0	1
atoll_s29_A	atoll	29	A	US	Titanium collected (tiebreak)	1000	v520	1000	15	33	10	12,4	2	8.5	8	1	1	2	990	0	-1	11	1	1
atoll_s29_A	atoll	29	A	US	Titanium collected (tiebreak)	1000	v520	1000	15	82	36	14,0	1	6.5	8	2	2	2	964	0	-1	0	0	0
atoll_s29_B	atoll	29	B	US	Core destroyed	161	v520	161	14	28	10	3,12	1	6.5	8	2	2	2	151	0	-1	10	0	1
atoll_s30_A	atoll	30	A	OPP	Core destroyed	427	v520	427	10	41	13	12,2	1	6.5	8	2	2	2	66	1	79	0	0	0
atoll_s30_A	atoll	30	A	OPP	Core destroyed	427	v520	427	10	482	244	16,8	26	32.5	8	0	0	2	4	1	248	1	0	1
atoll_s30_B	atoll	30	B	OPP	Core destroyed	306	v520	306	11	30	9	5,13	5	8.5	8	1	1	2	297	0	-1	6	0	1
atoll_s30_B	atoll	30	B	OPP	Core destroyed	306	v520	306	11	51	18	0,16	2	8.5	8	1	1	2	27	1	45	1	1	1
drakkarfjord_s28_A	drakkarfjord	28	A	US	Core destroyed	101	v520	101	10	22	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	136	164	0,25	1	6.5	8	2	2	2	2	1	166	1	1	1
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	139	188	0,25	1	6.5	8	2	2	2	8	1	196	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	144	248	0,25	1	6.5	8	2	2	2	8	1	256	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	145	268	0,25	1	6.5	8	2	2	2	8	1	276	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	149	308	0,25	1	6.5	8	2	2	2	4	1	312	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	152	332	0,25	1	6.5	8	2	2	2	4	1	336	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	156	380	0,25	1	6.5	8	2	2	2	4	1	384	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	159	404	0,25	1	6.5	8	2	2	2	4	1	408	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	166	464	0,25	1	6.5	8	2	2	2	4	1	468	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	168	484	0,25	1	6.5	8	2	2	2	4	1	488	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	173	532	0,25	1	6.5	8	2	2	2	4	1	536	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	176	556	0,25	1	6.5	8	2	2	2	4	1	560	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	181	604	0,25	1	6.5	8	2	2	2	4	1	608	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	184	628	0,25	1	6.5	8	2	2	2	4	1	632	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	190	688	0,25	1	6.5	8	2	2	2	4	1	692	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	193	712	0,25	1	6.5	8	2	2	2	4	1	716	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	197	752	0,25	1	6.5	8	2	2	2	4	1	756	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	200	776	0,25	1	6.5	8	2	2	2	4	1	780	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	206	832	0,25	1	6.5	8	2	2	2	4	1	836	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	209	856	0,25	1	6.5	8	2	2	2	4	1	860	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	213	896	0,25	1	6.5	8	2	2	2	4	1	900	0	0	0
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	1000	11	216	920	0,25	1	6.5	8	2	2	2	4	1	924	0	0	0
drakkarfjord_s29_A	drakkarfjord	29	A	US	Core destroyed	133	v520	133	16	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s29_A	drakkarfjord	29	A	US	Core destroyed	133	v520	133	16	111	59	24,7	5	12.5	8	0	0	2	74	0	-1	4	0	1
drakkarfjord_s29_B	drakkarfjord	29	B	US	Core destroyed	122	v520	122	10	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s30_A	drakkarfjord	30	A	US	Core destroyed	92	v520	92	10	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s30_B	drakkarfjord	30	B	OPP	Titanium collected (tiebreak)	1000	v520	1000	34	23	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s30_B	drakkarfjord	30	B	OPP	Titanium collected (tiebreak)	1000	v520	1000	34	532	956	5,21	8	18.5	8	0	0	2	4	1	960	1	0	1
glacierkeep_s28_A	glacierkeep	28	A	US	Core destroyed	144	v520	144	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s28_B	glacierkeep	28	B	US	Harvesters (tiebreak)	1000	v520	1000	8	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s29_A	glacierkeep	29	A	US	Core destroyed	190	v520	190	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s29_B	glacierkeep	29	B	US	Core destroyed	261	v520	261	11	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s29_B	glacierkeep	29	B	US	Core destroyed	261	v520	261	11	96	80	15,0	1	6.5	8	2	2	2	181	0	-1	3	0	1
glacierkeep_s30_A	glacierkeep	30	A	US	Core destroyed	123	v520	123	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s30_B	glacierkeep	30	B	US	Core destroyed	217	v520	217	8	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
nordkap_s28_A	nordkap	28	A	OPP	Core destroyed	575	v520	575	110	17	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s28_A	nordkap	28	A	OPP	Core destroyed	575	v520	575	110	25	9	7,18	1	6.5	8	2	2	2	566	0	-1	87	2	1
nordkap_s28_B	nordkap	28	B	US	Core destroyed	153	v520	153	4	14	7	11,11	17	22.5	8	0	0	2	3	1	10	2	0	1
nordkap_s29_A	nordkap	29	A	US	Core destroyed	419	v520	419	26	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s29_A	nordkap	29	A	US	Core destroyed	419	v520	419	26	92	112	12,17	5	8.5	8	1	1	2	307	0	-1	2	0	1
nordkap_s29_A	nordkap	29	A	US	Core destroyed	419	v520	419	26	138	249	7,18	1	6.5	8	2	2	2	7	1	256	0	0	0
nordkap_s29_A	nordkap	29	A	US	Core destroyed	419	v520	419	26	141	260	7,18	1	6.5	8	2	2	2	4	1	264	0	0	0
nordkap_s29_A	nordkap	29	A	US	Core destroyed	419	v520	419	26	159	316	7,18	1	6.5	8	2	2	2	4	1	320	0	0	0
nordkap_s29_A	nordkap	29	A	US	Core destroyed	419	v520	419	26	165	332	7,19	1	6.5	8	2	2	2	87	0	-1	21	0	1
nordkap_s29_B	nordkap	29	B	OPP	Core destroyed	243	v520	243	21	32	11	7,10	10	18.5	8	0	0	2	4	1	15	1	0	1
nordkap_s29_B	nordkap	29	B	OPP	Core destroyed	243	v520	243	21	34	12	8,8	2	4.5	8	2	2	2	133	1	145	18	1	1
nordkap_s30_A	nordkap	30	A	OPP	Core destroyed	526	v520	526	19	18	7	10,15	4	12.5	8	0	0	2	2	1	9	2	0	1
nordkap_s30_A	nordkap	30	A	OPP	Core destroyed	526	v520	526	19	28	10	11,17	2	4.5	8	2	2	2	191	1	201	14	1	1
nordkap_s30_B	nordkap	30	B	OPP	Core destroyed	597	v520	597	4	14	7	10,10	9	12.5	8	0	0	2	2	1	9	2	0	1
yulerune_s29_A	yulerune	29	A	US	Core destroyed	397	v520	397	34	417	192	17,5	9	20.5	8	0	0	2	205	0	-1	4	0	1
yulerune_s29_A	yulerune	29	A	US	Core destroyed	397	v520	397	34	433	200	12,7	10	26.5	8	0	0	2	197	0	-1	1	0	1
atoll_s31_A	atoll	31	A	OPP	Core destroyed	314	v520	314	13	45	17	12,4	2	8.5	8	1	1	2	45	1	62	9	0	1
atoll_s31_B	atoll	31	B	US	Core destroyed	211	v520	211	90	31	10	5,14	4	6.5	8	2	2	2	201	0	-1	29	1	1
atoll_s31_B	atoll	31	B	US	Core destroyed	211	v520	211	90	52	18	1,12	2	8.5	8	1	1	2	193	0	-1	57	0	1
atoll_s32_A	atoll	32	A	OPP	Titanium collected (tiebreak)	1000	v520	1000	199	52	19	13,0	2	8.5	8	1	1	2	981	0	-1	57	6	1
atoll_s32_A	atoll	32	A	OPP	Titanium collected (tiebreak)	1000	v520	1000	199	81	33	13,5	5	8.5	8	1	1	2	2	1	35	0	0	0
atoll_s32_A	atoll	32	A	OPP	Titanium collected (tiebreak)	1000	v520	1000	199	99	44	15,5	4	6.5	8	2	2	2	956	0	-1	28	2	1
atoll_s32_A	atoll	32	A	OPP	Titanium collected (tiebreak)	1000	v520	1000	199	309	252	9,5	20	36.5	8	0	0	2	4	1	256	1	0	1
atoll_s32_A	atoll	32	A	OPP	Titanium collected (tiebreak)	1000	v520	1000	199	371	324	11,5	8	18.5	8	0	0	2	4	1	328	1	0	1
atoll_s32_B	atoll	32	B	US	Core destroyed	116	v520	116	14	31	10	5,13	5	8.5	8	1	1	2	106	0	-1	10	0	1
atoll_s33_A	atoll	33	A	US	Core destroyed	228	v520	228	21	36	11	12,3	1	6.5	8	2	2	2	217	0	-1	17	0	1
atoll_s33_B	atoll	33	B	US	Core destroyed	438	v520	438	11	34	11	5,14	4	6.5	8	2	2	2	427	0	-1	5	0	1
drakkarfjord_s31_A	drakkarfjord	31	A	US	Core destroyed	88	v520	88	10	24	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s31_B	drakkarfjord	31	B	US	Core destroyed	100	v520	100	10	24	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s32_A	drakkarfjord	32	A	US	Core destroyed	89	v520	89	10	20	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s32_B	drakkarfjord	32	B	US	Core destroyed	125	v520	125	10	23	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s33_A	drakkarfjord	33	A	US	Core destroyed	101	v520	101	10	22	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s33_B	drakkarfjord	33	B	US	Core destroyed	96	v520	96	10	22	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
glacierkeep_s31_A	glacierkeep	31	A	US	Core destroyed	217	v520	217	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s31_B	glacierkeep	31	B	US	Harvesters (tiebreak)	1000	v520	1000	12	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s31_B	glacierkeep	31	B	US	Harvesters (tiebreak)	1000	v520	1000	12	126	284	12,3	1	6.5	8	2	2	2	13	1	297	3	1	1
glacierkeep_s31_B	glacierkeep	31	B	US	Harvesters (tiebreak)	1000	v520	1000	12	128	304	14,0	1	6.5	8	2	2	2	696	0	-1	0	0	0
glacierkeep_s31_B	glacierkeep	31	B	US	Harvesters (tiebreak)	1000	v520	1000	12	129	333	12,4	2	8.5	8	1	1	2	15	1	348	0	0	0
glacierkeep_s32_A	glacierkeep	32	A	US	Core destroyed	201	v520	201	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s32_B	glacierkeep	32	B	OPP	Core destroyed	773	v520	773	15	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s33_A	glacierkeep	33	A	US	Core destroyed	110	v520	110	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s33_B	glacierkeep	33	B	OPP	Harvesters (tiebreak)	1000	v520	1000	8	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
nordkap_s31_A	nordkap	31	A	US	Core destroyed	813	v520	813	144	21	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s31_A	nordkap	31	A	US	Core destroyed	813	v520	813	144	27	9	7,19	1	6.5	8	2	2	2	804	0	-1	121	0	1
nordkap_s31_A	nordkap	31	A	US	Core destroyed	813	v520	813	144	117	510	12,17	5	8.5	8	1	1	2	303	0	-1	15	0	1
nordkap_s31_A	nordkap	31	A	US	Core destroyed	813	v520	813	144	121	545	11,21	5	8.5	8	1	1	2	8	1	553	1	0	1
nordkap_s31_A	nordkap	31	A	US	Core destroyed	813	v520	813	144	129	636	11,21	5	8.5	8	1	1	2	21	1	657	4	0	1
nordkap_s31_B	nordkap	31	B	US	Core destroyed	423	v520	423	7	14	7	10,10	9	12.5	8	0	0	2	2	1	9	2	0	1
nordkap_s31_B	nordkap	31	B	US	Core destroyed	423	v520	423	7	249	359	9,10	9	12.5	8	0	0	2	3	1	362	1	0	1
nordkap_s31_B	nordkap	31	B	US	Core destroyed	423	v520	423	7	376	406	8,11	17	22.5	8	0	0	2	4	1	410	1	0	1
nordkap_s32_A	nordkap	32	A	US	Core destroyed	483	v520	483	7	15	7	11,14	10	22.5	8	0	0	2	2	1	9	2	0	1
nordkap_s32_A	nordkap	32	A	US	Core destroyed	483	v520	483	7	529	397	11,22	10	14.5	8	0	0	2	23	1	420	0	0	0
nordkap_s32_A	nordkap	32	A	US	Core destroyed	483	v520	483	7	543	404	6,21	8	18.5	8	0	0	2	41	1	445	0	0	0
nordkap_s32_B	nordkap	32	B	US	Core destroyed	191	v520	191	3	14	7	10,10	9	12.5	8	0	0	2	4	1	11	1	0	1
nordkap_s33_A	nordkap	33	A	US	Titanium collected (tiebreak)	1000	v520	1000	3	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s33_B	nordkap	33	B	US	Core destroyed	157	v520	157	4	14	7	11,11	17	22.5	8	0	0	2	3	1	10	2	0	1
atoll_s34_A	atoll	34	A	US	Core destroyed	763	v520	763	25	37	12	12,3	1	6.5	8	2	2	2	36	1	48	8	1	1
atoll_s34_A	atoll	34	A	US	Core destroyed	763	v520	763	25	192	91	17,1	5	8.5	8	1	1	2	29	1	120	0	0	0
atoll_s34_A	atoll	34	A	US	Core destroyed	763	v520	763	25	261	122	12,5	5	12.5	8	0	0	2	4	1	126	1	0	1
atoll_s34_A	atoll	34	A	US	Core destroyed	763	v520	763	25	1030	734	12,5	5	12.5	8	0	0	2	3	1	737	1	0	1
atoll_s34_A	atoll	34	A	US	Core destroyed	763	v520	763	25	1037	737	12,3	1	6.5	8	2	2	2	10	1	747	0	0	0
atoll_s34_A	atoll	34	A	US	Core destroyed	763	v520	763	25	1040	738	11,4	5	14.5	8	0	0	2	5	1	743	0	0	0
atoll_s34_A	atoll	34	A	US	Core destroyed	763	v520	763	25	1059	749	12,5	5	12.5	8	0	0	2	3	1	752	0	0	0
atoll_s34_A	atoll	34	A	US	Core destroyed	763	v520	763	25	1064	752	11,3	4	12.5	8	0	0	2	4	1	756	1	0	1
atoll_s34_B	atoll	34	B	OPP	Core destroyed	285	v520	285	16	31	10	5,14	4	6.5	8	2	2	2	68	1	78	8	0	1
atoll_s34_B	atoll	34	B	OPP	Core destroyed	285	v520	285	16	509	278	4,10	10	22.5	8	0	0	2	4	1	282	1	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	177	v520	177	11	39	15	11,1	5	14.5	8	0	0	2	2	1	17	2	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	177	v520	177	11	93	44	13,0	2	8.5	8	1	1	2	133	0	-1	5	0	1
atoll_s35_B	atoll	35	B	US	Core destroyed	116	v520	116	7	37	12	4,13	2	4.5	8	2	2	2	104	0	-1	3	0	1
atoll_s36_A	atoll	36	A	US	Core destroyed	634	v520	634	22	32	10	13,4	2	4.5	8	2	2	2	3	1	13	1	0	1
atoll_s36_A	atoll	36	A	US	Core destroyed	634	v520	634	22	73	36	13,0	2	8.5	8	1	1	2	598	0	-1	15	0	1
atoll_s36_A	atoll	36	A	US	Core destroyed	634	v520	634	22	186	543	12,7	17	26.5	8	0	0	2	4	1	547	1	0	1
atoll_s36_B	atoll	36	B	US	Core destroyed	161	v520	161	14	28	10	3,12	1	6.5	8	2	2	2	151	0	-1	10	0	1
drakkarfjord_s34_A	drakkarfjord	34	A	US	Core destroyed	88	v520	88	10	24	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s34_B	drakkarfjord	34	B	US	Core destroyed	444	v520	444	14	22	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s34_B	drakkarfjord	34	B	US	Core destroyed	444	v520	444	14	397	241	6,20	18	32.5	8	0	0	2	4	1	245	1	0	1
drakkarfjord_s35_A	drakkarfjord	35	A	US	Core destroyed	93	v520	93	10	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s35_B	drakkarfjord	35	B	US	Core destroyed	385	v520	385	10	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s35_B	drakkarfjord	35	B	US	Core destroyed	385	v520	385	10	307	317	1,22	2	8.5	8	1	1	2	68	0	-1	0	0	0
