tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
glacierkeep_s108_B	glacierkeep	108	B	US	Core destroyed	257	flagoff	8	8	9	44	46	44	251	59	0.2351	3.187	8	0	33,29,44,26,9,22,10,19	257	1	14,2
midgard_s106_A	midgard	106	A	US	Core destroyed	241	flagoff	8	7	54	102	-1	-1	195	191	0.9795	3.59	6	1	54,89,58,102,63,73,66	241	0	26,26
midgard_s106_B	midgard	106	B	US	Core destroyed	316	flagoff	8	6	53	89	-1	-1	273	268	0.9817	2.198	6	0	63,59,61,53,89,66	316	1	2,2
midgard_s107_A	midgard	107	A	US	Core destroyed	833	flagoff	8	6	49	93	-1	-1	791	780	0.9861	0.759	6	0	49,93,60,64,61,66	833	0	26,26
midgard_s107_B	midgard	107	B	OPP	Core destroyed	571	flagoff	8	6	55	92	-1	-1	369	99	0.2683	1.626	6	0	62,66,59,55,84,92	571	1	2,2
midgard_s108_A	midgard	108	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	7	49	110	-1	-1	958	954	0.9958	0.731	6	1	49,92,53,110,69,77,72	1000	0	26,26
midgard_s108_B	midgard	108	B	OPP	Core destroyed	628	flagoff	8	6	53	105	-1	-1	583	166	0.2847	1.029	6	0	60,56,63,57,105,53	628	1	2,2
nordkap_s106_A	nordkap	106	A	OPP	Core destroyed	837	flagoff	8	8	5	99	416	99	835	774	0.9269	0.958	7	1	22,96,18,99,88,5,15,6	837	0	9,18
nordkap_s106_B	nordkap	106	B	US	Titanium collected (tiebreak)	1000	flagoff	8	6	4	39	-1	-1	998	983	0.985	0.601	5	1	24,5,25,4,8,39	1000	1	9,6
nordkap_s107_A	nordkap	107	A	US	Core destroyed	407	flagoff	8	8	5	77	-1	77	196	102	0.5204	4.082	8	0	72,74,14,77,66,6,10,5	407	0	9,18
nordkap_s107_B	nordkap	107	B	US	Core destroyed	521	flagoff	8	8	5	47	62	47	519	503	0.9692	1.541	8	0	47,41,17,31,5,25,6,24	521	1	9,6
nordkap_s108_A	nordkap	108	A	OPP	Core destroyed	513	flagoff	8	8	4	83	84	83	357	292	0.8179	2.241	7	1	28,83,23,5,65,4,63,13	513	0	9,18
nordkap_s108_B	nordkap	108	B	US	Core destroyed	394	flagoff	8	8	5	64	105	64	392	330	0.8418	2.041	7	1	26,23,64,20,5,18,6,13	394	1	9,6
yulerune_s106_A	yulerune	106	A	US	Core destroyed	297	flagoff	8	7	32	69	-1	-1	272	265	0.9743	2.574	6	1	32,69,38,39,44,44,44	297	0	16,9
yulerune_s106_B	yulerune	106	B	OPP	Core destroyed	427	flagoff	8	6	31	46	-1	-1	169	52	0.3077	3.55	6	0	45,46,31,43,39,33	427	1	2,9
yulerune_s107_A	yulerune	107	A	US	Titanium collected (tiebreak)	1000	flagoff	8	6	31	51	-1	-1	976	661	0.6773	0.615	6	0	31,38,51,35,48,40	1000	0	16,9
yulerune_s107_B	yulerune	107	B	OPP	Core destroyed	180	flagoff	8	7	39	112	-1	-1	155	145	0.9355	4.516	5	2	44,48,112,49,96,45,39	180	1	2,9
yulerune_s108_A	yulerune	108	A	US	Core destroyed	212	flagoff	8	6	31	53	-1	-1	186	181	0.9731	3.226	6	0	42,53,31,49,34,46	212	0	16,9
yulerune_s108_B	yulerune	108	B	OPP	Core destroyed	222	flagoff	8	5	39	52	-1	-1	55	44	0.8	9.091	5	0	43,49,52,44,39	222	1	2,9
atoll_s109_A	atoll	109	A	OPP	Core destroyed	256	flagoff	8	1	21	21	-1	-1	111	9	0.0811	0.901	1	0	21	256	0	14,2
atoll_s109_B	atoll	109	B	OPP	Core destroyed	130	flagoff	8	5	7	29	-1	-1	96	13	0.1354	5.208	5	0	29,21,7,8,12	130	1	2,14
atoll_s110_A	atoll	110	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	3	7	36	-1	-1	86	9	0.1047	3.488	3	0	7,8,36	1000	0	14,2
atoll_s110_B	atoll	110	B	US	Core destroyed	212	flagoff	8	6	7	46	-1	-1	97	48	0.4948	6.186	6	0	38,46,35,7,8,21	212	1	2,14
atoll_s111_A	atoll	111	A	OPP	Core destroyed	256	flagoff	8	1	21	21	-1	-1	111	9	0.0811	0.901	1	0	21	256	0	14,2
atoll_s111_B	atoll	111	B	OPP	Core destroyed	180	flagoff	8	4	7	31	-1	-1	63	24	0.381	6.349	4	0	31,9,7,15	180	1	2,14
drakkarfjord_s109_A	drakkarfjord	109	A	US	Core destroyed	205	flagoff	8	8	10	65	78	65	148	0	0.0	5.405	7	1	10,11,25,65,27,37,30,34	205	0	26,4
drakkarfjord_s109_B	drakkarfjord	109	B	US	Core destroyed	126	flagoff	8	8	10	48	48	48	118	0	0.0	6.78	7	1	40,36,48,33,21,14,11,10	126	1	2,24
drakkarfjord_s110_A	drakkarfjord	110	A	US	Core destroyed	206	flagoff	8	8	10	53	53	53	188	48	0.2553	4.255	7	1	10,11,53,31,49,35,46,38	206	0	26,4
drakkarfjord_s110_B	drakkarfjord	110	B	OPP	Core destroyed	780	flagoff	8	8	10	75	75	75	180	0	0.0	4.444	7	1	48,51,40,75,34,14,11,10	780	1	2,24
drakkarfjord_s111_A	drakkarfjord	111	A	OPP	Core destroyed	470	flagoff	8	6	10	42	-1	-1	174	23	0.1322	3.448	5	1	10,11,29,31,34,42	470	0	26,4
drakkarfjord_s111_B	drakkarfjord	111	B	US	Core destroyed	137	flagoff	8	6	10	76	-1	-1	94	0	0.0	6.383	5	1	76,73,20,14,11,10	137	1	2,24
glacierkeep_s109_A	glacierkeep	109	A	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	67	78	67	79	0	0.0	10.127	7	1	54,64,18,67,17,10,14,9	1000	0	14,26
glacierkeep_s109_B	glacierkeep	109	B	US	Core destroyed	517	flagoff	8	8	9	60	60	60	209	60	0.2871	3.828	8	0	33,29,60,26,9,22,10,19	517	1	14,2
glacierkeep_s110_A	glacierkeep	110	A	US	Core destroyed	369	flagoff	8	8	9	61	61	61	350	12	0.0343	2.286	7	1	47,58,18,61,17,10,14,9	369	0	14,26
glacierkeep_s110_B	glacierkeep	110	B	US	Core destroyed	280	flagoff	8	8	10	37	37	37	230	0	0.0	3.478	8	0	37,33,15,30,10,26,11,23	280	1	14,2
glacierkeep_s111_A	glacierkeep	111	A	OPP	Core destroyed	729	flagoff	8	8	9	57	57	57	708	10	0.0141	1.13	7	1	49,54,18,57,17,10,14,9	729	0	14,26
glacierkeep_s111_B	glacierkeep	111	B	OPP	Titanium stored (tiebreak)	1000	flagoff	8	8	10	42	42	42	994	0	0.0	0.805	8	0	34,30,42,27,10,23,11,20	1000	1	14,2
midgard_s109_A	midgard	109	A	US	Core destroyed	436	flagoff	8	7	50	122	-1	-1	394	373	0.9467	1.777	6	1	50,102,54,122,69,78,68	436	0	26,26
midgard_s109_B	midgard	109	B	OPP	Core destroyed	213	flagoff	8	7	58	107	-1	-1	167	163	0.976	4.192	4	3	70,75,68,107,58,95,98	213	1	2,2
midgard_s110_A	midgard	110	A	OPP	Core destroyed	837	flagoff	8	6	59	74	-1	-1	795	481	0.605	0.755	6	0	59,63,60,70,74,69	837	0	26,26
midgard_s110_B	midgard	110	B	US	Core destroyed	196	flagoff	8	6	55	86	-1	-1	151	148	0.9801	3.974	6	0	62,66,59,55,86,68	196	1	2,2
midgard_s111_A	midgard	111	A	OPP	Core destroyed	646	flagoff	8	6	58	116	-1	-1	597	594	0.995	1.005	6	0	58,116,62,68,78,71	646	0	26,26
midgard_s111_B	midgard	111	B	US	Core destroyed	385	flagoff	8	7	55	102	-1	-1	340	331	0.9735	2.059	6	1	62,66,59,55,84,102,71	385	1	2,2
nordkap_s109_A	nordkap	109	A	OPP	Core destroyed	565	flagoff	8	6	8	60	-1	-1	233	12	0.0515	2.575	5	1	37,42,36,48,60,8	565	0	9,18
nordkap_s109_B	nordkap	109	B	OPP	Core destroyed	247	flagoff	8	6	5	42	-1	-1	117	70	0.5983	5.128	6	0	16,18,10,42,5,6	247	1	9,6
nordkap_s110_A	nordkap	110	A	US	Core destroyed	740	flagoff	8	8	4	84	84	84	566	347	0.6131	1.413	6	2	23,31,20,34,16,4,84,12	740	0	9,18
nordkap_s110_B	nordkap	110	B	OPP	Core destroyed	364	flagoff	8	8	5	318	-1	318	227	154	0.6784	3.524	7	1	16,18,10,21,5,52,6,318	364	1	9,6
nordkap_s111_A	nordkap	111	A	OPP	Core destroyed	249	flagoff	8	7	4	28	-1	-1	102	28	0.2745	6.863	6	1	28,25,23,22,20,5,4	249	0	9,18
nordkap_s111_B	nordkap	111	B	US	Core destroyed	381	flagoff	8	8	5	35	37	35	379	368	0.971	2.111	8	0	16,18,10,21,5,27,6,35	381	1	9,6
yulerune_s109_A	yulerune	109	A	OPP	Core destroyed	236	flagoff	8	5	31	52	-1	-1	133	53	0.3985	3.759	5	0	41,48,31,51,52	236	0	16,9
yulerune_s109_B	yulerune	109	B	US	Core destroyed	285	flagoff	8	6	38	50	-1	-1	218	69	0.3165	2.752	6	0	45,50,42,48,42,38	285	1	2,9
yulerune_s110_A	yulerune	110	A	OPP	Core destroyed	193	flagoff	8	5	31	42	-1	-1	168	161	0.9583	2.976	5	0	38,42,31,34,42	193	0	16,9
yulerune_s110_B	yulerune	110	B	OPP	Core destroyed	453	flagoff	8	7	32	69	-1	-1	428	254	0.5935	1.636	6	1	49,44,46,45,69,38,32	453	1	2,9
yulerune_s111_A	yulerune	111	A	OPP	Core destroyed	238	flagoff	8	6	31	51	-1	-1	214	203	0.9486	2.804	6	0	31,51,34,51,43,48	238	0	16,9
yulerune_s111_B	yulerune	111	B	OPP	Core destroyed	220	flagoff	8	7	30	93	-1	-1	198	190	0.9596	3.535	6	1	48,40,51,37,38,30,93	220	1	2,9
atoll_s112_A	atoll	112	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	5	10	133	-1	-1	176	22	0.125	2.841	4	1	11,10,133,37,36	1000	0	14,2
atoll_s112_B	atoll	112	B	OPP	Core destroyed	256	flagoff	8	7	7	58	-1	-1	81	29	0.358	8.642	7	0	26,58,20,30,7,8,39	256	1	2,14
atoll_s113_A	atoll	113	A	US	Core destroyed	187	flagoff	8	7	10	113	-1	-1	183	157	0.8579	3.825	7	0	44,40,113,10,12,58,24	187	0	14,2
atoll_s113_B	atoll	113	B	OPP	Core destroyed	341	flagoff	8	6	7	37	-1	-1	215	24	0.1116	2.791	6	0	15,37,9,22,7,32	341	1	2,14
atoll_s114_A	atoll	114	A	OPP	Core destroyed	505	flagoff	8	3	7	119	-1	-1	240	91	0.3792	1.25	3	0	14,7,119	505	0	14,2
atoll_s114_B	atoll	114	B	OPP	Core destroyed	128	flagoff	8	1	8	8	-1	-1	33	4	0.1212	3.03	1	0	8	128	1	2,14
drakkarfjord_s112_A	drakkarfjord	112	A	OPP	Core destroyed	482	flagoff	8	3	10	440	-1	-1	141	0	0.0	2.128	2	1	10,11,440	482	0	26,4
drakkarfjord_s112_B	drakkarfjord	112	B	OPP	Core destroyed	309	flagoff	8	5	10	32	-1	-1	102	0	0.0	4.902	3	2	32,31,14,11,10	309	1	2,24
drakkarfjord_s113_A	drakkarfjord	113	A	US	Core destroyed	169	flagoff	8	8	10	68	-1	68	133	0	0.0	6.015	7	1	10,11,31,68,33,43,36,40	169	0	26,4
drakkarfjord_s113_B	drakkarfjord	113	B	OPP	Core destroyed	325	flagoff	8	4	10	45	-1	-1	74	0	0.0	5.405	3	1	45,14,11,10	325	1	2,24
drakkarfjord_s114_A	drakkarfjord	114	A	OPP	Core destroyed	805	flagoff	8	7	10	43	-1	-1	109	0	0.0	6.422	6	1	10,11,31,33,43,36,40	805	0	26,4
drakkarfjord_s114_B	drakkarfjord	114	B	US	Core destroyed	173	flagoff	8	8	10	74	-1	74	165	0	0.0	4.848	7	1	48,50,40,74,34,14,11,10	173	1	2,24
glacierkeep_s112_A	glacierkeep	112	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	9	63	-1	63	346	0	0.0	2.312	7	1	44,62,18,63,17,10,14,9	1000	0	14,26
glacierkeep_s112_B	glacierkeep	112	B	US	Core destroyed	277	flagoff	8	8	9	36	49	36	271	60	0.2214	2.952	8	0	36,32,14,29,9,25,10,22	277	1	14,2
glacierkeep_s113_A	glacierkeep	113	A	US	Core destroyed	377	flagoff	8	8	9	46	46	46	371	116	0.3127	2.156	8	0	41,43,23,46,19,10,14,9	377	0	14,26
glacierkeep_s113_B	glacierkeep	113	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	61	61	61	239	61	0.2552	3.347	8	0	33,29,61,26,9,22,10,19	1000	1	14,2
glacierkeep_s114_A	glacierkeep	114	A	US	Core destroyed	237	flagoff	8	8	10	44	44	44	231	200	0.8658	3.463	8	0	39,41,22,44,18,11,15,10	237	0	14,26
glacierkeep_s114_B	glacierkeep	114	B	US	Core destroyed	177	flagoff	8	8	9	36	62	36	171	139	0.8129	4.678	8	0	36,32,14,29,9,25,10,22	177	1	14,2
midgard_s112_A	midgard	112	A	US	Core destroyed	174	flagoff	8	6	51	80	-1	-1	130	127	0.9769	4.615	6	0	51,80,55,59,66,62	174	0	26,26
midgard_s112_B	midgard	112	B	OPP	Core destroyed	508	flagoff	8	6	57	107	-1	-1	88	57	0.6477	6.818	6	0	72,76,68,65,57,107	508	1	2,2
midgard_s113_A	midgard	113	A	US	Core destroyed	212	flagoff	8	7	49	83	-1	-1	171	161	0.9415	4.094	5	2	49,72,53,83,59,61,62	212	0	26,26
midgard_s113_B	midgard	113	B	OPP	Core destroyed	308	flagoff	8	7	55	92	-1	-1	263	256	0.9734	2.662	6	1	62,66,59,55,84,92,90	308	1	2,2
midgard_s114_A	midgard	114	A	US	Core destroyed	196	flagoff	8	7	53	101	-1	-1	151	148	0.9801	4.636	5	2	53,97,57,101,61,58,63	196	0	26,26
midgard_s114_B	midgard	114	B	US	Titanium collected (tiebreak)	1000	flagoff	8	7	54	189	-1	-1	954	952	0.9979	0.734	7	0	57,54,60,128,56,189,72	1000	1	2,2
nordkap_s112_A	nordkap	112	A	US	Core destroyed	417	flagoff	8	8	5	71	88	71	415	405	0.9759	1.928	7	1	22,66,21,71,44,6,54,5	417	0	9,18
nordkap_s112_B	nordkap	112	B	US	Core destroyed	164	flagoff	8	8	5	66	-1	66	162	149	0.9198	4.938	7	1	32,28,35,50,5,66,6,20	164	1	9,6
nordkap_s113_A	nordkap	113	A	OPP	Core destroyed	314	flagoff	8	7	4	36	-1	-1	264	237	0.8977	2.652	5	2	34,36,5,18,4,8,7	314	0	9,18
nordkap_s113_B	nordkap	113	B	US	Core destroyed	213	flagoff	8	7	5	29	-1	-1	211	197	0.9336	3.318	5	2	27,25,29,5,15,8,9	213	1	9,6
nordkap_s114_A	nordkap	114	A	US	Core destroyed	296	flagoff	8	8	4	172	174	172	294	227	0.7721	2.721	6	2	23,19,19,8,141,7,172,4	296	0	9,18
nordkap_s114_B	nordkap	114	B	OPP	Core destroyed	330	flagoff	8	5	5	29	-1	-1	150	98	0.6533	3.333	5	0	29,23,24,5,6	330	1	9,6
yulerune_s112_A	yulerune	112	A	OPP	Core destroyed	577	flagoff	8	5	38	57	-1	-1	552	545	0.9873	0.906	5	0	38,44,57,54,50	577	0	16,9
yulerune_s112_B	yulerune	112	B	US	Core destroyed	310	flagoff	8	7	32	71	-1	-1	285	279	0.9789	2.456	5	2	54,49,71,46,69,36,32	310	1	2,9
yulerune_s113_A	yulerune	113	A	OPP	Core destroyed	401	flagoff	8	5	32	52	-1	-1	376	364	0.9681	1.33	4	1	32,38,52,49,45	401	0	16,9
yulerune_s113_B	yulerune	113	B	US	Core destroyed	479	flagoff	8	6	36	58	-1	-1	442	374	0.8462	1.357	6	0	43,46,47,58,36,39	479	1	2,9
yulerune_s114_A	yulerune	114	A	US	Core destroyed	205	flagoff	8	7	32	67	-1	-1	180	171	0.95	3.889	6	1	32,67,38,43,42,41,45	205	0	16,9
yulerune_s114_B	yulerune	114	B	OPP	Core destroyed	184	flagoff	8	7	31	80	-1	-1	159	72	0.4528	4.403	6	1	39,36,34,33,31,32,80	184	1	2,9
atoll_s115_A	atoll	115	A	OPP	Core destroyed	332	flagoff	8	2	8	12	-1	-1	22	3	0.1364	9.091	2	0	12,8	332	0	14,2
atoll_s115_B	atoll	115	B	US	Core destroyed	212	flagoff	8	6	7	46	-1	-1	208	67	0.3221	2.885	6	0	38,46,35,7,8,21	212	1	2,14
atoll_s116_A	atoll	116	A	US	Core destroyed	248	flagoff	8	6	8	65	-1	-1	244	57	0.2336	2.459	6	0	8,65,55,42,52,45	248	0	14,2
atoll_s116_B	atoll	116	B	US	Core destroyed	159	flagoff	8	6	7	87	-1	-1	150	10	0.0667	4.0	6	0	15,40,9,87,7,79	159	1	2,14
atoll_s117_A	atoll	117	A	US	Core destroyed	306	flagoff	8	7	10	221	-1	-1	302	104	0.3444	2.318	7	0	36,221,61,10,12,48,24	306	0	14,2
atoll_s117_B	atoll	117	B	OPP	Core destroyed	186	flagoff	8	5	8	35	-1	-1	130	51	0.3923	3.846	4	1	20,35,12,32,8	186	1	2,14
drakkarfjord_s115_A	drakkarfjord	115	A	US	Core destroyed	544	flagoff	8	8	10	37	42	37	536	480	0.8955	1.493	7	1	10,11,37,18,33,22,30,26	544	0	26,4
drakkarfjord_s115_B	drakkarfjord	115	B	US	Core destroyed	129	flagoff	8	8	10	46	46	46	121	0	0.0	6.612	7	1	40,36,46,33,21,14,11,10	129	1	2,24
drakkarfjord_s116_A	drakkarfjord	116	A	OPP	Core destroyed	214	flagoff	8	7	10	37	-1	-1	133	0	0.0	5.263	6	1	10,11,25,27,37,30,34	214	0	26,4
drakkarfjord_s116_B	drakkarfjord	116	B	US	Core destroyed	143	flagoff	8	8	10	46	46	46	135	0	0.0	5.926	7	1	40,36,46,33,21,14,11,10	143	1	2,24
drakkarfjord_s117_A	drakkarfjord	117	A	OPP	Core destroyed	472	flagoff	8	8	10	58	-1	58	130	0	0.0	6.154	7	1	10,11,25,58,27,37,30,34	472	0	26,4
drakkarfjord_s117_B	drakkarfjord	117	B	OPP	Harvesters (tiebreak)	1000	flagoff	8	8	10	206	-1	206	652	0	0.0	1.227	7	1	206,147,44,144,83,14,11,10	1000	1	2,24
glacierkeep_s115_A	glacierkeep	115	A	US	Core destroyed	221	flagoff	8	8	10	49	49	49	215	71	0.3302	3.721	8	0	45,47,30,49,18,11,15,10	221	0	14,26
glacierkeep_s115_B	glacierkeep	115	B	US	Core destroyed	173	flagoff	8	8	9	45	53	45	151	114	0.755	5.298	8	0	33,35,20,38,9,42,10,45	173	1	14,2
glacierkeep_s116_A	glacierkeep	116	A	US	Core destroyed	173	flagoff	8	8	9	55	55	55	167	143	0.8563	4.79	8	0	55,48,23,45,19,10,14,9	173	0	14,26
glacierkeep_s116_B	glacierkeep	116	B	US	Core destroyed	469	flagoff	8	8	9	36	49	36	463	433	0.9352	1.728	8	0	36,32,14,29,9,25,10,22	469	1	14,2
glacierkeep_s117_A	glacierkeep	117	A	US	Core destroyed	181	flagoff	8	8	9	47	47	47	175	148	0.8457	4.571	8	0	42,44,23,47,19,10,14,9	181	0	14,26
glacierkeep_s117_B	glacierkeep	117	B	US	Core destroyed	565	flagoff	8	8	9	41	46	41	454	60	0.1322	1.762	8	0	36,38,20,41,9,40,10,39	565	1	14,2
midgard_s115_A	midgard	115	A	US	Core destroyed	545	flagoff	8	7	53	98	-1	-1	499	495	0.992	1.403	6	1	53,83,57,98,63,70,66	545	0	26,26
midgard_s115_B	midgard	115	B	US	Core destroyed	292	flagoff	8	7	56	96	-1	-1	241	238	0.9876	2.905	5	2	70,72,68,96,60,85,56	292	1	2,2
midgard_s116_A	midgard	116	A	OPP	Core destroyed	285	flagoff	8	6	52	96	-1	-1	108	67	0.6204	5.556	6	0	52,96,61,68,75,71	285	0	26,26
midgard_s116_B	midgard	116	B	OPP	Core destroyed	408	flagoff	8	7	48	104	-1	-1	272	230	0.8456	2.574	5	2	56,74,53,104,48,87,63	408	1	2,2
midgard_s117_A	midgard	117	A	US	Core destroyed	257	flagoff	8	6	53	111	-1	-1	211	207	0.981	2.844	5	1	53,111,62,89,93,87	257	0	26,26
midgard_s117_B	midgard	117	B	US	Core destroyed	201	flagoff	8	6	56	90	-1	-1	156	154	0.9872	3.846	6	0	63,67,60,56,81,90	201	1	2,2
nordkap_s115_A	nordkap	115	A	OPP	Core destroyed	224	flagoff	8	7	5	44	-1	-1	134	55	0.4104	5.224	7	0	42,44,16,43,6,10,5	224	0	9,18
nordkap_s115_B	nordkap	115	B	OPP	Core destroyed	522	flagoff	8	6	5	42	-1	-1	339	206	0.6077	1.77	6	0	22,24,10,5,42,6	522	1	9,6
nordkap_s116_A	nordkap	116	A	OPP	Core destroyed	228	flagoff	8	2	5	6	-1	-1	132	95	0.7197	1.515	2	0	6,5	228	0	9,18
nordkap_s116_B	nordkap	116	B	US	Core destroyed	113	flagoff	8	8	4	33	33	33	111	97	0.8739	7.207	7	1	17,20,5,26,4,30,8,33	113	1	9,6
nordkap_s117_A	nordkap	117	A	OPP	Core destroyed	288	flagoff	8	6	8	96	-1	-1	246	173	0.7033	2.439	6	0	80,93,43,96,9,8	288	0	9,18
nordkap_s117_B	nordkap	117	B	US	Core destroyed	125	flagoff	8	8	5	30	39	30	123	110	0.8943	6.504	8	0	16,18,10,21,5,25,6,30	125	1	9,6
yulerune_s115_A	yulerune	115	A	OPP	Core destroyed	238	flagoff	8	6	31	51	-1	-1	214	203	0.9486	2.804	6	0	31,51,34,51,43,48	238	0	16,9
yulerune_s115_B	yulerune	115	B	US	Core destroyed	236	flagoff	8	6	34	64	-1	-1	213	193	0.9061	2.817	6	0	53,56,52,57,34,64	236	1	2,9
yulerune_s116_A	yulerune	116	A	US	Core destroyed	269	flagoff	8	7	31	76	-1	-1	245	244	0.9959	2.857	6	1	31,76,32,34,40,41,43	269	0	16,9
yulerune_s116_B	yulerune	116	B	US	Core destroyed	464	flagoff	8	6	36	58	-1	-1	427	362	0.8478	1.405	6	0	43,46,47,58,36,39	464	1	2,9
yulerune_s117_A	yulerune	117	A	US	Core destroyed	191	flagoff	8	6	31	43	-1	-1	169	147	0.8698	3.55	6	0	32,31,34,41,39,43	191	0	16,9
yulerune_s117_B	yulerune	117	B	OPP	Core destroyed	405	flagoff	8	6	34	53	-1	-1	380	377	0.9921	1.579	6	0	42,37,34,53,50,41	405	1	2,9
atoll_s10_A	atoll	10	A	OPP	Core destroyed	466	flagoff	8	3	7	215	-1	-1	75	5	0.0667	4.0	1	2	10,7,215	466	0	14,2
atoll_s10_B	atoll	10	B	OPP	Core destroyed	392	flagoff	8	7	10	365	-1	-1	187	31	0.1658	3.743	6	1	25,40,12,37,10,365,302	392	1	2,14
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	8	6	8	295	-1	-1	318	54	0.1698	1.887	4	2	10,8,295,127,89,129	680	0	14,2
atoll_s11_B	atoll	11	B	OPP	Core destroyed	430	flagoff	8	7	8	71	-1	-1	251	159	0.6335	2.789	7	0	71,59,70,42,8,9,15	430	1	2,14
atoll_s12_A	atoll	12	A	OPP	Core destroyed	237	flagoff	8	5	8	22	-1	-1	54	11	0.2037	9.259	4	1	8,16,18,22,21	237	0	14,2
atoll_s12_B	atoll	12	B	US	Core destroyed	454	flagoff	8	5	10	45	-1	-1	270	12	0.0444	1.852	5	0	25,45,12,37,10	454	1	2,14
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	7	10	43	-1	-1	150	0	0.0	4.667	6	1	10,11,31,33,43,36,40	1000	0	26,4
drakkarfjord_s10_B	drakkarfjord	10	B	US	Core destroyed	123	flagoff	8	8	10	46	46	46	115	0	0.0	6.957	7	1	40,36,46,33,21,14,11,10	123	1	2,24
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	605	flagoff	8	8	10	86	-1	86	290	0	0.0	2.759	7	1	10,11,31,86,33,44,36,41	605	0	26,4
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	161	flagoff	8	8	10	46	46	46	153	0	0.0	5.229	7	1	40,36,46,33,21,14,11,10	161	1	2,24
drakkarfjord_s12_A	drakkarfjord	12	A	OPP	Core destroyed	432	flagoff	8	7	10	43	-1	-1	128	0	0.0	5.469	6	1	10,11,31,33,43,36,40	432	0	26,4
drakkarfjord_s12_B	drakkarfjord	12	B	OPP	Core destroyed	358	flagoff	8	6	10	138	-1	-1	122	0	0.0	4.918	5	1	138,45,135,14,11,10	358	1	2,24
glacierkeep_s10_A	glacierkeep	10	A	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	63	91	63	287	128	0.446	2.787	8	0	63,56,21,53,17,10,14,9	1000	0	14,26
glacierkeep_s10_B	glacierkeep	10	B	US	Core destroyed	257	flagoff	8	8	9	44	46	44	251	59	0.2351	3.187	8	0	33,29,44,26,9,22,10,19	257	1	14,2
glacierkeep_s11_A	glacierkeep	11	A	OPP	Core destroyed	609	flagoff	8	8	9	46	46	46	141	71	0.5035	5.674	8	0	40,43,25,46,17,10,14,9	609	0	14,26
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	276	flagoff	8	8	9	36	49	36	250	131	0.524	3.2	8	0	36,32,14,29,9,25,10,22	276	1	14,2
glacierkeep_s12_A	glacierkeep	12	A	OPP	Core destroyed	747	flagoff	8	8	10	46	46	46	398	313	0.7864	2.01	8	0	39,43,22,46,18,11,15,10	747	0	14,26
glacierkeep_s12_B	glacierkeep	12	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	36	44	36	150	57	0.38	5.333	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
midgard_s10_A	midgard	10	A	OPP	Core destroyed	301	flagoff	8	4	52	74	-1	-1	259	255	0.9846	1.544	4	0	52,56,60,74	301	0	26,26
midgard_s10_B	midgard	10	B	US	Core destroyed	161	flagoff	8	7	55	100	-1	-1	116	112	0.9655	6.034	6	1	62,66,59,55,80,100,83	161	1	2,2
midgard_s11_A	midgard	11	A	US	Core destroyed	210	flagoff	8	6	57	76	-1	-1	160	152	0.95	3.75	6	0	76,76,72,68,57,65	210	0	26,26
midgard_s11_B	midgard	11	B	US	Titanium collected (tiebreak)	1000	flagoff	8	6	54	73	-1	-1	954	952	0.9979	0.629	6	0	57,54,60,58,73,54	1000	1	2,2
midgard_s12_A	midgard	12	A	OPP	Core destroyed	237	flagoff	8	7	52	84	-1	-1	193	185	0.9585	3.627	5	2	52,79,56,84,60,67,64	237	0	26,26
midgard_s12_B	midgard	12	B	OPP	Core destroyed	249	flagoff	8	7	54	96	-1	-1	203	201	0.9901	3.448	4	3	57,54,60,96,56,89,64	249	1	2,2
nordkap_s10_A	nordkap	10	A	OPP	Core destroyed	213	flagoff	8	4	5	15	-1	-1	151	91	0.6026	2.649	4	0	15,6,10,5	213	0	9,18
nordkap_s10_B	nordkap	10	B	OPP	Core destroyed	297	flagoff	8	5	5	32	-1	-1	266	118	0.4436	1.88	4	1	24,26,5,6,32	297	1	9,6
nordkap_s11_A	nordkap	11	A	US	Core destroyed	240	flagoff	8	7	5	137	-1	-1	238	227	0.9538	2.941	7	0	114,102,50,137,21,6,5	240	0	9,18
nordkap_s11_B	nordkap	11	B	US	Core destroyed	325	flagoff	8	7	5	53	-1	-1	222	132	0.5946	3.153	7	0	25,25,43,5,53,6,32	325	1	9,6
nordkap_s12_A	nordkap	12	A	US	Core destroyed	412	flagoff	8	8	5	57	158	57	378	305	0.8069	2.116	7	1	23,27,22,34,19,6,57,5	412	0	9,18
