tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
glacierkeep_s37_B	glacierkeep	37	B	US	Core destroyed	189	parent	8	8	9	44	46	44	183	46	0.2514	4.372	8	0	33,29,44,26,9,22,10,19	189	1	14,2
glacierkeep_s38_A	glacierkeep	38	A	US	Core destroyed	473	parent	8	8	9	69	69	69	467	22	0.0471	1.713	8	0	62,66,21,69,17,10,14,9	473	0	14,26
glacierkeep_s38_B	glacierkeep	38	B	OPP	Core destroyed	656	parent	8	8	9	36	36	36	249	116	0.4659	3.213	8	0	36,32,14,29,9,25,10,22	656	1	14,2
glacierkeep_s39_A	glacierkeep	39	A	US	Titanium collected (tiebreak)	1000	parent	8	8	9	60	60	60	982	4	0.0041	0.815	7	1	46,57,18,60,17,10,14,9	1000	0	14,26
glacierkeep_s39_B	glacierkeep	39	B	US	Core destroyed	157	parent	8	8	9	36	49	36	151	45	0.298	5.298	8	0	36,32,14,29,9,25,10,22	157	1	14,2
midgard_s37_A	midgard	37	A	US	Core destroyed	193	parent	8	7	54	115	-1	-1	147	145	0.9864	4.762	6	1	54,100,58,115,74,82,77	193	0	26,26
midgard_s37_B	midgard	37	B	OPP	Core destroyed	213	parent	8	5	57	88	-1	-1	165	35	0.2121	3.03	5	0	69,58,65,57,88	213	1	2,2
midgard_s38_A	midgard	38	A	OPP	Titanium collected (tiebreak)	1000	parent	8	6	58	124	-1	-1	950	78	0.0821	0.632	6	0	58,124,64,74,78,73	1000	0	26,26
midgard_s38_B	midgard	38	B	OPP	Core destroyed	333	parent	8	7	55	82	-1	-1	288	284	0.9861	2.431	5	2	62,64,59,82,55,76,71	333	1	2,2
midgard_s39_A	midgard	39	A	US	Core destroyed	485	parent	8	7	51	99	-1	-1	441	313	0.7098	1.587	5	2	51,91,55,99,65,72,68	485	0	26,26
midgard_s39_B	midgard	39	B	US	Core destroyed	241	parent	8	6	52	119	-1	-1	196	194	0.9898	3.061	6	0	81,88,72,64,119,52	241	1	2,2
nordkap_s37_A	nordkap	37	A	OPP	Core destroyed	293	parent	8	6	5	41	-1	-1	101	78	0.7723	5.941	6	0	31,38,28,41,6,5	293	0	9,18
nordkap_s37_B	nordkap	37	B	US	Core destroyed	348	parent	8	7	5	90	-1	-1	346	333	0.9624	2.023	7	0	19,21,90,41,5,6,36	348	1	9,6
nordkap_s38_A	nordkap	38	A	OPP	Titanium collected (tiebreak)	1000	parent	8	8	5	67	88	67	374	125	0.3342	2.139	8	0	23,31,19,38,52,6,67,5	1000	0	9,18
nordkap_s38_B	nordkap	38	B	US	Core destroyed	252	parent	8	8	5	32	36	32	250	236	0.944	3.2	6	2	25,32,28,24,5,15,8,9	252	1	9,6
nordkap_s39_A	nordkap	39	A	US	Core destroyed	264	parent	8	7	5	96	-1	-1	262	251	0.958	2.672	5	2	23,30,20,35,96,6,5	264	0	9,18
nordkap_s39_B	nordkap	39	B	OPP	Core destroyed	149	parent	8	6	5	24	-1	-1	114	86	0.7544	5.263	5	1	24,21,16,6,5,11	149	1	9,6
yulerune_s37_A	yulerune	37	A	US	Core destroyed	236	parent	8	7	34	71	-1	-1	211	203	0.9621	3.318	6	1	34,71,43,42,49,41,46	236	0	16,9
yulerune_s37_B	yulerune	37	B	OPP	Core destroyed	283	parent	8	7	32	77	-1	-1	147	67	0.4558	4.762	6	1	50,46,53,43,77,39,32	283	1	2,9
yulerune_s38_A	yulerune	38	A	US	Core destroyed	347	parent	8	5	36	50	-1	-1	322	314	0.9752	1.553	4	1	36,44,44,47,50	347	0	16,9
yulerune_s38_B	yulerune	38	B	OPP	Core destroyed	188	parent	8	7	35	92	-1	-1	163	158	0.9693	4.294	6	1	45,47,40,44,92,35,38	188	1	2,9
yulerune_s39_A	yulerune	39	A	OPP	Core destroyed	425	parent	8	5	39	48	-1	-1	399	390	0.9774	1.253	5	0	39,44,41,47,48	425	0	16,9
yulerune_s39_B	yulerune	39	B	US	Core destroyed	199	parent	8	7	32	68	-1	-1	173	173	1.0	4.046	6	1	48,44,51,41,68,35,32	199	1	2,9
atoll_s40_A	atoll	40	A	OPP	Core destroyed	231	parent	8	2	7	10	-1	-1	44	7	0.1591	4.545	1	1	10,7	231	0	14,2
atoll_s40_B	atoll	40	B	US	Core destroyed	277	parent	8	6	7	46	-1	-1	273	112	0.4103	2.198	6	0	38,46,35,7,8,21	277	1	2,14
atoll_s41_A	atoll	41	A	OPP	Core destroyed	197	parent	8	1	21	21	-1	-1	158	49	0.3101	0.633	1	0	21	197	0	14,2
atoll_s41_B	atoll	41	B	OPP	Core destroyed	192	parent	8	3	8	16	-1	-1	186	150	0.8065	1.613	3	0	10,8,16	192	1	2,14
atoll_s42_A	atoll	42	A	US	Core destroyed	469	parent	8	8	7	311	-1	311	385	189	0.4909	2.078	7	1	311,10,175,7,178,111,116,112	469	0	14,2
atoll_s42_B	atoll	42	B	OPP	Core destroyed	202	parent	8	4	11	33	-1	-1	42	3	0.0714	9.524	4	0	33,28,11,13	202	1	2,14
drakkarfjord_s40_A	drakkarfjord	40	A	US	Core destroyed	231	parent	8	8	10	37	42	37	223	136	0.6099	3.587	7	1	10,11,37,18,33,22,30,26	231	0	26,4
drakkarfjord_s40_B	drakkarfjord	40	B	US	Core destroyed	456	parent	8	8	10	218	-1	218	249	0	0.0	3.213	7	1	218,196,44,193,86,14,11,10	456	1	2,24
drakkarfjord_s41_A	drakkarfjord	41	A	OPP	Titanium collected (tiebreak)	1000	parent	8	8	10	65	-1	65	93	0	0.0	8.602	6	2	10,11,25,65,27,37,30,34	1000	0	26,4
drakkarfjord_s41_B	drakkarfjord	41	B	OPP	Core destroyed	308	parent	8	3	10	14	-1	-1	47	0	0.0	6.383	2	1	14,11,10	308	1	2,24
drakkarfjord_s42_A	drakkarfjord	42	A	US	Core destroyed	491	parent	8	8	10	87	366	87	258	0	0.0	3.101	7	1	10,11,31,87,33,44,36,41	491	0	26,4
drakkarfjord_s42_B	drakkarfjord	42	B	OPP	Core destroyed	966	parent	8	8	10	75	75	75	180	0	0.0	4.444	7	1	48,51,40,75,34,14,11,10	966	1	2,24
glacierkeep_s40_A	glacierkeep	40	A	US	Core destroyed	112	parent	8	8	9	44	44	44	106	52	0.4906	7.547	8	0	36,40,21,44,17,10,14,9	112	0	14,26
glacierkeep_s40_B	glacierkeep	40	B	US	Core destroyed	293	parent	8	8	9	36	48	36	207	100	0.4831	3.865	8	0	36,32,14,29,9,25,10,22	293	1	14,2
glacierkeep_s41_A	glacierkeep	41	A	US	Core destroyed	125	parent	8	8	9	41	41	41	119	92	0.7731	6.723	8	0	36,38,21,41,17,10,14,9	125	0	14,26
glacierkeep_s41_B	glacierkeep	41	B	US	Core destroyed	437	parent	8	8	9	36	36	36	343	191	0.5569	2.332	8	0	36,32,14,29,9,25,10,22	437	1	14,2
glacierkeep_s42_A	glacierkeep	42	A	US	Core destroyed	349	parent	8	8	9	49	49	49	343	125	0.3644	2.332	8	0	42,46,21,49,17,10,14,9	349	0	14,26
glacierkeep_s42_B	glacierkeep	42	B	US	Core destroyed	280	parent	8	8	10	37	37	37	230	0	0.0	3.478	8	0	37,33,15,30,10,26,11,23	280	1	14,2
midgard_s40_A	midgard	40	A	OPP	Core destroyed	265	parent	8	7	54	104	-1	-1	219	215	0.9817	3.196	5	2	54,88,58,104,63,73,69	265	0	26,26
midgard_s40_B	midgard	40	B	US	Core destroyed	256	parent	8	7	49	131	-1	-1	218	208	0.9541	3.211	6	1	56,58,53,49,82,131,115	256	1	2,2
midgard_s41_A	midgard	41	A	US	Core destroyed	261	parent	8	7	61	92	-1	-1	219	206	0.9406	3.196	6	1	77,92,72,75,69,61,66	261	0	26,26
midgard_s41_B	midgard	41	B	US	Core destroyed	293	parent	8	6	53	91	-1	-1	248	244	0.9839	2.419	6	0	69,56,64,91,58,53	293	1	2,2
midgard_s42_A	midgard	42	A	OPP	Core destroyed	222	parent	8	5	52	111	-1	-1	180	176	0.9778	2.778	5	0	52,56,111,60,63	222	0	26,26
midgard_s42_B	midgard	42	B	OPP	Core destroyed	356	parent	8	6	53	98	-1	-1	310	307	0.9903	1.935	5	1	64,55,63,57,98,53	356	1	2,2
nordkap_s40_A	nordkap	40	A	OPP	Core destroyed	293	parent	8	6	5	41	-1	-1	101	78	0.7723	5.941	6	0	31,38,28,41,6,5	293	0	9,18
nordkap_s40_B	nordkap	40	B	US	Core destroyed	309	parent	8	8	5	78	94	78	307	205	0.6678	2.606	7	1	34,24,36,62,5,78,6,20	309	1	9,6
nordkap_s41_A	nordkap	41	A	US	Core destroyed	173	parent	8	8	5	91	91	91	171	159	0.9298	4.678	7	1	83,90,77,91,20,6,73,5	173	0	9,18
nordkap_s41_B	nordkap	41	B	OPP	Core destroyed	456	parent	8	7	5	34	-1	-1	390	243	0.6231	1.795	7	0	16,18,10,34,5,6,18	456	1	9,6
nordkap_s42_A	nordkap	42	A	OPP	Core destroyed	513	parent	8	8	5	60	-1	60	511	244	0.4775	1.566	8	0	27,29,16,34,60,6,10,5	513	0	9,18
nordkap_s42_B	nordkap	42	B	OPP	Titanium collected (tiebreak)	1000	parent	8	5	5	998	-1	-1	998	982	0.984	0.501	4	1	42,40,998,5,6	1000	1	9,6
yulerune_s40_A	yulerune	40	A	OPP	Core destroyed	825	parent	8	7	34	71	-1	-1	798	793	0.9937	0.877	6	1	34,71,43,40,45,53,48	825	0	16,9
yulerune_s40_B	yulerune	40	B	OPP	Core destroyed	245	parent	8	6	30	66	-1	-1	221	57	0.2579	2.715	6	0	54,47,44,66,38,30	245	1	2,9
yulerune_s41_A	yulerune	41	A	OPP	Core destroyed	277	parent	8	6	32	50	-1	-1	252	240	0.9524	2.381	6	0	32,39,50,43,47,48	277	0	16,9
yulerune_s41_B	yulerune	41	B	OPP	Core destroyed	213	parent	8	6	28	69	-1	-1	192	186	0.9688	3.125	5	1	47,43,69,40,33,28	213	1	2,9
yulerune_s42_A	yulerune	42	A	US	Titanium collected (tiebreak)	1000	parent	8	6	31	51	-1	-1	976	661	0.6773	0.615	6	0	31,38,51,35,48,40	1000	0	16,9
yulerune_s42_B	yulerune	42	B	OPP	Core destroyed	309	parent	8	6	36	88	-1	-1	152	64	0.4211	3.947	6	0	43,47,48,88,36,39	309	1	2,9
atoll_s43_A	atoll	43	A	OPP	Core destroyed	388	parent	8	2	8	9	-1	-1	20	0	0.0	10.0	2	0	8,9	388	0	14,2
atoll_s43_B	atoll	43	B	US	Core destroyed	304	parent	8	8	7	209	-1	209	266	92	0.3459	3.008	7	1	193,209,9,40,7,52,15,29	304	1	2,14
atoll_s44_A	atoll	44	A	OPP	Harvesters (tiebreak)	1000	parent	8	3	8	92	-1	-1	115	1	0.0087	2.609	1	2	92,8,9	1000	0	14,2
atoll_s44_B	atoll	44	B	US	Core destroyed	158	parent	8	6	7	43	-1	-1	154	38	0.2468	3.896	6	0	39,43,36,7,8,21	158	1	2,14
atoll_s45_A	atoll	45	A	US	Titanium collected (tiebreak)	1000	parent	8	7	7	520	-1	-1	484	3	0.0062	1.446	7	0	520,509,7,505,9,16,12	1000	0	14,2
atoll_s45_B	atoll	45	B	OPP	Core destroyed	334	parent	8	6	40	77	-1	-1	311	130	0.418	1.929	6	0	68,67,77,61,40,42	334	1	2,14
drakkarfjord_s43_A	drakkarfjord	43	A	OPP	Core destroyed	611	parent	8	7	10	43	-1	-1	197	74	0.3756	3.553	6	1	10,11,31,33,43,36,40	611	0	26,4
drakkarfjord_s43_B	drakkarfjord	43	B	US	Core destroyed	137	parent	8	6	10	76	-1	-1	94	0	0.0	6.383	5	1	76,73,20,14,11,10	137	1	2,24
drakkarfjord_s44_A	drakkarfjord	44	A	US	Core destroyed	205	parent	8	8	10	65	78	65	148	0	0.0	5.405	7	1	10,11,25,65,27,37,30,34	205	0	26,4
drakkarfjord_s44_B	drakkarfjord	44	B	US	Core destroyed	997	parent	8	8	10	70	179	70	202	0	0.0	3.96	7	1	64,66,29,70,58,14,11,10	997	1	2,24
drakkarfjord_s45_A	drakkarfjord	45	A	US	Core destroyed	429	parent	8	8	10	93	-1	93	172	20	0.1163	4.651	7	1	10,11,31,93,33,43,36,40	429	0	26,4
drakkarfjord_s45_B	drakkarfjord	45	B	US	Core destroyed	163	parent	8	8	10	46	46	46	155	0	0.0	5.161	7	1	40,36,46,33,21,14,11,10	163	1	2,24
glacierkeep_s43_A	glacierkeep	43	A	OPP	Core destroyed	680	parent	8	8	9	59	59	59	130	90	0.6923	6.154	8	0	59,55,28,52,17,10,14,9	680	0	14,26
glacierkeep_s43_B	glacierkeep	43	B	US	Core destroyed	309	parent	8	8	9	36	51	36	303	68	0.2244	2.64	8	0	36,32,14,29,9,25,10,22	309	1	14,2
glacierkeep_s44_A	glacierkeep	44	A	US	Core destroyed	147	parent	8	8	9	52	52	52	141	76	0.539	5.674	8	0	44,49,21,52,17,10,14,9	147	0	14,26
glacierkeep_s44_B	glacierkeep	44	B	US	Core destroyed	237	parent	8	8	9	36	60	36	231	49	0.2121	3.463	8	0	36,32,14,29,9,25,10,22	237	1	14,2
glacierkeep_s45_A	glacierkeep	45	A	US	Core destroyed	349	parent	8	8	9	49	49	49	343	125	0.3644	2.332	8	0	42,46,21,49,17,10,14,9	349	0	14,26
glacierkeep_s45_B	glacierkeep	45	B	US	Core destroyed	185	parent	8	8	9	45	53	45	139	79	0.5683	5.755	8	0	33,35,20,38,9,42,10,45	185	1	14,2
midgard_s43_A	midgard	43	A	US	Core destroyed	257	parent	8	6	53	111	-1	-1	211	207	0.981	2.844	5	1	53,111,62,89,93,87	257	0	26,26
midgard_s43_B	midgard	43	B	US	Core destroyed	256	parent	8	7	49	131	-1	-1	218	208	0.9541	3.211	6	1	56,58,53,49,82,131,115	256	1	2,2
midgard_s44_A	midgard	44	A	OPP	Core destroyed	247	parent	8	6	54	122	-1	-1	86	47	0.5465	6.977	5	1	54,58,122,68,75,71	247	0	26,26
midgard_s44_B	midgard	44	B	OPP	Core destroyed	337	parent	8	7	55	98	-1	-1	291	288	0.9897	2.405	5	2	62,55,65,64,71,98,93	337	1	2,2
midgard_s45_A	midgard	45	A	OPP	Titanium collected (tiebreak)	1000	parent	8	6	54	88	-1	-1	842	79	0.0938	0.713	6	0	54,88,58,64,71,67	1000	0	26,26
midgard_s45_B	midgard	45	B	US	Titanium collected (tiebreak)	1000	parent	8	7	51	86	-1	-1	962	954	0.9917	0.728	5	2	62,60,59,51,81,86,79	1000	1	2,2
nordkap_s43_A	nordkap	43	A	US	Core destroyed	913	parent	8	8	5	460	471	460	911	900	0.9879	0.878	7	1	26,30,23,35,17,6,460,5	913	0	9,18
nordkap_s43_B	nordkap	43	B	US	Core destroyed	482	parent	8	7	5	76	-1	-1	480	438	0.9125	1.458	7	0	20,22,76,5,45,6,70	482	1	9,6
nordkap_s44_A	nordkap	44	A	US	Core destroyed	329	parent	8	8	4	27	43	27	327	317	0.9694	2.446	6	2	25,27,18,5,14,4,8,7	329	0	9,18
nordkap_s44_B	nordkap	44	B	US	Core destroyed	734	parent	8	6	5	589	-1	-1	365	147	0.4027	1.644	6	0	29,24,25,5,6,589	734	1	9,6
nordkap_s45_A	nordkap	45	A	OPP	Core destroyed	218	parent	8	7	4	114	-1	-1	156	122	0.7821	4.487	5	2	28,36,25,5,4,114,7	218	0	9,18
nordkap_s45_B	nordkap	45	B	US	Core destroyed	337	parent	8	8	5	65	65	65	335	321	0.9582	2.388	7	1	16,18,10,44,5,50,6,65	337	1	9,6
yulerune_s43_A	yulerune	43	A	US	Core destroyed	230	parent	8	7	32	64	-1	-1	208	196	0.9423	3.365	6	1	32,64,39,42,43,45,46	230	0	16,9
yulerune_s43_B	yulerune	43	B	OPP	Core destroyed	748	parent	8	6	36	57	-1	-1	432	257	0.5949	1.389	6	0	43,44,41,47,36,57	748	1	2,9
yulerune_s44_A	yulerune	44	A	US	Core destroyed	236	parent	8	6	30	45	-1	-1	214	203	0.9486	2.804	6	0	30,38,39,42,42,45	236	0	16,9
yulerune_s44_B	yulerune	44	B	OPP	Core destroyed	282	parent	8	6	30	61	-1	-1	118	85	0.7203	5.085	5	1	36,42,61,40,32,30	282	1	2,9
yulerune_s45_A	yulerune	45	A	OPP	Core destroyed	797	parent	8	6	39	56	-1	-1	771	208	0.2698	0.778	6	0	39,47,42,48,56,52	797	0	16,9
yulerune_s45_B	yulerune	45	B	OPP	Core destroyed	312	parent	8	7	31	72	-1	-1	290	276	0.9517	2.414	5	2	42,45,72,42,67,38,31	312	1	2,9
atoll_s46_A	atoll	46	A	OPP	Core destroyed	405	parent	8	3	10	24	-1	-1	219	11	0.0502	1.37	3	0	10,12,24	405	0	14,2
atoll_s46_B	atoll	46	B	OPP	Core destroyed	219	parent	8	7	8	177	-1	-1	141	53	0.3759	4.965	5	2	20,35,15,31,8,172,177	219	1	2,14
atoll_s47_A	atoll	47	A	US	Core destroyed	409	parent	8	6	8	283	-1	-1	246	0	0.0	2.439	3	3	283,8,279,9,199,198	409	0	14,2
atoll_s47_B	atoll	47	B	OPP	Titanium collected (tiebreak)	1000	parent	8	6	7	48	-1	-1	996	121	0.1215	0.602	6	0	40,48,37,7,8,21	1000	1	2,14
atoll_s48_A	atoll	48	A	OPP	Core destroyed	936	parent	8	7	10	61	-1	-1	209	87	0.4163	3.349	6	1	41,39,61,10,12,47,24	936	0	14,2
atoll_s48_B	atoll	48	B	OPP	Core destroyed	128	parent	8	4	7	36	-1	-1	84	9	0.1071	4.762	4	0	17,27,7,36	128	1	2,14
drakkarfjord_s46_A	drakkarfjord	46	A	US	Core destroyed	132	parent	8	8	10	36	41	36	124	70	0.5645	6.452	7	1	10,11,36,18,32,22,29,25	132	0	26,4
drakkarfjord_s46_B	drakkarfjord	46	B	US	Core destroyed	331	parent	8	8	10	43	43	43	262	220	0.8397	3.053	7	1	38,40,32,43,20,14,11,10	331	1	2,24
drakkarfjord_s47_A	drakkarfjord	47	A	US	Core destroyed	182	parent	8	8	10	37	42	37	174	0	0.0	4.598	7	1	10,11,37,18,33,22,30,26	182	0	26,4
drakkarfjord_s47_B	drakkarfjord	47	B	US	Core destroyed	342	parent	8	8	10	296	-1	296	222	22	0.0991	3.604	6	2	111,115,32,296,31,14,11,10	342	1	2,24
drakkarfjord_s48_A	drakkarfjord	48	A	OPP	Core destroyed	549	parent	8	7	10	43	-1	-1	74	0	0.0	9.459	6	1	10,11,31,33,43,36,40	549	0	26,4
drakkarfjord_s48_B	drakkarfjord	48	B	OPP	Core destroyed	548	parent	8	5	10	32	-1	-1	102	0	0.0	4.902	3	2	32,31,14,11,10	548	1	2,24
glacierkeep_s46_A	glacierkeep	46	A	US	Core destroyed	289	parent	8	8	9	41	41	41	283	256	0.9046	2.827	8	0	36,38,21,41,17,10,14,9	289	0	14,26
glacierkeep_s46_B	glacierkeep	46	B	US	Core destroyed	393	parent	8	8	8	29	39	29	170	70	0.4118	4.706	6	2	29,25,9,22,8,18,11,12	393	1	14,2
glacierkeep_s47_A	glacierkeep	47	A	US	Core destroyed	185	parent	8	8	9	58	58	58	179	152	0.8492	4.469	8	0	58,54,23,51,19,10,14,9	185	0	14,26
glacierkeep_s47_B	glacierkeep	47	B	US	Core destroyed	253	parent	8	8	9	45	58	45	247	53	0.2146	3.239	8	0	33,35,20,38,9,42,10,45	253	1	14,2
glacierkeep_s48_A	glacierkeep	48	A	US	Core destroyed	825	parent	8	8	9	55	-1	55	339	261	0.7699	2.36	7	1	42,46,18,55,17,10,14,9	825	0	14,26
glacierkeep_s48_B	glacierkeep	48	B	OPP	Core destroyed	589	parent	8	8	9	36	48	36	190	65	0.3421	4.211	8	0	36,32,14,29,9,25,10,22	589	1	14,2
midgard_s46_A	midgard	46	A	US	Core destroyed	212	parent	8	6	52	81	-1	-1	168	165	0.9821	3.571	6	0	52,56,81,60,57,62	212	0	26,26
midgard_s46_B	midgard	46	B	OPP	Core destroyed	276	parent	8	4	56	68	-1	-1	45	33	0.7333	8.889	4	0	60,56,63,68	276	1	2,2
midgard_s47_A	midgard	47	A	OPP	Core destroyed	222	parent	8	5	52	111	-1	-1	180	176	0.9778	2.778	5	0	52,56,111,60,63	222	0	26,26
midgard_s47_B	midgard	47	B	US	Core destroyed	364	parent	8	6	59	91	-1	-1	319	308	0.9655	1.881	6	0	68,72,65,59,86,91	364	1	2,2
midgard_s48_A	midgard	48	A	OPP	Core destroyed	222	parent	8	5	52	111	-1	-1	180	176	0.9778	2.778	5	0	52,56,111,60,63	222	0	26,26
midgard_s48_B	midgard	48	B	US	Core destroyed	303	parent	8	6	57	89	-1	-1	256	255	0.9961	2.344	6	0	65,57,64,59,89,85	303	1	2,2
nordkap_s46_A	nordkap	46	A	OPP	Core destroyed	243	parent	8	5	5	159	-1	-1	176	96	0.5455	2.841	5	0	159,15,6,10,5	243	0	9,18
nordkap_s46_B	nordkap	46	B	OPP	Core destroyed	184	parent	8	6	4	77	-1	-1	158	104	0.6582	3.797	5	1	77,25,5,4,8,15	184	1	9,6
nordkap_s47_A	nordkap	47	A	OPP	Core destroyed	293	parent	8	7	5	32	-1	-1	106	32	0.3019	6.604	7	0	27,29,19,32,5,15,6	293	0	9,18
nordkap_s47_B	nordkap	47	B	US	Core destroyed	184	parent	8	8	5	66	80	66	182	166	0.9121	4.396	5	3	16,18,10,60,5,66,6,26	184	1	9,6
nordkap_s48_A	nordkap	48	A	US	Core destroyed	430	parent	8	8	4	56	112	56	363	152	0.4187	2.204	7	1	25,25,22,22,56,20,5,4	430	0	9,18
nordkap_s48_B	nordkap	48	B	US	Core destroyed	365	parent	8	7	5	75	-1	-1	362	294	0.8122	1.934	6	1	22,22,10,25,5,6,75	365	1	9,6
yulerune_s46_A	yulerune	46	A	US	Core destroyed	201	parent	8	7	35	79	-1	-1	173	161	0.9306	4.046	6	1	48,79,51,35,55,38,58	201	0	16,9
yulerune_s46_B	yulerune	46	B	OPP	Titanium collected (tiebreak)	1000	parent	8	6	36	64	-1	-1	975	969	0.9938	0.615	6	0	46,41,38,64,36,41	1000	1	2,9
yulerune_s47_A	yulerune	47	A	US	Core destroyed	228	parent	8	7	32	67	-1	-1	203	195	0.9606	3.448	6	1	32,67,38,39,42,43,45	228	0	16,9
yulerune_s47_B	yulerune	47	B	OPP	Core destroyed	305	parent	8	7	38	69	-1	-1	113	98	0.8673	6.195	6	1	42,48,55,51,46,38,69	305	1	2,9
yulerune_s48_A	yulerune	48	A	US	Core destroyed	413	parent	8	5	37	48	-1	-1	388	378	0.9742	1.289	5	0	42,42,37,40,48	413	0	16,9
yulerune_s48_B	yulerune	48	B	OPP	Core destroyed	221	parent	8	5	39	54	-1	-1	92	69	0.75	5.435	5	0	47,51,54,47,39	221	1	2,9
atoll_s49_A	atoll	49	A	OPP	Core destroyed	617	parent	8	5	7	44	-1	-1	115	7	0.0609	4.348	4	1	44,7,9,16,12	617	0	14,2
atoll_s49_B	atoll	49	B	US	Core destroyed	374	parent	8	7	13	275	-1	-1	241	21	0.0871	2.905	6	1	255,275,247,34,56,15,13	374	1	2,14
atoll_s50_A	atoll	50	A	OPP	Core destroyed	549	parent	8	6	7	63	-1	-1	170	17	0.1	3.529	6	0	43,63,7,9,16,12	549	0	14,2
atoll_s50_B	atoll	50	B	OPP	Titanium collected (tiebreak)	1000	parent	8	6	7	48	-1	-1	996	121	0.1215	0.602	6	0	40,48,37,7,8,21	1000	1	2,14
atoll_s51_A	atoll	51	A	OPP	Core destroyed	256	parent	8	2	8	9	-1	-1	27	0	0.0	7.407	2	0	8,9	256	0	14,2
atoll_s51_B	atoll	51	B	OPP	Core destroyed	132	parent	8	7	7	56	-1	-1	128	29	0.2266	5.469	6	1	52,56,9,34,7,21,26	132	1	2,14
drakkarfjord_s49_A	drakkarfjord	49	A	OPP	Core destroyed	357	parent	8	7	10	43	-1	-1	78	0	0.0	8.974	6	1	10,11,31,33,43,36,40	357	0	26,4
drakkarfjord_s49_B	drakkarfjord	49	B	US	Core destroyed	126	parent	8	8	10	48	48	48	118	0	0.0	6.78	7	1	40,36,48,33,21,14,11,10	126	1	2,24
drakkarfjord_s50_A	drakkarfjord	50	A	US	Core destroyed	177	parent	8	8	10	72	-1	72	169	68	0.4024	4.734	7	1	10,11,31,72,33,43,36,40	177	0	26,4
drakkarfjord_s50_B	drakkarfjord	50	B	US	Core destroyed	193	parent	8	8	10	48	48	48	185	0	0.0	4.324	7	1	40,36,48,33,21,14,11,10	193	1	2,24
drakkarfjord_s51_A	drakkarfjord	51	A	OPP	Core destroyed	688	parent	8	7	10	43	-1	-1	130	23	0.1769	5.385	6	1	10,11,31,33,43,36,40	688	0	26,4
drakkarfjord_s51_B	drakkarfjord	51	B	US	Core destroyed	145	parent	8	8	10	46	46	46	92	0	0.0	8.696	7	1	40,36,46,33,21,14,11,10	145	1	2,24
glacierkeep_s49_A	glacierkeep	49	A	OPP	Core destroyed	376	parent	8	8	9	55	-1	55	49	0	0.0	16.327	7	1	42,46,18,55,17,10,14,9	376	0	14,26
glacierkeep_s49_B	glacierkeep	49	B	OPP	Core destroyed	449	parent	8	8	9	36	49	36	443	94	0.2122	1.806	8	0	36,32,14,29,9,25,10,22	449	1	14,2
glacierkeep_s50_A	glacierkeep	50	A	US	Core destroyed	209	parent	8	8	9	48	48	48	203	175	0.8621	3.941	8	0	44,47,29,48,17,10,14,9	209	0	14,26
glacierkeep_s50_B	glacierkeep	50	B	US	Core destroyed	185	parent	8	8	9	36	49	36	158	124	0.7848	5.063	8	0	36,32,14,29,9,25,10,22	185	1	14,2
glacierkeep_s51_A	glacierkeep	51	A	US	Core destroyed	129	parent	8	8	9	45	45	45	123	98	0.7967	6.504	8	0	38,42,21,45,17,10,14,9	129	0	14,26
glacierkeep_s51_B	glacierkeep	51	B	US	Core destroyed	517	parent	8	8	9	60	60	60	209	60	0.2871	3.828	8	0	33,29,60,26,9,22,10,19	517	1	14,2
midgard_s49_A	midgard	49	A	OPP	Core destroyed	398	parent	8	2	50	339	-1	-1	85	31	0.3647	2.353	2	0	50,339	398	0	26,26
midgard_s49_B	midgard	49	B	US	Core destroyed	640	parent	8	7	56	142	-1	-1	591	590	0.9983	1.184	6	1	62,56,65,142,61,113,77	640	1	2,2
midgard_s50_A	midgard	50	A	US	Core destroyed	501	parent	8	6	51	103	-1	-1	457	451	0.9869	1.313	6	0	51,103,55,69,87,72	501	0	26,26
midgard_s50_B	midgard	50	B	OPP	Core destroyed	296	parent	8	6	62	99	-1	-1	128	102	0.7969	4.688	6	0	71,75,68,67,62,99	296	1	2,2
midgard_s51_A	midgard	51	A	US	Core destroyed	253	parent	8	7	54	106	-1	-1	207	203	0.9807	3.382	5	2	54,98,58,106,63,73,66	253	0	26,26
midgard_s51_B	midgard	51	B	US	Core destroyed	425	parent	8	7	54	89	-1	-1	379	378	0.9974	1.847	5	2	59,54,62,61,89,80,74	425	1	2,2
nordkap_s49_A	nordkap	49	A	OPP	Core destroyed	307	parent	8	6	5	29	-1	-1	218	92	0.422	2.752	6	0	22,18,29,15,6,5	307	0	9,18
nordkap_s49_B	nordkap	49	B	OPP	Core destroyed	278	parent	8	7	5	71	-1	-1	134	70	0.5224	5.224	7	0	28,24,31,71,5,6,20	278	1	9,6
nordkap_s50_A	nordkap	50	A	US	Core destroyed	386	parent	8	7	5	31	-1	-1	384	269	0.7005	1.823	7	0	20,24,17,31,18,6,5	386	0	9,18
nordkap_s50_B	nordkap	50	B	US	Core destroyed	221	parent	8	8	5	58	66	58	219	207	0.9452	3.653	4	4	18,19,12,51,5,58,8,24	221	1	9,6
