file	eid	thrown	born_rnd	thrown_rnd	removed_rnd	survived_to_end	undamaged	no_damage_removal	dist_bucket	thrown_border	border_any	throw_n	mw	mh	rounds
22d4861b-b861-4e38-a4ff-da8a9a7cfb90_game_3.replay26	18	0	5	-1	-1	1	1	0	near	-1	-1	0	18	18	149
22d4861b-b861-4e38-a4ff-da8a9a7cfb90_game_3.replay26	23	0	6	-1	-1	1	1	0	near	-1	-1	0	18	18	149
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	3	1	0	2	88	0	0	0	mid	0	0	2	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	5	1	1	3	65	0	0	0	far	0	0	2	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	10	1	4	4	135	0	0	0	far	1	1	1	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	20	0	7	-1	-1	1	0	0	near	-1	-1	0	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	164	0	76	-1	127	0	0	0	far	-1	-1	0	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	178	0	84	-1	120	0	0	0	mid	-1	-1	0	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	188	0	90	-1	-1	1	0	0	far	-1	-1	0	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	251	0	125	-1	-1	1	1	0	near	-1	-1	0	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	255	0	127	-1	-1	1	1	0	near	-1	-1	0	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	269	0	136	-1	-1	1	1	0	near	-1	-1	0	16	16	204
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	309	0	160	-1	-1	1	1	0	near	-1	-1	0	16	16	204
447e336c-7266-4188-95ff-a67cbaf06d18_game_2.replay26	4	0	0	-1	336	0	0	0	near	-1	-1	0	25	15	461
447e336c-7266-4188-95ff-a67cbaf06d18_game_2.replay26	6	0	1	-1	361	0	0	0	near	-1	-1	0	25	15	461
447e336c-7266-4188-95ff-a67cbaf06d18_game_2.replay26	9	0	2	-1	-1	1	0	0	far	-1	-1	0	25	15	461
447e336c-7266-4188-95ff-a67cbaf06d18_game_2.replay26	12	0	3	-1	354	0	0	0	near	-1	-1	0	25	15	461
447e336c-7266-4188-95ff-a67cbaf06d18_game_2.replay26	230	0	433	-1	443	0	0	0	near	-1	-1	0	25	15	461
447e336c-7266-4188-95ff-a67cbaf06d18_game_2.replay26	281	0	448	-1	-1	1	0	0	mid	-1	-1	0	25	15	461
447e336c-7266-4188-95ff-a67cbaf06d18_game_2.replay26	298	0	453	-1	459	0	0	0	near	-1	-1	0	25	15	461
447e336c-7266-4188-95ff-a67cbaf06d18_game_2.replay26	318	0	459	-1	-1	1	1	0	near	-1	-1	0	25	15	461
4f7aeeda-846d-4ddc-b6d9-d6a90a7ae2fb_game_5.replay26	3	1	0	2	-1	1	0	0	mid	0	0	1	25	15	202
4f7aeeda-846d-4ddc-b6d9-d6a90a7ae2fb_game_5.replay26	5	1	1	3	82	0	0	0	near	0	0	1	25	15	202
4f7aeeda-846d-4ddc-b6d9-d6a90a7ae2fb_game_5.replay26	11	1	4	4	149	0	0	0	near	0	0	1	25	15	202
4f7aeeda-846d-4ddc-b6d9-d6a90a7ae2fb_game_5.replay26	14	1	5	5	151	0	0	0	near	0	0	1	25	15	202
4f7aeeda-846d-4ddc-b6d9-d6a90a7ae2fb_game_5.replay26	15	0	6	-1	160	0	0	0	near	-1	-1	0	25	15	202
4f7aeeda-846d-4ddc-b6d9-d6a90a7ae2fb_game_5.replay26	261	0	120	-1	185	0	0	0	near	-1	-1	0	25	15	202
4f7aeeda-846d-4ddc-b6d9-d6a90a7ae2fb_game_5.replay26	353	0	146	-1	188	0	0	0	near	-1	-1	0	25	15	202
4f7aeeda-846d-4ddc-b6d9-d6a90a7ae2fb_game_5.replay26	516	0	201	-1	-1	1	1	0	near	-1	-1	0	25	15	202
98b776e9-f898-429a-a372-812566823802_game_1.replay26	3	0	0	-1	-1	1	1	0	near	-1	-1	0	10	10	220
98b776e9-f898-429a-a372-812566823802_game_1.replay26	5	0	1	-1	-1	1	1	0	near	-1	-1	0	10	10	220
98b776e9-f898-429a-a372-812566823802_game_1.replay26	8	0	2	-1	-1	1	1	0	mid	-1	-1	0	10	10	220
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_2.replay26	3	1	0	2	-1	1	0	0	mid	0	0	1	21	8	170
6c835cd4-c8b1-4cf1-a624-dc5fa3b7f018_game_2.replay26	94	0	152	-1	-1	1	1	0	mid	-1	-1	0	21	8	170
5eeab853-8236-4556-b2ac-edba9e6f9fc4_game_2.replay26	4	0	0	-1	31	0	1	1	near	-1	-1	0	16	16	81
5eeab853-8236-4556-b2ac-edba9e6f9fc4_game_2.replay26	6	0	1	-1	2	0	1	1	near	-1	-1	0	16	16	81
5eeab853-8236-4556-b2ac-edba9e6f9fc4_game_2.replay26	9	0	2	-1	10	0	1	1	near	-1	-1	0	16	16	81
5eeab853-8236-4556-b2ac-edba9e6f9fc4_game_2.replay26	12	0	3	-1	16	0	1	1	near	-1	-1	0	16	16	81
5eeab853-8236-4556-b2ac-edba9e6f9fc4_game_2.replay26	16	0	4	-1	6	0	1	1	near	-1	-1	0	16	16	81
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	4	0	0	-1	14	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	6	0	1	-1	31	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	9	0	2	-1	27	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	44	0	20	-1	224	0	0	0	mid	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	54	0	29	-1	44	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	79	0	248	-1	252	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	80	0	260	-1	264	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	81	0	276	-1	280	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	82	0	288	-1	292	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	83	0	304	-1	308	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	84	0	316	-1	320	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	85	0	332	-1	336	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	86	0	344	-1	348	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	87	0	360	-1	364	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	89	0	372	-1	-1	1	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	90	0	388	-1	-1	1	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	92	0	432	-1	436	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	93	0	452	-1	460	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	94	0	472	-1	480	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	95	0	488	-1	496	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	96	0	508	-1	516	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	97	0	528	-1	536	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	98	0	544	-1	552	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	99	0	564	-1	572	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	100	0	584	-1	592	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	101	0	600	-1	608	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	102	0	620	-1	628	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	103	0	640	-1	648	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	104	0	660	-1	668	0	0	0	near	-1	-1	0	10	10	689
a70c0aeb-5bbd-46c1-8e0d-51a7635d408d_game_1.replay26	105	0	676	-1	684	0	0	0	near	-1	-1	0	10	10	689
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_5.replay26	4	1	0	574	-1	1	1	0	mid	0	0	80	25	15	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_5.replay26	6	1	1	603	-1	1	1	0	near	0	0	16	25	15	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_5.replay26	10	1	2	655	-1	1	1	0	mid	0	0	1	25	15	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_5.replay26	12	1	3	430	-1	1	1	0	mid	0	0	34	25	15	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_5.replay26	16	1	4	415	-1	1	1	0	mid	0	0	2	25	15	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_5.replay26	18	1	5	171	-1	1	1	0	near	0	0	21	25	15	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_5.replay26	20	1	8	376	-1	1	1	0	mid	0	0	7	25	15	1000
39c40ef7-065d-4878-94c5-4fcba9a2d6ad_game_5.replay26	398	1	174	814	-1	1	1	0	near	0	0	2	25	15	1000
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	3	0	0	-1	-1	1	1	0	mid	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	5	0	1	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	7	0	2	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	9	0	3	-1	-1	1	1	0	mid	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	246	0	133	-1	-1	1	1	0	mid	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	256	0	139	-1	-1	1	0	0	mid	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	443	0	197	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	487	0	209	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	522	0	219	-1	-1	1	1	0	mid	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	560	0	229	-1	-1	1	1	0	mid	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	624	0	248	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	664	0	260	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	694	0	270	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	724	0	280	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	747	0	288	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	774	0	298	-1	-1	1	1	0	near	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	804	0	308	-1	-1	1	1	0	mid	-1	-1	0	25	15	327
8c206583-5357-476a-ba78-2e8587c9895e_game_5.replay26	827	0	316	-1	-1	1	1	0	near	-1	-1	0	25	15	327
ea6b108c-d296-4d31-8277-1c4b6d06fd53_game_4.replay26	4	0	0	-1	-1	1	1	0	near	-1	-1	0	24	24	317
ea6b108c-d296-4d31-8277-1c4b6d06fd53_game_4.replay26	6	0	1	-1	-1	1	1	0	far	-1	-1	0	24	24	317
ea6b108c-d296-4d31-8277-1c4b6d06fd53_game_4.replay26	8	0	2	-1	-1	1	1	0	far	-1	-1	0	24	24	317
ea6b108c-d296-4d31-8277-1c4b6d06fd53_game_4.replay26	10	0	3	-1	-1	1	0	0	far	-1	-1	0	24	24	317
ea6b108c-d296-4d31-8277-1c4b6d06fd53_game_4.replay26	12	1	4	269	-1	1	1	0	far	1	1	1	24	24	317
ea6b108c-d296-4d31-8277-1c4b6d06fd53_game_4.replay26	14	0	5	-1	-1	1	1	0	near	-1	-1	0	24	24	317
ea6b108c-d296-4d31-8277-1c4b6d06fd53_game_4.replay26	15	0	6	-1	-1	1	1	0	near	-1	-1	0	24	24	317
d12946d7-d2ae-4b28-9fb1-08270db5d724_game_2.replay26	4	1	0	86	-1	1	1	0	far	0	0	3	25	25	315
d12946d7-d2ae-4b28-9fb1-08270db5d724_game_2.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	25	25	315
d12946d7-d2ae-4b28-9fb1-08270db5d724_game_2.replay26	9	0	2	-1	-1	1	1	0	far	-1	-1	0	25	25	315
d12946d7-d2ae-4b28-9fb1-08270db5d724_game_2.replay26	12	0	3	-1	-1	1	1	0	near	-1	-1	0	25	25	315
d12946d7-d2ae-4b28-9fb1-08270db5d724_game_2.replay26	14	0	4	-1	-1	1	1	0	near	-1	-1	0	25	25	315
d12946d7-d2ae-4b28-9fb1-08270db5d724_game_2.replay26	159	0	58	-1	-1	1	1	0	near	-1	-1	0	25	25	315
d12946d7-d2ae-4b28-9fb1-08270db5d724_game_2.replay26	492	0	187	-1	-1	1	1	0	near	-1	-1	0	25	25	315
d12946d7-d2ae-4b28-9fb1-08270db5d724_game_2.replay26	508	0	193	-1	-1	1	1	0	near	-1	-1	0	25	25	315
d12946d7-d2ae-4b28-9fb1-08270db5d724_game_2.replay26	511	0	194	-1	-1	1	1	0	near	-1	-1	0	25	25	315
41534611-fd31-41bc-adeb-3b0008577df2_game_1.replay26	4	0	0	-1	12	0	0	0	near	-1	-1	0	10	10	161
41534611-fd31-41bc-adeb-3b0008577df2_game_1.replay26	6	0	1	-1	-1	1	1	0	near	-1	-1	0	10	10	161
41534611-fd31-41bc-adeb-3b0008577df2_game_1.replay26	8	0	2	-1	-1	1	1	0	near	-1	-1	0	10	10	161
41534611-fd31-41bc-adeb-3b0008577df2_game_1.replay26	10	0	3	-1	-1	1	0	0	near	-1	-1	0	10	10	161
62bc6dd5-171e-4a9f-9d7b-573555699abe_game_4.replay26	3	0	0	-1	-1	1	1	0	near	-1	-1	0	25	25	1000
62bc6dd5-171e-4a9f-9d7b-573555699abe_game_4.replay26	5	0	1	-1	-1	1	1	0	near	-1	-1	0	25	25	1000
62bc6dd5-171e-4a9f-9d7b-573555699abe_game_4.replay26	7	0	2	-1	-1	1	1	0	mid	-1	-1	0	25	25	1000
62bc6dd5-171e-4a9f-9d7b-573555699abe_game_4.replay26	9	0	3	-1	-1	1	1	0	far	-1	-1	0	25	25	1000
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	3	1	0	2	173	0	0	0	mid	0	0	1	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	5	1	1	182	288	0	0	0	mid	0	0	3	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	15	0	6	-1	-1	1	0	0	near	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	18	1	7	109	-1	1	0	0	mid	0	0	7	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	187	0	111	-1	-1	1	0	0	near	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	246	1	153	163	324	0	0	0	mid	0	0	5	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	309	0	187	-1	-1	1	0	0	mid	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	375	0	213	-1	305	0	0	0	mid	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	481	0	264	-1	-1	1	1	0	mid	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	503	0	276	-1	-1	1	0	0	far	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	526	0	289	-1	-1	1	1	0	mid	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	548	0	301	-1	-1	1	0	0	far	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	576	0	316	-1	-1	1	0	0	mid	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	598	0	328	-1	-1	1	0	0	mid	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	620	0	340	-1	-1	1	0	0	far	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	688	0	377	-1	-1	1	1	0	mid	-1	-1	0	14	18	432
fa9834b1-6a48-4c96-bc29-c047180ff215_game_3.replay26	730	0	405	-1	-1	1	1	0	far	-1	-1	0	14	18	432
90122189-15f2-48d8-9fbe-0d7e0a65b310_game_4.replay26	3	1	0	2	101	0	0	0	near	0	0	1	25	15	190
90122189-15f2-48d8-9fbe-0d7e0a65b310_game_4.replay26	5	1	1	3	35	0	0	0	mid	0	0	1	25	15	190
90122189-15f2-48d8-9fbe-0d7e0a65b310_game_4.replay26	11	1	4	4	-1	1	0	0	near	0	0	1	25	15	190
90122189-15f2-48d8-9fbe-0d7e0a65b310_game_4.replay26	15	1	5	5	-1	1	0	0	near	0	0	1	25	15	190
90122189-15f2-48d8-9fbe-0d7e0a65b310_game_4.replay26	254	0	121	-1	-1	1	0	0	near	-1	-1	0	25	15	190
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	4	0	0	-1	22	0	0	0	mid	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	6	0	1	-1	48	0	0	0	far	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	8	0	2	-1	165	0	0	0	mid	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	10	0	3	-1	111	0	0	0	near	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	226	0	163	-1	-1	1	1	0	mid	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	244	1	169	493	-1	1	0	0	far	0	0	3	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	391	0	228	-1	-1	1	1	0	mid	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	510	1	268	439	-1	1	1	0	far	0	0	7	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	686	0	320	-1	-1	1	1	0	mid	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	713	0	328	-1	-1	1	1	0	near	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	758	0	342	-1	450	0	0	0	far	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	789	0	350	-1	-1	1	0	0	mid	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	819	0	358	-1	-1	1	1	0	near	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	845	0	366	-1	-1	1	0	0	mid	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	882	0	376	-1	-1	1	1	0	mid	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	932	0	388	-1	-1	1	1	0	near	-1	-1	0	20	26	569
9f457fb1-7897-4954-9f24-4e05963dfe90_game_5.replay26	1450	0	556	-1	-1	1	1	0	near	-1	-1	0	20	26	569
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_1.replay26	4	0	0	-1	-1	1	1	0	mid	-1	-1	0	16	16	76
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_1.replay26	6	0	1	-1	47	0	0	0	mid	-1	-1	0	16	16	76
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_1.replay26	8	0	2	-1	-1	1	1	0	far	-1	-1	0	16	16	76
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_1.replay26	10	0	3	-1	-1	1	1	0	near	-1	-1	0	16	16	76
b27d2cb2-2be9-4505-ae5e-9e5b1db975dd_game_1.replay26	12	0	4	-1	-1	1	1	0	near	-1	-1	0	16	16	76
5be05eb4-808b-4b65-a943-32ed851cff41_game_1.replay26	3	0	0	-1	-1	1	1	0	mid	-1	-1	0	25	15	216
5be05eb4-808b-4b65-a943-32ed851cff41_game_1.replay26	5	0	1	-1	78	0	0	0	mid	-1	-1	0	25	15	216
5be05eb4-808b-4b65-a943-32ed851cff41_game_1.replay26	7	0	2	-1	-1	1	1	0	mid	-1	-1	0	25	15	216
5be05eb4-808b-4b65-a943-32ed851cff41_game_1.replay26	9	0	3	-1	-1	1	1	0	near	-1	-1	0	25	15	216
ff37a845-da30-428e-a6bb-8390c29f0219_game_4.replay26	3	1	0	3	-1	1	0	0	near	0	0	1	25	15	190
ff37a845-da30-428e-a6bb-8390c29f0219_game_4.replay26	90	0	120	-1	131	0	0	0	near	-1	-1	0	25	15	190
ff37a845-da30-428e-a6bb-8390c29f0219_game_4.replay26	130	0	148	-1	158	0	0	0	near	-1	-1	0	25	15	190
ff37a845-da30-428e-a6bb-8390c29f0219_game_4.replay26	161	0	172	-1	-1	1	1	0	near	-1	-1	0	25	15	190
aef3adbb-63ee-4d83-b785-492bea29e393_game_3.replay26	4	1	0	11	-1	1	1	0	near	0	0	7	25	25	122
aef3adbb-63ee-4d83-b785-492bea29e393_game_3.replay26	6	1	1	3	-1	1	1	0	far	0	0	1	25	25	122
aef3adbb-63ee-4d83-b785-492bea29e393_game_3.replay26	9	1	2	4	-1	1	1	0	near	0	0	2	25	25	122
a91f29ce-0c7d-4629-88eb-71e9c6960987_game_4.replay26	4	0	0	-1	216	0	0	0	near	-1	-1	0	14	18	274
a91f29ce-0c7d-4629-88eb-71e9c6960987_game_4.replay26	6	0	1	-1	132	0	0	0	near	-1	-1	0	14	18	274
a91f29ce-0c7d-4629-88eb-71e9c6960987_game_4.replay26	8	0	2	-1	62	0	0	0	near	-1	-1	0	14	18	274
a91f29ce-0c7d-4629-88eb-71e9c6960987_game_4.replay26	10	0	3	-1	37	0	0	0	near	-1	-1	0	14	18	274
a91f29ce-0c7d-4629-88eb-71e9c6960987_game_4.replay26	13	0	4	-1	33	0	0	0	near	-1	-1	0	14	18	274
a91f29ce-0c7d-4629-88eb-71e9c6960987_game_4.replay26	336	0	223	-1	-1	1	1	0	near	-1	-1	0	14	18	274
a91f29ce-0c7d-4629-88eb-71e9c6960987_game_4.replay26	353	0	235	-1	-1	1	1	0	near	-1	-1	0	14	18	274
a91f29ce-0c7d-4629-88eb-71e9c6960987_game_4.replay26	371	0	248	-1	257	0	0	0	near	-1	-1	0	14	18	274
a91f29ce-0c7d-4629-88eb-71e9c6960987_game_4.replay26	396	0	264	-1	-1	1	0	0	near	-1	-1	0	14	18	274
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_4.replay26	3	0	0	-1	-1	1	1	0	mid	-1	-1	0	18	18	177
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_4.replay26	5	0	1	-1	-1	1	1	0	near	-1	-1	0	18	18	177
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_4.replay26	7	0	2	-1	-1	1	1	0	near	-1	-1	0	18	18	177
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_4.replay26	20	0	10	-1	-1	1	1	0	near	-1	-1	0	18	18	177
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_4.replay26	21	0	11	-1	-1	1	1	0	near	-1	-1	0	18	18	177
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_4.replay26	40	0	17	-1	-1	1	1	0	near	-1	-1	0	18	18	177
cf66aec9-33f3-4dd2-9b1c-78eda9374e23_game_4.replay26	45	0	18	-1	-1	1	1	0	near	-1	-1	0	18	18	177
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	4	0	0	-1	100	0	0	0	near	-1	-1	0	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	6	1	1	3	364	0	0	0	mid	0	0	1	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	8	0	2	-1	19	0	0	0	near	-1	-1	0	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	29	1	20	20	69	0	0	0	near	0	0	1	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	49	1	48	48	196	0	0	0	mid	0	0	1	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	159	0	432	-1	448	0	0	0	near	-1	-1	0	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	172	0	451	-1	582	0	0	0	near	-1	-1	0	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	187	0	468	-1	-1	1	0	0	near	-1	-1	0	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	196	0	478	-1	500	0	0	0	near	-1	-1	0	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	204	0	487	-1	492	0	0	0	near	-1	-1	0	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	240	0	520	-1	524	0	0	0	near	-1	-1	0	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	262	0	539	-1	542	0	0	0	near	-1	-1	0	10	10	752
c07facd8-58c6-475b-8a09-479da528c6c5_game_1.replay26	279	0	560	-1	564	0	0	0	near	-1	-1	0	10	10	752
