e0c1afe9-8160-4234-8564-15bf0ed2b7ff_game_4.replay26	1	farming_200s
712152e4-2d92-4808-b84e-613d725cf8dd_game_1.replay26	1	Torsko
de1fc6e3-dbe0-47ac-a429-3c0ed711cedd_game_1.replay26	1	Juusto
993e749d-05bc-4af3-9aeb-f873dac0022a_game_3.replay26	1	not adgato
3e7ceff0-af3f-4bd5-81a4-dba7dfe17cef_game_2.replay26	1	Well have a look
34dd5e1f-cd0b-4d8e-b0ab-78c017a2bf59_game_1.replay26	1	team lazy
5acd145d-ee2f-4954-9f7f-fcf25bac0036_game_3.replay26	0	not adgato
99f09742-eda3-46e6-a6cb-77ed8e31e6d2_game_5.replay26	0	Juusto
2a64e15e-8b4d-461b-b2c2-1c6472807b41_game_3.replay26	1	Torsko
c0643408-6a03-4e5d-abc0-d683eaad4a76_game_2.replay26	0	farming_200s
92113655-88aa-41fb-9bc6-e49782c4281f_game_2.replay26	0	Leviathan
3f357605-b7d8-449e-aef6-37c399719107_game_3.replay26	0	TRRR
3e7ceff0-af3f-4bd5-81a4-dba7dfe17cef_game_4.replay26	1	Well have a look
be369d82-a6fd-47d1-a09c-c69f45c593c7_game_2.replay26	0	Big O
9f9439bf-d15c-43f1-9b08-cc3379ff5b75_game_1.replay26	1	farming_200s
cb9b2822-27e4-4752-83da-6a41419a9ab6_game_1.replay26	1	not adgato
27adbbf1-5b28-4995-ba69-a7a2b8bb7f95_game_4.replay26	1	kladde chatte tville (och oss)
9e18ed98-7130-4e6f-84a8-5e0bfab7afb5_game_2.replay26	0	gsxWins
92e0367a-3475-4095-8c25-cb95af946071_game_3.replay26	0	DinooniD
8976d7a1-d9fa-4d31-a9ac-fefad3d2c681_game_2.replay26	1	team lazy
0ba532cc-31ff-4267-a288-e0c0f6285142_game_3.replay26	0	TRRR
27adbbf1-5b28-4995-ba69-a7a2b8bb7f95_game_1.replay26	1	kladde chatte tville (och oss)
e0c1afe9-8160-4234-8564-15bf0ed2b7ff_game_2.replay26	1	farming_200s
9d07ac39-dcc7-4e99-908a-26a5197c788d_game_3.replay26	0	Torsko
a74fb9f1-5f2f-4718-b0aa-9790c05b8608_game_4.replay26	0	Torsko
8976d7a1-d9fa-4d31-a9ac-fefad3d2c681_game_5.replay26	1	team lazy
c68d26ab-474a-4ae2-9716-d473eb35ce23_game_3.replay26	1	Juusto
9d07ac39-dcc7-4e99-908a-26a5197c788d_game_4.replay26	0	Torsko
ba07f9b0-2af6-44d1-9cfc-15a26f601547_game_2.replay26	0	Well have a look
9502391d-d24f-4316-826b-02a121cf2bea_game_3.replay26	0	Erebus
7fba58ac-5172-462e-a91a-33a26ee61765_game_1.replay26	1	Besvikomat
3e7ceff0-af3f-4bd5-81a4-dba7dfe17cef_game_5.replay26	1	Well have a look
0beb09c5-16c3-4749-82da-c0ccd4ded8c3_game_1.replay26	0	not adgato
8090ca82-e4b2-4db7-afa4-6b04ac16fa56_game_1.replay26	0	team lazy
db54c075-c89b-4f2c-850e-bf00f9f59a3a_game_3.replay26	1	Banminary
ba07f9b0-2af6-44d1-9cfc-15a26f601547_game_5.replay26	0	Well have a look
2ee41823-9589-4ba2-aea0-6b627993f778_game_1.replay26	0	Jython
c0643408-6a03-4e5d-abc0-d683eaad4a76_game_5.replay26	0	farming_200s
2ee41823-9589-4ba2-aea0-6b627993f778_game_5.replay26	0	Jython
e02c7a09-75d0-43b6-b44a-de84f87ea15b_game_1.replay26	0	Erebus
0150bf5b-c73a-425a-a9a8-7f37479372a8_game_3.replay26	1	DinooniD
e0e72d55-c9cb-4213-8f5f-f1855cc66c2b_game_1.replay26	0	not adgato
0beb09c5-16c3-4749-82da-c0ccd4ded8c3_game_3.replay26	0	not adgato
f2c005e8-b3b9-4611-846a-8bcb4e7b94cb_game_4.replay26	0	Torsko
f5dc6427-c141-44fa-98e7-2e82d024a78e_game_1.replay26	0	Torsko
099d1b47-acbe-4b25-8b1a-c5e656af0d7f_game_3.replay26	0	not adgato
9d07ac39-dcc7-4e99-908a-26a5197c788d_game_5.replay26	0	Torsko
7c3e9ae0-5664-4397-9a9b-9cd18fcf18a6_game_1.replay26	0	kladde chatte tville (och oss)
f5dc6427-c141-44fa-98e7-2e82d024a78e_game_5.replay26	0	Torsko
0ba532cc-31ff-4267-a288-e0c0f6285142_game_2.replay26	0	TRRR
a649cd73-bf46-4644-b965-605ff32ae621_game_4.replay26	0	Torsko
993e749d-05bc-4af3-9aeb-f873dac0022a_game_2.replay26	1	not adgato
099d1b47-acbe-4b25-8b1a-c5e656af0d7f_game_5.replay26	0	not adgato
993e749d-05bc-4af3-9aeb-f873dac0022a_game_4.replay26	1	not adgato
35a30d2c-10a1-4893-b37c-c92614c63af8_game_2.replay26	1	Torsko
2a64e15e-8b4d-461b-b2c2-1c6472807b41_game_5.replay26	1	Torsko
73e920b9-1052-4a86-afd0-7156ea59df65_game_4.replay26	1	kladde chatte tville (och oss)
2f254fee-44d9-470c-b8a5-939d6561dd47_game_2.replay26	0	Torsko
67760e07-b472-48ab-be05-bc8bbede90c2_game_5.replay26	0	Clankers
a3ead0e1-8353-4b78-88ce-ec66940b0dab_game_4.replay26	1	farming_200s
f5dc6427-c141-44fa-98e7-2e82d024a78e_game_3.replay26	0	Torsko
cec7a25d-d702-4ebd-9557-f997add0e04d_game_3.replay26	1	I Stone
dcefb906-1d32-481f-8ed1-023ab4166faf_game_3.replay26	0	Erebus
f5dc6427-c141-44fa-98e7-2e82d024a78e_game_2.replay26	0	Torsko
