file	rnd	band	team	kind	x	y	d2_own	d2_enemy	side	winner
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	125	r0-150	0	sentinel	8	8	98	2	FORWARD	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	172	r150-200	0	sentinel	9	7	100	4	FORWARD	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	199	r150-200	1	sentinel	4	5	41	25	FORWARD	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	203	r200-300	0	gunner	3	4	13	61	HOME	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	205	r200-300	1	sentinel	3	0	117	5	FORWARD	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	237	r200-300	1	sentinel	3	0	117	5	FORWARD	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	256	r200-300	1	sentinel	2	7	53	37	FORWARD	1
ed8172e7-6e83-4c76-87e9-20ee33cba3b0_game_2.replay26	285	r200-300	1	sentinel	2	5	65	17	FORWARD	1
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	5	r0-150	0	launcher	4	4	13	313	HOME	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	7	r0-150	0	launcher	8	8	85	145	HOME	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	9	r0-150	0	launcher	10	13	208	52	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	15	r0-150	0	launcher	15	15	365	5	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	16	r0-150	1	gunner	10	5	180	80	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	32	r0-150	0	sentinel	2	6	25	317	HOME	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	41	r0-150	0	gunner	5	3	13	317	HOME	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	46	r0-150	1	gunner	0	3	452	8	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	49	r0-150	1	gunner	2	3	392	4	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	81	r0-150	0	gunner	2	4	9	365	HOME	0
8013d088-6a5d-416f-aa07-90477cee7818_game_1.replay26	113	r0-150	0	sentinel	14	19	468	8	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	5	r0-150	0	launcher	5	8	9	361	HOME	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	12	r0-150	0	launcher	8	13	61	281	HOME	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	14	r0-150	0	launcher	14	12	160	116	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	16	r0-150	0	launcher	20	11	333	25	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	18	r0-150	0	launcher	25	11	538	10	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	48	r0-150	0	sentinel	4	4	20	416	HOME	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	52	r0-150	1	gunner	3	6	445	5	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	53	r0-150	1	gunner	2	5	493	9	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	57	r0-150	1	gunner	4	6	404	8	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	58	r0-150	1	sentinel	5	5	370	18	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	59	r0-150	1	sentinel	3	5	450	10	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	104	r0-150	0	launcher	22	8	400	4	FORWARD	0
8013d088-6a5d-416f-aa07-90477cee7818_game_2.replay26	128	r0-150	0	sentinel	27	7	626	10	FORWARD	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	1	r0-150	1	launcher	21	4	2	362	HOME	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	3	r0-150	1	launcher	15	5	49	169	HOME	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	5	r0-150	1	launcher	9	5	169	49	FORWARD	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	7	r0-150	1	launcher	4	6	325	5	FORWARD	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	33	r0-150	0	sentinel	24	3	488	8	FORWARD	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	79	r0-150	1	sentinel	0	5	484	4	FORWARD	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_1.replay26	100	r0-150	1	sentinel	1	3	445	5	FORWARD	1
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	1	r0-150	1	launcher	24	14	4	484	HOME	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	3	r0-150	1	launcher	18	14	64	256	HOME	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	5	r0-150	1	launcher	12	14	196	100	FORWARD	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	12	r0-150	1	launcher	9	12	293	53	FORWARD	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	31	r0-150	0	sentinel	28	12	680	8	FORWARD	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	32	r0-150	0	sentinel	26	12	580	4	FORWARD	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	39	r0-150	1	launcher	1	13	626	2	FORWARD	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	54	r0-150	1	gunner	27	17	10	634	HOME	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	132	r0-150	1	sentinel	0	15	677	5	FORWARD	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	176	r150-200	0	sentinel	22	10	416	32	FORWARD	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	182	r150-200	0	sentinel	3	12	5	533	HOME	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	208	r200-300	1	sentinel	0	15	677	5	FORWARD	0
81c5c93b-a65a-4949-8aec-d8785d3911a4_game_2.replay26	249	r200-300	1	sentinel	0	15	677	5	FORWARD	0
