group	fwd	band	rnd	cause	n_shooters	n_shots	gun_shots	sent_shots	ff_shots	dmg_round	hp_start	max_hp	age	since_move	sm_bucket	since_act	thrown_ever	d2_enemy	depth_norm	batk_on_tile	healed_ever	n_enemy_bots_adj	rounds_since_first_dmg	n_dmg_rounds	gun_inrange	sent_inrange
VSUS	1	1	63	NO_DAMAGE	0	0	0	0	0	0	40	40	31	1	0	15	1	4	0.35355339059327373	0	0	1	-1	0	0	1
VSUS	1	1	78	EXACT	1	1	0	1	0	18	10	40	76	1	0	12	0	17	0.7288689868556625	0	5	1	14	3	0	1
VSUS	1	1	79	NO_DAMAGE	0	0	0	0	0	0	40	40	73	1	0	12	3	4	0.35355339059327373	0	0	1	-1	0	0	1
VSUS	1	1	89	EXACT	1	1	0	1	0	18	4	40	88	1	0	3	1	17	0.7288689868556625	0	4	0	31	2	0	2
VSUS	0	1	120	NO_DAMAGE	0	0	0	0	0	0	40	40	44	1	0	5	2	50	1.25	0	0	0	-1	0	0	2
VSUS	0	1	131	OVER	2	2	0	2	0	18	4	40	126	4	2	1	2	16	0.7071067811865475	0	0	0	4	1	0	2
VSUS	0	1	162	EXACT	2	2	0	2	0	36	22	40	70	1	0	2	0	16	0.7071067811865475	0	0	0	15	1	0	2
VSUS	0	0	2	NO_DAMAGE	0	0	0	0	0	0	40	40	1	-1	5	-1	0	394	1.0025477748298715	0	0	0	-1	0	0	0
VSUS	0	0	3	NO_DAMAGE	0	0	0	0	0	0	40	40	1	-1	5	-1	0	394	1.0025477748298715	0	0	0	-1	0	0	0
VSUS	0	0	6	NO_DAMAGE	0	0	0	0	0	0	40	40	2	1	0	-1	0	369	0.9702198362290089	0	0	0	-1	0	0	0
VSUS	0	0	8	NO_DAMAGE	0	0	0	0	0	0	40	40	1	-1	5	-1	0	394	1.0025477748298715	0	0	0	-1	0	0	0
VSUS	0	0	12	NO_DAMAGE	0	0	0	0	0	0	40	40	9	1	0	5	0	325	0.9105391988558544	0	0	0	-1	0	0	0
VSUS	0	0	15	NO_DAMAGE	0	0	0	0	0	0	40	40	9	6	2	-1	0	325	0.9105391988558544	0	0	0	-1	0	0	0
VSUS	0	0	5	NO_DAMAGE	0	0	0	0	0	0	40	40	5	1	0	2	0	317	1.0491398593345145	0	0	0	-1	0	0	0
VSUS	0	0	6	NO_DAMAGE	0	0	0	0	0	0	40	40	3	1	0	2	0	340	1.0865337342004415	0	0	0	-1	0	0	0
VSUS	0	0	8	NO_DAMAGE	0	0	0	0	0	0	40	40	4	1	0	-1	0	317	1.0491398593345145	0	0	0	-1	0	0	0
VSUS	0	0	9	NO_DAMAGE	0	0	0	0	0	0	40	40	4	1	0	-1	0	365	1.125771340508858	0	0	0	-1	0	0	0
VSUS	0	0	11	NO_DAMAGE	0	0	0	0	0	0	40	40	5	1	0	-1	0	296	1.0137937550497034	0	0	0	-1	0	0	0
VSUS	0	0	21	NO_DAMAGE	0	0	0	0	0	0	40	40	20	1	0	14	0	365	1.125771340508858	0	0	0	-1	0	0	0
VSUS	0	0	28	NO_DAMAGE	0	0	0	0	0	0	40	40	26	1	0	21	0	340	1.0865337342004415	0	0	0	-1	0	0	0
VSUS	0	0	28	NO_DAMAGE	0	0	0	0	0	0	40	40	15	1	0	5	0	365	1.125771340508858	0	0	1	-1	0	0	0
VSUS	0	1	63	NO_DAMAGE	0	0	0	0	0	0	40	40	56	1	0	-1	0	464	1.0879675865519869	0	0	0	-1	0	0	0
VSUS	0	1	64	NO_DAMAGE	0	0	0	0	0	0	40	40	62	1	0	4	0	481	1.1077187442336303	0	0	0	-1	0	0	0
VSUS	0	1	72	NO_DAMAGE	0	0	0	0	0	0	40	40	71	1	0	28	0	569	1.2047948423880714	0	0	0	-1	0	0	0
VSUS	0	1	82	NO_DAMAGE	0	0	0	0	0	0	40	40	82	1	0	2	0	689	1.3257650852336134	0	0	0	-1	0	0	0
VSUS	1	0	12	EXACT	1	1	0	1	0	18	4	40	11	1	0	8	1	2	0.25	0	0	0	4	2	0	1
VSUS	1	0	19	EXACT	1	1	0	1	0	18	4	40	17	1	0	16	1	4	0.35355339059327373	0	0	0	4	2	0	1
VSUS	1	0	54	EXACT	1	1	0	1	0	18	4	40	53	1	0	15	1	8	0.14285714285714288	0	0	1	4	2	0	1
VSUS	1	1	107	EXACT	1	1	1	0	0	7	5	40	54	25	3	7	0	10	0.1863389981249825	0	0	1	5	5	1	0
VSUS	1	1	169	EXACT	1	1	1	0	0	7	5	40	132	9	2	37	0	20	0.26352313834736496	0	0	1	36	5	2	0
VSUS	1	2	205	EXACT	1	1	0	1	0	18	4	40	203	1	0	190	0	17	0.24295632895188754	0	0	0	4	2	1	1
VSUS	1	2	211	EXACT	1	1	1	0	0	7	5	40	39	10	3	3	0	25	0.2946278254943948	0	0	0	10	5	3	1
VSUS	1	2	224	EXACT	2	2	2	0	0	14	12	40	32	15	3	2	0	29	0.3173238794109962	0	0	0	15	4	3	1
VSUS	1	2	242	EXACT	1	1	0	1	0	18	15	40	229	1	0	37	2	25	0.2946278254943948	0	0	0	45	2	0	2
VSUS	1	3	286	EXACT	1	1	1	0	0	7	5	40	22	5	2	-1	0	29	0.3173238794109962	0	0	0	5	5	3	1
VSUS	1	3	300	EXACT	1	1	1	0	0	7	5	40	51	34	4	8	0	25	0.2946278254943948	0	0	1	5	5	3	2
VSUS	1	3	321	EXACT	2	2	0	2	0	36	22	40	309	1	0	-1	0	16	0.23570226039551587	0	0	0	1	1	1	2
VSUS	1	3	337	EXACT	1	1	1	0	0	7	5	40	24	7	2	-1	0	29	0.3173238794109962	0	0	1	9	5	4	1
VSUS	1	3	421	EXACT	1	1	1	0	0	7	5	40	21	4	2	-1	0	29	0.3173238794109962	0	0	1	5	5	4	1
VSUS	1	3	421	EXACT	1	1	1	0	0	7	5	40	196	1	0	-1	0	53	0.4289845892077917	0	0	1	8	5	2	0
VSUS	1	3	464	EXACT	1	1	1	0	0	7	5	40	20	3	2	-1	0	29	0.3173238794109962	0	0	1	5	5	4	1
VSUS	1	3	471	EXACT	2	2	2	0	0	14	12	40	471	1	0	125	1	45	0.3952847075210475	0	0	0	156	4	3	1
VSUS	1	3	488	EXACT	1	1	1	0	0	7	5	40	20	3	2	-1	0	29	0.3173238794109962	0	0	1	5	5	4	1
VSUS	1	4	506	EXACT	1	1	1	0	0	7	5	40	26	9	2	-1	0	29	0.3173238794109962	0	0	1	9	5	4	1
VSUS	1	4	520	EXACT	1	1	1	0	0	7	5	40	20	3	2	-1	0	29	0.3173238794109962	0	0	0	5	5	4	1
VSUS	1	4	555	EXACT	1	1	1	0	0	7	5	40	133	1	0	-1	0	34	0.34359213546813844	0	0	0	6	4	3	1
VSUS	1	4	558	EXACT	1	1	1	0	0	7	5	40	22	5	2	-1	0	29	0.3173238794109962	0	0	0	6	5	4	1
VSUS	1	4	573	EXACT	1	1	1	0	0	7	5	40	20	3	2	-1	0	29	0.3173238794109962	0	0	0	5	5	4	1
VSUS	1	4	580	EXACT	1	1	0	1	0	18	4	40	579	1	0	60	1	17	0.24295632895188754	0	0	0	205	2	2	2
VSUS	1	4	634	EXACT	1	1	1	0	0	7	5	40	32	5	2	-1	0	29	0.3173238794109962	0	0	0	5	5	4	1
VSUS	1	4	638	EXACT	1	1	1	0	0	7	5	40	19	2	1	-1	0	29	0.3173238794109962	0	0	0	4	4	4	1
VSUS	1	4	653	EXACT	1	1	1	0	0	7	5	40	43	6	2	-1	0	29	0.3173238794109962	0	0	0	6	5	4	1
VSUS	1	4	676	EXACT	1	1	1	0	0	7	5	40	39	18	3	1	0	29	0.3173238794109962	0	0	0	10	5	4	1
VSUS	1	1	161	EXACT	1	1	1	0	0	7	5	40	160	1	0	-1	17	18	0.23076923076923075	0	0	0	35	5	1	0
VSUS	1	2	184	EXACT	1	1	1	0	0	7	5	40	181	1	0	144	14	25	0.2719641466102106	0	0	0	32	5	2	0
VSUS	1	3	436	NO_DAMAGE	0	0	0	0	0	0	40	40	436	1	0	11	1	36	0.5303300858899106	0	5	0	195	3	0	0
VSUS	1	4	589	NO_DAMAGE	0	0	0	0	0	0	40	40	588	1	0	201	0	25	0.44194173824159216	0	0	0	493	2	0	0
VSUS	1	3	422	NO_DAMAGE	0	0	0	0	0	0	40	40	422	1	0	239	0	104	0.5150787536377127	0	0	0	-1	0	0	0
VSUS	1	3	445	EXACT	1	1	0	1	0	18	4	40	444	1	0	8	0	40	0.31943828249996997	0	0	0	340	2	0	3
VSUS	1	3	478	EXACT	1	1	0	1	0	18	4	40	476	1	0	17	1	68	0.4164965639175215	0	1	0	33	2	0	1
VSUS	1	1	158	NO_DAMAGE	0	0	0	0	0	0	33	40	157	1	0	127	0	29	0.3173238794109962	0	1	0	4	1	1	1
VSUS	1	1	168	EXACT	1	1	1	0	0	7	5	40	168	1	0	59	1	25	0.2946278254943948	0	0	0	57	5	1	0
VSUS	1	2	203	EXACT	1	1	1	0	1	7	5	40	201	22	3	1	4	40	0.372677996249965	0	0	0	23	5	2	1
VSUS	1	3	262	OVER	2	2	2	0	1	7	1	40	55	2	1	1	0	13	0.21245914639969937	0	0	1	32	4	2	0
VSUS	1	3	282	EXACT	1	1	1	0	1	7	5	40	282	1	0	29	1	104	0.5547001962252291	0	4	1	53	5	0	0
VSUS	0	3	371	NO_DAMAGE	0	0	0	0	0	0	40	40	202	1	0	149	0	265	0.8854511102477952	0	0	0	-1	0	0	0
VSUS	0	3	373	NO_DAMAGE	0	0	0	0	0	0	40	40	216	1	0	147	0	185	0.7398224639104364	0	0	0	-1	0	0	0
VSUS	0	4	777	OVER	2	2	2	0	2	7	5	40	573	1	0	2	0	232	0.8284868934053083	0	0	0	7	4	0	0
VSUS	0	0	40	EXACT	1	1	0	1	0	18	4	40	37	1	0	31	0	53	0.8089010988089465	0	0	0	4	2	0	1
VSUS	0	1	96	EXACT	1	1	0	1	0	18	4	40	94	1	0	21	0	53	0.8089010988089465	0	0	1	44	2	0	2
VSUS	1	1	90	EXACT	1	1	0	1	0	18	4	40	90	30	4	1	0	10	0.15971914124998499	0	2	2	33	2	0	3
VSUS	1	3	263	EXACT	1	1	0	1	0	18	4	40	153	4	2	1	6	13	0.18210783977117087	0	0	0	9	2	0	0
VSUS	1	3	272	EXACT	1	1	0	1	0	18	4	40	107	1	0	-1	3	20	0.22587697572631282	0	0	0	4	2	1	2
VSUS	1	3	292	NO_DAMAGE	0	0	0	0	0	0	38	40	291	41	4	22	4	2	0.07142857142857144	0	1	1	178	1	0	0
VSUS	1	3	293	EXACT	1	1	0	1	0	18	4	40	290	1	0	41	5	13	0.18210783977117087	0	0	0	4	2	0	0
VSUS	1	3	340	EXACT	1	1	0	1	0	18	4	40	336	1	0	73	3	13	0.18210783977117087	0	0	0	4	2	0	0
VSUS	1	3	354	EXACT	1	1	0	1	0	18	4	40	149	1	0	114	5	20	0.22587697572631282	0	0	0	4	2	1	2
VSUS	1	3	361	EXACT	1	1	1	0	0	7	1	40	359	1	0	5	4	26	0.25753937681885636	0	0	0	13	4	1	2
VSUS	1	3	402	NO_DAMAGE	0	0	0	0	0	0	30	40	117	100	4	102	3	2	0.07142857142857144	0	2	1	107	1	0	0
VSUS	0	0	59	NO_DAMAGE	0	0	0	0	0	0	40	40	56	40	4	1	0	340	0.931314629314664	0	0	1	-1	0	0	0
VSUS	1	1	162	EXACT	1	1	1	0	0	7	5	40	162	7	2	1	9	5	0.11293848786315641	0	0	0	84	5	1	0
VSUS	1	1	97	EXACT	1	1	0	1	0	18	4	40	97	1	0	34	1	9	0.5303300858899106	0	0	0	51	2	1	2
VSUS	1	1	132	EXACT	1	1	0	1	0	18	4	40	131	5	2	1	1	5	0.3952847075210474	0	0	0	6	1	1	2
VSUS	1	1	136	EXACT	1	1	0	1	0	18	4	40	130	1	0	2	0	4	0.35355339059327373	0	1	0	81	2	0	2
VSUS	0	2	231	EXACT	1	1	0	1	0	18	4	40	71	1	0	8	0	10	0.5590169943749475	0	0	0	4	2	1	2
VSUS	1	3	282	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	294	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	306	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	334	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	346	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	360	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	372	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	384	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	396	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	410	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	424	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	435	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	3	448	EXACT	1	1	0	1	0	18	4	40	10	1	0	-1	0	4	0.35355339059327373	0	0	0	4	2	1	2
VSUS	1	1	126	EXACT	1	1	1	0	0	7	1	40	126	1	0	79	2	5	0.11293848786315641	0	0	1	66	4	1	2
VSUS	1	3	483	EXACT	1	1	0	1	0	18	4	40	479	1	0	2	1	65	0.40720550896397784	0	0	0	10	2	0	1
VSUS	1	1	72	EXACT	1	1	1	0	0	7	5	40	71	7	2	-1	1	13	0.21245914639969937	0	0	0	5	5	1	0
VSUS	1	1	77	EXACT	1	1	1	0	0	7	5	40	77	1	0	76	8	45	0.3952847075210475	0	0	0	40	5	1	0
VSUS	1	3	266	EXACT	1	1	0	1	0	18	8	40	261	1	0	195	1	45	0.3952847075210475	0	0	1	125	3	0	3
VSUS	1	3	274	EXACT	2	2	2	0	0	14	12	40	61	1	0	-1	0	34	0.34359213546813844	0	0	0	4	4	4	1
VSUS	1	3	281	EXACT	2	2	0	2	0	36	22	40	109	1	0	-1	0	5	0.13176156917368248	0	0	1	2	1	3	7
VSUS	1	1	65	EXACT	1	1	1	0	0	7	5	40	65	1	0	17	0	18	0.21428571428571427	0	0	1	11	5	1	0
VSUS	1	0	44	EXACT	1	1	0	1	0	18	4	40	43	1	0	-1	0	4	0.10101525445522107	0	0	1	4	2	0	1
VSUS	1	1	62	EXACT	1	1	0	1	0	18	4	40	62	1	0	10	0	4	0.10101525445522107	0	0	2	2	1	0	2
VSUS	1	1	64	EXACT	1	1	1	0	0	7	1	40	62	6	2	3	0	5	0.3952847075210474	0	0	1	57	4	1	0
VSUS	1	3	314	EXACT	1	1	0	1	0	18	4	40	311	74	4	271	0	20	0.26352313834736496	0	0	0	4	2	0	4
VSUS	1	3	319	EXACT	1	1	0	1	0	18	4	40	317	60	4	1	0	20	0.26352313834736496	0	0	0	3	2	0	5
VSUS	1	4	708	EXACT	1	1	0	1	0	18	4	40	248	62	4	1	0	13	0.21245914639969937	0	0	1	4	2	0	5
VSUS	1	4	987	EXACT	3	3	0	3	0	54	40	40	607	1	0	30	0	17	0.24295632895188754	0	0	0	-1	0	0	7
VSUS	1	0	34	EXACT	1	1	1	0	0	7	5	40	34	11	3	1	0	1	0.1111111111111111	0	0	1	5	5	1	0
VSUS	0	3	273	EXACT	2	2	2	0	2	14	12	40	273	2	1	20	1	25	0.625	0	1	1	94	3	0	0
VSUS	0	3	329	EXACT	1	1	1	0	1	7	5	40	325	1	0	12	1	17	0.5153882032022076	0	1	2	240	4	0	0
VSUS	0	0	45	EXACT	1	1	1	0	0	7	5	40	42	-1	5	1	0	290	0.9262765060609459	0	0	1	8	5	1	0
VSUS	1	4	540	OVER	2	2	2	0	2	7	5	40	59	21	3	1	0	221	0.80860754006264	0	0	1	5	5	0	0
VSUS	1	0	54	EXACT	1	1	0	1	0	18	8	40	54	2	1	41	1	10	0.45175395145262565	0	0	0	39	2	0	1
VSUS	1	3	340	EXACT	1	1	0	1	0	18	2	40	179	1	0	70	0	4	0.16666666666666666	0	1	0	40	6	1	3
VSUS	1	3	346	EXACT	1	1	1	0	0	7	5	40	194	1	0	70	1	16	0.3333333333333333	0	0	0	8	5	1	0
VSUS	1	1	122	EXACT	1	1	1	0	0	7	5	40	120	98	4	1	0	1	0.05892556509887897	0	0	1	5	5	1	0
VSUS	0	0	30	EXACT	1	1	1	0	0	7	5	40	27	9	2	23	0	98	0.8749999999999999	0	0	0	5	5	1	0
VSUS	1	1	75	EXACT	1	1	1	0	0	7	5	40	71	27	3	1	0	4	0.17677669529663687	0	0	2	5	5	1	0
VSUS	0	3	370	EXACT	1	1	1	0	0	7	5	40	368	1	0	10	0	73	0.7551903733496607	0	0	1	337	5	2	0
VSUS	0	3	253	EXACT	1	1	1	0	0	7	5	40	250	5	2	1	0	545	0.9156754547663373	0	0	1	5	5	2	0
VSUS	0	0	14	EXACT	1	1	0	1	0	18	4	40	9	1	0	-1	0	10	0.5590169943749475	0	0	1	4	2	0	1
VSUS	0	0	34	EXACT	1	1	0	1	0	18	4	40	30	1	0	15	0	10	0.5590169943749475	0	0	2	8	2	0	1
VSUS	1	1	145	EXACT	1	1	1	0	0	7	5	40	145	1	0	97	13	20	0.26352313834736496	0	0	0	18	4	2	0
VSUS	1	1	151	EXACT	1	1	1	0	0	7	5	40	150	1	0	106	14	13	0.21245914639969937	0	0	0	23	5	2	0
VSUS	1	2	185	EXACT	1	1	1	0	0	7	5	40	29	3	2	1	0	8	0.16666666666666669	0	0	0	6	5	3	0
VSUS	1	2	215	EXACT	1	1	1	0	0	7	5	40	26	1	0	-1	0	13	0.21245914639969937	0	0	0	6	5	3	0
VSUS	1	2	247	EXACT	1	1	1	0	0	7	5	40	28	2	1	1	0	8	0.16666666666666669	0	0	0	5	4	3	0
VSUS	1	3	274	EXACT	1	1	1	0	0	7	5	40	23	1	0	-1	0	13	0.21245914639969937	0	0	0	6	5	3	0
VSUS	1	3	324	EXACT	1	1	1	0	0	7	5	40	46	7	2	1	0	4	0.11785113019775793	0	0	0	5	5	3	0
VSUS	1	3	356	EXACT	2	2	2	0	0	14	12	40	87	1	0	-1	0	8	0.16666666666666669	0	0	0	6	4	3	0
VSUS	1	3	358	EXACT	2	2	2	0	0	14	12	40	209	1	0	-1	1	8	0.16666666666666669	0	0	0	18	4	3	0
VSUS	1	3	364	EXACT	2	2	2	0	0	14	12	40	156	1	0	-1	1	13	0.21245914639969937	0	0	0	5	3	3	0
VSUS	1	3	365	EXACT	1	1	1	0	0	7	5	40	129	1	0	48	1	1	0.05892556509887897	0	0	0	19	5	3	0
VSUS	1	3	367	OVER	2	2	2	0	0	7	5	40	365	1	0	358	2	20	0.26352313834736496	0	0	0	27	5	3	0
VSUS	1	3	367	EXACT	1	1	1	0	0	7	5	40	257	1	0	-1	2	17	0.24295632895188754	0	0	1	33	5	3	0
VSUS	1	3	371	EXACT	1	1	1	0	0	7	5	40	251	1	0	54	3	13	0.21245914639969937	0	0	0	20	5	3	0
VSUS	1	3	372	EXACT	1	1	1	0	0	7	5	40	369	1	0	55	0	1	0.05892556509887897	0	0	0	34	5	3	0
VSUS	1	3	373	EXACT	1	1	1	0	0	7	5	40	204	1	0	56	1	13	0.21245914639969937	0	0	0	16	5	3	0
VSUS	1	3	381	EXACT	1	1	1	0	0	7	5	40	241	1	0	148	1	13	0.21245914639969937	0	0	0	9	4	3	0
VSUS	1	3	385	EXACT	1	1	1	0	0	7	5	40	381	1	0	317	3	16	0.23570226039551587	0	0	0	34	5	2	0
VSUS	0	0	11	EXACT	1	1	0	1	0	18	4	40	11	6	2	1	0	25	0.8838834764831843	0	0	0	4	2	0	3
VSUS	1	0	20	EXACT	1	1	0	1	0	18	4	40	17	15	3	1	0	9	0.5303300858899106	0	0	0	7	2	0	3
VSUS	0	1	83	EXACT	1	1	0	1	0	18	4	40	81	1	0	68	0	26	0.9013878188659972	0	0	1	1	1	0	3
VSUS	0	0	50	EXACT	1	1	0	1	0	18	4	40	37	1	0	-1	0	17	0.5153882032022076	0	0	0	6	2	0	1
VSUS	1	1	85	EXACT	1	1	1	0	0	7	4	40	84	7	2	1	2	13	0.45069390943299864	0	0	1	69	2	2	0
VSUS	1	3	471	EXACT	1	1	0	1	0	18	16	40	470	1	0	19	4	52	0.36421567954234174	0	2	0	41	2	0	3
VSUS	1	3	478	EXACT	1	1	0	1	0	18	4	40	259	1	0	12	0	16	0.20203050891044214	0	0	1	13	2	0	3
VSUS	1	4	527	EXACT	1	1	0	1	0	18	8	40	520	1	0	7	0	18	0.21428571428571427	0	4	0	66	2	0	3
VSUS	1	4	545	EXACT	1	1	0	1	0	18	4	40	545	4	2	1	1	25	0.2525381361380527	0	0	0	4	2	0	3
VSUS	0	0	14	EXACT	1	1	0	1	0	18	12	40	12	2	1	-1	0	8	0.5	0	3	0	4	2	0	1
VSUS	1	1	168	EXACT	1	1	0	1	0	18	4	40	165	2	1	38	3	40	0.372677996249965	0	0	0	11	2	0	0
VSUS	1	3	266	EXACT	1	1	0	1	0	18	4	40	264	2	1	31	4	40	0.372677996249965	0	0	0	11	2	0	0
VSUS	1	3	289	EXACT	1	1	0	1	0	18	4	40	289	2	1	154	2	40	0.372677996249965	0	3	0	116	4	0	0
VSUS	1	0	59	EXACT	1	1	1	0	0	7	5	40	58	1	0	5	0	2	0.07142857142857144	0	0	1	7	5	1	0
VSUS	1	0	54	EXACT	1	1	0	1	0	18	15	40	53	10	3	1	0	5	0.11293848786315641	0	0	0	11	2	1	1
VSUS	1	2	210	EXACT	1	1	0	1	0	18	16	40	172	2	1	11	0	9	0.15152288168283162	0	2	2	100	2	0	7
VSUS	1	3	417	EXACT	1	1	0	1	0	18	6	40	206	1	0	119	0	9	0.15152288168283162	0	3	2	141	5	0	6
VSUS	1	4	506	EXACT	1	1	1	0	0	7	6	40	504	1	0	6	0	58	0.38465462908103604	0	2	0	129	5	2	2
VSUS	1	4	528	EXACT	1	1	1	0	0	7	5	40	525	2	1	4	0	90	0.47915742374995496	0	0	0	24	5	1	0
VSUS	1	4	625	EXACT	2	2	0	2	0	36	22	40	96	1	0	54	0	9	0.15152288168283162	0	0	2	8	1	0	7
VSUS	1	4	662	EXACT	1	1	0	1	0	18	16	40	536	1	0	28	0	29	0.2719918966379967	0	3	0	81	2	2	5
VSUS	1	4	662	EXACT	1	1	0	1	0	18	15	40	659	3	2	4	3	16	0.20203050891044214	0	6	2	644	4	0	1
VSUS	1	1	175	EXACT	1	1	0	1	0	18	8	40	174	1	0	7	3	10	0.26352313834736496	0	0	0	117	3	2	1
VSUS	1	0	35	EXACT	1	1	1	0	0	7	5	40	35	24	3	23	0	9	0.25	0	0	2	5	5	1	0
VSUS	0	0	57	EXACT	1	1	0	1	0	18	1	40	55	1	0	2	0	49	0.5833333333333334	0	0	1	3	3	1	1
VSUS	0	1	91	EXACT	2	2	1	1	0	25	15	40	12	1	0	4	0	36	0.5	0	0	0	2	2	1	1
VSUS	0	1	123	EXACT	2	2	1	1	0	25	15	40	27	1	0	-1	0	36	0.5	0	0	0	3	1	1	1
VSUS	1	1	172	EXACT	2	2	0	2	0	36	22	40	171	1	0	102	0	5	0.18633899812498247	0	0	0	2	1	0	4
VSUS	1	2	198	EXACT	1	1	0	1	0	18	8	40	134	2	1	1	3	41	0.5335936864527374	0	0	0	74	3	0	2
VSUS	0	1	73	EXACT	1	1	0	1	0	18	4	40	71	1	0	33	0	53	0.6066758241067098	0	0	0	4	2	0	1
VSUS	0	1	88	EXACT	1	1	0	1	0	18	4	40	87	1	0	60	0	80	0.7453559924999299	0	0	0	7	2	0	1
VSUS	1	0	59	EXACT	1	1	0	1	0	18	4	40	57	1	0	54	0	10	0.5590169943749475	0	0	1	14	2	0	1
VSUS	0	1	62	EXACT	1	1	0	1	0	18	4	40	59	1	0	57	0	13	0.6373774391990981	0	0	0	50	2	0	1
VSUS	1	1	142	EXACT	1	1	0	1	0	18	4	40	141	1	0	26	0	2	0.25	0	3	0	5	2	0	1
VSUS	1	1	155	EXACT	1	1	0	1	0	18	4	40	155	1	0	4	0	5	0.3952847075210474	0	1	1	121	2	0	1
VSUS	0	3	292	EXACT	1	1	0	1	0	18	4	40	76	1	0	19	0	13	0.6373774391990981	0	0	0	46	2	0	1
VSUS	1	3	348	EXACT	1	1	0	1	0	18	4	40	104	1	0	97	0	4	0.35355339059327373	0	0	1	88	2	0	1
VSUS	0	3	383	EXACT	1	1	0	1	0	18	4	40	11	5	2	-1	0	13	0.6373774391990981	0	0	1	4	2	2	1
VSUS	1	4	535	EXACT	1	1	0	1	0	18	1	40	87	1	0	79	0	4	0.35355339059327373	0	0	2	86	4	2	1
VSUS	1	3	267	EXACT	2	2	1	1	0	25	15	40	267	1	0	33	8	18	0.25	0	6	1	124	4	2	2
VSUS	1	3	283	EXACT	1	1	0	1	0	18	13	40	281	1	0	160	17	18	0.25	0	3	1	83	4	2	2
VSUS	1	3	296	EXACT	2	2	0	2	0	36	22	40	295	1	0	28	15	25	0.2946278254943948	0	8	0	132	5	0	3
VSUS	1	3	297	EXACT	1	1	0	1	0	18	15	40	294	1	0	59	2	17	0.24295632895188754	0	4	2	23	1	1	5
VSUS	1	3	358	EXACT	1	1	1	0	0	7	4	40	77	1	0	71	0	40	0.372677996249965	0	0	2	48	1	2	6
VSUS	1	3	388	EXACT	1	1	0	1	0	18	4	40	59	1	0	-1	0	16	0.23570226039551587	0	0	0	1	1	2	5
VSUS	1	3	390	EXACT	2	2	0	2	0	36	33	40	43	1	0	-1	0	17	0.24295632895188754	0	0	0	1	1	3	6
VSUS	1	3	420	EXACT	1	1	0	1	0	18	4	40	28	1	0	-1	0	16	0.23570226039551587	0	0	0	1	1	2	5
VSUS	1	3	431	EXACT	1	1	0	1	0	18	4	40	182	1	0	136	0	29	0.3173238794109962	0	0	0	68	2	2	4
VSUS	1	3	462	EXACT	1	1	0	1	0	18	15	40	37	1	0	-1	0	50	0.41666666666666674	0	0	1	9	2	1	5
VSUS	1	3	474	EXACT	2	2	0	2	0	36	33	40	110	1	0	107	0	17	0.24295632895188754	0	0	0	6	1	3	6
VSUS	1	3	488	EXACT	1	1	0	1	0	18	4	40	79	1	0	-1	0	65	0.4750730937913075	0	0	0	30	2	1	5
VSUS	1	3	493	EXACT	1	1	0	1	0	18	4	40	49	1	0	48	0	16	0.23570226039551587	0	0	0	1	1	2	5
VSUS	1	4	509	EXACT	2	2	0	2	0	36	22	40	36	1	0	-1	0	17	0.24295632895188754	0	0	0	1	1	3	7
VSUS	1	4	574	EXACT	2	2	0	2	0	36	22	40	85	1	0	-1	0	17	0.24295632895188754	0	0	0	1	1	3	7
VSUS	1	4	590	EXACT	1	1	1	0	0	7	1	40	61	1	0	-1	0	36	0.3535533905932738	0	0	1	25	4	2	9
VSUS	1	4	623	EXACT	1	1	1	0	0	7	4	40	75	1	0	-1	0	37	0.35843021946010944	0	0	1	38	2	2	10
VSUS	1	4	670	EXACT	3	3	0	3	0	54	40	40	37	1	0	-1	0	17	0.24295632895188754	0	0	0	-1	0	3	7
