file	match	game	opp	oppver	ourver	map	maphash	trig	rounds	our_team	n_parked_bots	max_park_len	first_park_round	total_parked_bot_rounds	total_raider_rounds	total_bot_rounds
4cce5369-eb0c-401d-83cc-50236e234034_game_1.replay26	4cce5369-eb0c-401d-83cc-50236e234034	1	gsxWins	22	104	?	93f8deafba	unrated	301	1	0	0	-1	0	36	1495
4cce5369-eb0c-401d-83cc-50236e234034_game_2.replay26	4cce5369-eb0c-401d-83cc-50236e234034	2	gsxWins	22	104	?	29fc6e6fa5	unrated	207	1	0	0	-1	0	83	1226
4cce5369-eb0c-401d-83cc-50236e234034_game_3.replay26	4cce5369-eb0c-401d-83cc-50236e234034	3	gsxWins	22	104	?	8cbf96e7b4	unrated	77	1	0	0	-1	0	0	445
4cce5369-eb0c-401d-83cc-50236e234034_game_4.replay26	4cce5369-eb0c-401d-83cc-50236e234034	4	gsxWins	22	104	?	988930b0ce	unrated	65	1	0	0	-1	0	28	369
4cce5369-eb0c-401d-83cc-50236e234034_game_5.replay26	4cce5369-eb0c-401d-83cc-50236e234034	5	gsxWins	22	104	?	b3b93b33a3	unrated	67	1	0	0	-1	0	0	383
5bac20a6-e49b-41f0-90bd-6a881b8d17fe_game_1.replay26	5bac20a6-e49b-41f0-90bd-6a881b8d17fe	1	Leviathan	44	104	?	93f8deafba	unrated	262	0	0	0	-1	0	414	1161
5bac20a6-e49b-41f0-90bd-6a881b8d17fe_game_2.replay26	5bac20a6-e49b-41f0-90bd-6a881b8d17fe	2	Leviathan	44	104	?	29fc6e6fa5	unrated	136	0	0	0	-1	0	193	821
5bac20a6-e49b-41f0-90bd-6a881b8d17fe_game_3.replay26	5bac20a6-e49b-41f0-90bd-6a881b8d17fe	3	Leviathan	44	104	?	8cbf96e7b4	unrated	131	0	0	0	-1	0	258	806
5bac20a6-e49b-41f0-90bd-6a881b8d17fe_game_4.replay26	5bac20a6-e49b-41f0-90bd-6a881b8d17fe	4	Leviathan	44	104	?	988930b0ce	unrated	122	0	0	0	-1	0	127	712
5bac20a6-e49b-41f0-90bd-6a881b8d17fe_game_5.replay26	5bac20a6-e49b-41f0-90bd-6a881b8d17fe	5	Leviathan	44	104	?	b3b93b33a3	unrated	113	0	0	0	-1	0	67	638
37492243-090c-4798-a972-40f10fcb8fe6_game_1.replay26	37492243-090c-4798-a972-40f10fcb8fe6	1	CtrlAltDefeat	129	104	?	93f8deafba	unrated	330	0	0	0	-1	0	230	456
37492243-090c-4798-a972-40f10fcb8fe6_game_2.replay26	37492243-090c-4798-a972-40f10fcb8fe6	2	CtrlAltDefeat	129	104	?	29fc6e6fa5	unrated	145	0	0	0	-1	0	306	746
37492243-090c-4798-a972-40f10fcb8fe6_game_3.replay26	37492243-090c-4798-a972-40f10fcb8fe6	3	CtrlAltDefeat	129	104	?	8cbf96e7b4	unrated	301	0	0	0	-1	0	262	1332
37492243-090c-4798-a972-40f10fcb8fe6_game_4.replay26	37492243-090c-4798-a972-40f10fcb8fe6	4	CtrlAltDefeat	129	104	?	988930b0ce	unrated	160	0	0	0	-1	0	0	940
37492243-090c-4798-a972-40f10fcb8fe6_game_5.replay26	37492243-090c-4798-a972-40f10fcb8fe6	5	CtrlAltDefeat	129	104	?	b3b93b33a3	unrated	297	0	0	0	-1	0	381	1558
1608a054-ce57-4479-b12e-2ecaaae72d4c_game_1.replay26	1608a054-ce57-4479-b12e-2ecaaae72d4c	1	Landers	93	104	nordkap	676dc6f812	ladder	499	0	1	125	30	125	571	1112
1608a054-ce57-4479-b12e-2ecaaae72d4c_game_2.replay26	1608a054-ce57-4479-b12e-2ecaaae72d4c	2	Landers	93	104	eider	32e660f402	ladder	237	0	1	205	32	205	525	1061
1608a054-ce57-4479-b12e-2ecaaae72d4c_game_3.replay26	1608a054-ce57-4479-b12e-2ecaaae72d4c	3	Landers	93	104	saga	988930b0ce	ladder	154	0	0	0	-1	0	191	727
1608a054-ce57-4479-b12e-2ecaaae72d4c_game_4.replay26	1608a054-ce57-4479-b12e-2ecaaae72d4c	4	Landers	93	104	meander	925f7a4755	ladder	162	0	1	114	48	114	278	799
1608a054-ce57-4479-b12e-2ecaaae72d4c_game_5.replay26	1608a054-ce57-4479-b12e-2ecaaae72d4c	5	Landers	93	104	antler	e150ec12c3	ladder	223	0	2	211	12	408	408	1136
d08a6937-16af-4c90-b377-b6422aafbfa6_game_1.replay26	d08a6937-16af-4c90-b377-b6422aafbfa6	1	Powered by SmartFridge	30	104	?	d0f31b58fa	unrated	617	0	1	596	21	596	603	2488
d08a6937-16af-4c90-b377-b6422aafbfa6_game_2.replay26	d08a6937-16af-4c90-b377-b6422aafbfa6	2	Powered by SmartFridge	30	104	?	f0ab8b0a38	unrated	130	0	0	0	-1	0	228	764
d08a6937-16af-4c90-b377-b6422aafbfa6_game_3.replay26	d08a6937-16af-4c90-b377-b6422aafbfa6	3	Powered by SmartFridge	30	104	?	29fc6e6fa5	unrated	154	0	0	0	-1	0	0	674
d08a6937-16af-4c90-b377-b6422aafbfa6_game_4.replay26	d08a6937-16af-4c90-b377-b6422aafbfa6	4	Powered by SmartFridge	30	104	?	925f7a4755	unrated	209	0	0	0	-1	0	268	1035
d08a6937-16af-4c90-b377-b6422aafbfa6_game_5.replay26	d08a6937-16af-4c90-b377-b6422aafbfa6	5	Powered by SmartFridge	30	104	?	00349f3ee5	unrated	390	0	2	319	71	634	634	2325
a2ffd133-ea55-4c81-ba06-c8f62a6a7df0_game_1.replay26	a2ffd133-ea55-4c81-ba06-c8f62a6a7df0	1	The Bisons	4	105	?	93f8deafba	unrated	689	0	3	515	92	1576	1669	2521
a2ffd133-ea55-4c81-ba06-c8f62a6a7df0_game_2.replay26	a2ffd133-ea55-4c81-ba06-c8f62a6a7df0	2	The Bisons	4	105	?	29fc6e6fa5	unrated	53	0	0	0	-1	0	65	303
a2ffd133-ea55-4c81-ba06-c8f62a6a7df0_game_3.replay26	a2ffd133-ea55-4c81-ba06-c8f62a6a7df0	3	The Bisons	4	105	?	8cbf96e7b4	unrated	59	0	0	0	-1	0	94	339
a2ffd133-ea55-4c81-ba06-c8f62a6a7df0_game_4.replay26	a2ffd133-ea55-4c81-ba06-c8f62a6a7df0	4	The Bisons	4	105	?	988930b0ce	unrated	71	0	0	0	-1	0	36	345
a2ffd133-ea55-4c81-ba06-c8f62a6a7df0_game_5.replay26	a2ffd133-ea55-4c81-ba06-c8f62a6a7df0	5	The Bisons	4	105	?	b3b93b33a3	unrated	59	0	0	0	-1	0	67	338
eae26f26-4e16-406f-b85b-9a3a2160d968_game_1.replay26	eae26f26-4e16-406f-b85b-9a3a2160d968	1	I Stone	22	105	?	93f8deafba	unrated	145	1	0	0	-1	0	126	715
eae26f26-4e16-406f-b85b-9a3a2160d968_game_2.replay26	eae26f26-4e16-406f-b85b-9a3a2160d968	2	I Stone	22	105	?	29fc6e6fa5	unrated	125	1	0	0	-1	0	170	659
eae26f26-4e16-406f-b85b-9a3a2160d968_game_3.replay26	eae26f26-4e16-406f-b85b-9a3a2160d968	3	I Stone	22	105	?	8cbf96e7b4	unrated	316	1	3	278	35	653	855	1818
eae26f26-4e16-406f-b85b-9a3a2160d968_game_4.replay26	eae26f26-4e16-406f-b85b-9a3a2160d968	4	I Stone	22	105	?	988930b0ce	unrated	132	1	0	0	-1	0	206	773
eae26f26-4e16-406f-b85b-9a3a2160d968_game_5.replay26	eae26f26-4e16-406f-b85b-9a3a2160d968	5	I Stone	22	105	?	b3b93b33a3	unrated	155	1	2	107	48	211	341	911
3b95848d-080b-4b81-92ff-5d315e39070f_game_1.replay26	3b95848d-080b-4b81-92ff-5d315e39070f	1	CtrlAltDefeat	127	105	?	93f8deafba	unrated	221	1	0	0	-1	0	299	1095
3b95848d-080b-4b81-92ff-5d315e39070f_game_2.replay26	3b95848d-080b-4b81-92ff-5d315e39070f	2	CtrlAltDefeat	127	105	?	29fc6e6fa5	unrated	814	1	1	781	33	781	795	6878
3b95848d-080b-4b81-92ff-5d315e39070f_game_3.replay26	3b95848d-080b-4b81-92ff-5d315e39070f	3	CtrlAltDefeat	127	105	?	8cbf96e7b4	unrated	278	1	0	0	-1	0	479	1380
3b95848d-080b-4b81-92ff-5d315e39070f_game_4.replay26	3b95848d-080b-4b81-92ff-5d315e39070f	4	CtrlAltDefeat	127	105	?	988930b0ce	unrated	80	1	0	0	-1	0	60	461
3b95848d-080b-4b81-92ff-5d315e39070f_game_5.replay26	3b95848d-080b-4b81-92ff-5d315e39070f	5	CtrlAltDefeat	127	105	?	b3b93b33a3	unrated	1000	1	1	153	106	303	1138	3170
7e174228-298d-4ff1-80f4-d9c02a2d3622_game_1.replay26	7e174228-298d-4ff1-80f4-d9c02a2d3622	1	The Flotte Experience	50	104	?	93f8deafba	unrated	146	1	0	0	-1	0	3	425
7e174228-298d-4ff1-80f4-d9c02a2d3622_game_2.replay26	7e174228-298d-4ff1-80f4-d9c02a2d3622	2	The Flotte Experience	50	104	?	29fc6e6fa5	unrated	125	1	0	0	-1	0	99	560
7e174228-298d-4ff1-80f4-d9c02a2d3622_game_3.replay26	7e174228-298d-4ff1-80f4-d9c02a2d3622	3	The Flotte Experience	50	104	?	f0ab8b0a38	unrated	205	1	0	0	-1	0	0	1196
7e174228-298d-4ff1-80f4-d9c02a2d3622_game_4.replay26	7e174228-298d-4ff1-80f4-d9c02a2d3622	4	The Flotte Experience	50	104	?	00349f3ee5	unrated	171	1	3	118	53	336	383	841
7e174228-298d-4ff1-80f4-d9c02a2d3622_game_5.replay26	7e174228-298d-4ff1-80f4-d9c02a2d3622	5	The Flotte Experience	50	104	?	676dc6f812	unrated	195	1	2	162	33	273	421	1153
ce1460ee-b1ef-45ec-9c1c-71722a3a454e_game_1.replay26	ce1460ee-b1ef-45ec-9c1c-71722a3a454e	1	Pivot	99	104	?	32e660f402	unrated	148	0	1	100	48	100	277	805
ce1460ee-b1ef-45ec-9c1c-71722a3a454e_game_2.replay26	ce1460ee-b1ef-45ec-9c1c-71722a3a454e	2	Pivot	99	104	?	d045777fb4	unrated	199	0	3	168	31	490	513	1123
ce1460ee-b1ef-45ec-9c1c-71722a3a454e_game_3.replay26	ce1460ee-b1ef-45ec-9c1c-71722a3a454e	3	Pivot	99	104	?	8cbf96e7b4	unrated	116	0	0	0	-1	0	188	598
ce1460ee-b1ef-45ec-9c1c-71722a3a454e_game_4.replay26	ce1460ee-b1ef-45ec-9c1c-71722a3a454e	4	Pivot	99	104	?	00349f3ee5	unrated	129	0	1	118	11	118	312	703
ce1460ee-b1ef-45ec-9c1c-71722a3a454e_game_5.replay26	ce1460ee-b1ef-45ec-9c1c-71722a3a454e	5	Pivot	99	104	?	29fc6e6fa5	unrated	227	0	1	185	38	185	289	1195
26a00176-1c6f-4d53-a6bf-7c09f22c8264_game_1.replay26	26a00176-1c6f-4d53-a6bf-7c09f22c8264	1	Focalground	10	104	?	65714cc548	unrated	157	1	1	145	12	145	147	927
26a00176-1c6f-4d53-a6bf-7c09f22c8264_game_2.replay26	26a00176-1c6f-4d53-a6bf-7c09f22c8264	2	Focalground	10	104	?	925f7a4755	unrated	208	1	0	0	-1	0	229	1227
26a00176-1c6f-4d53-a6bf-7c09f22c8264_game_3.replay26	26a00176-1c6f-4d53-a6bf-7c09f22c8264	3	Focalground	10	104	?	d045777fb4	unrated	214	1	0	0	-1	0	191	1266
26a00176-1c6f-4d53-a6bf-7c09f22c8264_game_4.replay26	26a00176-1c6f-4d53-a6bf-7c09f22c8264	4	Focalground	10	104	?	0c59455b91	unrated	113	1	0	0	-1	0	148	662
26a00176-1c6f-4d53-a6bf-7c09f22c8264_game_5.replay26	26a00176-1c6f-4d53-a6bf-7c09f22c8264	5	Focalground	10	104	?	00349f3ee5	unrated	133	1	0	0	-1	0	86	655
96246540-9e40-400a-8036-22962693aee3_game_1.replay26	96246540-9e40-400a-8036-22962693aee3	1	0033	50	104	?	93f8deafba	unrated	271	1	1	101	71	101	500	1345
96246540-9e40-400a-8036-22962693aee3_game_2.replay26	96246540-9e40-400a-8036-22962693aee3	2	0033	50	104	?	e150ec12c3	unrated	129	1	0	0	-1	0	233	759
96246540-9e40-400a-8036-22962693aee3_game_3.replay26	96246540-9e40-400a-8036-22962693aee3	3	0033	50	104	?	988930b0ce	unrated	124	1	0	0	-1	0	201	693
96246540-9e40-400a-8036-22962693aee3_game_4.replay26	96246540-9e40-400a-8036-22962693aee3	4	0033	50	104	?	d0f31b58fa	unrated	320	1	2	250	20	366	585	1862
96246540-9e40-400a-8036-22962693aee3_game_5.replay26	96246540-9e40-400a-8036-22962693aee3	5	0033	50	104	?	f0ab8b0a38	unrated	200	1	3	146	54	398	444	1182
b9fb2d02-51ec-4f45-a6c4-00805c31c317_game_1.replay26	b9fb2d02-51ec-4f45-a6c4-00805c31c317	1	Besvikomat	31	104	eider	32e660f402	ladder	99	1	0	0	-1	0	197	553
b9fb2d02-51ec-4f45-a6c4-00805c31c317_game_2.replay26	b9fb2d02-51ec-4f45-a6c4-00805c31c317	2	Besvikomat	31	104	heart	d0f31b58fa	ladder	272	1	1	123	73	123	394	1204
b9fb2d02-51ec-4f45-a6c4-00805c31c317_game_3.replay26	b9fb2d02-51ec-4f45-a6c4-00805c31c317	3	Besvikomat	31	104	atoll	8cbf96e7b4	ladder	101	1	0	0	-1	0	125	591
b9fb2d02-51ec-4f45-a6c4-00805c31c317_game_4.replay26	b9fb2d02-51ec-4f45-a6c4-00805c31c317	4	Besvikomat	31	104	archipelago	f0ab8b0a38	ladder	136	1	0	0	-1	0	179	784
b9fb2d02-51ec-4f45-a6c4-00805c31c317_game_5.replay26	b9fb2d02-51ec-4f45-a6c4-00805c31c317	5	Besvikomat	31	104	moonrise	65714cc548	ladder	329	1	2	150	17	260	755	1520
4c378188-4001-4aa3-953d-3c7dfe8d8006_game_1.replay26	4c378188-4001-4aa3-953d-3c7dfe8d8006	1	Powered by SmartFridge	34	104	?	32e660f402	unrated	207	0	2	179	28	336	542	1159
4c378188-4001-4aa3-953d-3c7dfe8d8006_game_2.replay26	4c378188-4001-4aa3-953d-3c7dfe8d8006	2	Powered by SmartFridge	34	104	?	00349f3ee5	unrated	100	0	0	0	-1	0	76	490
4c378188-4001-4aa3-953d-3c7dfe8d8006_game_3.replay26	4c378188-4001-4aa3-953d-3c7dfe8d8006	3	Powered by SmartFridge	34	104	?	8cbf96e7b4	unrated	82	0	0	0	-1	0	60	400
4c378188-4001-4aa3-953d-3c7dfe8d8006_game_4.replay26	4c378188-4001-4aa3-953d-3c7dfe8d8006	4	Powered by SmartFridge	34	104	?	29fc6e6fa5	unrated	120	0	0	0	-1	0	0	563
4c378188-4001-4aa3-953d-3c7dfe8d8006_game_5.replay26	4c378188-4001-4aa3-953d-3c7dfe8d8006	5	Powered by SmartFridge	34	104	?	d045777fb4	unrated	82	0	0	0	-1	0	25	398
f0d05128-c712-4a39-9d59-c98d4f063208_game_1.replay26	f0d05128-c712-4a39-9d59-c98d4f063208	1	The Bisons	4	102	?	93f8deafba	unrated	115	1	0	0	-1	0	89	324
f0d05128-c712-4a39-9d59-c98d4f063208_game_2.replay26	f0d05128-c712-4a39-9d59-c98d4f063208	2	The Bisons	4	102	?	29fc6e6fa5	unrated	109	1	0	0	-1	0	229	558
f0d05128-c712-4a39-9d59-c98d4f063208_game_3.replay26	f0d05128-c712-4a39-9d59-c98d4f063208	3	The Bisons	4	102	?	8cbf96e7b4	unrated	60	1	0	0	-1	0	38	290
f0d05128-c712-4a39-9d59-c98d4f063208_game_4.replay26	f0d05128-c712-4a39-9d59-c98d4f063208	4	The Bisons	4	102	?	988930b0ce	unrated	82	1	0	0	-1	0	62	473
f0d05128-c712-4a39-9d59-c98d4f063208_game_5.replay26	f0d05128-c712-4a39-9d59-c98d4f063208	5	The Bisons	4	102	?	b3b93b33a3	unrated	79	1	0	0	-1	0	19	385
5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9_game_1.replay26	5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9	1	I Stone	22	102	?	93f8deafba	unrated	140	1	0	0	-1	0	162	690
5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9_game_2.replay26	5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9	2	I Stone	22	102	?	29fc6e6fa5	unrated	475	1	2	284	111	637	972	4189
5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9_game_3.replay26	5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9	3	I Stone	22	102	?	8cbf96e7b4	unrated	573	1	2	537	36	1009	1107	3068
5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9_game_4.replay26	5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9	4	I Stone	22	102	?	988930b0ce	unrated	162	1	2	110	52	217	247	954
5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9_game_5.replay26	5e91a4c9-b40a-4363-ac06-8f2da6fd9ef9	5	I Stone	22	102	?	b3b93b33a3	unrated	198	1	2	150	48	297	458	1184
fd1431ca-4860-4a40-8466-b865b74b0ef1_game_1.replay26	fd1431ca-4860-4a40-8466-b865b74b0ef1	1	Leviathan	44	102	?	93f8deafba	unrated	225	1	2	205	20	342	436	1323
fd1431ca-4860-4a40-8466-b865b74b0ef1_game_2.replay26	fd1431ca-4860-4a40-8466-b865b74b0ef1	2	Leviathan	44	102	?	29fc6e6fa5	unrated	143	1	2	112	31	220	294	843
fd1431ca-4860-4a40-8466-b865b74b0ef1_game_3.replay26	fd1431ca-4860-4a40-8466-b865b74b0ef1	3	Leviathan	44	102	?	8cbf96e7b4	unrated	167	1	1	128	39	128	377	985
fd1431ca-4860-4a40-8466-b865b74b0ef1_game_4.replay26	fd1431ca-4860-4a40-8466-b865b74b0ef1	4	Leviathan	44	102	?	988930b0ce	unrated	393	1	1	209	50	209	355	1955
fd1431ca-4860-4a40-8466-b865b74b0ef1_game_5.replay26	fd1431ca-4860-4a40-8466-b865b74b0ef1	5	Leviathan	44	102	?	b3b93b33a3	unrated	108	1	0	0	-1	0	105	631
602c5766-5314-4826-b4a8-283d5db166b6_game_1.replay26	602c5766-5314-4826-b4a8-283d5db166b6	1	gsxWins	22	102	?	93f8deafba	unrated	146	1	0	0	-1	0	104	720
602c5766-5314-4826-b4a8-283d5db166b6_game_2.replay26	602c5766-5314-4826-b4a8-283d5db166b6	2	gsxWins	22	102	?	29fc6e6fa5	unrated	192	1	0	0	-1	0	132	1135
602c5766-5314-4826-b4a8-283d5db166b6_game_3.replay26	602c5766-5314-4826-b4a8-283d5db166b6	3	gsxWins	22	102	?	8cbf96e7b4	unrated	143	1	0	0	-1	0	0	843
602c5766-5314-4826-b4a8-283d5db166b6_game_4.replay26	602c5766-5314-4826-b4a8-283d5db166b6	4	gsxWins	22	102	?	988930b0ce	unrated	324	1	0	0	-1	0	392	1920
602c5766-5314-4826-b4a8-283d5db166b6_game_5.replay26	602c5766-5314-4826-b4a8-283d5db166b6	5	gsxWins	22	102	?	b3b93b33a3	unrated	64	1	0	0	-1	0	1	366
3b05cf3c-2f60-4340-83c2-a452e52bfe41_game_1.replay26	3b05cf3c-2f60-4340-83c2-a452e52bfe41	1	gsxWins	22	102	heart	d0f31b58fa	ladder	387	1	0	0	-1	0	0	1925
3b05cf3c-2f60-4340-83c2-a452e52bfe41_game_2.replay26	3b05cf3c-2f60-4340-83c2-a452e52bfe41	2	gsxWins	22	102	drumlin	d045777fb4	ladder	289	1	1	173	116	173	218	1718
3b05cf3c-2f60-4340-83c2-a452e52bfe41_game_3.replay26	3b05cf3c-2f60-4340-83c2-a452e52bfe41	3	gsxWins	22	102	archipelago	f0ab8b0a38	ladder	106	1	0	0	-1	0	59	619
3b05cf3c-2f60-4340-83c2-a452e52bfe41_game_4.replay26	3b05cf3c-2f60-4340-83c2-a452e52bfe41	4	gsxWins	22	102	snowflake	b3b93b33a3	ladder	64	1	0	0	-1	0	1	366
3b05cf3c-2f60-4340-83c2-a452e52bfe41_game_5.replay26	3b05cf3c-2f60-4340-83c2-a452e52bfe41	5	gsxWins	22	102	antler	e150ec12c3	ladder	134	1	0	0	-1	0	13	660
1743db24-b1f6-4ef6-973b-fb83513b6d1a_game_1.replay26	1743db24-b1f6-4ef6-973b-fb83513b6d1a	1	CtrlAltDefeat	127	102	?	93f8deafba	unrated	1000	1	0	0	-1	0	37	2300
1743db24-b1f6-4ef6-973b-fb83513b6d1a_game_2.replay26	1743db24-b1f6-4ef6-973b-fb83513b6d1a	2	CtrlAltDefeat	127	102	?	29fc6e6fa5	unrated	1000	1	0	0	-1	0	1316	5825
1743db24-b1f6-4ef6-973b-fb83513b6d1a_game_3.replay26	1743db24-b1f6-4ef6-973b-fb83513b6d1a	3	CtrlAltDefeat	127	102	?	8cbf96e7b4	unrated	336	1	0	0	-1	0	296	1727
1743db24-b1f6-4ef6-973b-fb83513b6d1a_game_4.replay26	1743db24-b1f6-4ef6-973b-fb83513b6d1a	4	CtrlAltDefeat	127	102	?	988930b0ce	unrated	1000	1	2	950	50	1307	1576	4697
1743db24-b1f6-4ef6-973b-fb83513b6d1a_game_5.replay26	1743db24-b1f6-4ef6-973b-fb83513b6d1a	5	CtrlAltDefeat	127	102	?	b3b93b33a3	unrated	387	1	1	247	38	348	427	2077
c8d89793-cb37-4800-b1fb-03390970a451_game_1.replay26	c8d89793-cb37-4800-b1fb-03390970a451	1	Powered by SmartFridge	28	104	?	00349f3ee5	unrated	93	0	0	0	-1	0	71	540
c8d89793-cb37-4800-b1fb-03390970a451_game_2.replay26	c8d89793-cb37-4800-b1fb-03390970a451	2	Powered by SmartFridge	28	104	?	b3b93b33a3	unrated	365	0	1	112	253	112	113	1932
c8d89793-cb37-4800-b1fb-03390970a451_game_3.replay26	c8d89793-cb37-4800-b1fb-03390970a451	3	Powered by SmartFridge	28	104	?	29fc6e6fa5	unrated	258	0	1	207	51	207	215	1432
c8d89793-cb37-4800-b1fb-03390970a451_game_4.replay26	c8d89793-cb37-4800-b1fb-03390970a451	4	Powered by SmartFridge	28	104	?	0c59455b91	unrated	123	0	0	0	-1	0	125	582
c8d89793-cb37-4800-b1fb-03390970a451_game_5.replay26	c8d89793-cb37-4800-b1fb-03390970a451	5	Powered by SmartFridge	28	104	?	93f8deafba	unrated	236	0	0	0	-1	0	147	898
4e953757-3928-4638-8708-279c5b9376e4_game_1.replay26	4e953757-3928-4638-8708-279c5b9376e4	1	The Bisons	4	106	?	93f8deafba	unrated	123	0	0	0	-1	0	37	327
4e953757-3928-4638-8708-279c5b9376e4_game_2.replay26	4e953757-3928-4638-8708-279c5b9376e4	2	The Bisons	4	106	?	29fc6e6fa5	unrated	67	0	0	0	-1	0	78	387
4e953757-3928-4638-8708-279c5b9376e4_game_3.replay26	4e953757-3928-4638-8708-279c5b9376e4	3	The Bisons	4	106	?	8cbf96e7b4	unrated	59	0	0	0	-1	0	32	285
4e953757-3928-4638-8708-279c5b9376e4_game_4.replay26	4e953757-3928-4638-8708-279c5b9376e4	4	The Bisons	4	106	?	988930b0ce	unrated	94	0	0	0	-1	0	165	543
4e953757-3928-4638-8708-279c5b9376e4_game_5.replay26	4e953757-3928-4638-8708-279c5b9376e4	5	The Bisons	4	106	?	b3b93b33a3	unrated	95	0	0	0	-1	0	167	553
a6727a8b-8815-4eff-bb1e-62c8a91bdcf2_game_1.replay26	a6727a8b-8815-4eff-bb1e-62c8a91bdcf2	1	I Stone	22	106	?	93f8deafba	unrated	317	1	1	308	9	308	323	1575
a6727a8b-8815-4eff-bb1e-62c8a91bdcf2_game_2.replay26	a6727a8b-8815-4eff-bb1e-62c8a91bdcf2	2	I Stone	22	106	?	29fc6e6fa5	unrated	280	1	1	128	152	128	370	1680
a6727a8b-8815-4eff-bb1e-62c8a91bdcf2_game_3.replay26	a6727a8b-8815-4eff-bb1e-62c8a91bdcf2	3	I Stone	22	106	?	8cbf96e7b4	unrated	368	1	2	253	47	434	746	1976
a6727a8b-8815-4eff-bb1e-62c8a91bdcf2_game_4.replay26	a6727a8b-8815-4eff-bb1e-62c8a91bdcf2	4	I Stone	22	106	?	988930b0ce	unrated	98	1	0	0	-1	0	90	480
a6727a8b-8815-4eff-bb1e-62c8a91bdcf2_game_5.replay26	a6727a8b-8815-4eff-bb1e-62c8a91bdcf2	5	I Stone	22	106	?	b3b93b33a3	unrated	134	1	0	0	-1	0	256	786
ddb1a80b-f8b2-4219-9b30-e9498e674660_game_1.replay26	ddb1a80b-f8b2-4219-9b30-e9498e674660	1	Leviathan	44	106	?	93f8deafba	unrated	288	0	1	146	79	146	433	772
ddb1a80b-f8b2-4219-9b30-e9498e674660_game_2.replay26	ddb1a80b-f8b2-4219-9b30-e9498e674660	2	Leviathan	44	106	?	29fc6e6fa5	unrated	162	0	2	133	29	256	352	943
ddb1a80b-f8b2-4219-9b30-e9498e674660_game_3.replay26	ddb1a80b-f8b2-4219-9b30-e9498e674660	3	Leviathan	44	106	?	8cbf96e7b4	unrated	88	0	0	0	-1	0	123	513
ddb1a80b-f8b2-4219-9b30-e9498e674660_game_4.replay26	ddb1a80b-f8b2-4219-9b30-e9498e674660	4	Leviathan	44	106	?	988930b0ce	unrated	137	0	0	0	-1	0	161	801
ddb1a80b-f8b2-4219-9b30-e9498e674660_game_5.replay26	ddb1a80b-f8b2-4219-9b30-e9498e674660	5	Leviathan	44	106	?	b3b93b33a3	unrated	80	0	0	0	-1	0	142	462
33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d_game_1.replay26	33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d	1	gsxWins	22	106	?	93f8deafba	unrated	187	0	0	0	-1	0	18	925
33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d_game_2.replay26	33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d	2	gsxWins	22	106	?	29fc6e6fa5	unrated	74	0	0	0	-1	0	45	429
33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d_game_3.replay26	33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d	3	gsxWins	22	106	?	8cbf96e7b4	unrated	161	0	2	122	39	223	377	816
33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d_game_4.replay26	33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d	4	gsxWins	22	106	?	988930b0ce	unrated	226	0	1	135	91	135	233	1336
33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d_game_5.replay26	33d8cb2b-4609-4ca9-bfb2-9d29bf6d276d	5	gsxWins	22	106	?	b3b93b33a3	unrated	75	0	0	0	-1	0	142	435
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_1.replay26	24d696cc-81e7-4c83-a9f5-42a82711b67c	1	CtrlAltDefeat	127	106	?	93f8deafba	unrated	352	1	1	286	66	286	458	1833
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_2.replay26	24d696cc-81e7-4c83-a9f5-42a82711b67c	2	CtrlAltDefeat	127	106	?	29fc6e6fa5	unrated	204	1	0	0	-1	0	79	934
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_3.replay26	24d696cc-81e7-4c83-a9f5-42a82711b67c	3	CtrlAltDefeat	127	106	?	8cbf96e7b4	unrated	277	1	0	0	-1	0	243	1195
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_4.replay26	24d696cc-81e7-4c83-a9f5-42a82711b67c	4	CtrlAltDefeat	127	106	?	988930b0ce	unrated	281	1	0	0	-1	0	282	1281
24d696cc-81e7-4c83-a9f5-42a82711b67c_game_5.replay26	24d696cc-81e7-4c83-a9f5-42a82711b67c	5	CtrlAltDefeat	127	106	?	b3b93b33a3	unrated	404	1	0	0	-1	0	438	2503
