tag	map	seed	seat	ours	turn	n_seats	rounds	sealed_r	live_r	funded_r	livefund_r	overlap_r	overlap_first	seal_only_r	shot_only_r	dmg_in	heal_in	net_in	dmg_out	heal_out	net_out	net_per_overlap	net_per_nonoverlap
glacierkeep_s1_B	glacierkeep	1	B	US	271	8	271	196	183	68	22	22	88	174	0	180	0	180	378	54	324	8.1818	1.3012
glacierkeep_s2_A	glacierkeep	2	A	US	177	8	177	134	114	61	20	20	68	114	0	0	0	0	504	0	504	0.0	3.2102
glacierkeep_s2_B	glacierkeep	2	B	US	1000	8	1000	65	23	940	23	13	987	52	10	0	0	0	0	0	0	0.0	0.0
glacierkeep_s3_A	glacierkeep	3	A	US	208	8	208	94	97	93	22	13	60	81	9	0	0	0	714	208	506	0.0	2.5949
glacierkeep_s3_B	glacierkeep	3	B	US	243	8	243	163	139	81	21	13	104	150	8	108	0	108	396	0	396	8.3077	1.7217
midgard_s1_A	midgard	1	A	US	246	8	246	0	196	234	196	0	-1	0	196	0	0		504	0	504		2.0488
midgard_s1_B	midgard	1	B	US	183	8	183	0	98	166	95	0	-1	0	95	0	0		504	0	504		2.7541
midgard_s2_A	midgard	2	A	OPP	354	8	354	0	157	347	157	0	-1	0	157	0	0		802	802	0		0.0
midgard_s2_B	midgard	2	B	OPP	244	8	244	0	0	175	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s3_A	midgard	3	A	OPP	1000	8	1000	0	628	294	12	0	-1	0	12	0	0		1644	1644	0		0.0
midgard_s3_B	midgard	3	B	OPP	521	8	521	0	468	280	240	0	-1	0	240	0	0		72	72	0		0.0
nordkap_s1_A	nordkap	1	A	US	1000	8	1000	45	895	94	3	3	105	42	0	18	0	18	36	54	-18	6.0	-0.0181
nordkap_s1_B	nordkap	1	B	OPP	204	8	204	0	197	153	153	0	-1	0	153	0	0		0	0	0		0.0
nordkap_s2_A	nordkap	2	A	US	421	8	421	229	382	31	4	4	39	225	0	18	0	18	662	166	496	4.5	1.1894
nordkap_s2_B	nordkap	2	B	US	185	8	185	136	178	59	59	18	49	118	41	18	0	18	486	0	486	1.0	2.9102
nordkap_s3_A	nordkap	3	A	US	132	8	132	76	72	63	13	13	60	63	0	36	0	36	468	0	468	2.7692	3.9328
nordkap_s3_B	nordkap	3	B	US	141	8	141	93	134	92	92	52	48	41	40	342	0	342	162	0	162	6.5769	1.8202
yulerune_s1_A	yulerune	1	A	US	193	8	193	0	56	174	56	0	-1	0	56	0	0		504	0	504		2.6114
yulerune_s1_B	yulerune	1	B	OPP	292	8	292	0	0	266	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s2_A	yulerune	2	A	US	980	8	980	0	941	548	523	0	-1	0	523	0	0		504	0	504		0.5143
yulerune_s2_B	yulerune	2	B	OPP	229	8	229	0	0	190	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s3_A	yulerune	3	A	OPP	233	8	233	0	0	167	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s3_B	yulerune	3	B	OPP	264	8	264	0	0	174	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s4_A	atoll	4	A	US	221	8	221	0	149	70	5	0	-1	0	5	0	0		504	0	504		2.2805
atoll_s4_B	atoll	4	B	OPP	671	8	671	0	0	661	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s5_A	atoll	5	A	OPP	1000	8	1000	0	11	972	11	0	-1	0	11	0	0		0	0	0		0.0
atoll_s5_B	atoll	5	B	OPP	568	8	568	0	75	556	72	0	-1	0	72	0	0		522	522	0		0.0
atoll_s6_A	atoll	6	A	OPP	229	8	229	0	0	106	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s6_B	atoll	6	B	US	195	8	195	0	133	150	97	0	-1	0	97	0	0		736	236	500		2.5641
drakkarfjord_s4_A	drakkarfjord	4	A	US	101	8	101	52	56	84	53	48	45	4	5	414	0	414	90	0	90	8.625	1.6981
drakkarfjord_s4_B	drakkarfjord	4	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s5_A	drakkarfjord	5	A	US	117	8	117	51	80	98	75	43	37	8	32	378	0	378	230	108	122	8.7907	1.6486
drakkarfjord_s5_B	drakkarfjord	5	B	US	1000	8	1000	67	352	647	33	20	40	47	13	180	0	180	748	928	-180	9.0	-0.1837
drakkarfjord_s6_A	drakkarfjord	6	A	US	562	8	562	0	178	509	146	0	-1	0	146	0	0		1334	828	506		0.9004
drakkarfjord_s6_B	drakkarfjord	6	B	US	224	8	224	106	184	100	74	47	40	59	27	396	0	396	312	200	112	8.4255	0.6328
glacierkeep_s4_A	glacierkeep	4	A	OPP	479	8	479	40	56	183	19	0	-1	40	19	0	0		288	232	56		0.1169
glacierkeep_s4_B	glacierkeep	4	B	US	1000	8	1000	235	820	158	37	26	128	209	11	216	0	216	1170	1218	-48	8.3077	-0.0493
glacierkeep_s5_A	glacierkeep	5	A	US	208	8	208	94	97	93	22	13	60	81	9	0	0	0	714	208	506	0.0	2.5949
glacierkeep_s5_B	glacierkeep	5	B	US	506	8	506	446	390	106	18	16	116	430	2	144	0	144	360	0	360	9.0	0.7347
glacierkeep_s6_A	glacierkeep	6	A	US	112	8	112	84	60	13	13	13	60	71	0	0	0	0	504	0	504	0.0	5.0909
glacierkeep_s6_B	glacierkeep	6	B	US	243	8	243	163	139	81	21	13	104	150	8	108	0	108	396	0	396	8.3077	1.7217
midgard_s4_A	midgard	4	A	OPP	217	8	217	0	168	98	57	0	-1	0	57	0	0		734	452	282		1.2995
midgard_s4_B	midgard	4	B	OPP	151	8	151	0	103	142	103	0	-1	0	103	0	0		578	572	6		0.0397
midgard_s5_A	midgard	5	A	OPP	837	8	837	0	0	158	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s5_B	midgard	5	B	US	297	8	297	0	117	284	117	0	-1	0	117	0	0		674	172	502		1.6902
midgard_s6_A	midgard	6	A	OPP	272	8	272	0	222	179	149	0	-1	0	149	0	0		0	0	0		0.0
midgard_s6_B	midgard	6	B	US	273	8	273	0	226	258	218	0	-1	0	218	0	0		504	0	504		1.8462
nordkap_s4_A	nordkap	4	A	OPP	279	8	279	0	0	28	0	0	-1	0	0	0	0		0	0	0		0.0
nordkap_s4_B	nordkap	4	B	US	430	8	430	173	223	344	148	27	58	146	121	0	0	0	906	404	502	0.0	1.2457
nordkap_s5_A	nordkap	5	A	OPP	309	8	309	269	286	122	112	95	40	174	17	0	0	0	0	0	0	0.0	0.0
nordkap_s5_B	nordkap	5	B	OPP	1000	8	1000	875	923	59	4	2	191	873	2	18	0	18	54	18	36	9.0	0.0361
nordkap_s6_A	nordkap	6	A	OPP	305	8	305	0	25	256	3	0	-1	0	3	0	0		36	36	0		0.0
nordkap_s6_B	nordkap	6	B	US	265	8	265	55	258	130	130	25	42	30	105	36	0	36	468	0	468	1.44	1.95
yulerune_s4_A	yulerune	4	A	OPP	665	8	665	0	493	177	16	0	-1	0	16	0	0		1272	1272	0		0.0
yulerune_s4_B	yulerune	4	B	OPP	193	8	193	0	0	58	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s5_A	yulerune	5	A	OPP	197	8	197	0	173	187	173	0	-1	0	173	0	0		0	0	0		0.0
yulerune_s5_B	yulerune	5	B	OPP	204	8	204	0	161	151	124	0	-1	0	124	0	0		0	0	0		0.0
yulerune_s6_A	yulerune	6	A	US	524	8	524	0	56	486	56	0	-1	0	56	0	0		504	0	504		0.9618
yulerune_s6_B	yulerune	6	B	OPP	213	8	213	0	189	51	36	0	-1	0	36	0	0		0	0	0		0.0
atoll_s7_A	atoll	7	A	US	455	8	455	0	350	324	230	0	-1	0	230	0	0		1992	1492	500		1.0989
atoll_s7_B	atoll	7	B	US	251	8	251	0	93	238	89	0	-1	0	89	0	0		664	164	500		1.992
atoll_s8_A	atoll	8	A	US	377	8	377	5	92	287	14	0	-1	5	14	0	0		550	46	504		1.3369
atoll_s8_B	atoll	8	B	OPP	423	8	423	0	154	261	19	0	-1	0	19	0	0		256	256	0		0.0
atoll_s9_A	atoll	9	A	OPP	1000	8	1000	0	0	961	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s9_B	atoll	9	B	OPP	1000	8	1000	0	0	985	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s7_A	drakkarfjord	7	A	US	300	8	300	267	155	181	50	50	34	217	0	432	0	432	72	0	72	8.64	0.288
drakkarfjord_s7_B	drakkarfjord	7	B	US	321	8	321	29	281	105	79	20	40	9	59	180	0	180	1108	788	320	9.0	1.0631
drakkarfjord_s8_A	drakkarfjord	8	A	US	1000	8	1000	77	365	643	35	16	100	61	19	144	0	144	440	584	-144	9.0	-0.1463
drakkarfjord_s8_B	drakkarfjord	8	B	US	319	8	319	25	246	172	113	7	73	18	106	54	0	54	800	350	450	7.7143	1.4423
drakkarfjord_s9_A	drakkarfjord	9	A	US	117	8	117	51	80	98	75	43	37	8	32	378	0	378	230	108	122	8.7907	1.6486
drakkarfjord_s9_B	drakkarfjord	9	B	US	261	8	261	62	221	108	82	20	40	42	62	180	0	180	768	434	334	9.0	1.3859
glacierkeep_s7_A	glacierkeep	7	A	US	112	8	112	84	60	13	13	13	60	71	0	0	0	0	504	0	504	0.0	5.0909
glacierkeep_s7_B	glacierkeep	7	B	US	948	8	948	165	56	238	56	56	892	109	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s8_A	glacierkeep	8	A	US	127	8	127	80	56	94	40	40	71	40	0	216	0	216	288	0	288	5.4	3.3103
glacierkeep_s8_B	glacierkeep	8	B	US	214	8	214	127	158	53	45	37	56	90	8	270	0	270	324	90	234	7.2973	1.322
glacierkeep_s9_A	glacierkeep	9	A	US	111	8	111	83	56	56	56	56	55	27	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s9_B	glacierkeep	9	B	US	123	8	123	64	64	70	64	37	59	27	27	324	0	324	212	36	176	8.7568	2.0465
midgard_s7_A	midgard	7	A	US	233	8	233	0	89	143	20	0	-1	0	20	0	0		504	0	504		2.1631
midgard_s7_B	midgard	7	B	OPP	1000	8	1000	0	0	832	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s8_A	midgard	8	A	US	322	8	322	0	46	274	46	0	-1	0	46	0	0		504	0	504		1.5652
midgard_s8_B	midgard	8	B	US	224	8	224	0	177	209	177	0	-1	0	177	0	0		504	0	504		2.25
midgard_s9_A	midgard	9	A	US	212	8	212	0	56	197	56	0	-1	0	56	0	0		504	0	504		2.3774
midgard_s9_B	midgard	9	B	US	1000	8	1000	0	948	159	121	0	-1	0	121	0	0		0	0	0		0.0
nordkap_s7_A	nordkap	7	A	US	304	8	304	128	223	119	49	29	81	99	20	252	0	252	524	272	252	8.6897	0.9164
nordkap_s7_B	nordkap	7	B	OPP	437	8	437	0	5	382	0	0	-1	0	0	0	0		18	18	0		0.0
nordkap_s8_A	nordkap	8	A	US	134	8	134	87	71	81	29	29	63	58	0	198	0	198	306	0	306	6.8276	2.9143
nordkap_s8_B	nordkap	8	B	US	422	8	422	368	250	225	63	46	54	322	17	90	0	90	414	0	414	1.9565	1.1011
nordkap_s9_A	nordkap	9	A	US	269	8	269	19	205	73	19	0	-1	19	19	0	0		540	36	504		1.8736
nordkap_s9_B	nordkap	9	B	US	265	8	265	55	258	130	130	25	42	30	105	36	0	36	468	0	468	1.44	1.95
yulerune_s7_A	yulerune	7	A	US	264	8	264	0	56	252	56	0	-1	0	56	0	0		504	0	504		1.9091
yulerune_s7_B	yulerune	7	B	US	251	8	251	0	225	236	221	0	-1	0	221	0	0		504	0	504		2.008
yulerune_s8_A	yulerune	8	A	US	152	8	152	0	56	136	56	0	-1	0	56	0	0		504	0	504		3.3158
yulerune_s8_B	yulerune	8	B	OPP	229	8	229	0	0	158	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s9_A	yulerune	9	A	OPP	193	8	193	0	0	142	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s9_B	yulerune	9	B	OPP	203	8	203	0	0	92	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s10_A	atoll	10	A	OPP	1000	8	1000	0	760	228	3	0	-1	0	3	0	0		3350	3006	344		0.344
atoll_s10_B	atoll	10	B	OPP	306	8	306	0	0	99	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s11_A	atoll	11	A	OPP	412	8	412	0	0	249	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s11_B	atoll	11	B	US	195	8	195	0	135	58	7	0	-1	0	7	0	0		576	72	504		2.5846
atoll_s12_A	atoll	12	A	US	507	8	507	0	353	392	245	0	-1	0	245	0	0		1590	1084	506		0.998
atoll_s12_B	atoll	12	B	OPP	318	8	318	0	0	206	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s10_A	drakkarfjord	10	A	US	101	8	101	52	56	84	53	48	45	4	5	414	0	414	90	0	90	8.625	1.6981
drakkarfjord_s10_B	drakkarfjord	10	B	US	842	8	842	39	416	490	102	27	40	12	75	234	0	234	1342	1072	270	8.6667	0.3313
drakkarfjord_s11_A	drakkarfjord	11	A	US	95	8	95	65	56	79	54	53	39	12	1	450	0	450	54	0	54	8.4906	1.2857
drakkarfjord_s11_B	drakkarfjord	11	B	US	323	8	323	62	283	190	164	20	40	42	144	180	0	180	1032	706	326	9.0	1.0759
drakkarfjord_s12_A	drakkarfjord	12	A	US	153	8	153	109	108	59	28	28	45	81	0	252	0	252	252	0	252	9.0	2.016
drakkarfjord_s12_B	drakkarfjord	12	B	US	117	8	117	73	60	103	60	47	57	26	13	414	0	414	106	16	90	8.8085	1.2857
glacierkeep_s10_A	glacierkeep	10	A	US	1000	8	1000	230	330	666	40	35	96	195	5	288	0	288	244	532	-288	8.2286	-0.2984
glacierkeep_s10_B	glacierkeep	10	B	US	123	8	123	64	64	70	64	37	59	27	27	324	0	324	212	36	176	8.7568	2.0465
glacierkeep_s11_A	glacierkeep	11	A	US	110	8	110	82	58	14	14	14	56	68	0	0	0	0	504	0	504	0.0	5.25
glacierkeep_s11_B	glacierkeep	11	B	OPP	743	8	743	89	184	501	5	0	-1	89	5	0	0		486	224	262		0.3526
glacierkeep_s12_A	glacierkeep	12	A	US	124	8	124	82	56	37	16	16	68	66	0	18	0	18	486	0	486	1.125	4.5
glacierkeep_s12_B	glacierkeep	12	B	US	1000	8	1000	934	0	121	0	0	-1	934	0	0	0		0	0	0		0.0
midgard_s10_A	midgard	10	A	US	725	8	725	0	361	551	195	0	-1	0	195	0	0		504	0	504		0.6952
midgard_s10_B	midgard	10	B	US	161	8	161	0	100	148	100	0	-1	0	100	0	0		504	0	504		3.1304
midgard_s11_A	midgard	11	A	US	725	8	725	0	361	551	195	0	-1	0	195	0	0		504	0	504		0.6952
midgard_s11_B	midgard	11	B	US	1000	8	1000	0	953	158	123	0	-1	0	123	0	0		2860	2860	0		0.0
midgard_s12_A	midgard	12	A	US	271	8	271	0	46	257	46	0	-1	0	46	0	0		504	0	504		1.8598
midgard_s12_B	midgard	12	B	US	190	8	190	0	68	181	68	0	-1	0	68	0	0		504	0	504		2.6526
nordkap_s10_A	nordkap	10	A	US	465	8	465	293	458	429	429	293	172	0	136	504	0	504	0	0	0	1.7201	0.0
nordkap_s10_B	nordkap	10	B	US	217	8	217	168	208	58	57	24	49	144	33	0	0	0	504	0	504	0.0	2.6114
nordkap_s11_A	nordkap	11	A	US	236	8	236	94	108	145	35	8	108	86	27	36	0	36	638	172	466	4.5	2.0439
nordkap_s11_B	nordkap	11	B	US	161	8	161	0	154	59	59	0	-1	0	59	0	0		504	0	504		3.1304
nordkap_s12_A	nordkap	12	A	US	326	8	326	100	249	158	97	5	77	95	92	18	0	18	774	292	482	3.6	1.5016
nordkap_s12_B	nordkap	12	B	US	130	8	130	0	50	120	50	0	-1	0	50	0	0		504	0	504		3.8769
yulerune_s10_A	yulerune	10	A	US	152	8	152	0	124	141	124	0	-1	0	124	0	0		504	0	504		3.3158
yulerune_s10_B	yulerune	10	B	OPP	121	8	121	0	0	107	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s11_A	yulerune	11	A	US	193	8	193	0	33	180	33	0	-1	0	33	0	0		504	0	504		2.6114
yulerune_s11_B	yulerune	11	B	US	146	8	146	0	56	133	56	0	-1	0	56	0	0		504	0	504		3.4521
yulerune_s12_A	yulerune	12	A	OPP	418	8	418	0	0	319	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s12_B	yulerune	12	B	US	1000	8	1000	0	26	178	21	0	-1	0	21	0	0		0	0	0		0.0
atoll_s13_A	atoll	13	A	US	221	8	221	0	149	70	5	0	-1	0	5	0	0		504	0	504		2.2805
atoll_s13_B	atoll	13	B	US	141	8	141	0	80	81	29	0	-1	0	29	0	0		504	0	504		3.5745
atoll_s14_A	atoll	14	A	US	277	8	277	0	76	261	73	0	-1	0	73	0	0		628	116	512		1.8484
atoll_s14_B	atoll	14	B	US	137	8	137	0	71	103	50	0	-1	0	50	0	0		504	0	504		3.6788
atoll_s15_A	atoll	15	A	OPP	266	8	266	0	0	147	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s15_B	atoll	15	B	OPP	270	8	270	0	0	53	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s13_A	drakkarfjord	13	A	US	1000	8	1000	898	908	72	1	1	140	897	0	0	0	0	54	36	18	0.0	0.018
drakkarfjord_s13_B	drakkarfjord	13	B	US	184	8	184	79	116	91	37	30	68	49	7	270	0	270	234	0	234	9.0	1.5195
drakkarfjord_s14_A	drakkarfjord	14	A	US	92	8	92	56	56	77	55	55	36	1	0	486	0	486	18	0	18	8.8364	0.4865
drakkarfjord_s14_B	drakkarfjord	14	B	US	121	8	121	33	80	107	80	23	41	10	57	198	0	198	414	108	306	8.6087	3.1224
drakkarfjord_s15_A	drakkarfjord	15	A	US	1000	8	1000	54	964	62	40	16	36	38	24	144	0	144	410	554	-144	9.0	-0.1463
drakkarfjord_s15_B	drakkarfjord	15	B	US	117	8	117	73	60	103	60	47	57	26	13	414	0	414	106	16	90	8.8085	1.2857
glacierkeep_s13_A	glacierkeep	13	A	US	114	8	114	86	59	14	14	14	60	72	0	0	0	0	504	0	504	0.0	5.04
glacierkeep_s13_B	glacierkeep	13	B	OPP	1000	8	1000	898	884	42	0	0	-1	898	0	0	0		324	0	324		0.324
glacierkeep_s14_A	glacierkeep	14	A	US	208	8	208	94	97	93	22	13	60	81	9	0	0	0	714	208	506	0.0	2.5949
glacierkeep_s14_B	glacierkeep	14	B	US	253	8	253	207	161	1	1	1	92	206	0	0	0	0	504	0	504	0.0	2.0
glacierkeep_s15_A	glacierkeep	15	A	US	205	8	205	162	117	44	0	0	-1	162	0	0	0		504	0	504		2.4585
glacierkeep_s15_B	glacierkeep	15	B	OPP	1000	8	1000	108	879	43	0	0	-1	108	0	0	0		1210	1168	42		0.042
midgard_s13_A	midgard	13	A	OPP	502	8	502	0	277	464	260	0	-1	0	260	0	0		0	0	0		0.0
midgard_s13_B	midgard	13	B	US	207	8	207	0	56	184	56	0	-1	0	56	0	0		504	0	504		2.4348
midgard_s14_A	midgard	14	A	OPP	243	8	243	0	0	126	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s14_B	midgard	14	B	OPP	361	8	361	0	313	308	268	0	-1	0	268	0	0		72	0	72		0.1994
midgard_s15_A	midgard	15	A	OPP	321	8	321	0	0	205	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s15_B	midgard	15	B	OPP	1000	8	1000	0	889	597	501	0	-1	0	501	0	0		324	0	324		0.324
nordkap_s13_A	nordkap	13	A	US	185	8	185	138	178	176	176	138	46	0	38	504	0	504	0	0	0	3.6522	0.0
nordkap_s13_B	nordkap	13	B	OPP	349	8	349	290	281	64	10	0	-1	290	10	0	0		432	0	432		1.2378
nordkap_s14_A	nordkap	14	A	US	348	8	348	103	284	59	17	12	64	91	5	90	0	90	644	230	414	7.5	1.2321
nordkap_s14_B	nordkap	14	B	US	315	8	315	70	195	210	125	15	72	55	110	144	0	144	1004	646	358	9.6	1.1933
nordkap_s15_A	nordkap	15	A	US	163	8	163	117	107	89	43	43	56	74	0	360	0	360	144	0	144	8.3721	1.2
nordkap_s15_B	nordkap	15	B	US	130	8	130	0	50	120	50	0	-1	0	50	0	0		504	0	504		3.8769
yulerune_s13_A	yulerune	13	A	OPP	901	8	901	0	0	198	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s13_B	yulerune	13	B	US	1000	8	1000	0	52	207	52	0	-1	0	52	0	0		0	0	0		0.0
yulerune_s14_A	yulerune	14	A	US	641	8	641	11	56	574	56	0	-1	11	56	0	0		504	0	504		0.7863
yulerune_s14_B	yulerune	14	B	US	274	8	274	0	250	236	221	0	-1	0	221	0	0		734	228	506		1.8467
yulerune_s15_A	yulerune	15	A	US	337	8	337	0	89	246	20	0	-1	0	20	0	0		504	0	504		1.4955
yulerune_s15_B	yulerune	15	B	OPP	258	8	258	0	204	107	62	0	-1	0	62	0	0		0	0	0		0.0
atoll_s16_A	atoll	16	A	US	321	8	321	0	168	165	19	0	-1	0	19	0	0		1156	648	508		1.5826
atoll_s16_B	atoll	16	B	US	573	8	573	0	95	551	88	0	-1	0	88	0	0		674	172	502		0.8761
atoll_s17_A	atoll	17	A	US	165	8	165	93	77	122	41	41	88	52	0	360	0	360	144	0	144	8.7805	1.1613
atoll_s17_B	atoll	17	B	OPP	175	8	175	0	0	144	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s18_A	atoll	18	A	US	383	8	383	0	304	265	198	0	-1	0	198	0	0		1516	1012	504		1.3159
atoll_s18_B	atoll	18	B	US	207	8	207	0	105	106	25	0	-1	0	25	0	0		866	366	500		2.4155
drakkarfjord_s16_A	drakkarfjord	16	A	US	159	8	159	32	98	130	83	23	61	9	60	198	0	198	466	164	302	8.6087	2.2206
drakkarfjord_s16_B	drakkarfjord	16	B	US	153	8	153	104	111	42	14	13	42	91	1	90	0	90	414	0	414	6.9231	2.9571
drakkarfjord_s17_A	drakkarfjord	17	A	US	922	8	922	71	886	182	160	31	36	40	129	288	0	288	1210	982	228	9.2903	0.2559
drakkarfjord_s17_B	drakkarfjord	17	B	US	1000	8	1000	0	168	834	20	0	-1	0	20	0	0		202	202	0		0.0
drakkarfjord_s18_A	drakkarfjord	18	A	US	1000	8	1000	49	967	63	44	37	33	12	7	324	0	324	118	442	-324	8.7568	-0.3364
drakkarfjord_s18_B	drakkarfjord	18	B	US	187	8	187	54	147	107	81	29	40	25	52	270	0	270	462	216	246	9.3103	1.557
glacierkeep_s16_A	glacierkeep	16	A	US	173	8	173	108	60	146	49	45	65	63	4	396	0	396	108	0	108	8.8	0.8438
glacierkeep_s16_B	glacierkeep	16	B	US	1000	8	1000	0	0	928	0	0	-1	0	0	0	0		0	0	0		0.0
glacierkeep_s17_A	glacierkeep	17	A	US	120	8	120	75	56	104	56	56	64	19	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s17_B	glacierkeep	17	B	US	329	8	329	249	237	34	7	7	92	242	0	54	0	54	540	90	450	7.7143	1.3975
glacierkeep_s18_A	glacierkeep	18	A	US	126	8	126	98	58	52	52	52	72	46	0	468	0	468	36	0	36	9.0	0.4865
glacierkeep_s18_B	glacierkeep	18	B	US	329	8	329	141	109	135	3	3	220	138	0	18	0	18	486	0	486	6.0	1.4908
midgard_s16_A	midgard	16	A	OPP	306	8	306	0	253	54	17	0	-1	0	17	0	0		970	952	18		0.0588
midgard_s16_B	midgard	16	B	US	1000	8	1000	0	463	705	254	0	-1	0	254	0	0		900	822	78		0.078
midgard_s17_A	midgard	17	A	US	188	8	188	0	56	174	56	0	-1	0	56	0	0		504	0	504		2.6809
midgard_s17_B	midgard	17	B	US	153	8	153	0	63	111	30	0	-1	0	30	0	0		504	0	504		3.2941
midgard_s18_A	midgard	18	A	US	454	8	454	0	69	398	53	0	-1	0	53	0	0		568	64	504		1.1101
midgard_s18_B	midgard	18	B	US	190	8	190	0	68	181	68	0	-1	0	68	0	0		504	0	504		2.6526
nordkap_s16_A	nordkap	16	A	OPP	211	8	211	0	0	11	0	0	-1	0	0	0	0		0	0	0		0.0
nordkap_s16_B	nordkap	16	B	US	157	8	157	88	67	143	60	53	77	35	7	468	0	468	36	0	36	8.8302	0.3462
nordkap_s17_A	nordkap	17	A	US	304	8	304	128	223	119	49	29	81	99	20	252	0	252	524	272	252	8.6897	0.9164
nordkap_s17_B	nordkap	17	B	US	161	8	161	0	154	59	59	0	-1	0	59	0	0		504	0	504		3.1304
nordkap_s18_A	nordkap	18	A	US	763	8	763	402	699	160	141	22	214	380	119	180	0	180	1248	928	320	8.1818	0.4318
nordkap_s18_B	nordkap	18	B	US	959	8	959	0	224	818	193	0	-1	0	193	0	0		1212	700	512		0.5339
yulerune_s16_A	yulerune	16	A	OPP	193	8	193	0	0	70	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s16_B	yulerune	16	B	US	336	8	336	0	56	298	56	0	-1	0	56	0	0		504	0	504		1.5
yulerune_s17_A	yulerune	17	A	OPP	325	8	325	0	0	157	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_B	yulerune	17	B	US	1000	8	1000	0	0	259	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s18_A	yulerune	18	A	US	181	8	181	0	93	104	32	0	-1	0	32	0	0		504	0	504		2.7845
yulerune_s18_B	yulerune	18	B	OPP	185	8	185	0	0	91	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s19_A	atoll	19	A	US	624	8	624	0	172	603	164	0	-1	0	164	0	0		1048	548	500		0.8013
atoll_s19_B	atoll	19	B	US	213	8	213	0	139	171	110	0	-1	0	110	0	0		808	304	504		2.3662
