tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
glacierkeep_s3_A	glacierkeep	3	A	US	Core destroyed	725	msoff	0	0	500	2340	1836	-4	0.7846		4	28	0	5	5	1	35	1	1	84	4	5	36	
glacierkeep_s3_B	glacierkeep	3	B	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	3114	3114	500	1.0		9	72	0	2	2	1	173	1	1	66	2	5	20	
midgard_s1_A	midgard	1	A	OPP	Core destroyed	271	msoff	900	392	-8	1062	876	314	0.8249	0.4356	9	46	1	6	7	1	50	1	1	152	2	9	20	
midgard_s1_B	midgard	1	B	OPP	Core destroyed	220	msoff	828	320	-8	414	382	468	0.9227	0.3865	8	56	0	2	2	0		1	5	42	3	9	8	
midgard_s2_A	midgard	2	A	US	Core destroyed	135	msoff	684	674	490	612	108	-4	0.1765	0.9854	6	40	1	5	6	0		1	1	64	3	9	6	
midgard_s2_B	midgard	2	B	OPP	Core destroyed	164	msoff	504	0	-4	936	728	292	0.7778	0.0	7	37	0	2	2	1	52	1	2	42	2	9	4	
midgard_s3_A	midgard	3	A	OPP	Core destroyed	222	msoff	504	0	-4	0	0	500		0.0	11	70	1	3	4	0		2	0		3	9	2	
midgard_s3_B	midgard	3	B	OPP	Core destroyed	116	msoff	630	124	-6	450	360	410	0.8	0.1968	7	35	0	0	0	0		0	1	42	2	9	0	
nordkap_s1_A	nordkap	1	A	OPP	Core destroyed	877	msoff	504	0	-4	0	0	500		0.0	14	71	5	16	21	1	14	2	0		2	1	11	
nordkap_s1_B	nordkap	1	B	US	Core destroyed	337	msoff	0	0	500	504	0	-4	0.0		6	20	2	7	9	3	45	3	1	271	6	1	25	
nordkap_s2_A	nordkap	2	A	OPP	Core destroyed	366	msoff	1098	598	0	0	0	500		0.5446	12	54	1	15	16	2	10	9	0		4	1	10	
nordkap_s2_B	nordkap	2	B	US	Core destroyed	132	msoff	630	630	500	504	0	-4	0.0	1.0	2	5	1	2	3	1	16	2	1	76	2	1	10	
nordkap_s3_A	nordkap	3	A	US	Core destroyed	406	msoff	0	0	500	1044	544	0	0.5211		7	28	0	2	2	1	12	3	1	290	4	1	27	
nordkap_s3_B	nordkap	3	B	OPP	Core destroyed	384	msoff	648	148	0	0	0	500		0.2284	19	92	7	27	34	5	73	7	1	106	3	1	11	
yulerune_s1_A	yulerune	1	A	OPP	Core destroyed	277	msoff	504	0	-4	0	0	500		0.0	4	24	1	0	1	0		1	0		5	4	4	
yulerune_s1_B	yulerune	1	B	OPP	Core destroyed	164	msoff	504	0	-4	540	540	500	1.0	0.0	6	31	0	2	2	0		0	2	37	2	4	7	
yulerune_s2_A	yulerune	2	A	OPP	Core destroyed	253	msoff	504	0	-4	0	0	500		0.0	8	41	2	4	6	2	223	2	0		9	4	4	
yulerune_s2_B	yulerune	2	B	OPP	Core destroyed	413	msoff	504	0	-4	666	666	500	1.0	0.0	10	68	0	1	1	1	41	1	2	37	5	4	4	
yulerune_s3_A	yulerune	3	A	OPP	Core destroyed	165	msoff	504	0	-4	0	0	500		0.0	7	37	0	0	0	0		0	0		5	4	0	
yulerune_s3_B	yulerune	3	B	OPP	Core destroyed	148	msoff	504	0	-4	540	540	500	1.0	0.0	6	33	0	2	2	0		0	2	37	2	4	7	
atoll_s4_A	atoll	4	A	US	Core destroyed	360	msoff	0	0	500	1260	748	-12	0.5937		5	24	0	12	12	2	26	5	2	248	3	3	13	
atoll_s4_B	atoll	4	B	OPP	Titanium collected (tiebreak)	1000	msoff	54	54	500	0	0	500		1.0	6	21	1	1	2	2	60	5	0		5	3	10	
atoll_s5_A	atoll	5	A	US	Core destroyed	335	msoff	0	0	500	1368	862	-6	0.6301		3	12	0	4	4	3	28	3	1	72	2	3	45	
atoll_s5_B	atoll	5	B	US	Core destroyed	161	msoff	54	54	500	504	0	-4	0.0	1.0	4	19	0	7	7	1	29	1	1	84	2	3	9	
atoll_s6_A	atoll	6	A	OPP	Core destroyed	292	msoff	1008	508	0	0	0	500		0.504	5	17	0	0	0	0		3	0		3	3	3	
atoll_s6_B	atoll	6	B	US	Core destroyed	670	msoff	144	144	500	4320	3820	0	0.8843	1.0	5	28	0	12	12	1	26	1	1	190	2	3	17	
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	194	msoff	0	0	500	882	376	-6	0.4263		3	27	0	3	3	0		0	1	96	2	9	25	
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	204	msoff	0	0	500	990	488	-2	0.4929		3	19	0	0	0	0		0	1	59	1	9	13	
drakkarfjord_s5_A	drakkarfjord	5	A	US	Core destroyed	678	msoff	0	0	500	1116	610	-6	0.5466		8	139	0	39	39	1	91	3	2	121	5	9	21	
drakkarfjord_s5_B	drakkarfjord	5	B	US	Core destroyed	150	msoff	0	0	500	774	268	-6	0.3463		3	18	0	0	0	0		0	1	64	1	9	20	
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	191	msoff	0	0	500	504	0	-4	0.0		5	53	1	4	5	0		2	1	135	1	9	28	
drakkarfjord_s6_B	drakkarfjord	6	B	US	Core destroyed	318	msoff	0	0	500	1062	552	-10	0.5198		7	78	1	10	11	3	135	3	3	192	2	9	26	
glacierkeep_s4_A	glacierkeep	4	A	US	Core destroyed	193	msoff	0	0	500	504	0	-4	0.0		4	20	0	2	2	1	37	1	1	84	2	5	12	
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	185	msoff	0	0	500	504	0	-4	0.0		3	16	0	0	0	0		0	1	82	2	5	13	
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	157	msoff	0	0	500	504	0	-4	0.0		3	27	0	3	3	1	36	1	1	71	2	5	11	
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	237	msoff	0	0	500	738	234	-4	0.3171		3	24	0	0	0	0		0	1	68	2	5	15	
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	173	msoff	0	0	500	504	0	-4	0.0		5	22	0	0	0	0		1	1	76	2	5	8	
glacierkeep_s6_B	glacierkeep	6	B	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	2142	2142	500	1.0		9	66	0	5	5	1	36	2	3	68	3	5	12	
midgard_s4_A	midgard	4	A	OPP	Core destroyed	194	msoff	504	0	-4	360	360	500	1.0	0.0	6	32	0	1	1	0		1	1	96	4	9	5	
midgard_s4_B	midgard	4	B	OPP	Core destroyed	310	msoff	504	0	-4	1368	1066	198	0.7792	0.0	9	66	0	8	8	1	60	1	2	42	2	9	7	
midgard_s5_A	midgard	5	A	OPP	Core destroyed	289	msoff	900	392	-8	0	0	500		0.4356	9	64	1	4	5	0		3	0		3	9	28	
midgard_s5_B	midgard	5	B	OPP	Core destroyed	195	msoff	504	0	-4	576	576	500	1.0	0.0	7	42	0	9	9	2	57	2	2	42	2	9	3	
midgard_s6_A	midgard	6	A	OPP	Core destroyed	248	msoff	504	0	-4	612	438	326	0.7157	0.0	7	36	1	5	6	1	81	3	1	125	4	9	30	
midgard_s6_B	midgard	6	B	OPP	Core destroyed	145	msoff	864	352	-12	54	54	500	1.0	0.4074	7	34	0	1	1	0		0	2	42	2	9	5	
nordkap_s4_A	nordkap	4	A	US	Core destroyed	714	msoff	216	160	444	504	0	-4	0.0	0.7407	9	58	3	18	21	3	97	3	5	199	17	1	12	
nordkap_s4_B	nordkap	4	B	US	Core destroyed	189	msoff	378	378	500	504	0	-4	0.0	1.0	2	7	1	2	3	1	20	2	1	120	3	1	19	
nordkap_s5_A	nordkap	5	A	OPP	Core destroyed	362	msoff	1836	1326	-10	0	0	500		0.7222	11	39	0	1	1	0		0	0		4	1	11	
nordkap_s5_B	nordkap	5	B	OPP	Titanium collected (tiebreak)	1000	msoff	0	0	500	0	0	500			8	22	2	4	6	1	16	2	0		2	1	87	
nordkap_s6_A	nordkap	6	A	OPP	Core destroyed	290	msoff	1278	764	-14	0	0	500		0.5978	16	42	6	3	9	2	16	2	0		2	1	8	
nordkap_s6_B	nordkap	6	B	US	Core destroyed	153	msoff	108	108	500	504	0	-4	0.0	1.0	2	5	0	0	0	0		1	1	97	3	1	21	
yulerune_s4_A	yulerune	4	A	OPP	Core destroyed	147	msoff	504	0	-4	0	0	500		0.0	6	28	0	0	0	0		0	0		5	4	0	
yulerune_s4_B	yulerune	4	B	US	Core destroyed	597	msoff	0	0	500	1530	1026	-4	0.6706		11	75	3	31	34	4	41	6	5	37	6	4	15	
yulerune_s5_A	yulerune	5	A	OPP	Core destroyed	173	msoff	504	0	-4	0	0	500		0.0	7	49	0	0	0	0		0	0		4	4	0	
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	368	msoff	504	0	-4	0	0	500		0.0	5	19	3	5	8	2	45	3	0		4	4	9	
yulerune_s6_A	yulerune	6	A	OPP	Core destroyed	331	msoff	504	0	-4	450	384	434	0.8533	0.0	7	37	0	1	1	0		0	1	149	5	4	11	
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	550	msoff	504	0	-4	432	432	500	1.0	0.0	7	33	0	1	1	0		0	2	37	5	4	15	
atoll_s7_A	atoll	7	A	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	3042	3020	478	0.9928		4	12	0	1	1	1	135	3	67	155	2	3	70	
atoll_s7_B	atoll	7	B	OPP	Core destroyed	207	msoff	504	0	-4	0	0	500		0.0	6	29	0	9	9	1	18	2	0		2	3	6	
atoll_s8_A	atoll	8	A	US	Core destroyed	681	msoff	144	144	500	1080	580	0	0.537	1.0	5	31	0	16	16	1	244	3	1	532	5	3	6	
atoll_s8_B	atoll	8	B	OPP	Core destroyed	214	msoff	558	54	-4	36	36	500	1.0	0.0968	11	16	8	0	8	0		0	1	78	2	3	11	
atoll_s9_A	atoll	9	A	US	Core destroyed	488	msoff	594	260	166	558	54	-4	0.0968	0.4377	5	17	0	5	5	2	145	3	3	100	6	3	16	
atoll_s9_B	atoll	9	B	OPP	Core destroyed	266	msoff	504	0	-4	954	954	500	1.0	0.0	4	16	0	1	1	0		1	1	64	4	3	7	
drakkarfjord_s7_A	drakkarfjord	7	A	US	Core destroyed	173	msoff	0	0	500	504	0	-4	0.0		5	39	0	2	2	0		0	1	71	2	9	14	
drakkarfjord_s7_B	drakkarfjord	7	B	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	198	198	500	1.0		9	103	1	20	21	2	274	5	1	188	6	9	10	
drakkarfjord_s8_A	drakkarfjord	8	A	US	Core destroyed	208	msoff	0	0	500	504	0	-4	0.0		4	38	0	2	2	0		0	1	152	3	9	28	
drakkarfjord_s8_B	drakkarfjord	8	B	US	Core destroyed	141	msoff	0	0	500	504	0	-4	0.0		3	19	1	0	1	0		1	1	82	1	9	10	
drakkarfjord_s9_A	drakkarfjord	9	A	US	Core destroyed	548	msoff	36	36	500	900	392	-8	0.4356	1.0	9	127	0	2	2	0		2	1	448	6	9	17	
drakkarfjord_s9_B	drakkarfjord	9	B	US	Core destroyed	685	msoff	0	0	500	828	324	-4	0.3913		4	26	1	2	3	1	111	2	3	145	2	9	30	
glacierkeep_s7_A	glacierkeep	7	A	US	Core destroyed	131	msoff	0	0	500	504	0	-4	0.0		4	26	0	0	0	0		1	1	75	2	5	11	
glacierkeep_s7_B	glacierkeep	7	B	US	Core destroyed	217	msoff	0	0	500	504	0	-4	0.0		4	32	0	0	0	0		0	1	112	3	5	13	
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	344	msoff	0	0	500	810	306	-4	0.3778		4	33	0	6	6	1	91	1	4	142	3	5	14	
glacierkeep_s8_B	glacierkeep	8	B	US	Core destroyed	169	msoff	0	0	500	504	0	-4	0.0		2	18	0	0	0	0		0	1	84	2	5	11	
glacierkeep_s9_A	glacierkeep	9	A	OPP	Core destroyed	825	msoff	504	0	-4	0	0	500		0.0	7	52	0	3	3	1	36	2	0		2	5	11	
glacierkeep_s9_B	glacierkeep	9	B	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	1242	1242	500	1.0		10	110	0	37	37	1	36	1	2	76	2	5	17	
midgard_s7_A	midgard	7	A	OPP	Core destroyed	661	msoff	504	0	-4	0	0	500		0.0	12	93	1	8	9	3	62	4	0		5	9	14	
midgard_s7_B	midgard	7	B	OPP	Core destroyed	134	msoff	1152	652	0	612	540	428	0.8824	0.566	7	36	0	0	0	0		0	1	42	2	9	0	
midgard_s8_A	midgard	8	A	OPP	Core destroyed	243	msoff	504	0	-4	0	0	500		0.0	12	82	1	10	11	1	56	1	0		3	9	5	
midgard_s8_B	midgard	8	B	OPP	Core destroyed	134	msoff	1152	652	0	612	540	428	0.8824	0.566	7	36	0	0	0	0		0	1	42	2	9	0	
midgard_s9_A	midgard	9	A	OPP	Core destroyed	340	msoff	504	0	-4	0	0	500		0.0	10	46	2	7	9	1	73	3	0		4	9	13	
midgard_s9_B	midgard	9	B	OPP	Core destroyed	170	msoff	504	0	-4	936	772	336	0.8248	0.0	7	37	0	3	3	1	56	1	2	42	2	9	4	
nordkap_s7_A	nordkap	7	A	US	Core destroyed	174	msoff	0	0	500	504	0	-4	0.0		2	4	0	0	0	2	15	2	1	110	3	1	24	
nordkap_s7_B	nordkap	7	B	US	Core destroyed	144	msoff	486	486	500	504	0	-4	0.0	1.0	2	6	0	2	2	1	20	1	1	88	3	1	16	
nordkap_s8_A	nordkap	8	A	OPP	Titanium collected (tiebreak)	1000	msoff	0	0	500	666	666	500	1.0		10	39	0	1	1	0		0	2	176	5	1	41	
nordkap_s8_B	nordkap	8	B	OPP	Core destroyed	144	msoff	882	376	-6	0	0	500		0.4263	8	35	3	6	9	1	77	2	0		3	1	7	
nordkap_s9_A	nordkap	9	A	OPP	Core destroyed	548	msoff	540	36	-4	0	0	500		0.0667	13	36	5	4	9	3	13	5	0		7	1	15	
nordkap_s9_B	nordkap	9	B	US	Core destroyed	160	msoff	900	900	500	504	0	-4	0.0	1.0	5	17	0	3	3	0		0	1	104	2	1	9	
yulerune_s7_A	yulerune	7	A	US	Core destroyed	169	msoff	0	0	500	864	364	0	0.4213		4	17	0	0	0	0		0	1	64	4	4	7	
yulerune_s7_B	yulerune	7	B	OPP	Core destroyed	401	msoff	504	0	-4	2322	2304	482	0.9922	0.0	10	64	0	7	7	1	41	1	2	37	2	4	4	
yulerune_s8_A	yulerune	8	A	OPP	Core destroyed	184	msoff	504	0	-4	0	0	500		0.0	9	37	0	0	0	0		0	0		4	4	0	
yulerune_s8_B	yulerune	8	B	OPP	Core destroyed	148	msoff	504	0	-4	540	540	500	1.0	0.0	6	33	0	2	2	0		0	2	37	2	4	7	
yulerune_s9_A	yulerune	9	A	OPP	Core destroyed	145	msoff	504	0	-4	0	0	500		0.0	3	12	0	0	0	0		0	0		5	4	0	
yulerune_s9_B	yulerune	9	B	US	Core destroyed	574	msoff	0	0	500	1224	724	0	0.5915		6	19	1	2	3	2	53	5	3	132	5	4	12	
atoll_s10_A	atoll	10	A	US	Core destroyed	648	msoff	162	162	500	1152	648	-4	0.5625	1.0	7	22	3	9	12	6	187	10	3	448	3	3	8	
atoll_s10_B	atoll	10	B	OPP	Core destroyed	843	msoff	5202	4702	0	0	0	500		0.9039	5	27	0	13	13	1	54	2	0		4	3	7	
atoll_s11_A	atoll	11	A	OPP	Core destroyed	226	msoff	1944	1444	0	144	144	500	1.0	0.7428	4	18	0	4	4	0		0	1	174	4	3	5	
atoll_s11_B	atoll	11	B	OPP	Core destroyed	258	msoff	666	156	-10	0	0	500		0.2342	5	17	0	1	1	0		3	0		2	3	6	
atoll_s12_A	atoll	12	A	OPP	Core destroyed	220	msoff	522	18	-4	0	0	500		0.0345	3	14	0	1	1	0		0	0		3	3	13	
atoll_s12_B	atoll	12	B	OPP	Core destroyed	271	msoff	504	0	-4	0	0	500		0.0	5	22	3	8	11	2	23	3	0		6	3	8	
drakkarfjord_s10_A	drakkarfjord	10	A	US	Core destroyed	132	msoff	0	0	500	504	0	-4	0.0		3	23	0	0	0	0		0	1	76	1	9	14	
drakkarfjord_s10_B	drakkarfjord	10	B	US	Core destroyed	142	msoff	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	86	1	9	11	
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	322	msoff	0	0	500	504	0	-4	0.0		5	52	0	3	3	0		1	2	274	2	9	23	
drakkarfjord_s11_B	drakkarfjord	11	B	OPP	Core destroyed	676	msoff	504	0	-4	2286	2194	408	0.9598	0.0	8	84	0	1	1	0		0	1	69	1	9	13	
drakkarfjord_s12_A	drakkarfjord	12	A	OPP	Core destroyed	429	msoff	1404	904	0	126	0	374	0.0	0.6439	16	136	6	4	10	1	88	3	1	405	2	9	6	
drakkarfjord_s12_B	drakkarfjord	12	B	US	Core destroyed	161	msoff	0	0	500	576	72	-4	0.125		3	19	0	1	1	0		0	1	97	1	9	25	
glacierkeep_s10_A	glacierkeep	10	A	US	Core destroyed	125	msoff	216	72	356	504	0	-4	0.0	0.3333	2	16	0	0	0	0		0	1	56	2	5	11	
glacierkeep_s10_B	glacierkeep	10	B	US	Core destroyed	280	msoff	0	0	500	504	0	-4	0.0		2	17	0	0	0	0		0	1	224	2	5	24	
glacierkeep_s11_A	glacierkeep	11	A	US	Core destroyed	908	msoff	0	0	500	936	428	-8	0.4573		13	102	2	13	15	2	28	4	7	652	9	5	12	
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	373	msoff	0	0	500	990	486	-4	0.4909		3	15	0	3	3	1	34	1	1	92	2	5	15	
glacierkeep_s12_A	glacierkeep	12	A	US	Core destroyed	433	msoff	0	0	500	504	0	-4	0.0		6	47	0	0	0	0		1	1	331	2	5	10	
glacierkeep_s12_B	glacierkeep	12	B	US	Core destroyed	185	msoff	0	0	500	504	0	-4	0.0		3	21	0	1	1	1	38	1	1	81	3	5	11	
midgard_s10_A	midgard	10	A	OPP	Core destroyed	725	msoff	612	108	-4	234	0	266	0.0	0.1765	7	33	1	9	10	1	61	1	2	100	3	9	11	
midgard_s10_B	midgard	10	B	OPP	Core destroyed	122	msoff	756	248	-8	720	608	388	0.8444	0.328	6	25	0	0	0	0		0	1	42	2	9	1	
midgard_s11_A	midgard	11	A	OPP	Core destroyed	192	msoff	900	392	-8	0	0	500		0.4356	10	62	1	0	1	1	59	2	0		3	9	2	
midgard_s11_B	midgard	11	B	OPP	Core destroyed	480	msoff	504	0	-4	594	594	500	1.0	0.0	10	87	0	26	26	1	53	1	2	42	2	9	6	
midgard_s12_A	midgard	12	A	US	Core destroyed	270	msoff	756	548	292	594	88	-6	0.1481	0.7249	9	46	1	11	12	1	75	2	1	204	3	9	14	
midgard_s12_B	midgard	12	B	OPP	Core destroyed	130	msoff	504	0	-4	360	360	500	1.0	0.0	7	35	0	0	0	0		0	1	42	3	9	3	
nordkap_s10_A	nordkap	10	A	OPP	Core destroyed	139	msoff	504	0	-4	0	0	500		0.0	12	49	5	8	13	2	10	2	0		3	1	6	
nordkap_s10_B	nordkap	10	B	US	Core destroyed	314	msoff	0	0	500	504	0	-4	0.0		9	37	4	12	16	4	143	5	3	264	5	1	9	
nordkap_s11_A	nordkap	11	A	US	Core destroyed	430	msoff	0	0	500	504	0	-4	0.0		3	11	1	1	2	2	15	6	1	374	3	1	29	
nordkap_s11_B	nordkap	11	B	US	Titanium collected (tiebreak)	1000	msoff	108	108	500	6930	6816	386	0.9835	1.0	2	8	1	4	5	1	12	2	2	129	4	1	21	
nordkap_s12_A	nordkap	12	A	US	Core destroyed	216	msoff	918	918	500	504	0	-4	0.0	1.0	3	12	1	3	4	1	14	1	1	160	3	1	10	
nordkap_s12_B	nordkap	12	B	OPP	Core destroyed	445	msoff	504	0	-4	0	0	500		0.0	16	63	5	4	9	3	11	3	0		2	1	10	
yulerune_s10_A	yulerune	10	A	OPP	Core destroyed	238	msoff	504	0	-4	0	0	500		0.0	7	38	0	0	0	1	232	1	0		4	4	0	
yulerune_s10_B	yulerune	10	B	OPP	Core destroyed	176	msoff	504	0	-4	900	900	500	1.0	0.0	7	48	0	1	1	1	41	1	2	37	2	4	7	
yulerune_s11_A	yulerune	11	A	OPP	Core destroyed	148	msoff	504	0	-4	0	0	500		0.0	7	36	0	0	0	0		0	0		6	4	0	
yulerune_s11_B	yulerune	11	B	OPP	Core destroyed	208	msoff	504	0	-4	1224	1224	500	1.0	0.0	6	29	0	2	2	1	41	1	2	37	2	4	5	
yulerune_s12_A	yulerune	12	A	OPP	Core destroyed	215	msoff	648	148	0	0	0	500		0.2284	6	29	0	0	0	0		0	0		6	4	1	
yulerune_s12_B	yulerune	12	B	OPP	Core destroyed	164	msoff	504	0	-4	540	540	500	1.0	0.0	6	31	0	2	2	0		0	2	37	2	4	7	
atoll_s13_A	atoll	13	A	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	0	0	500			3	12	0	1	1	0		1	0		4	3	23	
atoll_s13_B	atoll	13	B	OPP	Core destroyed	134	msoff	504	0	-4	288	288	500	1.0	0.0	4	19	0	2	2	1	23	1	1	54	1	3	4	
atoll_s14_A	atoll	14	A	OPP	Core destroyed	388	msoff	3582	3080	-2	1008	1008	500	1.0	0.8599	3	4	0	0	0	0		0	1	31	3	3	2	
atoll_s14_B	atoll	14	B	US	Core destroyed	196	msoff	0	0	500	882	376	-6	0.4263		3	12	0	1	1	0		2	1	98	2	3	34	
atoll_s15_A	atoll	15	A	US	Core destroyed	664	msoff	324	216	392	900	392	-8	0.4356	0.6667	5	14	0	0	0	0		1	1	564	7	3	36	
atoll_s15_B	atoll	15	B	OPP	Core destroyed	206	msoff	558	54	-4	0	0	500		0.0968	4	12	1	2	3	1	34	3	0		1	3	14	
drakkarfjord_s13_A	drakkarfjord	13	A	US	Core destroyed	201	msoff	0	0	500	504	0	-4	0.0		4	38	1	2	3	0		1	1	145	1	9	24	
drakkarfjord_s13_B	drakkarfjord	13	B	US	Titanium collected (tiebreak)	1000	msoff	0	0	500	0	0	500			8	117	0	37	37	1	88	1	0		15	9	10	
drakkarfjord_s14_A	drakkarfjord	14	A	OPP	Titanium collected (tiebreak)	1000	msoff	0	0	500	0	0	500			10	109	2	9	11	2	332	4	0		14	9	17	
drakkarfjord_s14_B	drakkarfjord	14	B	US	Core destroyed	979	msoff	0	0	500	504	0	-4	0.0		9	92	0	1	1	0		0	2	949	12	9	11	
drakkarfjord_s15_A	drakkarfjord	15	A	US	Core destroyed	360	msoff	0	0	500	540	40	0	0.0741		7	82	0	2	2	0		2	2	277	3	9	20	
drakkarfjord_s15_B	drakkarfjord	15	B	US	Core destroyed	169	msoff	0	0	500	504	0	-4	0.0		4	23	0	1	1	0		2	1	108	1	9	18	
glacierkeep_s13_A	glacierkeep	13	A	US	Core destroyed	152	msoff	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		0	1	95	2	5	14	
glacierkeep_s13_B	glacierkeep	13	B	US	Core destroyed	173	msoff	0	0	500	504	0	-4	0.0		3	27	0	2	2	1	36	1	1	80	3	5	13	
glacierkeep_s14_A	glacierkeep	14	A	US	Core destroyed	261	msoff	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		2	1	115	2	5	28	
glacierkeep_s14_B	glacierkeep	14	B	US	Core destroyed	217	msoff	0	0	500	504	0	-4	0.0		4	32	0	0	0	0		0	1	112	3	5	13	
glacierkeep_s15_A	glacierkeep	15	A	US	Core destroyed	254	msoff	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		1	1	144	2	5	24	
glacierkeep_s15_B	glacierkeep	15	B	OPP	Core destroyed	449	msoff	504	0	-4	1818	1384	66	0.7613	0.0	3	22	0	0	0	0		0	1	52	2	5	10	
midgard_s13_A	midgard	13	A	OPP	Core destroyed	276	msoff	504	0	-4	0	0	500		0.0	10	64	1	3	4	2	62	3	0		3	9	10	
midgard_s13_B	midgard	13	B	OPP	Core destroyed	164	msoff	504	0	-4	936	782	346	0.8355	0.0	6	32	0	2	2	1	53	1	2	42	2	9	4	
midgard_s14_A	midgard	14	A	US	Core destroyed	193	msoff	18	0	482	504	0	-4	0.0	0.0	8	38	2	8	10	1	66	2	1	76	4	9	8	
midgard_s14_B	midgard	14	B	OPP	Core destroyed	123	msoff	1080	572	-8	504	504	500	1.0	0.5296	7	36	0	0	0	0		0	1	42	2	9	0	
midgard_s15_A	midgard	15	A	US	Core destroyed	569	msoff	3240	2822	82	2088	1586	-2	0.7596	0.871	10	57	1	9	10	1	65	3	1	205	4	9	5	
