tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
atoll_s9_A	atoll	9	A	OPP	Core destroyed	236	v519	1512	1004	-8	0	0	500		0.664	5	17	0	0	0	0		2	0		3	3	13	
atoll_s9_B	atoll	9	B	US	Core destroyed	196	v519	0	0	500	882	376	-6	0.4263		3	12	0	1	1	0		2	1	98	2	3	34	
drakkarfjord_s7_A	drakkarfjord	7	A	OPP	Titanium collected (tiebreak)	1000	v519	5526	5526	500	90	90	500	1.0	1.0	10	133	1	14	15	2	61	6	2	699	2	9	20	
drakkarfjord_s7_B	drakkarfjord	7	B	US	Titanium collected (tiebreak)	1000	v519	0	0	500	504	486	482	0.9643		8	69	2	4	6	2	417	4	4	91	13	9	31	
drakkarfjord_s8_A	drakkarfjord	8	A	US	Core destroyed	170	v519	0	0	500	666	160	-6	0.2402		3	26	0	3	3	1	68	1	1	96	1	9	17	
drakkarfjord_s8_B	drakkarfjord	8	B	US	Core destroyed	155	v519	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		2	1	91	1	9	21	
drakkarfjord_s9_A	drakkarfjord	9	A	OPP	Core destroyed	515	v519	594	92	-2	0	0	500		0.1549	8	104	0	0	0	0		1	0		4	9	12	
drakkarfjord_s9_B	drakkarfjord	9	B	OPP	Core destroyed	573	v519	1998	1486	-12	0	0	500		0.7437	10	124	0	0	0	0		2	0		1	9	6	
glacierkeep_s7_A	glacierkeep	7	A	US	Core destroyed	217	v519	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		1	1	90	2	5	25	
glacierkeep_s7_B	glacierkeep	7	B	US	Core destroyed	701	v519	0	0	500	810	306	-4	0.3778		3	18	0	5	5	2	165	2	2	72	2	5	13	
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	413	v519	0	0	500	990	486	-4	0.4909		3	18	0	4	4	1	37	1	2	83	2	5	42	
glacierkeep_s8_B	glacierkeep	8	B	US	Core destroyed	217	v519	0	0	500	504	0	-4	0.0		4	32	0	0	0	0		0	1	112	3	5	13	
glacierkeep_s9_A	glacierkeep	9	A	US	Core destroyed	188	v519	0	0	500	504	0	-4	0.0		4	27	0	0	0	0		1	1	81	2	5	14	
glacierkeep_s9_B	glacierkeep	9	B	US	Core destroyed	309	v519	0	0	500	1296	796	0	0.6142		4	28	0	0	0	0		0	1	56	2	5	13	
midgard_s7_A	midgard	7	A	OPP	Core destroyed	453	v519	504	0	-4	0	0	500		0.0	9	48	2	14	16	2	34	4	0		0		12	
midgard_s7_B	midgard	7	B	US	Titanium collected (tiebreak)	1000	v519	2808	2808	500	2790	2790	500	1.0	1.0	6	16	2	5	7	2	40	3	1	101	0		10	
midgard_s8_A	midgard	8	A	OPP	Core destroyed	453	v519	504	0	-4	0	0	500		0.0	9	48	2	14	16	2	34	4	0		0		12	
midgard_s8_B	midgard	8	B	OPP	Core destroyed	244	v519	504	0	-4	0	0	500		0.0	16	57	9	4	13	1	44	3	0		0		7	
midgard_s9_A	midgard	9	A	US	Core destroyed	399	v519	0	0	500	990	490	0	0.4949		9	37	4	5	9	2	34	4	3	43	0		10	
midgard_s9_B	midgard	9	B	OPP	Core destroyed	265	v519	504	0	-4	0	0	500		0.0	8	26	4	9	13	2	40	4	0		0		14	
nordkap_s7_A	nordkap	7	A	OPP	Core destroyed	312	v519	1458	954	-4	0	0	500		0.6543	10	26	1	5	6	2	12	4	0		2	1	11	
nordkap_s7_B	nordkap	7	B	US	Core destroyed	349	v519	0	0	500	504	0	-4	0.0		11	41	3	3	6	2	21	3	1	249	2	1	10	
nordkap_s8_A	nordkap	8	A	OPP	Core destroyed	112	v519	558	54	-4	0	0	500		0.0968	7	23	0	3	3	0		0	0		2	1	8	
nordkap_s8_B	nordkap	8	B	US	Core destroyed	196	v519	216	216	500	828	324	-4	0.3913	1.0	2	6	0	1	1	0		0	1	104	3	1	22	
nordkap_s9_A	nordkap	9	A	US	Core destroyed	370	v519	0	0	500	828	328	0	0.3961		9	33	2	5	7	1	14	4	1	278	5	1	10	
nordkap_s9_B	nordkap	9	B	OPP	Core destroyed	249	v519	504	0	-4	0	0	500		0.0	10	38	2	2	4	3	16	3	0		2	1	9	
yulerune_s7_A	yulerune	7	A	US	Core destroyed	256	v519	0	0	500	504	0	-4	0.0		7	29	3	13	16	2	19	3	1	200	0		11	
yulerune_s7_B	yulerune	7	B	OPP	Core destroyed	573	v519	576	72	-4	0	0	500		0.125	7	46	2	9	11	1	19	2	0		0		9	
yulerune_s8_A	yulerune	8	A	OPP	Core destroyed	468	v519	504	0	-4	0	0	500		0.0	9	71	0	17	17	1	28	3	0		0		11	
yulerune_s8_B	yulerune	8	B	OPP	Core destroyed	197	v519	504	0	-4	0	0	500		0.0	12	43	7	9	16	1	19	1	0		0		13	
yulerune_s9_A	yulerune	9	A	US	Core destroyed	748	v519	1152	1152	500	504	0	-4	0.0	1.0	10	46	4	12	16	1	19	2	1	692	0		8	
yulerune_s9_B	yulerune	9	B	US	Core destroyed	277	v519	486	0	14	504	0	-4	0.0	0.0	5	27	2	13	15	1	19	1	1	184	0		10	
atoll_s10_A	atoll	10	A	OPP	Core destroyed	691	v519	1098	588	-10	2304	2304	500	1.0	0.5355	5	19	0	2	2	0		2	1	88	5	3	30	
atoll_s10_B	atoll	10	B	US	Core destroyed	429	v519	0	0	500	504	0	-4	0.0		5	22	0	12	12	1	22	1	1	324	2	3	36	
atoll_s11_A	atoll	11	A	US	Core destroyed	205	v519	702	464	262	504	0	-4	0.0	0.661	3	12	0	2	2	0		2	1	72	3	3	9	
atoll_s11_B	atoll	11	B	OPP	Core destroyed	374	v519	684	180	-4	0	0	500		0.2632	5	32	0	16	16	1	25	4	0		1	3	6	
atoll_s12_A	atoll	12	A	US	Core destroyed	919	v519	468	468	500	504	0	-4	0.0	1.0	4	11	0	3	3	2	551	8	3	670	5	3	158	
atoll_s12_B	atoll	12	B	OPP	Core destroyed	556	v519	2070	1568	-2	0	0	500		0.7575	9	17	4	2	6	0		3	0		3	3	4	
drakkarfjord_s10_A	drakkarfjord	10	A	US	Core destroyed	333	v519	0	0	500	594	90	-4	0.1515		3	25	0	4	4	1	67	2	1	84	1	9	29	
drakkarfjord_s10_B	drakkarfjord	10	B	OPP	Core destroyed	242	v519	504	0	-4	0	0	500		0.0	9	100	0	0	0	0		1	0		1	9	19	
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	158	v519	0	0	500	738	232	-6	0.3144		4	28	0	1	1	0		0	1	76	1	9	15	
drakkarfjord_s11_B	drakkarfjord	11	B	US	Titanium collected (tiebreak)	1000	v519	0	0	500	360	360	500	1.0		9	80	0	3	3	1	984	1	3	604	5	9	10	
drakkarfjord_s12_A	drakkarfjord	12	A	US	Core destroyed	268	v519	0	0	500	882	378	-4	0.4286		7	76	0	6	6	1	123	1	2	144	2	9	14	
drakkarfjord_s12_B	drakkarfjord	12	B	US	Core destroyed	421	v519	0	0	500	558	54	-4	0.0968		3	19	0	1	1	0		2	1	89	1	9	49	
glacierkeep_s10_A	glacierkeep	10	A	US	Core destroyed	128	v519	0	0	500	504	0	-4	0.0		4	27	0	0	0	0		1	1	72	2	5	15	
glacierkeep_s10_B	glacierkeep	10	B	US	Core destroyed	401	v519	0	0	500	1098	598	0	0.5446		5	37	0	1	1	1	152	1	1	60	2	5	11	
glacierkeep_s11_A	glacierkeep	11	A	US	Core destroyed	265	v519	0	0	500	504	0	-4	0.0		3	28	0	4	4	1	36	1	1	121	2	5	24	
glacierkeep_s11_B	glacierkeep	11	B	US	Titanium collected (tiebreak)	1000	v519	0	0	500	3114	3114	500	1.0		4	15	0	0	0	0		0	2	64	2	5	76	
glacierkeep_s12_A	glacierkeep	12	A	OPP	Titanium collected (tiebreak)	1000	v519	36	0	464	108	108	500	1.0	0.0	16	151	1	11	12	1	27	2	2	140	2	5	10	
glacierkeep_s12_B	glacierkeep	12	B	US	Core destroyed	129	v519	0	0	500	576	76	0	0.1319		3	18	0	0	0	0		0	1	52	2	5	11	
midgard_s10_A	midgard	10	A	US	Titanium collected (tiebreak)	1000	v519	0	0	500	0	0	500			8	31	3	7	10	1	48	3	0		0		9	
midgard_s10_B	midgard	10	B	OPP	Titanium collected (tiebreak)	1000	v519	0	0	500	0	0	500			8	23	3	6	9	2	34	3	0		0		15	
midgard_s11_A	midgard	11	A	OPP	Core destroyed	409	v519	504	0	-4	450	0	50	0.0	0.0	7	49	2	22	24	3	34	4	1	220	0		9	
midgard_s11_B	midgard	11	B	US	Titanium collected (tiebreak)	1000	v519	2124	2124	500	0	0	500		1.0	8	37	4	11	15	2	39	4	0		0		8	
midgard_s12_A	midgard	12	A	OPP	Core destroyed	305	v519	504	0	-4	0	0	500		0.0	8	34	1	5	6	2	34	2	0		0		8	
midgard_s12_B	midgard	12	B	OPP	Titanium collected (tiebreak)	1000	v519	0	0	500	0	0	500			8	23	3	6	9	2	34	3	0		0		15	
nordkap_s10_A	nordkap	10	A	US	Core destroyed	256	v519	2214	2196	482	504	0	-4	0.0	0.9919	2	6	1	2	3	1	13	1	1	200	3	1	9	
nordkap_s10_B	nordkap	10	B	US	Core destroyed	267	v519	396	386	490	1440	936	-4	0.65	0.9747	2	5	1	0	1	2	18	4	1	60	2	1	14	
nordkap_s11_A	nordkap	11	A	US	Titanium collected (tiebreak)	1000	v519	0	0	500	450	0	50	0.0		2	5	1	2	3	2	13	4	1	684	3	1	21	
nordkap_s11_B	nordkap	11	B	OPP	Core destroyed	483	v519	936	434	-2	414	0	86	0.0	0.4637	11	29	2	1	3	5	16	6	1	436	4	1	14	
nordkap_s12_A	nordkap	12	A	US	Core destroyed	386	v519	0	0	500	2088	1576	-12	0.7548		4	14	0	3	3	0		1	3	115	2	1	12	
nordkap_s12_B	nordkap	12	B	US	Core destroyed	468	v519	0	0	500	3132	2632	0	0.8404		6	21	2	3	5	3	16	3	1	120	7	1	15	
yulerune_s10_A	yulerune	10	A	US	Core destroyed	216	v519	0	0	500	504	0	-4	0.0		5	25	1	7	8	1	19	3	2	175	0		10	
yulerune_s10_B	yulerune	10	B	OPP	Core destroyed	553	v519	504	0	-4	0	0	500		0.0	7	29	3	9	12	1	19	2	0		0		12	
yulerune_s11_A	yulerune	11	A	OPP	Core destroyed	177	v519	504	0	-4	0	0	500		0.0	7	29	1	6	7	1	28	2	0		0		7	
yulerune_s11_B	yulerune	11	B	OPP	Core destroyed	341	v519	504	0	-4	0	0	500		0.0	7	40	3	8	11	1	19	1	0		0		9	
yulerune_s12_A	yulerune	12	A	OPP	Core destroyed	247	v519	504	0	-4	0	0	500		0.0	10	51	1	4	5	1	19	3	0		0		9	
yulerune_s12_B	yulerune	12	B	OPP	Core destroyed	256	v519	648	140	-8	0	0	500		0.216	12	59	4	5	9	1	19	1	0		0		16	
atoll_s13_A	atoll	13	A	OPP	Core destroyed	418	v519	828	320	-8	198	198	500	1.0	0.3865	3	4	0	0	0	0		3	1	31	6	3	7	
atoll_s13_B	atoll	13	B	OPP	Core destroyed	185	v519	954	454	0	0	0	500		0.4759	5	18	0	0	0	0		3	0		2	3	1	
atoll_s14_A	atoll	14	A	OPP	Core destroyed	576	v519	504	0	-4	90	90	500	1.0	0.0	6	24	0	5	5	1	372	1	1	60	7	3	5	
atoll_s14_B	atoll	14	B	OPP	Core destroyed	241	v519	882	380	-2	0	0	500		0.4308	4	19	0	7	7	1	50	2	0		3	3	7	
atoll_s15_A	atoll	15	A	OPP	Core destroyed	790	v519	1134	632	-2	162	162	500	1.0	0.5573	5	15	0	3	3	1	664	2	2	90	8	3	7	
atoll_s15_B	atoll	15	B	OPP	Core destroyed	349	v519	504	0	-4	0	0	500		0.0	6	18	1	1	2	1	47	1	0		4	3	7	
drakkarfjord_s13_A	drakkarfjord	13	A	US	Titanium collected (tiebreak)	1000	v519	0	0	500	0	0	500			9	115	0	2	2	0		2	0		16	9	23	
drakkarfjord_s13_B	drakkarfjord	13	B	US	Core destroyed	173	v519	0	0	500	684	184	0	0.269		3	19	0	1	1	0		0	1	97	1	9	24	
drakkarfjord_s14_A	drakkarfjord	14	A	US	Core destroyed	132	v519	0	0	500	504	0	-4	0.0		3	23	0	0	0	0		0	1	76	1	9	14	
drakkarfjord_s14_B	drakkarfjord	14	B	US	Core destroyed	325	v519	0	0	500	864	360	-4	0.4167		3	19	0	0	0	0		1	2	60	2	9	23	
drakkarfjord_s15_A	drakkarfjord	15	A	US	Core destroyed	596	v519	0	0	500	504	0	-4	0.0		3	26	1	4	5	1	64	1	1	540	1	9	45	
drakkarfjord_s15_B	drakkarfjord	15	B	US	Core destroyed	236	v519	0	0	500	504	0	-4	0.0		5	39	0	2	2	1	61	2	1	180	1	9	8	
glacierkeep_s13_A	glacierkeep	13	A	US	Core destroyed	217	v519	0	0	500	504	0	-4	0.0		6	36	0	3	3	1	33	1	1	124	2	5	8	
glacierkeep_s13_B	glacierkeep	13	B	US	Core destroyed	185	v519	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		0	1	82	2	5	12	
glacierkeep_s14_A	glacierkeep	14	A	US	Titanium collected (tiebreak)	1000	v519	0	0	500	1566	1554	488	0.9923		5	48	0	6	6	2	36	2	3	75	5	5	30	
glacierkeep_s14_B	glacierkeep	14	B	US	Core destroyed	197	v519	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		0	1	89	2	5	12	
glacierkeep_s15_A	glacierkeep	15	A	OPP	Core destroyed	816	v519	504	0	-4	396	396	500	1.0	0.0	11	90	0	4	4	1	36	2	1	80	2	5	9	
glacierkeep_s15_B	glacierkeep	15	B	US	Core destroyed	165	v519	0	0	500	504	0	-4	0.0		3	23	0	2	2	1	36	1	1	73	2	5	13	
midgard_s13_A	midgard	13	A	US	Core destroyed	233	v519	0	0	500	504	0	-4	0.0		7	16	4	5	9	3	36	3	2	183	0		15	
midgard_s13_B	midgard	13	B	OPP	Core destroyed	307	v519	504	0	-4	486	486	500	1.0	0.0	10	46	2	8	10	2	34	3	1	47	0		5	
midgard_s14_A	midgard	14	A	OPP	Core destroyed	557	v519	504	0	-4	2142	1966	324	0.9178	0.0	7	32	1	8	9	1	43	2	1	48	0		7	
midgard_s14_B	midgard	14	B	US	Core destroyed	171	v519	810	794	484	504	0	-4	0.0	0.9802	5	20	2	6	8	3	34	3	2	119	0		9	
midgard_s15_A	midgard	15	A	OPP	Core destroyed	146	v519	522	16	-6	0	0	500		0.0307	6	16	2	1	3	2	37	2	0		0		7	
midgard_s15_B	midgard	15	B	US	Core destroyed	142	v519	846	716	370	504	0	-4	0.0	0.8463	5	16	3	5	8	2	38	3	1	86	0		10	
nordkap_s13_A	nordkap	13	A	US	Core destroyed	346	v519	54	54	500	1908	1408	0	0.7379	1.0	3	6	2	1	3	1	293	1	1	134	2	1	21	
nordkap_s13_B	nordkap	13	B	US	Core destroyed	364	v519	0	0	500	792	276	-16	0.3485		14	64	6	15	21	10	13	10	8	260	5	1	10	
nordkap_s14_A	nordkap	14	A	OPP	Core destroyed	988	v519	504	0	-4	396	396	500	1.0	0.0	18	77	3	9	12	1	413	3	1	117	4	1	12	
