file	rnd	band	team	kind	x	y	d2_own	d2_enemy	side	winner
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	96	r0-150	1	gunner	8	8	200	18	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	105	r0-150	0	gunner	7	7	8	242	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	108	r0-150	1	gunner	6	9	225	17	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	123	r0-150	0	gunner	7	6	5	265	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	131	r0-150	0	gunner	8	6	10	244	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	166	r150-200	1	sentinel	20	16	8	346	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	170	r150-200	0	gunner	4	6	2	340	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	171	r150-200	0	gunner	8	7	13	221	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	174	r150-200	1	gunner	5	9	250	16	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	196	r150-200	1	gunner	20	17	5	369	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	341	r300+	0	sentinel	13	18	233	25	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	375	r300+	0	sentinel	14	18	250	16	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	407	r300+	0	gunner	21	20	481	13	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	419	r300+	0	gunner	3	8	13	325	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	423	r300+	0	gunner	3	5	4	394	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	456	r300+	0	gunner	20	10	250	68	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	457	r300+	0	gunner	8	9	25	181	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	482	r300+	1	gunner	17	21	10	400	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	532	r300+	0	gunner	6	8	10	244	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	565	r300+	0	gunner	12	6	50	180	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	591	r300+	0	gunner	20	19	421	5	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	615	r300+	0	gunner	18	17	313	1	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	1	r0-150	0	launcher	9	12	13	109	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	5	r0-150	0	gunner	17	11	104	8	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	5	r0-150	1	sentinel	21	11	8	200	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	45	r0-150	1	launcher	20	12	10	178	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	49	r0-150	0	gunner	12	8	26	50	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	59	r0-150	0	gunner	13	9	36	36	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	60	r0-150	1	gunner	18	10	2	122	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	69	r0-150	1	gunner	17	6	13	109	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	101	r0-150	0	sentinel	22	11	229	13	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	101	r0-150	0	sentinel	15	5	80	32	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	104	r0-150	0	sentinel	14	9	49	25	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	1	r0-150	0	launcher	5	13	10	202	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	12	r0-150	0	gunner	12	5	181	13	FORWARD	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	16	r0-150	1	sentinel	12	2	4	244	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	20	r0-150	1	sentinel	3	9	170	26	FORWARD	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	22	r0-150	0	gunner	3	12	5	221	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	33	r0-150	0	gunner	4	9	29	149	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	58	r0-150	0	gunner	4	14	4	244	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	62	r0-150	0	gunner	4	13	5	221	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	64	r0-150	1	launcher	11	2	9	225	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	104	r0-150	0	gunner	13	10	137	65	FORWARD	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	105	r0-150	0	gunner	12	11	109	85	FORWARD	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	116	r0-150	1	sentinel	17	4	13	325	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	118	r0-150	1	sentinel	17	3	10	346	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	119	r0-150	0	sentinel	10	7	113	41	FORWARD	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	156	r150-200	1	sentinel	17	5	18	306	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	227	r200-300	0	gunner	2	11	9	225	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	237	r200-300	0	gunner	0	15	5	365	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	244	r200-300	0	gunner	2	16	4	340	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	246	r200-300	1	sentinel	12	3	5	221	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	253	r200-300	1	sentinel	15	6	17	233	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	307	r300+	0	gunner	3	13	2	242	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	377	r300+	0	gunner	4	12	8	200	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	419	r300+	0	gunner	6	12	20	164	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	422	r300+	0	gunner	4	10	20	164	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	447	r300+	0	gunner	4	17	13	325	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	458	r300+	1	sentinel	11	3	10	202	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	579	r300+	1	sentinel	11	1	10	250	HOME	1
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	1	r0-150	0	launcher	6	7	13	265	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	24	r0-150	1	sentinel	8	8	200	32	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	24	r0-150	0	gunner	6	6	8	288	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	35	r0-150	0	gunner	9	9	50	162	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	38	r0-150	0	sentinel	18	13	277	25	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	59	r0-150	1	gunner	19	14	17	325	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	69	r0-150	1	launcher	18	14	16	296	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	167	r150-200	1	gunner	16	17	5	313	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	172	r150-200	0	gunner	11	11	98	98	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	183	r150-200	0	gunner	11	9	74	130	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	192	r150-200	1	gunner	21	18	9	485	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	253	r200-300	0	gunner	13	11	130	74	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	272	r200-300	0	gunner	13	8	97	125	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	287	r200-300	0	gunner	14	12	164	52	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	301	r300+	0	gunner	18	13	277	25	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	383	r300+	0	sentinel	15	15	242	18	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_4.replay26	404	r300+	0	sentinel	14	14	200	32	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	1	r0-150	0	launcher	7	8	13	265	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	25	r0-150	0	gunner	10	8	34	202	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	26	r0-150	1	sentinel	9	10	181	41	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	30	r0-150	0	gunner	8	9	25	221	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	44	r0-150	0	gunner	6	10	26	250	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	48	r0-150	0	gunner	10	7	29	225	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	54	r0-150	0	gunner	9	5	16	296	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	68	r0-150	0	gunner	6	4	2	394	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	91	r0-150	0	gunner	9	8	25	221	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	96	r0-150	0	gunner	9	6	17	269	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	97	r0-150	1	gunner	8	7	265	13	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	130	r0-150	0	gunner	14	13	145	61	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	144	r0-150	0	gunner	20	18	394	2	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	148	r0-150	0	gunner	4	6	2	394	HOME	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	160	r150-200	0	gunner	19	17	340	4	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	169	r150-200	0	gunner	19	23	520	16	FORWARD	0
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_5.replay26	203	r200-300	0	gunner	17	21	400	8	FORWARD	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	33	r0-150	1	gunner	16	21	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	33	r0-150	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	50	r0-150	0	gunner	5	7	4	340	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	50	r0-150	0	gunner	3	9	20	356	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	51	r0-150	0	gunner	5	2	9	485	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	52	r0-150	0	gunner	5	8	9	317	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	53	r0-150	0	gunner	4	9	17	325	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	84	r0-150	1	gunner	16	16	18	242	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	108	r0-150	1	gunner	17	17	8	288	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_1.replay26	133	r0-150	1	gunner	22	16	18	410	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	51	r0-150	0	gunner	11	3	13	229	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	51	r0-150	0	gunner	6	4	13	205	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	57	r0-150	1	gunner	8	13	26	50	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	61	r0-150	0	gunner	10	5	2	170	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	69	r0-150	1	gunner	12	17	10	130	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	77	r0-150	1	gunner	8	18	1	145	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	89	r0-150	1	gunner	12	16	13	109	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	124	r0-150	0	gunner	7	7	5	125	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	145	r0-150	0	gunner	9	8	4	100	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_2.replay26	158	r150-200	0	gunner	8	9	10	82	HOME	1
9a3e50ae-8845-4571-aadb-ddaab219a524_game_4.replay26	98	r0-150	0	gunner	6	17	25	421	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_4.replay26	99	r0-150	0	gunner	4	17	13	485	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_4.replay26	107	r0-150	0	gunner	5	16	25	425	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_4.replay26	113	r0-150	0	gunner	5	19	10	512	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_4.replay26	114	r0-150	1	gunner	18	5	13	481	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_4.replay26	116	r0-150	1	gunner	19	7	20	458	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_4.replay26	124	r0-150	1	gunner	20	1	5	685	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_4.replay26	127	r0-150	1	gunner	22	1	5	761	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_4.replay26	127	r0-150	0	gunner	4	19	5	545	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	10	r0-150	0	gunner	2	4	10	514	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	81	r0-150	1	gunner	15	21	20	356	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	91	r0-150	1	gunner	16	19	9	317	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	106	r0-150	1	gunner	20	17	5	369	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	115	r0-150	1	gunner	17	19	4	340	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	122	r0-150	1	gunner	19	21	4	452	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	133	r0-150	1	gunner	18	17	5	313	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	143	r0-150	1	gunner	20	16	10	346	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	159	r150-200	1	gunner	17	21	8	400	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	186	r150-200	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	213	r200-300	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	238	r200-300	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	264	r200-300	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	290	r200-300	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	316	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	342	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	368	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	394	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	420	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	446	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	472	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	498	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	524	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	550	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	576	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	602	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	628	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	654	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	680	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	706	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	732	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	758	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	784	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	810	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	836	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	862	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	888	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	914	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	940	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	966	r300+	1	gunner	21	16	13	377	HOME	0
9a3e50ae-8845-4571-aadb-ddaab219a524_game_5.replay26	992	r300+	1	gunner	21	16	13	377	HOME	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_1.replay26	22	r0-150	0	sentinel	15	16	221	25	FORWARD	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_1.replay26	24	r0-150	1	sentinel	6	11	233	37	FORWARD	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_1.replay26	31	r0-150	0	gunner	17	18	313	5	FORWARD	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_2.replay26	5	r0-150	1	sentinel	10	16	5	101	HOME	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_2.replay26	8	r0-150	1	sentinel	10	15	10	82	HOME	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_2.replay26	10	r0-150	0	sentinel	10	13	50	26	FORWARD	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_2.replay26	17	r0-150	0	sentinel	9	8	4	100	HOME	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_2.replay26	92	r0-150	1	gunner	7	8	104	8	FORWARD	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_2.replay26	133	r0-150	1	sentinel	13	8	116	20	FORWARD	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_2.replay26	157	r150-200	1	sentinel	11	9	85	13	FORWARD	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_2.replay26	170	r150-200	1	sentinel	9	0	324	36	FORWARD	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_2.replay26	191	r150-200	1	sentinel	10	10	65	17	FORWARD	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_3.replay26	22	r0-150	0	sentinel	16	16	242	18	FORWARD	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_3.replay26	25	r0-150	0	gunner	17	17	288	8	FORWARD	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_3.replay26	91	r0-150	1	sentinel	2	10	370	34	FORWARD	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_4.replay26	17	r0-150	0	launcher	1	22	5	761	HOME	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_4.replay26	26	r0-150	0	sentinel	17	8	369	41	FORWARD	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_4.replay26	32	r0-150	1	sentinel	13	17	260	130	FORWARD	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_4.replay26	84	r0-150	1	sentinel	5	15	400	34	FORWARD	0
9aae86c9-f408-45ce-8199-61b86c391c05_game_5.replay26	2	r0-150	0	sentinel	6	1	17	25	HOME	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_5.replay26	6	r0-150	1	sentinel	5	5	2	18	HOME	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_5.replay26	6	r0-150	1	sentinel	7	3	10	26	HOME	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_5.replay26	11	r0-150	0	sentinel	5	0	13	37	HOME	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_5.replay26	81	r0-150	1	gunner	1	2	41	1	FORWARD	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_5.replay26	99	r0-150	1	sentinel	5	3	10	10	HOME	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_5.replay26	123	r0-150	1	sentinel	9	2	25	49	HOME	1
9aae86c9-f408-45ce-8199-61b86c391c05_game_5.replay26	145	r0-150	1	gunner	2	5	17	9	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	5	r0-150	1	gunner	13	6	20	13	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	6	r0-150	1	gunner	12	7	10	17	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	8	r0-150	1	gunner	14	6	25	18	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	29	r0-150	0	gunner	11	6	9	16	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	31	r0-150	0	gunner	10	5	5	26	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	40	r0-150	0	gunner	13	8	29	8	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	52	r0-150	0	gunner	13	9	40	5	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	124	r0-150	1	gunner	11	9	1	36	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	194	r150-200	1	gunner	12	8	5	26	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	222	r200-300	1	gunner	10	8	5	26	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	228	r200-300	1	gunner	11	6	16	9	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	228	r200-300	0	gunner	12	5	5	26	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	232	r200-300	1	gunner	12	6	17	10	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	487	r300+	1	sentinel	10	6	17	10	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_1.replay26	503	r300+	1	sentinel	6	4	61	26	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_2.replay26	19	r0-150	1	gunner	13	6	29	109	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_2.replay26	38	r0-150	0	gunner	9	9	72	8	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_2.replay26	39	r0-150	0	sentinel	8	8	50	18	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_2.replay26	46	r0-150	0	gunner	8	11	89	9	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_2.replay26	47	r0-150	1	gunner	6	4	74	10	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_2.replay26	53	r0-150	1	gunner	7	3	80	16	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_3.replay26	7	r0-150	1	gunner	9	10	64	16	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_3.replay26	11	r0-150	0	gunner	10	8	5	101	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_3.replay26	26	r0-150	0	gunner	11	5	5	173	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_3.replay26	44	r0-150	0	gunner	12	16	109	13	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_3.replay26	82	r0-150	1	gunner	13	15	25	97	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_4.replay26	59	r0-150	1	gunner	9	5	296	16	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_4.replay26	62	r0-150	1	gunner	8	4	346	10	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_4.replay26	64	r0-150	0	gunner	7	4	5	369	HOME	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_4.replay26	74	r0-150	1	sentinel	10	5	277	25	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_4.replay26	96	r0-150	0	gunner	18	17	313	5	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_4.replay26	97	r0-150	0	gunner	20	16	346	10	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_4.replay26	99	r0-150	1	sentinel	11	6	233	37	FORWARD	1
9b67ca04-a081-40e3-9806-2abf740fb9bd_game_4.replay26	100	r0-150	0	gunner	19	16	317	9	FORWARD	1
