tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
parent_atoll_s16_A	atoll	16	A	1000	1	8	0	3	0.0	2	5	2	3	27	3	3	5	2	3	3	3	10	12	4	16	9	43	120	110	23	270	190	13	410	290	66	880	350	4880	800	3	2	4	2	1	3	2	2	2	4	4	1	3	2	2	1	3	5	1	3	2	2	2	4	3	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	4	4	0	1	5	5	0	1	3	3	0	3	26	26	6	0	3.421	8	16	1491	0.1563	0.059	6	8	8	8	6	1.0	0	22	5	0.227	2	2	8	37	6	5	8	0	53	2	5	4	6	13	10	3	11	1	sentinel	theirs	19	3	2	2	8	8	191	0.191	0.234	208	2	10	990	0.99	8	8	31	6	1	0	0	233	18	7	9	0	1	6	7	1	0.143	228	0	20	56	14	51	153	35	-1	500	500	233	158	500	1	1000	Titanium collected (tiebreak)
flagoff_atoll_s16_A	atoll	16	A	148	1	5	0	3	0.0	2	5	2	3	27	3	3	3	4	3	5	3	11	14	11	7	3	17	120	120	23	270	220	16	470	260	36	710	260	710	260	3	2	4	2	1	3	2	3	2	4	4	1	3	2	3	2	4	4	1	3	2	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	4	4	0	2	4	4	0	2	-1	-1	-1	-1	27	27	5	0	3.264	5	6	448	0.3281	0.0536	6	8	8	3	3	0.6	0	22	5	0.227	2	2	5	57	6	5	5	0	31	2	5	4	2	12	9	8	11	0	builder_attack	theirs	23	2	2	2	8	8	135	0.912	0.946	188	2	9	139	0.939	12	3	77	1	1	0	0	90	90	2	2	1	0	1	2	1	0.5	90	0	4	49	6	33	14	32	-1	500	500	93	0	0	1	148	Core destroyed
v531fix_atoll_s16_A	atoll	16	A	149	1	5	0	3	0.0	2	5	5	3	27	2	2	2	4	3	4	2	3	3	11	6	2	49	40	110	52	120	210	15	220	210	15	340	210	340	210	2	1	3	3	1	3	2	2	1	3	4	1	3	2	2	1	3	4	1	3	2	0	0	0	0	-1	-1	0	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	3	3	0	2	3	3	0	2	-1	-1	-1	-1	22	22	3	0	2.51	5	6	303	0.5875	0.0099	6	8	8	2	2	0.4	2	22	5	0.227	2	2	5	69	6	5	5	0	32	2	5	4	3	8	9	8	14	1	sentinel	theirs	19	3	2	2	8	8	141	0.946	0.946	272	2	9	140	0.94	8	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	34	0	0	31	0	28	48	430	482	81	0	0	1	149	Core destroyed
nomouth_atoll_s16_A	atoll	16	A	226	1	6	0	3	0.0	2	5	2	3	27	2	2	3	3	3	4	3	4	4	12	10	3	43	100	110	42	220	190	122	320	190	14	570	190	640	190	2	2	4	3	1	3	2	2	1	3	4	1	3	2	3	1	3	4	1	3	2	3	1	3	4	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	3	3	0	3	3	3	0	3	3	3	0	3	23	23	4	0	2.619	6	6	608	0.6234	0.125	6	8	8	5	3	0.833	0	22	5	0.227	2	2	7	55	6	5	7	0	43	2	5	4	5	19	9	10	11	0	builder_attack	theirs	25	1	2	2	9	8	148	0.655	0.783	176	2	9	217	0.96	9	5	32	3	0	0	0	124	40	3	2	0	0	3	2	2	0.667	124	0	36	0	10	41	0	29	-1	500	500	142	0	410	1	226	Core destroyed
cap6_atoll_s16_A	atoll	16	A	180	0	5	0	3	0.0	2	5	5	3	27	3	3	4	7	3	3	2	5	11	7	5	5	3	40	40	12	80	120	63	140	220	103	140	860	140	860	3	1	3	4	1	3	2	3	0	2	6	1	3	2	4	0	2	6	1	3	2	4	0	2	5	1	3	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	4	4	0	2	4	4	0	2	4	4	0	1	26	26	4	0	3.333	5	6	430	0.5442	0.0233	6	8	8	3	2	0.6	1	22	5	0.227	2	2	4	47	6	4	4	0	28	2	5	4	1	6	12	6	11	1	sentinel	theirs	20	2	2	2	8	8	45	0.25	0.25	54	2	12	168	0.933	6	3	10	2	1	0	0	53	18	3	1	1	0	2	2	2	0.667	53	0	51	18	30	15	4	0	113	0	278	-1	500	500	0	180	Core destroyed
parent_atoll_s16_B	atoll	16	B	805	0	16	0	3	1.061	3	5	2	3	22	3	4	5	2	3	3	3	8	16	12	22	17	9	120	120	44	310	270	42	590	470	106	1330	970	2110	3990	3	2	4	3	1	3	2	4	3	14	8	1	3	2	5	3	14	4	1	3	2	5	3	14	4	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	6	6	0	0	4	4	0	1	4	4	0	1	24	24	6	0	3.927	16	11	2819	0.6165	0.0355	6	8	8	14	12	0.875	0	22	5	0.227	2	2	19	56	6	6	19	0	123	3	5	5	10	28	9	10	12	0	builder_attack	theirs	25	1	2	2	9	8	142	0.176	0.24	163	2	9	796	0.989	7	14	14	10	0	0	0	206	22	10	8	0	0	10	7	3	0.3	206	0	265	142	42	38	38	23	345	0	500	119	394	500	0	805	Core destroyed
flagoff_atoll_s16_B	atoll	16	B	122	1	5	0	3	1.061	3	5	2	3	22	2	2	2	2	3	3	3	4	4	11	6	2	27	120	130	69	260	220	13	460	320	30	580	370	580	370	2	2	4	3	1	3	2	2	2	4	3	1	3	2	2	2	4	3	1	3	2	0	0	0	0	-1	-1	0	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	2	3	3	0	3	3	3	0	2	-1	-1	-1	-1	20	20	5	0	2.582	5	5	150	0.58	0.02	6	8	8	2	2	0.4	2	22	5	0.227	2	2	5	16	6	5	5	0	33	2	5	5	3	10	12	10	13	1	sentinel	theirs	20	2	2	2	8	8	114	0.934	0.934	226	2	12	110	0.902	10	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	54	0	0	40	0	10	13	448	494	67	0	0	1	122	Core destroyed
v531fix_atoll_s16_B	atoll	16	B	266	0	5	0	3	1.061	3	5	5	3	22	1	1	2	4	3	4	2	3	3	12	5	9	3	0	110	12	0	260	12	0	460	12	0	960	0	1280	1	0	3	3	1	3	2	1	0	3	6	1	3	2	1	0	1	8	1	3	1	1	0	1	7	1	3	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	5	5	0	0	6	6	0	0	5	5	0	1	22	22	6	0	4.481	5	6	638	0.6348	0.094	6	8	8	3	2	0.6	2	22	5	0.227	2	2	5	104	6	5	5	0	30	3	5	5	2	10	9	6	12	0	builder_attack	theirs	25	1	2	2	9	8	113	0.425	0.429	218	2	9	257	0.966	6	3	110	2	0	0	0	122	119	2	1	0	0	2	2	1	0.5	122	0	56	5	20	0	85	11	164	0	500	-1	500	500	0	266	Core destroyed
nomouth_atoll_s16_B	atoll	16	B	493	1	7	0	3	1.061	3	5	2	3	22	2	3	4	3	3	4	3	4	12	10	18	5	85	120	50	63	260	110	104	460	110	30	960	110	2420	110	2	2	4	2	1	3	2	3	2	4	6	1	3	2	4	2	4	5	1	3	2	4	2	4	5	1	3	2	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	6	6	0	0	5	5	0	1	5	5	0	1	24	24	6	0	4.69	7	6	1495	0.4562	0.0602	6	8	8	7	5	1.0	0	22	5	0.227	2	2	9	67	6	5	9	0	60	1	5	5	8	16	10	8	26	1	sentinel	theirs	19	3	2	2	8	8	458	0.929	0.929	500	2	10	483	0.98	10	7	57	3	0	0	0	104	65	3	2	0	0	3	3	1	0.333	104	1	12	7	0	180	5	12	-1	500	500	154	0	500	1	493	Core destroyed
cap6_atoll_s16_B	atoll	16	B	218	0	5	0	3	1.061	3	5	5	3	22	1	1	1	4	2	3	2	3	3	4	5	3	34	0	110	12	0	180	12	0	280	12	0	530	0	570	1	0	3	2	1	3	2	1	0	2	7	1	3	1	1	0	1	7	1	3	1	1	0	1	7	1	3	1	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	5	5	0	1	6	6	0	1	6	6	0	1	25	25	6	0	4.881	5	6	517	0.5377	0.0928	6	8	8	3	2	0.6	2	22	5	0.227	2	2	5	4	6	5	5	0	30	3	5	4	2	10	9	10	13	1	sentinel	theirs	21	1	2	2	9	8	209	0.959	0.963	264	2	9	209	0.959	7	3	61	1	0	0	0	69	69	1	1	0	0	1	1	1	1.0	69	0	37	0	20	0	109	10	157	0	500	-1	500	500	0	218	Core destroyed
parent_drakkarfjord_s15_A	drakkarfjord	15	A	92	1	4	0	3	1.376	4	4	9	9	33	2	2	2	10	3	3	10	10	10	10	6	1	63	50	0	22	200	0	32	340	0	32	340	0	340	0	2	2	10	0	1	9	1	2	2	10	5	1	9	1	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	2	-1	-1	-1	-1	-1	-1	-1	-1	40	40	7	0	2.87	4	6	310	0.5645	0.0032	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	4	5	5	3	15	11	15	17	1	sentinel	theirs	43	2	2	2	14	14	70	0.761	0.848	87	2	15	77	0.837	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	5	0	20	28	0	0	-1	500	500	37	0	0	1	92	Core destroyed
flagoff_drakkarfjord_s15_A	drakkarfjord	15	A	92	1	4	0	3	1.376	4	4	9	9	33	2	2	2	11	3	3	10	10	10	10	6	1	87	50	0	22	200	0	22	330	0	22	330	0	330	0	2	2	10	0	1	9	1	2	2	10	3	1	9	1	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	3	3	0	4	-1	-1	-1	-1	-1	-1	-1	-1	48	48	7	0	2.413	4	6	291	0.5223	0.0034	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	3	5	5	3	15	11	15	17	1	sentinel	theirs	43	2	2	2	14	14	77	0.837	0.848	118	2	15	77	0.837	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	4	0	13	28	0	0	-1	500	500	37	0	0	1	92	Core destroyed
v531fix_drakkarfjord_s15_A	drakkarfjord	15	A	145	1	5	0	3	1.376	4	5	14	11	31	1	1	1	10	3	3	9	10	10	21	6	0	11	10	0	14	90	0	14	110	0	14	110	0	110	0	1	1	10	0	1	11	1	1	1	10	5	1	11	1	1	0	1	8	1	11	1	0	0	0	0	-1	-1	0	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	3	7	7	0	0	-1	-1	-1	-1	44	44	7	0	4.221	5	6	454	0.5441	0.0022	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	66	3	5	5	3	14	11	14	36	0	builder_attack	theirs	40	2	2	2	14	14	131	0.903	0.903	247	2	15	130	0.897	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	0	10	28	0	10	-1	500	500	52	0	0	1	145	Core destroyed
nomouth_drakkarfjord_s15_A	drakkarfjord	15	A	100	1	4	0	3	1.376	4	4	9	9	33	2	2	2	9	2	2	10	10	10	16	6	1	43	40	0	22	200	0	22	280	0	22	280	0	280	0	2	2	10	0	1	9	1	2	2	10	6	1	9	1	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	6	6	0	1	-1	-1	-1	-1	-1	-1	-1	-1	43	43	7	0	3.28	4	6	319	0.558	0.0031	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	3	5	5	3	16	11	16	18	1	sentinel	theirs	44	3	2	2	14	14	83	0.83	0.86	141	2	15	85	0.85	10	2	80	1	0	0	0	92	92	1	0	0	0	1	1	1	1.0	92	0	11	0	10	28	0	7	-1	500	500	45	0	0	1	100	Core destroyed
cap6_drakkarfjord_s15_A	drakkarfjord	15	A	96	1	4	0	3	1.376	4	4	9	9	33	2	2	2	11	3	3	10	10	10	10	6	1	49	40	0	22	200	0	22	340	0	22	340	0	340	0	2	2	10	0	1	9	1	2	2	10	5	1	9	1	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	2	-1	-1	-1	-1	-1	-1	-1	-1	40	40	6	0	2.625	4	6	331	0.5529	0.003	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	4	5	5	3	16	11	16	17	1	sentinel	theirs	43	2	2	2	14	14	79	0.823	0.854	109	2	15	81	0.844	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	7	0	10	28	0	0	-1	500	500	41	0	0	1	96	Core destroyed
parent_drakkarfjord_s15_B	drakkarfjord	15	B	101	1	4	0	3	1.376	4	4	9	9	33	2	2	2	12	2	2	10	17	18	9	6	1	7	30	0	24	200	0	14	280	0	14	280	0	280	0	2	1	8	0	1	9	1	2	2	18	5	1	9	2	2	0	2	8	1	9	2	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	1	6	6	0	0	-1	-1	-1	-1	45	45	6	0	2.802	4	6	354	0.5932	0.0028	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	68	3	5	5	3	21	11	21	17	1	sentinel	theirs	43	2	2	2	14	14	87	0.861	0.861	127	2	15	86	0.851	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	17	0	20	28	0	0	-1	500	500	46	0	0	1	101	Core destroyed
flagoff_drakkarfjord_s15_B	drakkarfjord	15	B	122	1	4	0	3	1.376	4	4	9	9	33	2	2	2	14	3	3	10	17	18	10	6	1	7	30	0	24	200	0	14	350	0	14	350	0	350	0	2	1	8	0	1	9	1	2	2	18	4	1	9	2	2	0	2	8	1	9	2	0	0	0	0	-1	-1	0	21	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	2	6	6	0	0	-1	-1	-1	-1	44	44	6	0	3.213	4	6	419	0.6874	0.0024	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	68	3	5	5	3	15	11	15	18	1	sentinel	theirs	42	1	2	2	14	14	108	0.885	0.885	207	2	15	107	0.877	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	6	0	20	41	0	0	-1	500	500	41	0	0	1	122	Core destroyed
v531fix_drakkarfjord_s15_B	drakkarfjord	15	B	365	1	5	0	3	1.376	4	5	14	11	31	1	1	1	11	3	3	9	14	17	10	7	1	1	0	0	12	0	0	37	0	0	16	0	0	0	0	1	0	8	0	1	11	1	1	0	9	2	1	11	2	1	0	9	6	1	11	2	1	0	2	6	1	11	2	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	0	0	0	4	5	5	0	1	5	5	0	1	64	64	6	0	4.066	5	6	1173	0.8159	0.0017	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	68	3	5	5	3	47	11	15	18	1	sentinel	theirs	42	1	2	2	14	14	351	0.962	0.962	679	2	15	350	0.959	11	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	69	0	24	28	17	0	-1	500	500	189	0	500	1	365	Core destroyed
nomouth_drakkarfjord_s15_B	drakkarfjord	15	B	137	1	4	0	3	1.376	4	4	9	9	33	2	3	3	12	2	2	10	16	23	9	7	1	9	30	0	17	200	0	14	320	0	12	320	0	320	0	2	2	15	0	1	9	1	3	2	18	5	1	9	2	3	0	2	8	1	9	2	0	0	0	0	-1	-1	0	21	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	2	6	6	0	0	-1	-1	-1	-1	45	45	6	0	3.555	4	6	348	0.4511	0.0057	6	12	14	2	2	0.5	0	42	9	0.214	5	5	11	4	6	10	11	0	71	3	5	5	4	19	11	19	18	1	sentinel	theirs	42	1	2	2	14	14	91	0.664	0.686	119	2	15	122	0.891	11	2	34	2	0	0	0	108	46	2	0	0	0	2	1	2	1.0	108	0	20	0	30	28	0	0	-1	500	500	58	0	0	1	137	Core destroyed
cap6_drakkarfjord_s15_B	drakkarfjord	15	B	137	1	4	0	3	1.376	4	4	9	9	33	2	3	3	12	2	2	10	16	23	9	7	1	9	30	0	17	200	0	14	320	0	12	320	0	320	0	2	2	15	0	1	9	1	3	2	18	5	1	9	2	3	0	2	8	1	9	2	0	0	0	0	-1	-1	0	21	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	2	6	6	0	0	-1	-1	-1	-1	45	45	6	0	3.555	4	6	348	0.4511	0.0057	6	12	14	2	2	0.5	0	42	9	0.214	5	5	11	4	6	10	11	0	71	3	5	5	4	19	11	19	18	1	sentinel	theirs	42	1	2	2	14	14	91	0.664	0.686	119	2	15	122	0.891	11	2	34	2	0	0	0	108	46	2	0	0	0	2	1	2	1.0	108	0	20	0	30	28	0	0	-1	500	500	58	0	0	1	137	Core destroyed
parent_drakkarfjord_s16_A	drakkarfjord	16	A	642	1	6	0	3	1.376	4	4	9	9	33	2	2	6	12	3	3	10	10	10	11	17	9	75	50	0	60	200	180	25	400	410	46	1060	1360	4370	6850	2	2	10	0	1	9	1	2	2	10	3	1	9	1	3	2	10	6	1	9	1	5	3	17	6	1	9	1	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	3	3	0	4	6	6	0	1	6	6	0	1	42	42	7	0	5.483	6	13	1956	0.1304	0.0399	6	12	14	4	3	0.667	0	42	9	0.214	5	5	17	8	6	10	14	3	80	2	5	5	7	192	11	17	17	1	sentinel	theirs	43	2	2	2	14	14	479	0.746	0.759	522	2	15	627	0.977	10	4	65	2	0	0	0	89	77	2	3	0	0	2	2	1	0.5	89	0	194	363	38	197	54	27	-1	500	500	237	0	500	1	642	Core destroyed
flagoff_drakkarfjord_s16_A	drakkarfjord	16	A	353	1	4	0	3	1.376	4	4	9	9	33	2	2	2	11	3	3	10	10	10	10	14	1	81	50	0	22	200	0	51	310	0	32	310	0	310	0	2	2	10	0	1	9	1	2	2	10	5	1	9	1	2	0	1	8	1	9	1	2	0	1	8	1	9	1	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	2	7	7	0	0	7	7	0	0	44	44	7	0	5.89	4	6	1056	0.8352	0.0009	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	9	6	10	10	0	66	1	5	5	11	42	11	15	18	1	sentinel	theirs	42	1	2	2	14	14	337	0.955	0.96	626	2	15	338	0.958	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	60	0	10	55	0	0	-1	500	500	34	0	266	1	353	Core destroyed
v531fix_drakkarfjord_s16_A	drakkarfjord	16	A	261	1	5	0	3	1.376	4	5	14	11	31	1	1	1	12	3	3	9	10	10	10	7	1	17	10	0	68	90	0	14	190	0	14	440	0	590	0	1	1	10	0	1	11	1	1	1	10	3	1	11	1	1	1	10	3	1	11	1	1	1	10	3	1	11	1	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	2	2	0	4	2	2	0	4	2	2	0	4	44	44	2	0	1.617	5	6	751	0.6764	0.0027	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	66	3	5	5	3	15	11	15	17	1	sentinel	theirs	43	2	2	2	14	14	189	0.724	0.732	243	2	15	246	0.943	11	2	76	2	0	0	0	205	88	2	0	0	0	2	1	2	1.0	205	0	16	0	2	98	3	0	-1	500	500	65	0	110	1	261	Core destroyed
nomouth_drakkarfjord_s16_A	drakkarfjord	16	A	100	1	4	0	3	1.376	4	4	9	9	33	2	2	2	9	2	2	10	10	10	16	6	1	43	40	0	22	200	0	22	260	0	22	260	0	260	0	2	2	10	0	1	9	1	2	2	10	7	1	9	1	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	6	6	0	1	-1	-1	-1	-1	-1	-1	-1	-1	43	43	7	0	3.31	4	6	311	0.5466	0.0032	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	66	3	5	5	3	16	11	16	18	1	sentinel	theirs	44	3	2	2	14	14	83	0.83	0.86	137	2	15	85	0.85	10	2	80	1	0	0	0	92	92	1	0	0	0	1	1	1	1.0	92	0	11	0	10	28	0	7	-1	500	500	45	0	0	1	100	Core destroyed
cap6_drakkarfjord_s16_A	drakkarfjord	16	A	1000	1	5	0	3	1.376	4	4	9	9	33	2	2	5	11	2	2	10	10	10	14	7	3	49	40	0	82	200	0	16	300	0	14	300	0	300	0	2	2	10	0	1	9	1	2	2	10	4	1	9	1	2	0	1	7	1	9	1	2	0	1	7	1	9	1	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	4	4	0	2	6	6	0	0	6	6	0	0	42	42	6	0	5.674	5	6	2117	0.88	0.0005	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	66	4	5	5	3	19	11	17	17	1	sentinel	theirs	43	2	2	2	14	14	116	0.116	0.134	163	2	15	985	0.985	12	2	88	2	0	0	0	149	100	2	0	0	0	2	1	2	1.0	149	0	156	6	10	45	0	10	433	198	500	66	34	136	1	1000	Titanium collected (tiebreak)
parent_drakkarfjord_s16_B	drakkarfjord	16	B	100	1	4	0	3	1.376	4	4	9	9	33	2	2	2	11	2	2	10	17	18	9	6	1	7	30	0	24	200	0	24	280	0	24	280	0	280	0	2	1	8	0	1	9	1	2	2	18	6	1	9	2	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	6	6	0	0	-1	-1	-1	-1	-1	-1	-1	-1	45	45	6	0	2.77	4	6	350	0.6171	0.0029	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	68	2	5	5	3	21	11	21	17	1	sentinel	theirs	43	2	2	2	14	14	83	0.83	0.86	129	2	15	85	0.85	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	16	0	20	28	0	0	-1	500	500	45	0	0	1	100	Core destroyed
flagoff_drakkarfjord_s16_B	drakkarfjord	16	B	461	1	4	0	3	1.376	4	4	9	9	33	2	4	5	11	2	2	10	17	29	9	6	1	7	30	0	62	200	0	14	410	0	22	410	0	410	0	2	1	8	0	1	9	1	4	2	18	5	1	9	2	4	0	2	8	1	9	2	4	0	2	8	1	9	2	21	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	5	5	0	1	6	6	0	0	6	6	0	0	46	46	6	0	5.286	4	6	1435	0.7352	0.0028	6	12	14	2	2	0.5	0	42	9	0.214	5	5	10	0	6	10	10	0	68	4	5	5	3	58	11	18	17	1	sentinel	theirs	41	2	2	2	14	14	445	0.965	0.97	807	2	15	446	0.967	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	87	0	38	64	0	0	-1	500	500	77	0	104	1	461	Core destroyed
v531fix_drakkarfjord_s16_B	drakkarfjord	16	B	369	1	5	0	3	1.376	4	5	14	11	31	1	1	2	10	3	3	9	15	18	10	8	1	1	0	0	22	90	0	16	150	0	16	150	0	150	0	1	0	8	0	1	11	1	1	1	18	3	1	11	2	1	0	2	7	1	11	2	1	0	2	8	1	11	2	9	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	2	2	0	4	6	6	0	0	6	6	0	0	48	48	6	0	4.959	5	6	983	0.766	0.002	6	12	14	2	2	0.4	0	42	9	0.214	5	5	10	0	6	10	10	0	66	3	5	5	3	46	11	15	17	1	sentinel	theirs	41	1	2	2	14	14	355	0.962	0.962	674	2	15	354	0.959	11	2	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	67	0	32	34	11	0	-1	500	500	85	0	500	1	369	Core destroyed
