tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
atoll_s1_B	956	10	10	HOP	765	766	1	0	76.5	76.5	999
atoll_s1_B	958	5	13	HOP	767	768	1	0	8.5	200.5	999
atoll_s1_B	962	5	13	HOP	768	772	4	0	8.5	200.5	999
atoll_s1_B	989	16	4	HOME	794	795	1	0	292.5	4.5	999
atoll_s1_B	995	13	9	HOP	798	799	1	0	140.5	44.5	999
atoll_s1_B	1000	7	10	HOP	800	801	1	0	40.5	112.5	999
atoll_s2_A	7	4	12	HOME	1	2	1	0	200.5	8.5	565
atoll_s2_A	12	8	8	HOP	3	4	1	0	72.5	72.5	565
atoll_s2_A	53	16	1	RING	18	-1	547	1	4.5	364.5	565
atoll_s2_A	197	4	12	HOME	149	150	1	0	200.5	8.5	565
atoll_s2_A	206	10	9	HOP	156	157	1	0	62.5	86.5	565
atoll_s2_A	241	5	15	HOME	186	187	1	0	246.5	6.5	565
atoll_s2_A	246	12	12	HOP	190	191	1	0	96.5	96.5	565
atoll_s2_A	252	13	6	HOP	196	197	1	0	14.5	182.5	565
atoll_s2_A	273	2	17	HOME	214	470	256	0	366.5	6.5	565
atoll_s2_A	275	5	15	HOME	215	216	1	0	246.5	6.5	565
atoll_s2_A	279	11	12	HOP	218	219	1	0	102.5	78.5	565
atoll_s2_A	285	13	7	HOP	224	225	1	0	22.5	166.5	565
atoll_s2_A	472	5	12	HOP	470	471	1	0	180.5	12.5	565
atoll_s2_A	480	10	7	HOP	475	476	1	0	40.5	112.5	565
atoll_s2_B	7	13	5	HOME	1	2	1	0	200.5	8.5	160
atoll_s2_B	12	9	9	HOP	3	4	1	0	72.5	72.5	160
atoll_s2_B	105	0	13	HOP	46	-1	114	1	8.5	320.5	160
atoll_s3_A	7	4	12	HOME	1	2	1	0	200.5	8.5	244
atoll_s3_A	12	8	8	HOP	3	4	1	0	72.5	72.5	244
atoll_s3_A	23	12	2	RING	7	-1	237	1	6.5	246.5	244
atoll_s3_B	7	13	5	HOME	1	2	1	0	200.5	8.5	142
atoll_s3_B	12	9	9	HOP	3	4	1	0	72.5	72.5	142
atoll_s3_B	128	0	15	RING	66	-1	76	1	6.5	366.5	142
drakkarfjord_s1_A	7	5	23	HOME	1	2	1	0	804.5	8.5	207
drakkarfjord_s1_A	11	10	20	HOP	3	4	1	0	512.5	76.5	207
drakkarfjord_s1_A	13	14	16	HOP	5	6	1	0	288.5	204.5	207
drakkarfjord_s1_A	14	18	12	HOP	7	8	1	0	128.5	396.5	207
drakkarfjord_s1_A	15	22	8	HOP	9	10	1	0	32.5	652.5	207
drakkarfjord_s1_A	92	27	7	RING	39	-1	168	1	6.5	906.5	207
drakkarfjord_s1_A	204	24	4	RING	100	-1	107	1	6.5	882.5	207
drakkarfjord_s1_B	7	24	6	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s1_B	11	19	9	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s1_B	13	15	13	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s1_B	14	11	17	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s1_B	15	7	21	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s2_A	7	5	23	HOME	1	2	1	0	804.5	8.5	308
drakkarfjord_s2_A	11	10	20	HOP	3	4	1	0	512.5	76.5	308
drakkarfjord_s2_A	13	14	16	HOP	5	6	1	0	288.5	204.5	308
drakkarfjord_s2_A	14	18	12	HOP	7	8	1	0	128.5	396.5	308
drakkarfjord_s2_A	15	22	8	HOP	9	10	1	0	32.5	652.5	308
drakkarfjord_s2_A	509	5	22	HOP	195	196	1	0	768.5	12.5	308
drakkarfjord_s2_A	519	12	18	HOP	200	201	1	0	392.5	132.5	308
drakkarfjord_s2_A	528	19	11	HOP	208	209	1	0	98.5	454.5	308
drakkarfjord_s2_A	535	28	8	HOP	214	215	1	0	14.5	922.5	308
drakkarfjord_s2_A	548	25	2	HOP	229	-1	79	1	8.5	1012.5	308
drakkarfjord_s2_B	7	24	6	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s2_B	11	19	9	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s2_B	13	15	13	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s2_B	14	11	17	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s2_B	15	7	21	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s2_B	318	10	18	HOP	120	121	1	0	98.5	454.5	999
drakkarfjord_s2_B	526	22	0	HOP	173	-1	826	1	980.5	40.5	999
drakkarfjord_s2_B	568	29	1	HOP	184	-1	815	1	1254.5	18.5	999
drakkarfjord_s2_B	607	29	5	HOME	193	263	70	0	1082.5	6.5	999
drakkarfjord_s2_B	613	21	7	HOP	195	196	1	0	648.5	36.5	999
drakkarfjord_s2_B	643	16	15	HOP	202	203	1	0	272.5	220.5	999
drakkarfjord_s2_B	668	7	18	HOP	208	209	1	0	62.5	562.5	999
drakkarfjord_s2_B	776	16	7	HOP	236	-1	763	1	488.5	116.5	999
drakkarfjord_s2_B	805	14	0	HOP	244	-1	755	1	732.5	176.5	999
drakkarfjord_s2_B	883	24	8	HOP	263	264	1	0	734.5	18.5	999
drakkarfjord_s2_B	892	19	11	HOP	265	266	1	0	454.5	98.5	999
drakkarfjord_s2_B	924	11	17	HOP	273	274	1	0	128.5	396.5	999
drakkarfjord_s2_B	1034	23	7	HOP	301	302	1	0	726.5	18.5	999
drakkarfjord_s2_B	1043	18	11	HOP	304	305	1	0	422.5	114.5	999
drakkarfjord_s2_B	1062	12	16	HOP	309	310	1	0	162.5	342.5	999
drakkarfjord_s2_B	1100	8	9	HOP	320	-1	679	1	270.5	362.5	999
drakkarfjord_s2_B	1131	5	4	HOP	329	-1	670	1	426.5	462.5	999
drakkarfjord_s2_B	1279	29	6	HOME	376	-1	623	1	1044.5	8.5	999
drakkarfjord_s2_B	1302	29	10	HOP	383	-1	616	1	912.5	36.5	999
drakkarfjord_s2_B	1318	29	14	HOP	388	-1	611	1	812.5	96.5	999
drakkarfjord_s2_B	1336	29	18	HOP	393	-1	606	1	744.5	188.5	999
drakkarfjord_s2_B	1357	26	21	HOP	400	-1	599	1	564.5	272.5	999
drakkarfjord_s2_B	1380	22	23	HOP	407	-1	592	1	382.5	362.5	999
drakkarfjord_s2_B	1401	19	18	HOP	414	-1	585	1	314.5	238.5	999
drakkarfjord_s2_B	1428	14	16	HOP	422	-1	577	1	204.5	288.5	999
drakkarfjord_s2_B	1574	8	1	HOP	464	-1	535	1	582.5	354.5	999
drakkarfjord_s2_B	1858	29	24	HOP	546	-1	453	1	702.5	386.5	999
drakkarfjord_s2_B	1905	19	26	HOP	559	-1	440	1	274.5	518.5	999
drakkarfjord_s2_B	1929	14	25	HOP	566	-1	433	1	132.5	576.5	999
drakkarfjord_s2_B	1961	10	21	HOP	575	-1	424	1	68.5	544.5	999
drakkarfjord_s2_B	1993	8	15	HOP	584	-1	415	1	120.5	452.5	999
drakkarfjord_s2_B	2326	29	28	HOP	681	-1	318	1	714.5	558.5	999
drakkarfjord_s2_B	2347	24	28	HOP	687	-1	312	1	474.5	558.5	999
drakkarfjord_s2_B	2465	5	20	HOP	721	726	5	0	26.5	702.5	999
drakkarfjord_s3_A	7	5	23	HOME	1	2	1	0	804.5	8.5	502
drakkarfjord_s3_A	11	10	20	HOP	3	4	1	0	512.5	76.5	502
drakkarfjord_s3_A	13	14	16	HOP	5	6	1	0	288.5	204.5	502
drakkarfjord_s3_A	14	18	12	HOP	7	8	1	0	128.5	396.5	502
drakkarfjord_s3_A	15	22	8	HOP	9	10	1	0	32.5	652.5	502
drakkarfjord_s3_A	116	27	7	RING	51	-1	451	1	6.5	906.5	502
drakkarfjord_s3_B	7	24	6	HOME	1	2	1	0	804.5	8.5	151
drakkarfjord_s3_B	11	19	9	HOP	3	4	1	0	512.5	76.5	151
drakkarfjord_s3_B	13	15	13	HOP	5	6	1	0	288.5	204.5	151
drakkarfjord_s3_B	14	11	17	HOP	7	8	1	0	128.5	396.5	151
drakkarfjord_s3_B	15	7	21	HOP	9	10	1	0	32.5	652.5	151
glacierkeep_s1_A	7	14	5	HOME	1	2	1	0	462.5	6.5	680
glacierkeep_s1_A	11	15	11	HOP	3	4	1	0	240.5	72.5	680
glacierkeep_s1_A	13	16	17	HOP	5	6	1	0	92.5	212.5	680
glacierkeep_s1_A	14	16	23	HOP	7	8	1	0	14.5	422.5	680
glacierkeep_s1_B	7	14	24	HOME	1	2	1	0	462.5	6.5	566
glacierkeep_s1_B	11	15	18	HOP	3	4	1	0	240.5	72.5	566
glacierkeep_s1_B	13	16	12	HOP	5	6	1	0	92.5	212.5	566
glacierkeep_s1_B	14	16	6	HOP	7	8	1	0	14.5	422.5	566
glacierkeep_s2_A	7	14	5	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s2_A	11	15	11	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s2_A	13	16	17	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s2_A	14	16	23	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s2_B	7	14	24	HOME	1	2	1	0	462.5	6.5	216
glacierkeep_s2_B	11	15	18	HOP	3	4	1	0	240.5	72.5	216
glacierkeep_s2_B	13	16	12	HOP	5	6	1	0	92.5	212.5	216
glacierkeep_s2_B	14	16	6	HOP	7	8	1	0	14.5	422.5	216
glacierkeep_s2_B	90	15	5	RING	89	-1	127	1	6.5	462.5	216
glacierkeep_s3_A	7	14	5	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s3_A	11	15	11	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s3_A	13	16	17	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s3_A	14	16	23	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s3_A	385	16	8	HOP	668	669	1	0	344.5	32.5	999
glacierkeep_s3_A	395	16	10	HOP	740	741	1	0	274.5	58.5	999
glacierkeep_s3_A	439	16	10	HOP	880	881	1	0	274.5	58.5	999
glacierkeep_s3_B	7	14	24	HOME	1	2	1	0	462.5	6.5	520
glacierkeep_s3_B	11	15	18	HOP	3	4	1	0	240.5	72.5	520
glacierkeep_s3_B	13	16	12	HOP	5	6	1	0	92.5	212.5	520
glacierkeep_s3_B	14	16	6	HOP	7	8	1	0	14.5	422.5	520
midgard_s1_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	520
midgard_s1_A	11	8	8	HOP	3	4	1	0	684.5	60.5	520
midgard_s1_A	19	12	12	HOP	5	6	1	0	420.5	180.5	520
midgard_s1_A	21	16	16	HOP	7	8	1	0	220.5	364.5	520
midgard_s1_A	26	20	20	HOP	9	10	1	0	84.5	612.5	520
midgard_s1_A	30	24	24	HOP	11	-1	509	1	12.5	924.5	520
midgard_s1_A	35	24	26	RING	14	16	2	0	6.5	1014.5	520
midgard_s1_A	57	24	26	RING	24	26	2	0	6.5	1014.5	520
midgard_s1_A	121	28	25	RING	47	-1	473	1	4.5	1156.5	520
midgard_s1_A	274	11	7	HOP	308	309	1	0	620.5	92.5	520
midgard_s1_A	283	22	18	HOP	324	325	1	0	92.5	620.5	520
midgard_s1_A	292	1	1	HOME	402	403	1	0	1300.5	4.5	520
midgard_s1_A	293	8	4	HOP	408	409	1	0	848.5	32.5	520
midgard_s1_A	294	18	16	HOP	424	425	1	0	182.5	422.5	520
midgard_s1_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	999
midgard_s1_B	11	21	21	HOP	3	4	1	0	684.5	60.5	999
midgard_s1_B	17	17	17	HOP	5	6	1	0	420.5	180.5	999
midgard_s1_B	25	13	13	HOP	7	8	1	0	220.5	364.5	999
midgard_s1_B	28	9	9	HOP	9	10	1	0	84.5	612.5	999
midgard_s1_B	31	5	5	HOP	11	65	54	0	12.5	924.5	999
midgard_s1_B	407	28	28	HOME	191	192	1	0	1300.5	4.5	999
midgard_s1_B	409	24	24	HOP	193	194	1	0	924.5	12.5	999
midgard_s1_B	411	20	20	HOP	195	196	1	0	612.5	84.5	999
midgard_s1_B	413	16	16	HOP	197	198	1	0	364.5	220.5	999
midgard_s1_B	415	12	12	HOP	199	200	1	0	180.5	420.5	999
midgard_s1_B	418	9	8	HOP	202	203	1	0	72.5	648.5	999
midgard_s2_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	327
midgard_s2_A	11	8	8	HOP	3	4	1	0	684.5	60.5	327
midgard_s2_A	19	12	12	HOP	5	6	1	0	420.5	180.5	327
midgard_s2_A	24	16	16	HOP	7	8	1	0	220.5	364.5	327
midgard_s2_A	28	20	20	HOP	9	10	1	0	84.5	612.5	327
midgard_s2_A	30	24	24	HOP	11	15	4	0	12.5	924.5	327
midgard_s2_A	36	24	26	RING	14	-1	313	1	6.5	1014.5	327
midgard_s2_A	266	5	1	HOME	103	104	1	0	1112.5	8.5	327
midgard_s2_A	285	11	9	HOP	111	112	1	0	546.5	114.5	327
midgard_s2_A	325	20	20	HOP	125	126	1	0	84.5	612.5	327
midgard_s2_A	406	4	9	HOP	153	154	1	0	812.5	44.5	327
midgard_s2_A	414	7	15	HOP	156	157	1	0	512.5	176.5	327
midgard_s2_A	439	15	21	HOP	164	165	1	0	162.5	498.5	327
midgard_s2_A	453	21	27	HOP	170	171	1	0	30.5	942.5	327
midgard_s2_A	627	4	9	HOP	246	247	1	0	812.5	44.5	327
midgard_s2_A	635	7	15	HOP	249	250	1	0	512.5	176.5	327
midgard_s2_A	639	12	18	HOP	251	252	1	0	282.5	330.5	327
midgard_s2_A	653	21	23	HOP	259	260	1	0	42.5	762.5	327
midgard_s2_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	172
midgard_s2_B	11	21	21	HOP	3	4	1	0	684.5	60.5	172
midgard_s2_B	15	17	17	HOP	5	6	1	0	420.5	180.5	172
midgard_s2_B	24	13	13	HOP	7	8	1	0	220.5	364.5	172
midgard_s2_B	27	9	9	HOP	9	10	1	0	84.5	612.5	172
midgard_s2_B	30	5	5	HOP	11	-1	161	1	12.5	924.5	172
midgard_s3_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	259
midgard_s3_A	11	8	8	HOP	3	4	1	0	684.5	60.5	259
midgard_s3_A	19	12	12	HOP	5	6	1	0	420.5	180.5	259
midgard_s3_A	23	16	16	HOP	7	8	1	0	220.5	364.5	259
midgard_s3_A	25	20	20	HOP	9	10	1	0	84.5	612.5	259
midgard_s3_A	29	24	24	HOP	11	-1	248	1	12.5	924.5	259
midgard_s3_A	34	24	26	RING	14	-1	245	1	6.5	1014.5	259
midgard_s3_A	106	8	6	HOP	41	42	1	0	762.5	42.5	259
midgard_s3_A	116	14	9	HOP	44	45	1	0	462.5	174.5	259
midgard_s3_A	124	17	15	HOP	47	48	1	0	222.5	366.5	259
midgard_s3_A	133	21	21	HOP	51	52	1	0	60.5	684.5	259
midgard_s3_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	172
midgard_s3_B	11	21	21	HOP	3	4	1	0	684.5	60.5	172
midgard_s3_B	15	17	17	HOP	5	6	1	0	420.5	180.5	172
midgard_s3_B	24	13	13	HOP	7	8	1	0	220.5	364.5	172
midgard_s3_B	27	9	9	HOP	9	10	1	0	84.5	612.5	172
midgard_s3_B	30	5	5	HOP	11	-1	161	1	12.5	924.5	172
nordkap_s1_A	7	9	9	HOME	1	2	1	0	90.5	6.5	603
nordkap_s1_A	11	10	15	HOP	3	4	1	0	12.5	72.5	603
nordkap_s1_A	344	11	9	HOME	257	258	1	0	92.5	8.5	603
nordkap_s1_A	429	11	9	HOME	298	299	1	0	92.5	8.5	603
nordkap_s1_A	524	6	9	HOP	347	348	1	0	102.5	18.5	603
nordkap_s1_A	608	11	9	HOME	395	396	1	0	92.5	8.5	603
nordkap_s1_A	706	6	9	HOP	451	452	1	0	102.5	18.5	603
nordkap_s1_A	766	12	7	HOME	488	489	1	0	138.5	6.5	603
nordkap_s1_A	843	11	9	HOME	526	527	1	0	92.5	8.5	603
nordkap_s1_B	7	9	16	HOME	1	2	1	0	90.5	6.5	999
nordkap_s1_B	11	10	10	HOP	3	4	1	0	12.5	72.5	999
nordkap_s1_B	325	11	17	HOME	301	302	1	0	112.5	4.5	999
nordkap_s1_B	349	7	12	HOP	321	-1	678	1	36.5	48.5	999
nordkap_s1_B	358	3	8	HOP	328	-1	671	1	44.5	152.5	999
nordkap_s1_B	460	5	0	HOP	401	-1	598	1	62.5	362.5	999
nordkap_s1_B	474	15	0	HOP	412	-1	587	1	72.5	372.5	999
nordkap_s1_B	490	16	8	HOP	424	-1	575	1	44.5	152.5	999
nordkap_s1_B	561	13	4	HOP	469	-1	530	1	18.5	222.5	999
nordkap_s1_B	590	14	12	HOP	488	-1	511	1	50.5	62.5	999
nordkap_s1_B	602	11	16	HOME	496	-1	503	1	92.5	8.5	999
nordkap_s1_B	616	16	16	HOP	506	-1	493	1	132.5	48.5	999
nordkap_s1_B	639	14	20	HOP	523	-1	476	1	202.5	22.5	999
nordkap_s1_B	778	11	23	HOP	604	-1	395	1	274.5	22.5	999
nordkap_s1_B	786	6	23	HOP	610	-1	389	1	284.5	32.5	999
nordkap_s1_B	800	1	23	HOP	620	-1	379	1	344.5	92.5	999
nordkap_s1_B	824	3	17	HOP	638	-1	361	1	152.5	44.5	999
nordkap_s1_B	948	1	1	HOP	728	-1	271	1	102.5	378.5	999
nordkap_s1_B	993	19	2	HOP	763	-1	236	1	110.5	362.5	999
nordkap_s2_A	7	9	9	HOME	1	2	1	0	90.5	6.5	596
nordkap_s2_A	11	10	15	HOP	3	4	1	0	12.5	72.5	596
nordkap_s2_A	17	11	20	RING	6	-1	590	1	4.5	184.5	596
nordkap_s2_A	300	11	9	HOME	106	107	1	0	92.5	8.5	596
nordkap_s2_A	305	11	16	HOP	109	112	3	0	8.5	92.5	596
nordkap_s2_A	480	6	19	HOP	194	195	1	0	12.5	168.5	596
nordkap_s2_A	556	3	1	HOP	235	-1	361	1	348.5	72.5	596
nordkap_s2_A	578	13	0	HOP	251	-1	345	1	354.5	54.5	596
nordkap_s2_A	606	8	14	HOP	267	268	1	0	22.5	58.5	596
nordkap_s2_A	649	12	4	HOP	289	-1	307	1	216.5	12.5	596
nordkap_s2_A	660	13	11	HOP	296	486	190	0	68.5	32.5	596
nordkap_s2_A	670	18	8	HOP	303	-1	293	1	182.5	74.5	596
nordkap_s2_A	693	8	14	HOP	319	320	1	0	22.5	58.5	596
nordkap_s2_A	731	8	14	HOP	344	345	1	0	22.5	58.5	596
nordkap_s2_A	790	12	10	HOP	385	386	1	0	78.5	18.5	596
nordkap_s2_A	826	11	9	HOME	406	407	1	0	92.5	8.5	596
nordkap_s2_A	831	11	16	HOP	409	411	2	0	8.5	92.5	596
nordkap_s2_A	868	11	9	HOME	431	432	1	0	92.5	8.5	596
nordkap_s2_A	874	11	16	HOP	434	436	2	0	8.5	92.5	596
nordkap_s2_A	942	7	14	HOP	467	468	1	0	26.5	62.5	596
nordkap_s2_A	993	11	9	HOME	487	488	1	0	92.5	8.5	596
nordkap_s2_A	999	12	15	HOP	489	490	1	0	18.5	78.5	596
nordkap_s2_B	7	9	16	HOME	1	2	1	0	90.5	6.5	325
nordkap_s2_B	11	10	10	HOP	3	4	1	0	12.5	72.5	325
nordkap_s3_A	7	9	9	HOME	1	2	1	0	90.5	6.5	204
nordkap_s3_A	11	10	15	HOP	3	4	1	0	12.5	72.5	204
nordkap_s3_A	19	10	21	RING	6	-1	198	1	6.5	210.5	204
nordkap_s3_B	7	9	16	HOME	1	2	1	0	90.5	6.5	226
nordkap_s3_B	11	10	10	HOP	3	4	1	0	12.5	72.5	226
nordkap_s3_B	72	8	8	RING	28	56	28	0	4.5	112.5	226
nordkap_s3_B	304	11	20	HOME	111	112	1	0	184.5	4.5	226
nordkap_s3_B	329	12	11	HOP	117	118	1	0	26.5	62.5	226
nordkap_s3_B	545	13	20	HOP	176	-1	50	1	194.5	14.5	226
