tag	rnd	why	scale_pct	sent_price	builder_bot	conveyor	splitter	barrier	harvester	launcher	gunner	sentinel
midgard_s2_B	172	r300	232	69	60	18	0	4	20	10	20	0
midgard_s2_B	172	end	232	69	60	18	0	4	20	10	20	0
midgard_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_A	259	r300	212	63	40	17	0	0	15	20	20	0
midgard_s3_A	259	end	212	63	40	17	0	0	15	20	20	0
midgard_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s3_B	172	r300	232	69	60	18	0	4	20	10	20	0
midgard_s3_B	172	end	232	69	60	18	0	4	20	10	20	0
midgard_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_A	300	r300	257	77	80	17	0	5	15	0	0	40
nordkap_s1_A	603	end	236	70	60	16	0	5	15	0	0	40
nordkap_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_B	104	first_fwd_sentinel	307	92	120	7	0	10	10	0	40	20
nordkap_s1_B	300	r300	413	123	120	26	0	12	35	0	40	80
nordkap_s1_B	999	end	589	176	60	67	0	12	70	160	40	80
nordkap_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_A	180	first_fwd_sentinel	398	119	60	40	0	3	45	10	40	100
nordkap_s2_A	300	r300	435	130	40	50	0	5	50	50	40	100
nordkap_s2_A	596	end	362	108	0	48	0	4	40	50	40	80
nordkap_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_B	300	r300	200	60	60	4	0	6	10	0	20	0
nordkap_s2_B	325	end	200	60	60	4	0	6	10	0	20	0
nordkap_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_A	204	r300	207	62	40	15	0	2	20	10	0	20
nordkap_s3_A	204	end	207	62	40	15	0	2	20	10	0	20
nordkap_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_B	34	first_fwd_sentinel	264	79	100	6	0	3	5	10	0	40
nordkap_s3_B	226	r300	312	93	60	35	0	2	45	10	20	40
nordkap_s3_B	226	end	312	93	60	35	0	2	45	10	20	40
nordkap_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
