file	map_w	map_h	rounds	winner	win_condition	a_titanium	b_titanium	a_ti_collected	b_ti_collected	a_chain	b_chain	a_chain_dir	b_chain_dir	a_shipped	b_shipped	a_core_deliv	b_core_deliv	a_sentinel_r	a_sentinel_at	b_sentinel_r	b_sentinel_at	a_gunner_r	a_gunner_at	b_gunner_r	b_gunner_at	a_launcher_r	a_launcher_at	b_launcher_r	b_launcher_at	a_barrier_r	a_barrier_at	b_barrier_r	b_barrier_at	a_harvester_r	a_harvester_at	b_harvester_r	b_harvester_at	a_conveyor_r	a_conveyor_at	b_conveyor_r	b_conveyor_at	a_splitter_r	a_splitter_at	b_splitter_r	b_splitter_at	a_n_builder_bot	b_n_builder_bot	a_n_core	b_n_core	a_n_harvester	b_n_harvester	a_n_conveyor	b_n_conveyor	a_n_splitter	b_n_splitter	a_n_barrier	b_n_barrier	a_n_sentinel	b_n_sentinel	a_n_gunner	b_n_gunner	a_n_launcher	b_n_launcher
4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae_game_1.replay26	24	24	1000	A	titanium_collected	7257	5379	16600	11960	13/14	8/9	12/14	8/9	14/14	9/9	1660	1196			50	9,9	78	9,8	280	21,11			22	17,20	211	18,7			5	0,2	13	13,19	7	1,2	15	14,19					13	12	1	1	14	9	90	81	0	0	9	0	0	5	11	1	0	1
4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae_game_2.replay26	25	15	305	A	core_destroyed	375	35	4210	610	11/12	2/6	10/12	2/6	12/12	5/6	421	61	201	8,6	7	12,8	9	13,7	72	10,9									6	6,1	10	16,11	8	7,1	12	16,12					11	5	1	0	12	6	49	20	0	0	0	0	2	0	7	0	0	0
4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae_game_3.replay26	14	18	1000	A	titanium_collected	223	522	10320	6990	6/6	3/6	6/6	3/6	6/6	6/6	1032	699			5	7,10	7	6,10	27	6,8			44	3,11	223	5,13			3	5,1	2	7,15	5	5,2	4	7,14					3	7	1	1	6	6	23	49	0	0	5	0	0	0	18	0	0	1
4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae_game_4.replay26	25	25	1000	A	titanium_collected	5757	2720	19110	13270	9/12	7/7	8/12	5/7	12/12	7/7	1911	1327	674	15,21	24	10,10	26	10,8	38	6,9			12	19,16	117	19,13			6	1,7	6	14,18	8	1,6	8	15,18					9	9	1	1	12	7	87	118	0	0	67	0	0	10	24	0	0	1
4c9d9d7d-a9ab-4d1a-8da0-584c9900e5ae_game_5.replay26	10	10	1000	A	titanium_collected	34	34	2480	130	1/2	0/1	1/2	0/1	2/2	1/1	248	13			3	8,5	5	4,4	252	4,8									4	3,7	18	3,9	6	3,6	20	4,9					1	2	1	1	2	1	6	16	0	0	0	0	0	0	5	1	0	0
abfe50d5-d74e-42f1-bd3a-23ac4fbd0250_game_1.replay26	14	18	544	A	core_destroyed	53	28	3980	2680	4/4	2/3	3/4	2/3	4/4	3/3	398	268	7	4,9			62	4,6	9	4,8	6	5,3			24	6,11			5	7,2	3	5,16	7	6,3	5	5,15					5	3	1	0	4	3	38	7	0	0	2	0	4	0	1	2	1	0
abfe50d5-d74e-42f1-bd3a-23ac4fbd0250_game_2.replay26	16	16	105	A	core_destroyed	75	23	870	220	5/5	1/4	5/5	1/4	5/5	4/4	87	22	63	9,10					12	10,12	5	5,5			11	10,11			3	1,6	7	11,7	5	2,6	9	11,8					6	5	1	0	5	4	32	8	0	0	4	0	2	0	0	2	1	0
abfe50d5-d74e-42f1-bd3a-23ac4fbd0250_game_3.replay26	25	15	236	A	core_destroyed	75	31	2490	1120	7/10	2/3	7/10	2/3	9/10	3/3	249	112	46	10,12			54	12,6	8	12,8	7	15,5			7	13,10			6	16,3	6	6,13	8	16,2	8	7,13					3	5	1	0	10	3	48	15	0	0	2	0	3	0	0	5	1	0
abfe50d5-d74e-42f1-bd3a-23ac4fbd0250_game_4.replay26	25	25	280	A	core_destroyed	68	29	2600	1290	8/8	2/2	5/8	2/2	8/8	2/2	260	129	108	24,4			43	2,15	33	19,4	6	4,19			35	20,4	177	13,11	5	1,17	5	23,7	7	1,18	7	23,6					5	7	1	0	8	2	113	13	0	0	2	1	2	0	1	4	1	0
abfe50d5-d74e-42f1-bd3a-23ac4fbd0250_game_5.replay26	21	8	182	B	core_destroyed	12	114	200	1660	0/1	5/5	0/1	4/5	1/1	5/5	20	166	22	8,3			36	10,4	24	13,3	7	7,5			76	14,5	70	4,4	4	9,5	3	11,5	6	9,4	5	11,4					1	4	0	1	1	5	10	19	0	0	0	1	0	0	0	10	0	0
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_1.replay26	10	10	1000	A	titanium_collected	44	88	6140	2120	3/4	0/0	3/4	0/0	4/4	0/0	614	212			6	8,5	7	5,3	27	3,5			8	9,5			6	3,4	4	3,7	7	3,9	6	3,6	9	4,9					7	1	1	1	4	0	18	12	0	0	0	1	0	0	13	0	0	0
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_2.replay26	24	24	1000	A	titanium_collected	7263	1133	11190	2460	5/5	1/5	5/5	1/5	5/5	5/5	1119	246	393	7,7	93	2,3	36	6,6					10	15,21			35	3,5	5	0,2	9	13,19	7	1,2	11	14,19					14	3	1	1	5	5	34	32	0	0	0	0	4	0	16	0	0	1
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_3.replay26	16	16	222	B	core_destroyed	24	55	1080	1060	2/5	3/5	2/5	2/5	5/5	3/5	108	106			25	4,3	25	5,3					6	13,13			24	2,1	3	5,0	4	14,11	5	4,0	6	14,12					5	6	0	1	5	5	22	50	0	0	0	2	0	1	4	0	0	1
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_4.replay26	20	26	1000	A	titanium_collected	1507	62	11180	6080	8/10	2/3	8/10	2/3	10/10	3/3	1118	608			9	9,17	23	6,10					6	11,16	318	18,2	31	8,7	5	9,2	5	14,18	7	9,3	7	13,18					4	2	1	1	10	3	30	26	0	0	1	0	0	2	18	0	0	1
dcb80e2e-8c2d-4805-b59a-7551c5f1806a_game_5.replay26	26	26	1000	A	titanium_collected	16163	16013	25170	20370	12/14	8/8	12/14	8/8	14/14	8/8	2517	2037	257	7,8	80	10,9	32	5,8					7	17,19	126	17,11	25	7,6	4	4,1	6	24,19	6	5,1	8	19,18					12	1	1	1	14	8	90	95	0	0	28	0	1	5	25	0	0	2
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_1.replay26	20	26	648	A	core_destroyed	78	31	7450	5070	7/8	3/5	5/8	3/5	8/8	5/5	745	507	116	12,19					11	12,18	8	7,9			10	11,18			7	10,11	5	9,23	9	11,5	7	9,22					4	5	1	0	8	5	82	21	0	0	1	0	3	0	0	7	2	0
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_2.replay26	25	25	1000	A	titanium_collected	1864	1241	16590	13210	6/7	8/8	5/7	6/8	7/7	8/8	1659	1321	35	21,20					24	17,17	8	2,6			22	18,17	148	10,14	7	1,7	6	23,17	9	2,7	8	23,18					3	14	1	1	7	8	132	51	0	0	0	47	0	0	0	32	7	0
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_3.replay26	28	20	1000	B	titanium_collected	3087	725	7720	14040	4/4	13/13	3/4	13/13	4/4	13/13	772	1404	6	14,9	972	12,6			8	15,8	5	5,10			13	18,10	92	11,8	4	8,13	3	21,6	6	8,12	5	20,6					4	14	1	1	4	13	19	63	0	0	0	5	0	1	0	17	1	0
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_4.replay26	16	16	142	A	core_destroyed	113	22	1080	960	3/3	4/5	3/3	3/5	3/3	5/5	108	96	69	9,9					17	10,8	7	5,5			20	10,11			6	1,6	7	11,7	8	2,6	9	11,8					7	5	1	0	3	5	25	15	0	0	3	0	1	0	0	5	2	0
4ff97967-bce2-4227-ba8f-3dfe672d288c_game_5.replay26	25	25	1000	B	titanium_collected	25	44	2470	7250	4/4	3/3	1/4	3/3	4/4	3/3	247	725							35	21,5	6	1,22			48	22,5	120	13,13	5	1,17	5	23,7	7	1,18	7	23,6					4	8	1	1	4	3	93	21	0	0	1	8	0	0	0	8	1	0
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_1.replay26	16	16	278	B	core_destroyed	157	118	3010	3240	6/6	5/5	6/6	5/5	6/6	5/5	301	324			65	5,10	12	5,3	99	7,9			5	14,13	60	4,2	12	5,4	7	4,8	4	14,9	9	4,7	6	13,9					5	3	0	1	6	5	20	45	0	0	3	1	0	3	11	0	0	2
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_2.replay26	20	26	274	B	core_destroyed	9	99	1320	2920	2/3	9/9	2/3	7/9	3/3	9/9	132	292			122	7,6	13	8,5	52	8,13			6	11,20	60	11,6	12	8,7	5	9,2	5	14,18	7	9,3	7	13,18					3	6	0	1	3	9	8	61	0	0	4	2	0	3	5	1	0	2
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_3.replay26	21	8	461	A	core_destroyed	166	55	3780	1220	3/4	2/2	3/4	1/2	4/4	2/2	378	122	401	4,3	8	13,6	12	9,1	108	12,4			6	14,6	41	14,2	11	7,3	3	9,5	3	11,5	5	9,4	5	12,5					7	2	1	0	4	2	14	12	0	0	3	0	1	0	7	0	0	1
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_4.replay26	26	26	1000	A	titanium_collected	18506	6267	22930	12210	10/10	4/7	10/10	4/7	10/10	7/7	2293	1221	315	10,2	40	3,9	42	4,9					10	22,16	74	19,14			3	4,2	9	19,14	5	5,2	11	20,21					14	6	1	1	10	7	48	33	0	0	4	0	1	0	14	0	0	1
a2b7c76f-c5ed-4d8e-8693-22e1fc441747_game_5.replay26	16	16	197	B	core_destroyed	22	77	940	940	4/5	2/2	2/5	2/2	5/5	2/2	94	94			18	5,4	19	7,4					7	13,13	60	2,2	53	2,1	3	5,0	5	14,11	5	4,0	7	14,12					5	6	0	1	5	2	22	28	0	0	5	2	0	1	4	0	0	1
a28c4325-2fef-498d-aec9-83459a337617_game_1.replay26	16	16	113	A	core_destroyed	62	22	1160	230	7/7	3/4	6/7	1/4	7/7	4/4	116	23	64	9,9					15	10,12	6	3,6			12	10,11	70	10,10	4	1,6	7	11,7	6	2,6	9	11,8					6	5	1	0	7	4	42	11	0	0	2	2	3	0	0	3	1	0
a28c4325-2fef-498d-aec9-83459a337617_game_2.replay26	25	25	271	A	core_destroyed	51	7	2080	1230	5/7	2/3	4/7	2/3	6/7	3/3	208	123	36	20,6					38	19,6	11	0,17			39	20,4	60	23,3	10	9,17	5	23,7	12	8,17	7	23,6					5	7	1	0	7	3	86	17	0	0	3	3	2	0	0	2	1	0
a28c4325-2fef-498d-aec9-83459a337617_game_3.replay26	25	15	228	A	core_destroyed	64	28	2000	160	7/9	0/1	6/9	0/1	7/9	1/1	200	16	8	8,6			151	9,7	5	11,9					6	10,10	196	13,12	7	16,3	6	6,13	9	16,2	8	7,13					4	2	1	0	9	1	61	4	0	0	3	2	3	0	2	2	0	0
a28c4325-2fef-498d-aec9-83459a337617_game_4.replay26	18	18	290	A	core_destroyed	162	10	3130	1410	6/6	2/2	5/6	2/2	5/6	2/2	313	141	60	12,2			45	2,12	32	17,5	5	2,17			25	13,3	60	14,4	2	5,16	2	16,0	4	4,16	4	15,0					5	5	1	0	6	2	62	4	0	0	2	4	2	0	4	8	3	0
a28c4325-2fef-498d-aec9-83459a337617_game_5.replay26	21	8	203	B	core_destroyed	2	105	220	1910	0/2	4/4	0/2	4/4	2/2	4/4	22	191	17	13,6					22	10,3	7	3,2			15	14,5	60	16,5	6	1,4	3	11,5	8	2,4	5	11,4					3	5	0	1	2	4	9	14	0	0	0	3	0	0	0	6	1	0
eddb9ae8-e606-4a30-a0cf-84c799f15088_game_1.replay26	26	26	1000	A	titanium_collected	13540	5273	20080	9860	14/15	8/8	10/15	4/8	15/15	8/8	2008	986	26	15,16					27	14,17	7	4,8			37	18,19	75	20,18	6	4,2	3	21,23	8	5,2	5	20,23					5	14	1	1	15	8	64	45	0	0	1	4	0	0	0	18	6	0
eddb9ae8-e606-4a30-a0cf-84c799f15088_game_2.replay26	28	20	124	A	core_destroyed	169	31	1900	1370	8/9	5/6	8/9	5/6	9/9	6/6	190	137	56	21,11					13	18,9	5	9,8			12	18,10			3	8,13	3	21,6	5	8,12	5	20,6					8	5	1	0	9	6	28	19	0	0	2	0	2	0	0	10	1	0
eddb9ae8-e606-4a30-a0cf-84c799f15088_game_3.replay26	25	25	290	A	core_destroyed	101	18	2590	1330	5/8	2/2	4/8	2/2	7/8	2/2	259	133	89	24,4					33	19,4	6	2,23			32	21,5	60	21,5	5	1,17	5	23,7	7	1,18	7	23,6					5	7	1	0	8	2	96	14	0	0	1	4	1	0	0	7	2	0
eddb9ae8-e606-4a30-a0cf-84c799f15088_game_4.replay26	20	26	146	A	core_destroyed	64	23	920	680	6/6	2/4	5/6	2/4	6/6	4/4	92	68	10	7,16					12	9,16	9	11,10			20	9,17	60	8,17	8	9,2	5	9,23	10	9,3	7	9,22					5	5	1	0	6	4	38	12	0	0	3	4	2	0	0	5	1	0
eddb9ae8-e606-4a30-a0cf-84c799f15088_game_5.replay26	26	26	698	B	core_destroyed	2935	3899	8740	14660	6/9	8/9	6/9	8/9	9/9	9/9	874	1466	45	21,17	276	19,17			32	18,16	8	10,4			28	19,18	60	21,21	7	1,5	4	21,24	9	2,5	6	20,24					3	14	0	1	9	9	45	33	0	0	0	13	0	6	0	26	2	0
