file	map_w	map_h	rounds	winner	win_condition	a_titanium	b_titanium	a_ti_collected	b_ti_collected	a_chain	b_chain	a_chain_dir	b_chain_dir	a_shipped	b_shipped	a_core_deliv	b_core_deliv	a_sentinel_r	a_sentinel_at	b_sentinel_r	b_sentinel_at	a_gunner_r	a_gunner_at	b_gunner_r	b_gunner_at	a_launcher_r	a_launcher_at	b_launcher_r	b_launcher_at	a_barrier_r	a_barrier_at	b_barrier_r	b_barrier_at	a_harvester_r	a_harvester_at	b_harvester_r	b_harvester_at	a_conveyor_r	a_conveyor_at	b_conveyor_r	b_conveyor_at	a_splitter_r	a_splitter_at	b_splitter_r	b_splitter_at	a_n_builder_bot	b_n_builder_bot	a_n_core	b_n_core	a_n_harvester	b_n_harvester	a_n_conveyor	b_n_conveyor	a_n_splitter	b_n_splitter	a_n_barrier	b_n_barrier	a_n_sentinel	b_n_sentinel	a_n_gunner	b_n_gunner	a_n_launcher	b_n_launcher
03e63d07-fd8c-4933-b290-570be7e52c36_game_4.replay26	16	16	1000	B	titanium_collected	2761	7379	2950	11520	0/1	8/9	0/1	8/9	1/1	9/9	295	1152	5	5,4			40	3,6	21	8,10			1	9,10					5	1,6	10	7,12	7	2,6	12	7,11					0	9	1	1	1	9	12	35	0	0	0	0	0	0	0	14	0	1
03e63d07-fd8c-4933-b290-570be7e52c36_game_5.replay26	25	15	158	B	core_destroyed	22	48	40	1030	0/2	6/7	0/2	6/7	1/2	7/7	4	103	6	13,5	150	12,7			8	11,7			1	13,9					6	16,6	8	7,8	8	15,6	10	8,8					1	3	0	1	2	7	10	31	0	0	0	0	2	1	0	1	0	1
f2ea3ff4-eeb6-41b1-9a6c-c3b225ea3fe6_game_1.replay26	28	20	1000	B	titanium_collected	3759	137	11680	15660	9/9	8/8	7/9	8/8	9/9	8/8	1168	1566	6	9,11			215	12,9	10	9,7	41	7,11	1	17,10	18	10,9			5	4,11	15	15,12	7	5,11	17	15,11					1	3	1	1	9	8	68	41	0	0	1	0	8	0	0	2	1	1
f2ea3ff4-eeb6-41b1-9a6c-c3b225ea3fe6_game_2.replay26	18	18	228	B	core_destroyed	239	17	950	1080	1/4	3/3	1/4	2/3	4/4	3/3	95	108	16	4,13	16	3,11			20	11,5	53	7,10	1	13,5					3	1,17	4	12,1	7	1,16	6	13,1					3	3	0	1	4	3	20	16	0	0	0	0	0	1	0	1	1	1
f2ea3ff4-eeb6-41b1-9a6c-c3b225ea3fe6_game_3.replay26	20	26	1000	B	titanium_collected	1410	149	1910	4280	1/2	12/13	1/2	10/13	1/2	13/13	191	428	6	10,13	11	10,15	82	9,3	11	11,7			1	10,16	673	10,9			8	14,7	10	10,14	10	13,7	12	9,14					0	7	1	1	2	13	72	86	0	0	1	0	0	0	0	6	0	1
f2ea3ff4-eeb6-41b1-9a6c-c3b225ea3fe6_game_4.replay26	14	18	165	B	core_destroyed	521	6	760	380	2/3	1/1	2/3	1/1	3/3	1/1	76	38	3	6,7	4	6,10			10	4,9			1	7,10					3	7,2	10	7,15	5	7,3	12	6,15					6	4	0	1	3	1	21	2	0	0	0	0	1	1	0	1	0	1
f2ea3ff4-eeb6-41b1-9a6c-c3b225ea3fe6_game_5.replay26	26	26	129	B	core_destroyed	12	1	380	360	1/3	0/1	0/3	0/1	3/3	1/1	38	36	30	5,8	61	3,9			30	6,7	15	6,4	3	20,17					4	4,2	16	15,15	6	5,2	18	14,15					2	4	0	1	3	1	18	10	0	0	0	0	3	1	0	1	1	1
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_1.replay26	16	16	1000	B	titanium_collected	21	2127	0	2690	0/3	1/3	0/3	1/3	3/3	3/3	0	269	20	2,2	19	5,5	25	15,12	41	3,3	1	2,3							20	1,4	5	14,11	22	1,5	7	14,12					6	3	1	1	3	3	8	106	0	0	0	0	0	0	3	0	1	0
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_2.replay26	14	18	164	A	core_destroyed	77	47	1580	570	6/6	0/4	6/6	0/4	6/6	4/4	158	57	16	4,8	5	6,10	6	7,9	44	6,8	1	7,7	33	5,12					5	5,1	4	5,16	7	5,2	6	6,16					3	0	1	0	6	4	25	16	0	0	0	0	0	0	5	0	1	0
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_3.replay26	20	26	340	A	core_destroyed	408	10	2750	90	7/7	0/1	7/7	0/1	7/7	1/1	275	9	10	6,8	5	9,16	14	11,15			1	10,9							8	9,2	7	14,18	10	8,2	9	13,18					6	3	1	0	7	1	42	9	0	0	0	0	0	0	7	0	1	0
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_4.replay26	26	26	1000	A	titanium_collected	2010	2790	14850	5450	20/21	0/2	13/21	0/2	20/21	2/2	1485	545	26	9,8	18	9,10	18	7,9			1	8,7							8	1,5	8	22,23	10	1,4	10	22,22					8	0	1	1	21	2	197	42	0	0	0	0	0	0	7	0	1	0
4aa0b763-18ec-49b5-bb72-803fc6d70d66_game_5.replay26	25	25	169	A	core_destroyed	132	51	1090	480	7/7	1/2	7/7	1/2	7/7	2/2	109	48	29	7,7	19	19,20	24	16,16			1	8,7	16	20,17					10	1,7	7	13,19	12	1,6	9	14,19					4	4	1	0	7	2	27	76	0	0	0	0	1	1	1	0	1	1
b2c92a34-e048-4599-9f11-b375fda9ec84_game_1.replay26	10	10	1000	A	titanium_collected	8119	29	9450	0	6/6	0/0	4/6	0/0	6/6	0/0	945	0	3	2,5			39	0,4	5	4,6	104	2,0	1	5,4					6	6,0			8	5,0							12	3	1	1	6	0	43	0	0	0	0	0	2	0	1	0	1	1
b2c92a34-e048-4599-9f11-b375fda9ec84_game_2.replay26	20	26	324	B	core_destroyed	223	62	1910	2430	2/3	6/8	2/3	6/8	3/3	7/8	191	243	6	9,5	11	6,17	61	8,9	8	10,8	102	12,6	1	10,16					6	10,11	10	10,14	8	10,10	12	9,14					4	3	0	1	3	8	37	27	0	0	0	0	1	1	0	5	1	1
b2c92a34-e048-4599-9f11-b375fda9ec84_game_3.replay26	18	18	284	B	core_destroyed	1844	144	3020	1360	5/5	3/3	5/5	2/3	5/5	3/3	302	136	22	9,3	23	12,3			16	3,13			1	13,5					4	1,17	4	12,1	6	1,16	6	13,1					7	6	0	1	5	3	29	19	0	0	0	0	0	0	0	2	0	1
b2c92a34-e048-4599-9f11-b375fda9ec84_game_4.replay26	16	16	367	B	core_destroyed	85	34	2150	2940	6/8	4/6	3/8	4/6	5/8	4/6	215	294	16	10,10	17	13,13	28	2,3	23	10,13	92	0,2	1	13,12					3	1,4	5	14,11	5	1,3	7	14,12					6	7	0	1	8	6	74	31	0	0	0	0	0	3	0	1	1	1
b2c92a34-e048-4599-9f11-b375fda9ec84_game_5.replay26	21	8	1000	A	titanium_collected	7024	70	8470	120	3/6	0/0	2/6	0/0	6/6	0/0	847	12	4	9,4	15	11,2	60	12,6	10	7,3			1	12,4					6	1,4	9	11,5	8	2,4	11	11,4					0	2	1	1	6	0	46	3	0	0	0	0	2	0	0	3	0	1
e14bb335-9fd3-492f-974f-9fbb2ca0fbb1_game_1.replay26	26	26	805	A	core_destroyed	48	10332	12270	15130	17/25	3/4	13/25	3/4	24/25	4/4	1227	1513	30	7,10	24	9,10	22	7,9			1	8,7	15	19,17					8	1,5	5	15,19	10	1,4	7	16,19					10	4	1	0	25	4	162	123	0	0	0	0	1	0	9	0	1	0
e14bb335-9fd3-492f-974f-9fbb2ca0fbb1_game_2.replay26	18	18	571	A	core_destroyed	89	3002	4060	5030	4/4	2/2	4/4	2/2	4/4	2/2	406	503	18	3,12	15	16,5	16	13,4			1	5,13	68	12,2					8	1,17	3	16,0	10	1,16	7	15,0					5	0	1	0	4	2	33	30	0	0	0	0	1	0	8	0	1	0
e14bb335-9fd3-492f-974f-9fbb2ca0fbb1_game_3.replay26	16	16	338	A	core_destroyed	111	230	2800	1270	4/4	0/0	4/4	0/0	4/4	0/0	280	127			4	12,9	11	13,11			1	6,5							9	1,6	6	7,12	11	2,6	8	13,9					3	1	1	0	4	0	33	7	0	0	0	0	0	0	8	0	1	0
e14bb335-9fd3-492f-974f-9fbb2ca0fbb1_game_4.replay26	14	18	382	A	core_destroyed	86	820	4950	2340	8/8	1/2	8/8	1/2	8/8	2/2	495	234			3	7,10	9	6,10			1	7,7	12	5,12					5	5,1	4	7,15	7	5,2	6	7,14					8	1	1	0	8	2	44	11	0	0	0	0	0	0	7	0	1	0
e14bb335-9fd3-492f-974f-9fbb2ca0fbb1_game_5.replay26	21	8	1000	A	titanium_collected	147	701	11920	5060	5/5	2/2	5/5	2/2	5/5	2/2	1192	506			5	14,2	12	13,3	77	17,6	1	8,4							9	1,4	4	11,5	11	2,4	6	12,5					4	4	1	1	5	2	16	23	0	0	0	0	0	4	3	2	1	0
447e336c-7266-4188-95ff-a67cbaf06d18_game_1.replay26	28	20	334	B	core_destroyed	9	319	770	3840	1/2	11/11	1/2	11/11	2/2	11/11	77	384	5	10,9	11	16,10	62	10,11	10	9,8			1	17,10					17	1,11	12	15,5	19	2,11	14	14,5					4	6	0	1	2	11	13	61	0	0	0	0	0	0	0	5	0	1
447e336c-7266-4188-95ff-a67cbaf06d18_game_2.replay26	25	15	461	A	core_destroyed	19	22	1340	480	6/7	4/7	6/7	4/7	7/7	6/7	134	48	2	11,5	10	9,7	108	8,10	7	12,5	368	12,1	1	13,9					5	16,3	8	7,8	7	16,2	10	8,8					5	3	1	0	7	7	46	13	0	0	0	0	0	0	5	0	1	0
447e336c-7266-4188-95ff-a67cbaf06d18_game_3.replay26	18	18	680	B	core_destroyed	917	27	3580	3340	2/3	4/4	2/3	2/4	3/3	3/4	358	334	15	2,11	19	12,3	297	1,12	16	3,13	198	2,12	1	13,5	393	2,10			3	1,17	4	12,1	5	1,16	6	13,1					0	3	0	1	3	4	22	16	0	0	0	0	0	1	0	4	1	1
447e336c-7266-4188-95ff-a67cbaf06d18_game_4.replay26	26	26	97	A	core_destroyed	24	41	610	370	4/4	3/3	4/4	3/3	4/4	3/3	61	37	18	15,16	24	13,18	37	19,16	24	7,5	12	6,3	1	18,17					7	1,6	9	15,19	9	2,6	11	15,18					4	2	1	0	4	3	12	10	0	0	0	0	0	0	3	0	1	1
447e336c-7266-4188-95ff-a67cbaf06d18_game_5.replay26	21	8	1000	B	titanium_collected	3989	65	5990	6580	2/4	3/3	2/4	3/3	4/4	3/3	599	658	2	9,3	9	11,1			10	11,3			1	12,4					4	1,4	9	11,5	6	2,4	11	12,5					5	4	1	1	4	3	16	10	0	0	0	0	0	0	0	4	0	1
de674ded-6727-4f7f-9c54-f038a7e2b432_game_1.replay26	20	26	343	A	core_destroyed	12	1236	1900	3000	2/3	7/7	2/3	5/7	3/3	6/7	190	300	11	6,8	5	9,17	12	10,17	96	9,16	1	10,9							8	9,2	4	14,18	10	8,2	6	13,18					3	3	1	0	3	7	17	62	0	0	0	0	2	1	2	1	1	0
de674ded-6727-4f7f-9c54-f038a7e2b432_game_2.replay26	28	20	225	A	core_destroyed	100	120	2620	1170	12/12	5/6	12/12	3/6	12/12	6/6	262	117			5	15,9	10	19,8			1	10,10	40	17,9					5	6,6	5	19,13	7	6,7	6	19,12					6	6	1	0	12	6	31	18	0	0	0	0	0	1	3	0	1	0
de674ded-6727-4f7f-9c54-f038a7e2b432_game_3.replay26	14	18	82	B	core_destroyed	41	54	470	680	3/4	4/4	3/4	4/4	4/4	4/4	47	68	10	3,6	8	7,10	8	6,11	28	7,8	1	7,7							5	5,1	3	7,15	7	5,2	4	7,14					3	4	0	1	4	4	14	16	0	0	0	0	0	0	2	2	0	0
de674ded-6727-4f7f-9c54-f038a7e2b432_game_4.replay26	10	10	324	A	core_destroyed	169	103	1780	230	5/5	0/1	5/5	0/1	5/5	1/1	178	23			4	7,8	8	5,7			1	5,4							13	3,7	5	3,9	15	3,6	7	4,9					6	0	1	0	5	1	15	2	0	0	0	0	0	0	4	0	1	0
de674ded-6727-4f7f-9c54-f038a7e2b432_game_5.replay26	26	26	80	B	core_destroyed	46	84	440	510	5/6	4/4	5/6	4/4	6/6	4/4	44	51			23	9,10	23	7,9			1	8,7							8	1,5	9	15,19	10	1,4	11	16,19					5	5	0	1	6	4	12	24	0	0	0	0	0	1	1	0	1	0
7bd8bf8e-6085-4d09-8a2b-edb72ad2abfa_game_1.replay26	28	20	488	B	core_destroyed	5108	22	7780	980	8/9	1/2	7/9	1/2	9/9	2/2	778	98	7	14,10	8	17,7	82	10,10	8	9,10	40	5,7	1	17,10	181	14,9			7	11,8	92	15,12	9	10,8	96	15,11					0	2	0	1	9	2	31	12	0	0	0	0	1	0	2	5	1	1
7bd8bf8e-6085-4d09-8a2b-edb72ad2abfa_game_2.replay26	18	18	966	B	core_destroyed	3063	19	5860	4780	1/3	4/4	1/3	2/4	3/3	4/4	586	478	16	9,3	17	12,3	44	4,11	16	4,12	31	7,8	1	13,5					2	1,17	4	12,1	4	1,16	6	13,1					5	4	0	1	3	4	34	35	0	0	0	0	0	1	0	2	1	1
7bd8bf8e-6085-4d09-8a2b-edb72ad2abfa_game_3.replay26	26	26	294	B	core_destroyed	612	558	4340	5370	9/10	14/15	8/10	14/15	10/10	15/15	434	537	18	15,16	23	13,18	49	4,7	21	15,17	28	5,7	1	18,17					9	1,6	9	15,19	11	2,6	11	15,18					2	8	0	1	10	15	57	81	0	0	0	0	2	3	1	4	1	1
7bd8bf8e-6085-4d09-8a2b-edb72ad2abfa_game_4.replay26	25	15	247	B	core_destroyed	19	69	840	1100	1/3	8/9	1/3	8/9	3/3	9/9	84	110	6	13,5			76	11,6	8	11,7	100	12,7	1	13,9	164	11,7			6	16,6	8	7,8	8	15,6	10	8,8					2	2	0	1	3	9	28	31	0	0	0	0	1	0	1	3	1	1
7bd8bf8e-6085-4d09-8a2b-edb72ad2abfa_game_5.replay26	25	25	606	B	core_destroyed	3831	2500	7880	9040	3/3	17/17	3/3	17/17	3/3	17/17	788	904	15	14,14	16	17,17			20	14,16	105	6,3	1	17,16					6	1,7	9	14,18	8	2,7	11	14,17					1	8	0	1	3	17	48	95	0	0	0	0	4	1	0	4	1	1
7bcba428-c6f7-4b49-b002-6d5393871e1f_game_1.replay26	21	8	688	B	core_destroyed	199	32	3280	6300	2/2	6/6	2/2	4/6	2/2	6/6	328	630	6	9,3	11	11,1	31	8,6	9	10,3			1	12,4					5	1,4	9	11,5	7	2,4	11	11,4					6	7	0	1	2	6	23	20	0	0	0	0	0	0	0	8	0	1
7bcba428-c6f7-4b49-b002-6d5393871e1f_game_2.replay26	25	25	370	B	core_destroyed	26	54	170	3130	0/1	11/11	0/1	11/11	1/1	11/11	17	313	28	17,8	29	20,5	128	0,21	35	18,6	22	4,22	1	19,5					7	1,17	13	23,7	9	1,18	15	22,7					1	6	0	1	1	11	5	58	0	0	0	0	0	0	1	8	1	1
7bcba428-c6f7-4b49-b002-6d5393871e1f_game_3.replay26	10	10	191	A	core_destroyed	271	9	1300	0	3/3	0/3	3/3	0/3	3/3	3/3	130	0	3	2,5			43	3,5	4	4,5			1	5,4					6	6,0	10	8,1	8	5,0	12	7,1					8	2	1	0	3	3	29	2	0	0	0	0	2	0	2	1	0	1
7bcba428-c6f7-4b49-b002-6d5393871e1f_game_4.replay26	26	26	314	B	core_destroyed	124	204	4600	6440	7/14	14/14	7/14	14/14	14/14	14/14	460	644	20	15,16	26	13,18	40	6,8	26	7,6	11	6,3	1	18,17					5	1,6	9	15,19	7	2,6	11	15,18					8	8	0	1	14	14	100	131	0	0	0	0	0	2	0	5	1	1
7bcba428-c6f7-4b49-b002-6d5393871e1f_game_5.replay26	26	26	1000	B	titanium_collected	38	2457	12450	18260	4/7	22/26	4/7	22/26	7/7	26/26	1245	1826	51	3,3	433	8,9	177	8,4	59	7,5	23	7,7	3	20,17					4	2,6	16	15,15	6	2,5	18	14,15					6	9	1	1	7	26	60	98	0	0	0	0	0	1	0	10	0	1
e64c3327-2ed7-4352-8d1b-8ea0ed1f436c_game_1.replay26	28	20	136	A	core_destroyed	22	27	310	0	1/1	0/0	1/1	0/0	1/1	0/0	31	0					4	16,9	4	18,9	1	10,9	1	17,10					6	1,11			7	9,9							3	4	1	0	1	0	13	0	0	0	0	0	0	0	1	1	0	0
e64c3327-2ed7-4352-8d1b-8ea0ed1f436c_game_2.replay26	26	26	427	B	core_destroyed	3777	511	6970	6460	4/8	13/13	4/8	11/13	8/8	13/13	697	646	21	7,7	289	2,3	51	8,4	18	18,16	4	7,8	1	18,17	25	18,14			7	3,2	9	15,19	9	4,2	11	15,18					1	8	0	1	8	13	51	95	0	0	0	0	0	1	1	5	0	1
e64c3327-2ed7-4352-8d1b-8ea0ed1f436c_game_3.replay26	25	25	714	B	core_destroyed	66	49	320	3590	0/0	2/10	0/0	2/10	0/0	10/10	32	359	31	0,18					23	19,6	6	5,17	1	19,5	26	15,7			8	1,17	13	23,7	10	1,18	15	22,7					2	4	0	1	0	10	1	61	0	0	2	0	0	0	0	6	0	1
e64c3327-2ed7-4352-8d1b-8ea0ed1f436c_game_4.replay26	28	20	164	A	core_destroyed	517	16	2300	0	11/11	0/0	11/11	0/0	11/11	0/0	230	0					7	16,9	8	17,9	4	10,10	1	17,10	62	15,10			3	6,6			5	7,6							7	2	1	0	11	0	39	0	0	0	7	0	0	0	4	0	1	1
e64c3327-2ed7-4352-8d1b-8ea0ed1f436c_game_5.replay26	18	18	741	B	core_destroyed	1482	41	5840	3730	4/4	2/2	2/4	2/2	4/4	2/2	584	373	40	2,12	165	6,15	70	11,3	12	14,5	5	4,11	1	13,5	702	9,8			2	1,17	4	12,1	4	1,16	6	13,1					1	6	0	1	4	2	37	17	0	0	1	0	2	1	1	2	1	1
a63a2f73-9a60-4013-bb38-f721e04ef5b7_game_1.replay26	20	26	200	B	core_destroyed	63	222	770	1380	2/5	4/5	2/5	4/5	5/5	5/5	77	138			5	9,20	12	10,10	11	9,9	1	10,9	8	10,15			20	9,15	8	9,2	6	14,18	10	8,2	7	13,18					3	6	0	1	5	5	13	28	0	0	0	2	0	1	3	1	1	1
a63a2f73-9a60-4013-bb38-f721e04ef5b7_game_2.replay26	18	18	1000	A	titanium_collected	1368	1374	8180	6180	5/6	2/2	5/6	2/2	6/6	2/2	818	618	168	11,0	19	17,1	10	4,11	29	14,5	1	5,13	4	11,4			101	8,9	8	1,17	6	16,0	10	1,16	7	13,4					7	2	1	1	6	2	36	36	0	0	0	0	0	4	4	1	1	1
a63a2f73-9a60-4013-bb38-f721e04ef5b7_game_3.replay26	25	25	1000	A	titanium_collected	149	3316	14710	12630	19/19	3/5	15/19	3/5	19/19	5/5	1471	1263			21	18,21	12	8,8	29	16,17	1	8,7	6	15,15			88	9,9	10	1,7	8	14,18	12	1,6	9	15,18					7	0	1	1	19	5	116	65	0	0	0	0	0	7	5	2	1	1
a63a2f73-9a60-4013-bb38-f721e04ef5b7_game_4.replay26	26	26	503	A	core_destroyed	358	3146	8250	5740	19/19	3/6	19/19	3/6	19/19	6/6	825	574	304	15,19			18	7,9	51	5,7	1	8,7	11	15,16			25	7,11	8	1,5	8	24,20	10	1,4	10	23,20					9	2	1	0	19	6	93	39	0	0	0	0	2	0	9	0	1	1
a63a2f73-9a60-4013-bb38-f721e04ef5b7_game_5.replay26	25	15	201	B	core_destroyed	23	32	700	1230	0/6	3/4	0/6	3/4	6/6	4/4	70	123			62	12,9	13	11,6	4	11,7	1	13,5	2	12,7			88	10,9	9	6,1	6	16,11	11	6,2	7	10,12					2	3	0	1	6	4	36	36	0	0	0	3	0	1	0	4	1	0
cd9ae34c-a359-495e-83d1-5fa0034a4287_game_1.replay26	21	8	602	A	core_destroyed	705	20	4280	1810	3/4	1/1	3/4	1/1	4/4	1/1	428	181			4	12,4	8	8,3	51	12,4	1	8,4	32	17,2					9	1,4	8	11,5	11	2,4	11	11,6					8	8	1	0	4	1	12	19	0	0	0	0	0	0	9	1	1	1
cd9ae34c-a359-495e-83d1-5fa0034a4287_game_2.replay26	26	26	80	B	core_destroyed	18	143	470	570	4/4	4/4	4/4	4/4	4/4	4/4	47	57			24	9,10	24	19,21			1	8,7							8	1,5	4	15,19	10	1,4	6	16,19					4	5	0	1	4	4	9	22	0	0	0	0	0	1	3	0	1	0
cd9ae34c-a359-495e-83d1-5fa0034a4287_game_3.replay26	28	20	439	A	core_destroyed	955	876	9550	5910	17/18	6/6	17/18	6/6	18/18	6/6	955	591	361	17,10	5	18,11	6	18,9	24	16,10	1	10,10	60	20,7					5	6,6	3	19,13	7	6,7	5	19,12					8	8	1	0	18	6	139	75	0	0	0	0	1	0	7	0	1	0
cd9ae34c-a359-495e-83d1-5fa0034a4287_game_4.replay26	24	24	200	B	core_destroyed	29	19	560	670	2/4	5/5	2/4	2/5	4/4	5/5	56	67			43	8,8	23	7,7	155	2,5	1	7,6	18	21,19					8	0,2	7	23,21	10	1,2	9	15,20					6	5	0	1	4	5	34	35	0	0	0	0	0	0	1	2	1	1
cd9ae34c-a359-495e-83d1-5fa0034a4287_game_5.replay26	14	18	459	A	core_destroyed	87	33	5880	2160	9/9	2/2	7/9	2/2	9/9	2/2	588	216	11	4,8	6	6,10	8	8,10	88	6,8	1	7,7							5	5,1	3	7,15	7	5,2	5	7,14					9	3	1	0	9	2	60	15	0	0	0	0	0	0	12	0	1	0
b8a10d95-4d33-443e-8616-90717e2eb721_game_1.replay26	20	26	151	A	core_destroyed	13	146	1040	880	5/6	5/6	5/6	4/6	5/6	6/6	104	88	10	6,8	7	10,12	6	9,17	69	8,16	1	10,9	62	7,17					8	9,2	7	14,18	10	8,2	16	14,17					4	6	1	0	6	6	21	28	0	0	0	0	0	1	5	1	1	1
b8a10d95-4d33-443e-8616-90717e2eb721_game_2.replay26	24	24	150	A	core_destroyed	1	48	380	640	1/1	3/7	1/1	2/7	1/1	5/7	38	64	39	5,8	27	8,8	26	7,7	136	2,7	1	7,6							8	0,2	10	23,21	10	1,2	12	22,21					5	5	1	0	1	7	7	39	0	0	0	0	0	0	2	1	1	0
