file	map_w	map_h	rounds	winner	win_condition	a_titanium	b_titanium	a_ti_collected	b_ti_collected	a_chain	b_chain	a_chain_dir	b_chain_dir	a_shipped	b_shipped	a_core_deliv	b_core_deliv	a_sentinel_r	a_sentinel_at	b_sentinel_r	b_sentinel_at	a_gunner_r	a_gunner_at	b_gunner_r	b_gunner_at	a_launcher_r	a_launcher_at	b_launcher_r	b_launcher_at	a_barrier_r	a_barrier_at	b_barrier_r	b_barrier_at	a_harvester_r	a_harvester_at	b_harvester_r	b_harvester_at	a_conveyor_r	a_conveyor_at	b_conveyor_r	b_conveyor_at	a_splitter_r	a_splitter_at	b_splitter_r	b_splitter_at	a_n_builder_bot	b_n_builder_bot	a_n_core	b_n_core	a_n_harvester	b_n_harvester	a_n_conveyor	b_n_conveyor	a_n_splitter	b_n_splitter	a_n_barrier	b_n_barrier	a_n_sentinel	b_n_sentinel	a_n_gunner	b_n_gunner	a_n_launcher	b_n_launcher
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_1.replay26	14	18	355	B	core_destroyed	962	1036	930	4180	1/3	4/6	1/3	4/6	3/3	5/6	93	418	7	6,7			41	6,9	7	7,8									5	7,2	2	7,15	7	7,6	4	7,14					0	6	0	1	3	6	18	20	0	0	0	0	0	0	0	13	0	0
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_2.replay26	16	16	1000	B	titanium_collected	5351	9375	4950	11980	2/7	5/5	2/7	5/5	7/7	5/5	495	1198	19	10,10					25	10,12	27	3,1			320	1,5			4	1,4	3	14,11	6	1,3	2	14,12					1	8	1	1	7	5	24	33	0	0	1	0	0	0	0	12	1	0
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_3.replay26	25	15	258	A	core_destroyed	69	10	1030	70	3/4	0/0	2/4	0/0	3/4	0/0	103	7	5	13,4			38	14,6	3	11,8	34	11,6			15	12,6			6	16,6			8	16,5	13	16,12					1	2	1	0	4	0	47	12	0	0	0	0	1	0	1	0	0	0
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_4.replay26	24	24	1000	B	titanium_collected	2973	12827	3560	15340	3/11	7/15	1/11	7/15	11/11	13/15	356	1534	32	14,14					41	16,16	21	3,6							8	0,2	10	23,21	10	1,2	8	13,20					4	5	1	1	11	15	48	54	0	0	0	0	1	0	0	8	1	0
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_5.replay26	28	20	216	B	core_destroyed	910	607	1300	3630	2/5	11/12	2/5	11/12	5/5	11/12	130	363	9	14,10					13	15,9	11	9,8			33	11,9			6	6,6	3	16,8	8	7,6	3	19,12					0	6	0	1	5	12	13	68	0	0	0	0	0	0	0	8	0	0
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_1.replay26	26	26	1000	B	titanium_collected	8137	10009	9660	16430	3/10	7/23	3/10	7/23	10/10	16/23	966	1643							57	21,16	17	6,4			53	18,11			5	2,8	6	23,19	7	3,8	4	23,20					8	7	1	1	10	23	38	47	0	0	1	0	0	0	0	12	1	0
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_2.replay26	14	18	1000	A	titanium_collected	11193	13	13100	2470	4/6	1/2	4/6	1/2	6/6	2/2	1310	247	3	6,7			68	6,9	8	7,9					24	7,7			5	5,1	2	7,15	7	5,2	4	7,14					0	4	1	1	6	2	73	5	0	0	0	0	0	0	0	3	0	0
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_3.replay26	25	15	1000	A	titanium_collected	4924	705	10140	3220	5/8	1/1	5/8	1/1	8/8	1/1	1014	322	4	11,5			63	10,7	2	11,8	44	12,6			31	11,6			6	16,6	331	16,11	8	16,5	160	15,8					2	2	1	1	8	1	125	13	0	0	0	0	1	0	1	5	0	0
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_4.replay26	21	8	630	B	core_destroyed	1197	796	710	4750	0/2	3/5	0/2	3/5	2/2	5/5	71	475	3	9,4					5	12,4					10	9,3			8	1,4	5	11,5	10	2,4	5	10,2					0	7	0	1	2	5	10	16	0	0	0	0	0	0	0	13	0	0
313d303f-ffa1-4581-a24f-5bbd3b8ca234_game_5.replay26	18	18	198	B	core_destroyed	55	50	760	1400	1/4	2/3	0/4	2/3	4/4	3/3	76	140	16	9,3					19	12,3	18	4,14							4	1,17	2	12,1	8	1,16	4	12,2					1	4	0	1	4	3	22	12	0	0	0	0	1	0	0	7	0	0
50f00a69-3521-49de-a33f-20d97fa56a14_game_1.replay26	28	20	1000	B	titanium_collected	5036	17795	4500	19840	7/9	16/17	2/9	9/17	8/9	17/17	450	1984			13	13,9	16	10,9	54	13,7			82	17,10			31	16,9	6	1,11	11	26,11	8	2,11	13	25,11					5	13	1	1	9	17	45	129	0	0	0	1	0	0	3	0	0	1
50f00a69-3521-49de-a33f-20d97fa56a14_game_2.replay26	10	10	321	A	core_destroyed	696	97	2430	70	0/0	0/4	0/0	0/4	0/0	4/4	243	7			2	4,8	2	4,6													5	6,2	3	5,2	7	6,3					5	1	1	0	0	4	8	8	0	0	0	0	0	0	6	0	0	0
50f00a69-3521-49de-a33f-20d97fa56a14_game_3.replay26	25	15	321	A	core_destroyed	116	327	3740	720	2/2	0/5	2/2	0/5	2/2	5/5	374	72			2	12,9	5	12,6									12	13,9	6	16,6	8	7,8	4	16,5	10	8,8					5	0	1	0	2	5	41	4	0	0	0	0	0	0	15	0	0	0
50f00a69-3521-49de-a33f-20d97fa56a14_game_4.replay26	28	20	193	A	core_destroyed	508	607	2870	1140	11/13	4/6	11/13	2/6	11/13	6/6	287	114			15	13,9	21	13,11	52	14,12							44	17,10	4	11,12	6	16,8	2	6,7	8	17,8					7	0	1	0	13	6	32	22	0	0	0	1	0	0	6	0	0	0
50f00a69-3521-49de-a33f-20d97fa56a14_game_5.replay26	16	16	1000	B	titanium_collected	3478	8497	4920	9510	2/3	8/11	2/3	4/11	3/3	9/11	492	951			16	5,5	21	3,3	27	4,1			22	12,14					3	1,4	7	10,15	2	1,3	9	11,15					4	1	1	1	3	11	5	88	0	0	0	0	0	2	5	0	0	1
067dcff2-0649-4a81-a003-387aeb7d6513_game_1.replay26	16	16	370	B	core_destroyed	1166	1214	2170	5110	0/5	6/7	0/5	6/7	5/5	6/7	217	511	12	7,7			31	9,10	17	10,7	21	2,3							4	1,6	4	11,7	6	2,6	3	8,11					0	7	0	1	5	7	7	34	0	0	0	0	0	0	0	13	0	0
067dcff2-0649-4a81-a003-387aeb7d6513_game_2.replay26	25	25	232	B	core_destroyed	62	145	1270	3100	1/6	7/7	1/6	7/7	6/6	7/7	127	310	15	14,14			64	5,8	34	16,14	27	6,3							8	1,7	5	14,18	10	2,7	3	15,18					3	5	0	1	6	7	18	31	0	0	0	0	0	0	1	13	0	0
067dcff2-0649-4a81-a003-387aeb7d6513_game_3.replay26	24	24	1000	B	titanium_collected	8562	9225	11170	14930	4/12	9/20	4/12	8/20	11/12	19/20	1117	1493	22	14,14					26	16,16	39	5,6			44	20,8			8	0,2	10	23,21	10	1,2	8	13,20					2	5	1	1	12	20	57	77	0	0	1	0	2	0	0	9	1	0
067dcff2-0649-4a81-a003-387aeb7d6513_game_4.replay26	28	20	1000	B	titanium_collected	154	16035	740	22550	0/6	13/18	0/6	13/18	5/6	16/18	74	2255	6	14,10					9	17,10					24	11,9			8	1,11	8	15,14	10	2,11	6	15,13					3	9	1	1	6	18	23	72	0	0	1	0	0	0	0	6	0	0
067dcff2-0649-4a81-a003-387aeb7d6513_game_5.replay26	26	26	1000	B	titanium_collected	10002	19721	10130	22680	4/10	9/14	3/10	9/14	10/10	10/14	1013	2268	20	15,16					22	17,18	23	4,5							7	1,6	4	18,14	9	2,6	3	16,19					0	6	1	1	10	14	39	48	0	0	0	0	0	0	0	17	1	0
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_1.replay26	28	20	275	A	core_destroyed	1434	8	6730	450	14/22	0/2	14/22	0/2	14/22	2/2	673	45			11	13,10	29	14,10					10	18,8					4	11,12	6	19,13	2	6,7	8	19,12					8	1	1	0	22	2	54	6	0	0	0	0	0	0	9	0	0	0
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_2.replay26	21	8	95	B	core_destroyed	5	12	850	290	3/4	2/3	3/4	2/3	4/4	3/3	85	29			12	11,4	10	8,6											3	9,5	6	11,5	3	2,4	8	15,5					5	1	0	1	4	3	12	21	0	0	0	0	0	1	5	0	0	0
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_3.replay26	25	25	337	A	core_destroyed	233	200	4180	1100	7/8	0/4	7/8	0/4	8/8	3/4	418	110			27	7,16	42	6,17					54	20,2			12	20,4	4	1,17	6	23,7	2	1,18	8	23,6					6	1	1	0	8	4	54	34	0	0	0	1	0	0	16	0	0	0
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_4.replay26	25	15	155	B	core_destroyed	0	89	0	1190	0/2	6/8	0/2	6/8	2/2	8/8	0	119			3	11,9	4	10,6	87	12,7									6	16,6	5	16,8	4	16,5	7	15,8					5	6	0	1	2	8	9	47	0	0	0	0	0	0	2	1	0	0
4e0874d0-a6c0-43b1-8cc9-023c9dab8589_game_5.replay26	24	24	1000	A	titanium_collected	8534	1487	11850	900	6/15	0/8	6/15	0/8	10/15	7/8	1185	90			38	8,8	41	6,6	153	19,14			16	20,17					6	0,2	11	13,19	4	1,2	13	14,19					4	1	1	1	15	8	56	24	0	0	0	0	0	0	18	0	0	1
621b841e-c4b9-43dd-b8bb-489ab2130747_game_1.replay26	18	18	354	B	core_destroyed	690	70	1460	3980	1/3	4/5	1/3	4/5	3/3	5/5	146	398	18	9,3			73	5,11	21	12,3	53	0,13			89	5,14			4	1,17	2	12,1	5	1,16	4	12,2					2	5	0	1	3	5	8	16	0	0	0	0	0	0	0	15	0	0
621b841e-c4b9-43dd-b8bb-489ab2130747_game_2.replay26	28	20	215	B	core_destroyed	387	291	1610	3470	1/4	7/9	1/4	7/9	4/4	8/9	161	347	6	14,9			45	11,11	14	14,12	20	6,7							5	6,6	3	16,8	7	7,6	3	19,12					0	5	0	1	4	9	11	34	0	0	0	0	0	0	0	15	0	0
621b841e-c4b9-43dd-b8bb-489ab2130747_game_3.replay26	26	26	476	B	core_destroyed	4743	5661	6690	11580	4/11	13/17	3/11	13/17	11/11	14/17	669	1158	20	15,16					22	17,18	10	4,7			142	8,7			4	1,6	4	18,14	6	2,6	3	16,19					0	7	0	1	11	17	65	60	0	0	0	0	0	0	0	17	0	0
621b841e-c4b9-43dd-b8bb-489ab2130747_game_4.replay26	25	25	271	B	core_destroyed	511	666	3070	5110	4/9	11/11	2/9	11/11	9/9	11/11	307	511	16	14,14					21	14,17	25	7,3			109	8,9			7	1,7	5	14,18	9	2,7	3	15,18					1	4	0	1	9	11	51	74	0	0	1	0	4	0	0	10	0	0
621b841e-c4b9-43dd-b8bb-489ab2130747_game_5.replay26	14	18	1000	B	titanium_collected	8147	7782	8140	9720	3/7	3/4	3/7	3/4	7/7	4/4	814	972	1	6,7			25	7,9	5	4,9									5	7,2	6	3,10	7	7,3	3	3,11					0	7	1	1	7	4	28	22	0	0	0	0	0	0	0	6	0	0
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_1.replay26	14	18	356	B	core_destroyed	35	25	1260	3210	0/8	2/2	0/8	2/2	8/8	2/2	126	321	2	6,7					5	6,10									4	7,2	2	7,15	6	7,3	4	7,14					0	3	0	1	8	2	31	15	0	0	0	0	0	0	0	13	0	0
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_2.replay26	28	20	621	B	core_destroyed	54	682	4030	7370	0/16	7/8	0/16	7/8	13/16	7/8	403	737	6	14,9			69	3,10	9	17,9	89	12,9							11	12,14	8	15,14	13	12,13	6	15,13					5	5	0	1	16	8	22	57	0	0	0	0	0	0	0	14	0	0
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_3.replay26	24	24	1000	B	titanium_collected	52	10082	3110	18310	1/5	19/27	1/5	19/27	5/5	25/27	311	1831	44	14,14			80	7,1	52	16,16	20	3,6							14	10,4	10	23,21	16	10,3	8	13,20					2	5	1	1	5	27	36	75	0	0	0	0	0	0	1	12	1	0
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_4.replay26	25	15	1000	A	titanium_collected	19308	603	27540	1540	22/24	0/0	15/24	0/0	23/24	0/0	2754	154	5	12,7			256	13,9	3	11,8	185	8,9							6	16,3	7	7,8	8	16,2	6	16,12					5	2	1	1	24	0	165	20	0	0	0	0	5	0	1	2	1	0
5a6a1a8f-ff00-44a7-a8e7-802b8b03c1b5_game_5.replay26	28	20	989	B	core_destroyed	3472	17535	8320	28160	3/12	12/13	3/12	12/13	12/12	12/13	832	2816	8	14,9			60	11,9	11	15,9	9	9,8							3	8,13	3	16,8	5	8,12	3	19,12					1	6	0	1	12	13	28	69	0	0	0	0	0	0	0	19	0	0
d694094e-018d-4d85-8201-2ac9befc162c_game_1.replay26	24	24	1000	A	titanium_collected	13984	1319	20790	5980	20/20	7/14	20/20	6/14	20/20	13/14	2079	598			299	22,16	40	7,7					21	17,17					6	0,2	8	23,21	4	1,2	10	21,15					7	8	1	1	20	14	83	67	0	0	0	0	0	6	4	0	0	1
d694094e-018d-4d85-8201-2ac9befc162c_game_2.replay26	25	15	1000	A	titanium_collected	7670	7805	15520	14890	5/5	11/15	5/5	6/15	5/5	15/15	1552	1489			10	10,7	13	7,4	48	6,5			42	7,9					6	16,6	10	16,11	4	16,5	12	16,12					5	4	1	1	5	15	29	80	0	0	0	0	0	0	15	0	0	1
d694094e-018d-4d85-8201-2ac9befc162c_game_3.replay26	25	25	1000	A	titanium_collected	12427	87	25100	9300	14/16	7/13	13/16	3/13	14/16	13/13	2510	930			18	10,10	23	7,10	94	17,12			22	17,20					5	9,9	6	14,18	3	9,8	13	16,15					8	2	1	1	16	13	85	78	0	0	0	0	0	0	19	0	0	1
d694094e-018d-4d85-8201-2ac9befc162c_game_4.replay26	26	26	1000	A	titanium_collected	18939	9596	23490	11440	18/24	3/10	18/24	3/10	21/24	10/10	2349	1144			25	9,9	28	7,7	44	8,8			19	18,21					5	4,2	7	23,19	3	4,3	9	23,20					9	8	1	1	24	10	66	39	0	0	0	0	0	0	11	0	0	1
d694094e-018d-4d85-8201-2ac9befc162c_game_5.replay26	16	16	684	A	core_destroyed	738	159	9600	5430	6/6	0/4	6/6	0/4	6/6	4/4	960	543			7	8,8	11	6,6	42	7,6			33	9,14					4	1,6	4	14,9	2	2,6	6	13,9					4	2	1	0	6	4	23	10	0	0	0	0	0	0	10	0	0	0
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_1.replay26	16	16	688	A	core_destroyed	7393	26	13240	1430	6/6	0/6	6/6	0/6	6/6	6/6	1324	143			10	8,8	14	6,6											4	1,6	7	7,11	2	2,6	11	8,11					8	1	1	0	6	6	42	6	0	0	0	0	0	0	13	0	0	0
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_2.replay26	26	26	1000	B	titanium_collected	13633	21625	19630	25040	8/8	10/18	8/8	9/18	8/8	18/18	1963	2504					29	8,6	44	8,5			13	19,16					5	7,11	6	24,19	3	7,10	13	16,19					6	5	1	1	8	18	38	80	0	0	0	0	0	0	14	0	0	0
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_3.replay26	24	24	1000	A	titanium_collected	10080	4159	17160	8020	9/15	1/13	8/15	1/13	9/15	13/13	1716	802			99	12,18	47	7,7	135	12,12			29	21,17					6	0,2	7	23,21	4	1,2	9	22,21					4	7	1	1	15	13	60	36	0	0	0	0	0	3	10	1	0	0
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_4.replay26	18	18	1000	A	titanium_collected	1510	760	11850	6070	5/5	2/3	5/5	2/3	5/5	3/3	1185	607			15	3,9	25	3,11					16	14,0					2	1,17	3	16,0	4	1,16	5	15,0					3	6	1	1	5	3	16	34	0	0	0	0	0	0	17	0	0	1
78dd80a3-6a83-4f08-87fc-0355cf95f77e_game_5.replay26	26	26	1000	A	titanium_collected	8474	27	16800	8360	11/18	3/9	7/18	3/9	16/18	9/9	1680	836			36	9,9	55	10,9	39	8,8			25	18,18					5	4,2	9	19,14	3	4,3	11	20,14					3	6	1	1	18	9	32	33	0	0	0	0	0	1	11	1	0	0
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_1.replay26	16	16	1000	A	titanium_collected	5259	38	13170	2110	4/4	0/7	4/4	0/7	4/4	7/7	1317	211			6	8,8	10	6,6					20	9,7					4	1,6	6	14,9	2	2,6	8	13,9					4	2	1	1	4	7	15	9	0	0	0	0	0	0	17	0	0	0
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_2.replay26	24	24	1000	A	titanium_collected	13548	6113	18570	12100	9/17	11/14	9/17	5/14	16/17	14/14	1857	1210			105	14,21	31	7,7					16	17,17					6	0,2	8	13,19	4	1,2	10	14,19					3	11	1	1	17	14	67	62	0	0	0	0	0	5	7	0	0	1
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_3.replay26	25	25	356	A	core_destroyed	129	24	4650	970	6/6	0/5	6/6	0/5	6/6	5/5	465	97			30	7,16	40	8,16					15	20,2			10	20,4	4	1,17	4	23,7	2	1,18	6	23,6					6	2	1	0	6	5	58	15	0	0	0	0	0	0	19	0	0	0
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_4.replay26	18	18	572	A	core_destroyed	855	32	6840	1760	5/6	0/2	5/6	0/2	6/6	2/2	684	176			17	3,9	28	3,12	54	15,6			19	16,1					2	1,17	6	12,1	4	1,16	10	13,1					4	1	1	0	6	2	18	6	0	0	0	0	0	0	19	0	0	0
16e6c29f-92d5-42a3-b2a2-ac46cbf9cfb2_game_5.replay26	25	25	1000	A	titanium_collected	5861	52	16760	8140	11/11	9/16	11/11	2/16	11/11	16/16	1676	814			24	10,10	29	10,7	72	5,9			14	19,16					5	9,9	10	13,19	3	9,8	11	15,20					6	2	1	1	11	16	60	82	0	0	0	0	0	1	23	3	0	0
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_1.replay26	20	26	214	B	core_destroyed	12	346	910	4560	0/3	12/13	0/3	12/13	3/3	13/13	91	456	19	9,9					12	7,14									5	10,11	3	10,14	7	10,10	4	9,14					0	8	0	1	3	13	1	54	0	0	0	0	1	0	0	12	0	0
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_2.replay26	16	16	1000	B	titanium_collected	3527	6426	4920	7280	7/9	3/3	2/9	3/3	8/9	3/3	492	728	19	10,10			26	11,14	23	12,12	17	3,1							4	1,4	3	14,11	6	1,3	2	14,12					7	3	1	1	9	3	73	18	0	0	0	0	3	0	0	9	1	0
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_3.replay26	16	16	581	B	core_destroyed	39	663	4600	8150	1/5	6/7	0/5	6/7	5/5	7/7	460	815	14	7,7			22	9,9	19	10,7									4	1,6	4	11,7	6	2,6	3	8,11					2	5	0	1	5	7	19	20	0	0	0	0	0	0	0	12	0	0
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_4.replay26	25	15	1000	A	titanium_collected	6556	15	12030	1900	24/24	0/0	13/24	0/0	24/24	0/0	1203	190	5	14,5					2	11,8									6	16,6			8	15,6	17	7,9					7	2	1	1	24	0	181	6	0	0	0	0	0	0	0	3	0	0
dfdcee4b-0613-4d96-9a91-25d4b26eee32_game_5.replay26	21	8	636	B	core_destroyed	786	704	2930	6990	2/5	3/3	1/5	3/3	5/5	3/3	293	699	6	9,4					13	10,5									6	1,4	5	11,5	8	3,2	5	10,2					2	3	0	1	5	3	16	27	0	0	0	0	0	0	0	14	0	0
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_1.replay26	20	26	257	B	core_destroyed	3	230	660	4410	0/2	8/9	0/2	8/9	2/2	8/9	66	441	6	10,13			83	11,9	27	12,10	36	9,9							7	10,11	3	10,14	9	10,10	4	9,14					2	5	0	1	2	9	10	36	0	0	0	0	0	0	0	16	0	0
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_2.replay26	25	25	768	B	core_destroyed	60	7087	5160	20860	0/10	15/15	0/10	14/15	10/10	15/15	516	2086	21	14,14					23	16,14	19	4,4							5	1,7	5	14,18	7	2,7	3	15,18					1	6	0	1	10	15	25	103	0	0	0	0	0	0	0	29	0	0
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_3.replay26	25	25	1000	B	titanium_collected	1577	80	8410	8680	3/6	2/6	2/6	2/6	6/6	6/6	841	868	33	17,8					43	18,8	19	0,20							7	1,17	4	23,7	9	1,18	2	23,6					6	2	1	1	6	6	110	34	0	0	0	0	0	0	0	11	1	0
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_4.replay26	18	18	385	B	core_destroyed	18	758	1730	4210	0/3	4/4	0/3	4/4	3/3	4/4	173	421	20	9,3			25	11,3	23	12,3	15	5,15							2	1,17	2	12,1	4	1,16	4	12,2					2	4	0	1	3	4	15	17	0	0	0	0	0	0	0	15	0	0
b38a86d5-2c33-462d-9f63-e06cdd5bdd9e_game_5.replay26	16	16	566	B	core_destroyed	616	1341	3690	7940	1/8	4/4	1/8	4/4	8/8	4/4	369	794	7	7,7					12	9,9	15	2,2							7	4,8	4	11,7	9	4,7	3	8,11					2	5	0	1	8	4	17	40	0	0	0	0	0	0	0	14	0	0
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_1.replay26	16	16	467	B	core_destroyed	4216	236	5650	3410	0/7	5/5	0/7	5/5	7/7	5/5	565	341	46	3,6			11	9,9	11	8,10	8	6,6							4	1,6	4	11,7	5	2,6	3	8,11					0	5	0	1	7	5	12	15	0	0	0	0	0	0	0	19	0	0
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_2.replay26	25	15	399	B	core_destroyed	427	15	840	1690	1/2	1/1	1/2	1/1	2/2	1/1	84	169	6	10,5			6	11,7	2	11,8	3	12,6							6	7,6	10	6,13	7	10,2	8	6,12					2	4	0	1	2	1	22	23	0	0	0	0	0	0	0	6	0	0
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_3.replay26	16	16	1000	B	titanium_collected	4106	7256	5350	10270	1/7	3/3	1/7	3/3	7/7	3/3	535	1027	81	3,1			17	12,12	19	9,11	5	4,3			96	7,8			4	1,4	3	14,11	5	1,3	2	14,12					2	9	1	1	7	3	48	31	0	0	1	0	0	0	0	6	0	0
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_4.replay26	24	24	402	B	core_destroyed	669	76	1770	4080	0/7	5/7	0/7	5/7	7/7	6/7	177	408					28	21,16	29	20,14	12	8,9			60	11,12			8	0,2	10	23,21	10	1,2	8	13,20					1	5	0	1	7	7	20	64	0	0	5	0	0	0	0	15	0	0
3ced1189-112c-4b56-8b2a-ce59d4dddea4_game_5.replay26	28	20	296	B	core_destroyed	2959	938	4010	6670	0/8	13/15	0/8	13/15	8/8	13/15	401	667					5	16,9	9	17,9	1	10,9			32	15,10			3	4,11	3	16,8	4	5,11	3	19,12					0	8	0	1	8	15	6	62	0	0	0	0	0	0	0	15	0	0
49252597-5bf1-41c3-9efc-80f3d1b6ec77_game_1.replay26	25	25	1000	B	titanium_collected	54	7708	2580	11920	1/3	7/8	0/3	7/8	3/3	8/8	258	1192	26	17,8			166	6,22	32	18,5	17	2,18							8	1,17	4	23,7	10	1,18	2	23,6					10	5	1	1	3	8	24	37	0	0	0	0	0	0	2	15	0	0
