file	map_w	map_h	rounds	winner	win_condition	a_titanium	b_titanium	a_ti_collected	b_ti_collected	a_chain	b_chain	a_chain_dir	b_chain_dir	a_shipped	b_shipped	a_core_deliv	b_core_deliv	a_sentinel_r	a_sentinel_at	b_sentinel_r	b_sentinel_at	a_gunner_r	a_gunner_at	b_gunner_r	b_gunner_at	a_launcher_r	a_launcher_at	b_launcher_r	b_launcher_at	a_barrier_r	a_barrier_at	b_barrier_r	b_barrier_at	a_harvester_r	a_harvester_at	b_harvester_r	b_harvester_at	a_conveyor_r	a_conveyor_at	b_conveyor_r	b_conveyor_at	a_splitter_r	a_splitter_at	b_splitter_r	b_splitter_at	a_n_builder_bot	b_n_builder_bot	a_n_core	b_n_core	a_n_harvester	b_n_harvester	a_n_conveyor	b_n_conveyor	a_n_splitter	b_n_splitter	a_n_barrier	b_n_barrier	a_n_sentinel	b_n_sentinel	a_n_gunner	b_n_gunner	a_n_launcher	b_n_launcher
571c7b80-28b0-4c3a-b060-c84e206ed7ce_game_1.replay26	20	26	165	B	core_destroyed	20	84	1110	1840	2/3	6/8	2/3	6/8	3/3	8/8	111	184			58	8,13	11	11,8	65	6,16			8	10,16			41	9,8	3	10,11	7	10,14	3	9,3	10	13,20					6	1	0	1	3	8	19	40	0	0	0	0	0	4	6	1	0	1
571c7b80-28b0-4c3a-b060-c84e206ed7ce_game_2.replay26	28	20	413	A	core_destroyed	1271	142	8770	2620	14/23	0/6	14/23	0/6	18/23	6/6	877	262			9	12,13	15	10,15					7	22,7					4	11,12	6	16,8	2	6,7	8	17,8					11	0	1	0	23	6	67	6	0	0	0	0	0	0	7	0	0	0
571c7b80-28b0-4c3a-b060-c84e206ed7ce_game_3.replay26	28	20	1000	A	titanium_collected	6158	4677	8020	5060	3/10	2/10	3/10	2/10	4/10	10/10	802	506			82	10,9	14	12,7					10	15,11					6	1,11	9	26,11	8	2,11	11	25,11					4	0	1	1	10	10	50	30	0	0	0	0	0	0	7	0	0	0
571c7b80-28b0-4c3a-b060-c84e206ed7ce_game_4.replay26	21	8	552	A	core_destroyed	41	1103	4270	2390	3/4	1/4	3/4	1/4	4/4	4/4	427	239			11	12,6	8	9,3					6	16,5					3	9,5	4	11,5	3	2,4	6	12,5					4	0	1	0	4	4	13	10	0	0	0	0	0	1	9	0	0	1
571c7b80-28b0-4c3a-b060-c84e206ed7ce_game_5.replay26	25	15	154	B	core_destroyed	0	61	0	860	0/1	6/6	0/1	3/6	1/1	5/6	0	86			8	10,12	8	14,6					6	10,13			7	11,5	6	16,6	5	16,11	4	16,5	7	16,12					2	3	0	1	1	6	3	30	0	0	0	2	0	2	1	0	0	1
55bb645d-640f-43c3-91a2-b5ae1be342ed_game_1.replay26	20	26	331	A	core_destroyed	2684	658	6860	1560	9/9	0/9	9/9	0/9	9/9	9/9	686	156			16	6,11	18	8,11					6	8,17			47	9,8	3	10,11	5	9,23	3	9,3	7	9,22					7	1	1	0	9	9	48	17	0	0	0	0	0	0	16	0	0	0
55bb645d-640f-43c3-91a2-b5ae1be342ed_game_2.replay26	28	20	393	A	core_destroyed	563	709	7230	1970	11/16	0/7	10/16	0/7	12/16	7/7	723	197			117	13,9	15	11,10					6	18,7					4	11,12	5	16,8	2	6,7	7	20,11					7	0	1	0	16	7	60	2	0	0	0	0	0	0	17	0	0	0
55bb645d-640f-43c3-91a2-b5ae1be342ed_game_3.replay26	28	20	142	B	core_destroyed	5	36	290	780	1/2	3/4	1/2	3/4	2/2	4/4	29	78			102	13,9	14	12,7					10	15,11			40	9,10	6	1,11	9	26,11	8	2,11	11	25,11					5	2	0	1	2	4	7	35	0	0	0	1	0	2	2	0	0	1
55bb645d-640f-43c3-91a2-b5ae1be342ed_game_4.replay26	21	8	228	A	core_destroyed	417	92	2530	210	4/4	0/2	4/4	0/2	4/4	2/2	253	21			13	12,3	11	10,3					8	12,6			13	6,5	3	9,5	7	11,5	3	2,4	9	14,5					4	0	1	0	4	2	13	1	0	0	0	0	0	0	10	0	0	0
55bb645d-640f-43c3-91a2-b5ae1be342ed_game_5.replay26	25	15	308	A	core_destroyed	221	654	6460	3270	11/12	2/11	11/12	2/11	11/12	11/11	646	327			82	9,11	6	13,6					8	7,11					6	16,6	7	16,11	4	16,5	9	16,12					5	2	1	0	12	11	56	18	0	0	0	0	0	1	24	0	0	0
9a49a420-304c-474e-98c1-dd98fc6c4184_game_1.replay26	20	26	201	A	core_destroyed	139	39	2670	3080	7/10	9/9	7/10	9/9	10/10	9/9	267	308	12	11,16			144	13,9	9	11,15	10	6,9			11	11,18			9	10,11	3	10,14	11	10,10	4	9,14					3	5	1	0	10	9	55	48	0	0	0	0	3	0	1	13	1	0
9a49a420-304c-474e-98c1-dd98fc6c4184_game_2.replay26	28	20	112	A	core_destroyed	62	107	1290	990	8/13	4/4	6/13	4/4	12/13	4/4	129	99	56	18,7					9	15,9	7	11,10			23	19,8			6	6,6	3	16,8	8	7,6	3	19,12					4	5	1	0	13	4	37	16	0	0	2	0	1	0	0	4	1	0
9a49a420-304c-474e-98c1-dd98fc6c4184_game_3.replay26	28	20	653	B	core_destroyed	105	1063	10	2620	2/10	0/0	0/10	0/0	9/10	0/0	1	262	15	17,8			346	12,8	9	14,9	12	2,10			10	18,9			11	12,14			13	12,13	6	15,13					0	8	0	1	10	0	45	21	0	0	0	0	0	0	0	5	1	0
9a49a420-304c-474e-98c1-dd98fc6c4184_game_4.replay26	21	8	196	A	core_destroyed	52	15	920	80	2/4	0/3	2/4	0/3	4/4	3/3	92	8	21	9,2					14	12,3	7	8,2			12	14,5			6	1,4	5	11,5	8	3,2	5	10,2					2	1	1	0	4	3	34	4	0	0	2	0	2	0	0	2	2	0
9a49a420-304c-474e-98c1-dd98fc6c4184_game_5.replay26	25	15	149	A	core_destroyed	76	5	1100	0	8/9	0/0	4/9	0/0	8/9	0/0	110	0	6	11,6					2	12,8	7	10,5			60	11,9			6	16,6			8	16,5	10	7,9					3	3	1	0	9	0	44	4	0	0	7	0	3	0	0	3	1	0
d626d6f1-4844-4990-b771-cad45b9e6239_game_1.replay26	24	24	1000	B	titanium_collected	1500	7389	1430	10840	2/13	8/14	1/13	8/14	11/13	9/14	143	1084							34	13,17	9	1,1			40	18,20			8	0,2	10	23,21	10	9,2	8	13,20					1	3	1	1	13	14	43	39	0	0	0	0	0	0	0	16	1	0
d626d6f1-4844-4990-b771-cad45b9e6239_game_2.replay26	18	18	414	B	core_destroyed	1039	556	1590	4860	1/4	4/4	1/4	4/4	4/4	4/4	159	486	59	14,6			90	8,14	20	13,9	5	1,16			63	15,4			3	1,17	2	12,1	6	3,16	4	12,2					0	8	0	1	4	4	6	16	0	0	0	0	0	0	0	17	0	0
d626d6f1-4844-4990-b771-cad45b9e6239_game_3.replay26	16	16	176	A	core_destroyed	194	15	2080	800	8/8	1/2	8/8	1/2	8/8	2/2	208	80	59	5,7					10	10,8	7	2,5			20	12,10			6	1,6	4	11,7	8	4,5	3	8,11					5	2	1	0	8	2	51	10	0	0	3	0	4	0	0	4	1	0
d626d6f1-4844-4990-b771-cad45b9e6239_game_4.replay26	25	25	341	A	core_destroyed	151	256	6610	3140	16/18	9/9	15/18	7/9	18/18	9/9	661	314	60	21,20			110	5,8	21	14,16	9	8,7			27	18,17			8	1,7	5	14,18	10	2,7	3	15,18					5	4	1	0	18	9	133	50	0	0	2	0	9	0	3	9	1	0
d626d6f1-4844-4990-b771-cad45b9e6239_game_5.replay26	25	25	551	A	core_destroyed	75	2534	1610	6250	1/5	5/5	1/5	5/5	5/5	5/5	161	625	495	18,8			128	3,18	33	17,6	5	1,22			37	20,3			3	1,17	4	23,7	5	1,18	2	23,6					0	5	1	0	5	5	68	35	0	0	0	0	1	0	2	15	1	0
4fcbdfc7-23c6-4c54-b8dc-aae1e8fd3679_game_1.replay26	24	24	1000	A	titanium_collected	11006	61	18490	6790	16/18	2/13	10/18	1/13	17/18	13/13	1849	679			220	17,22	42	7,7	561	18,11			16	17,17					6	0,2	10	23,21	4	1,2	12	22,21					5	8	1	1	18	13	64	67	0	0	0	0	0	6	13	0	0	0
4fcbdfc7-23c6-4c54-b8dc-aae1e8fd3679_game_2.replay26	18	18	1000	A	titanium_collected	1022	54	12150	4670	5/5	1/3	5/5	1/3	5/5	3/3	1215	467			15	3,9	25	3,11	52	12,4			15	17,3					2	1,17	3	16,0	4	1,16	7	15,0					2	7	1	1	5	3	17	28	0	0	0	0	0	0	24	1	0	0
4fcbdfc7-23c6-4c54-b8dc-aae1e8fd3679_game_3.replay26	16	16	1000	A	titanium_collected	2722	644	14190	6520	5/5	1/6	5/5	1/6	5/5	6/6	1419	652			6	8,8	10	6,6	23	7,7			56	9,7					4	1,6	6	14,9	2	2,6	8	13,9					6	6	1	1	5	6	15	30	0	0	0	0	0	0	16	0	0	0
4fcbdfc7-23c6-4c54-b8dc-aae1e8fd3679_game_4.replay26	25	25	1000	A	titanium_collected	7754	36	17020	3950	12/14	3/8	12/14	1/8	14/14	8/8	1702	395			21	10,10	47	16,12	68	5,9			12	19,16					5	9,9	7	15,15	3	9,8	9	15,20					7	3	1	1	14	8	69	62	0	0	0	0	0	0	14	0	0	0
4fcbdfc7-23c6-4c54-b8dc-aae1e8fd3679_game_5.replay26	25	25	281	A	core_destroyed	407	9	2990	410	5/5	0/2	5/5	0/2	5/5	2/2	299	41			42	7,16	49	6,16					21	20,2			13	20,4	4	1,17	4	23,7	2	1,18	6	23,6					4	2	1	0	5	2	24	6	0	0	0	1	0	0	11	0	0	0
a887bb00-5989-4193-9d77-9f881d457877_game_1.replay26	20	26	302	B	core_destroyed	129	70	4600	2580	7/7	4/8	7/7	4/8	7/7	8/8	460	258			52	6,18	12	11,9					8	11,14			11	11,7	3	10,11	7	14,18	3	9,3	9	8,16					8	2	0	1	7	8	46	31	0	0	0	0	0	6	11	0	0	0
a887bb00-5989-4193-9d77-9f881d457877_game_2.replay26	28	20	109	B	core_destroyed	83	164	1210	1590	6/6	10/11	6/6	10/11	6/6	10/11	121	159			45	5,8	14	11,7					6	18,7			17	8,11	4	11,12	5	16,8	2	6,7	7	20,11					5	3	0	1	6	11	19	40	0	0	0	2	0	1	7	0	0	1
a887bb00-5989-4193-9d77-9f881d457877_game_3.replay26	28	20	196	B	core_destroyed	64	44	900	1710	2/4	7/7	2/4	6/7	4/4	7/7	90	171			15	11,7	14	11,9					11	15,12			72	9,10	6	1,11	10	26,11	8	2,11	12	25,11					6	6	0	1	4	7	50	47	0	0	0	3	0	6	0	0	0	1
a887bb00-5989-4193-9d77-9f881d457877_game_4.replay26	21	8	257	A	core_destroyed	134	212	3020	920	4/4	0/2	4/4	0/2	4/4	2/2	302	92			20	12,2	12	8,3					7	12,4			15	7,3	3	9,5	6	11,5	3	2,4	8	16,4					4	0	1	0	4	2	18	7	0	0	0	0	0	0	11	0	0	0
a887bb00-5989-4193-9d77-9f881d457877_game_5.replay26	25	15	256	B	core_destroyed	50	177	570	2280	1/1	11/13	1/1	6/13	1/1	12/13	57	228			7	10,7	7	12,6	77	11,7							6	12,5	6	16,6	11	16,11	4	16,5	13	16,12					6	5	0	1	1	13	10	70	0	0	0	4	0	3	1	3	0	0
6db6a201-bb90-4e32-ae73-3c94bd5bae88_game_1.replay26	20	26	139	B	core_destroyed	25	119	780	1350	2/2	6/7	2/2	5/7	2/2	7/7	78	135			95	11,5	12	7,4	57	9,16			5	12,20			12	8,7	3	10,11	4	14,18	3	9,3	6	13,18					5	6	0	1	2	7	13	34	0	0	0	3	0	1	6	2	0	1
6db6a201-bb90-4e32-ae73-3c94bd5bae88_game_2.replay26	28	20	413	B	core_destroyed	122	447	6250	6450	10/12	10/12	7/12	7/12	11/12	11/12	625	645			57	15,6	9	9,10	64	18,7			6	18,12			11	8,11	4	11,12	5	19,13	2	6,7	7	19,12					5	0	0	1	12	12	65	39	0	0	0	0	0	8	11	1	0	3
6db6a201-bb90-4e32-ae73-3c94bd5bae88_game_3.replay26	28	20	491	B	core_destroyed	256	12	3490	610	3/7	0/6	3/7	0/6	4/7	6/6	349	61			107	10,12	14	12,7					12	21,11			40	8,8	6	1,11	11	26,11	8	2,11	13	18,8					7	0	0	1	7	6	48	36	0	0	0	2	0	1	4	0	0	1
6db6a201-bb90-4e32-ae73-3c94bd5bae88_game_4.replay26	21	8	226	A	core_destroyed	35	110	2120	680	2/3	0/3	2/3	0/3	3/3	3/3	212	68			32	17,1	8	9,3	49	10,2			5	14,6			16	6,5	3	9,5	4	11,5	3	2,4	6	12,5					4	3	1	0	3	3	11	10	0	0	0	0	0	1	11	0	0	0
6db6a201-bb90-4e32-ae73-3c94bd5bae88_game_5.replay26	25	15	290	B	core_destroyed	5	30	740	1480	1/2	4/11	1/2	3/11	2/2	10/11	74	148			7	8,9	7	12,6					9	7,9			6	12,5	6	16,6	8	16,8	4	16,5	10	15,13					2	3	0	1	2	11	16	46	0	0	0	7	0	2	3	0	0	1
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_1.replay26	25	25	385	A	core_destroyed	51	643	3880	3770	5/6	5/5	3/6	5/5	6/6	5/5	388	377	85	20,6					34	18,6	7	2,18			38	21,5			6	1,17	4	23,7	8	1,18	2	23,6					3	6	1	0	6	5	120	31	0	0	2	0	4	0	0	13	5	0
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_2.replay26	26	26	166	A	core_destroyed	112	93	1640	2110	3/5	8/8	3/5	8/8	5/5	8/8	164	211	41	21,17					27	19,17	6	4,4			26	20,18			5	1,6	4	18,14	7	2,6	3	16,19					6	5	1	0	5	8	40	22	0	0	0	0	1	0	0	12	1	0
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_3.replay26	25	25	102	A	core_destroyed	109	17	1200	640	9/10	6/6	8/10	4/6	10/10	6/6	120	64	38	18,13					22	16,16	8	1,5			25	17,19			7	1,7	5	14,18	9	2,7	3	15,18					4	6	1	0	10	6	49	35	0	0	7	0	1	0	0	4	1	0
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_4.replay26	20	26	414	A	core_destroyed	860	2944	2950	6520	3/9	4/6	3/9	4/6	9/9	5/6	295	652	20	8,17			65	8,9	9	7,15	9	10,1			17	8,18			8	9,2	3	10,14	10	9,3	4	9,14					0	6	1	0	9	6	44	28	0	0	0	0	2	0	1	15	1	0
36b09df5-d7b2-436f-8c46-6f5f91ff01f0_game_5.replay26	18	18	372	B	core_destroyed	397	1248	1880	4400	2/3	5/5	2/3	5/5	3/3	5/5	188	440	56	11,3					25	13,3	5	0,16			26	15,4			4	5,16	2	12,1	6	1,14	4	12,2					8	4	0	1	3	5	33	19	0	0	2	0	0	0	0	9	1	0
