file	map_w	map_h	rounds	winner	win_condition	a_titanium	b_titanium	a_ti_collected	b_ti_collected	a_chain	b_chain	a_chain_dir	b_chain_dir	a_shipped	b_shipped	a_core_deliv	b_core_deliv	a_sentinel_r	a_sentinel_at	b_sentinel_r	b_sentinel_at	a_gunner_r	a_gunner_at	b_gunner_r	b_gunner_at	a_launcher_r	a_launcher_at	b_launcher_r	b_launcher_at	a_barrier_r	a_barrier_at	b_barrier_r	b_barrier_at	a_harvester_r	a_harvester_at	b_harvester_r	b_harvester_at	a_conveyor_r	a_conveyor_at	b_conveyor_r	b_conveyor_at	a_splitter_r	a_splitter_at	b_splitter_r	b_splitter_at	a_n_builder_bot	b_n_builder_bot	a_n_core	b_n_core	a_n_harvester	b_n_harvester	a_n_conveyor	b_n_conveyor	a_n_splitter	b_n_splitter	a_n_barrier	b_n_barrier	a_n_sentinel	b_n_sentinel	a_n_gunner	b_n_gunner	a_n_launcher	b_n_launcher
167f3c58-c478-4962-adb1-e48455103776_game_3.replay26	14	18	117	A	core_destroyed	12	0	140	0	1/1	0/0	1/1	0/0	1/1	0/0	14	0	1	7,7					3	5,4			1	6,10					4	5,1			56	6,1							5	4	1	0	1	0	3	0	0	0	0	0	1	0	0	2	0	1
167f3c58-c478-4962-adb1-e48455103776_game_4.replay26	26	26	126	A	core_destroyed	20	2	640	250	2/4	1/1	2/4	1/1	4/4	1/1	64	25	17	7,7	16	8,8	70	17,17			24	11,4	1	18,18					7	2,6	20	23,19	9	4,7	6	19,18					5	3	1	0	4	1	25	9	0	0	0	0	2	1	1	0	1	0
167f3c58-c478-4962-adb1-e48455103776_game_5.replay26	16	16	69	B	core_destroyed	35	0	290	150	2/2	1/1	2/2	1/1	2/2	1/1	29	15	17	2,3	15	3,3							1	13,13					4	1,4	7	14,11	6	1,3	3	14,13					5	3	0	1	2	1	13	4	0	0	0	0	3	2	0	0	0	1
8768b36d-8afc-4113-b33b-7c78eab51c80_game_1.replay26	14	18	1000	A	titanium_collected	4933	44	5520	2490	5/7	2/3	4/7	1/3	6/7	2/3	552	249			2	7,10	3	6,9	971	7,8	1	5,3							132	7,2	3	7,15	3	6,3	5	7,14					5	4	1	1	7	3	36	21	0	0	0	0	0	2	0	2	1	0
8768b36d-8afc-4113-b33b-7c78eab51c80_game_2.replay26	25	25	142	B	core_destroyed	0	11	280	330	1/1	1/4	1/1	1/4	1/1	3/4	28	33	21	18,15	22	10,10					1	4,4	18	20,19	25	17,16			21	11,5	6	14,18	3	5,4	8	17,20					4	3	0	1	1	4	10	20	0	0	1	0	1	1	0	0	1	1
8768b36d-8afc-4113-b33b-7c78eab51c80_game_3.replay26	24	24	96	B	core_destroyed	14	31	200	390	1/1	2/2	1/1	2/2	1/1	2/2	20	39	36	18,15	24	8,8													12	0,2	7	23,21	2	4,3	9	22,21					4	4	0	1	1	2	5	24	0	0	0	0	1	2	0	0	0	0
8768b36d-8afc-4113-b33b-7c78eab51c80_game_4.replay26	28	20	490	B	core_destroyed	61	42	0	2190	4/4	5/6	0/4	2/6	3/4	6/6	0	219	8	16,9	8	18,9			143	10,8	1	6,8	105	17,9					202	5,15	10	26,11	6	7,8	12	25,11					3	5	0	1	4	6	25	44	0	0	0	0	0	3	0	2	1	1
8768b36d-8afc-4113-b33b-7c78eab51c80_game_5.replay26	20	26	402	A	core_destroyed	104	11	980	980	1/1	1/1	1/1	1/1	1/1	1/1	98	98	8	9,15	9	10,12					1	8,5							9	9,2	6	14,18	3	9,5	8	13,18					4	4	1	0	1	1	13	3	0	0	0	0	1	2	0	0	1	0
e9a40d9d-3772-46b2-92a2-70aac39443f3_game_1.replay26	18	18	109	B	core_destroyed	0	29	210	480	1/1	2/2	1/1	2/2	1/1	2/2	21	48	14	12,5	15	16,1					1	2,12			16	13,5			17	1,17	6	12,1	3	2,13	9	13,1					2	5	0	1	1	2	7	9	0	0	0	0	2	2	0	0	1	0
e9a40d9d-3772-46b2-92a2-70aac39443f3_game_2.replay26	26	26	75	B	core_destroyed	0	10	280	410	2/2	3/4	2/2	3/4	2/2	3/4	28	41	29	17,17	23	9,9			46	8,8	10	4,3	26	19,18					8	4,2	6	21,23	2	5,4	8	21,22					5	5	0	1	2	4	7	15	0	0	0	0	2	1	0	1	1	1
e9a40d9d-3772-46b2-92a2-70aac39443f3_game_3.replay26	16	16	215	B	core_destroyed	57	81	0	1700	0/0	6/6	0/0	6/6	0/0	6/6	0	170	13	9,9	10	8,8			54	6,6	1	2,2	172	13,11							5	14,9	6	3,2	7	13,9					2	5	0	1	0	6	2	29	0	0	0	0	0	1	0	4	1	1
e9a40d9d-3772-46b2-92a2-70aac39443f3_game_4.replay26	28	20	219	B	core_destroyed	52	54	0	1380	1/1	4/5	0/1	4/5	1/1	5/5	0	138	10	17,8	8	17,11			114	19,8	1	6,8	139	21,8	17	18,9			200	2,16	9	14,5	6	7,8	11	14,6					1	6	0	1	1	5	14	55	0	0	0	0	0	3	0	3	1	1
e9a40d9d-3772-46b2-92a2-70aac39443f3_game_5.replay26	14	18	465	B	core_destroyed	1949	56	2020	3390	2/3	3/4	2/3	3/4	2/3	4/4	202	339			5	7,10	4	6,9	44	7,8	1	5,3	140	4,11			17	6,10	20	7,2	2	7,15	3	6,3	4	7,14					5	4	0	1	3	4	12	32	0	0	0	0	0	1	0	3	1	1
e7730656-d59f-40cc-b213-01c7e1243715_game_1.replay26	16	16	889	B	core_destroyed	9	1956	1770	14580	0/3	8/8	0/3	8/8	3/3	8/8	177	1458			8	8,8			35	6,6	1	2,2	20	13,12					31	1,6	5	7,12	6	3,2	7	8,12					3	12	0	1	3	8	3	63	0	0	0	0	0	3	0	2	1	1
e7730656-d59f-40cc-b213-01c7e1243715_game_2.replay26	20	26	1000	B	titanium_collected	2064	2925	4590	12730	2/3	11/11	2/3	8/11	2/3	9/11	459	1273	7	9,15	7	10,12			140	8,9	1	8,5	312	8,19					9	9,2	10	11,13	3	9,5	12	13,18					6	12	1	1	3	11	18	58	0	0	0	0	0	4	0	1	0	1
e7730656-d59f-40cc-b213-01c7e1243715_game_3.replay26	25	15	370	B	core_destroyed	37	66	0	1590	0/0	3/3	0/0	3/3	0/0	3/3	0	159			4	10,8	3	11,8			1	10,2	269	9,11			12	12,8			6	16,8	3	11,2	8	15,8					3	4	0	1	0	3	11	22	0	0	0	0	0	3	0	0	1	1
e7730656-d59f-40cc-b213-01c7e1243715_game_4.replay26	21	8	250	B	core_destroyed	43	104	40	2140	0/0	7/7	0/0	7/7	0/0	7/7	4	214			2	11,4	34	12,2	32	9,3	1	5,1	145	16,3							8	11,5	3	5,2	9	12,5					3	5	0	1	0	7	5	41	0	0	0	0	0	2	0	2	1	1
e7730656-d59f-40cc-b213-01c7e1243715_game_5.replay26	24	24	180	B	core_destroyed	117	60	410	780	1/1	2/5	1/1	2/5	1/1	5/5	41	78	40	15,18	84	8,8			47	17,20			17	20,19					12	0,2	11	13,19	2	4,3	13	14,19					5	4	0	1	1	5	5	32	0	0	0	0	1	1	0	1	0	1
3c4858e9-5564-4794-85fc-b5eef0dfbead_game_1.replay26	24	24	185	A	core_destroyed	21	0	610	0	3/5	0/0	3/5	0/0	5/5	0/0	61	0	161	3,5	23	8,5	114	21,16			4	7,7	2	17,16	133	11,12	108	6,3	10	0,2			12	1,2	3	18,17					5	4	1	0	5	0	21	3	0	0	8	1	1	2	2	0	1	1
3c4858e9-5564-4794-85fc-b5eef0dfbead_game_2.replay26	14	18	760	A	core_destroyed	1067	73	5240	4220	4/4	3/3	3/4	0/3	4/4	3/3	524	422	18	8,5			155	7,9	3	5,4	27	6,8	1	6,10	670	3,10			4	7,2	118	7,15	5	7,3	3	6,11					6	2	1	0	4	3	23	15	0	0	1	0	5	0	3	0	1	0
3c4858e9-5564-4794-85fc-b5eef0dfbead_game_3.replay26	26	26	88	A	core_destroyed	10	50	530	70	3/3	1/1	3/3	0/1	3/3	1/1	53	7	30	8,4	29	9,5	21	17,17			10	10,8	1	18,18	25	19,14			5	4,2	20	23,19	7	5,2	6	19,18					5	3	1	0	3	1	12	6	0	0	1	0	1	1	2	0	1	0
3c4858e9-5564-4794-85fc-b5eef0dfbead_game_4.replay26	28	20	508	A	core_destroyed	133	55	3020	890	3/10	0/4	3/10	0/4	5/10	3/4	302	89	12	6,9	11	11,9	168	16,10									13	10,8	9	1,11	302	16,1	11	2,11	2	19,8					6	3	1	0	10	4	26	18	0	0	0	1	2	0	3	0	0	0
3c4858e9-5564-4794-85fc-b5eef0dfbead_game_5.replay26	25	15	401	A	core_destroyed	196	1090	3970	2020	6/6	5/5	5/6	5/5	6/6	5/5	397	202	5	11,5			81	8,2	4	11,7	1	12,6			7	11,6			11	16,6	112	7,8	12	10,3	2	11,9					7	4	1	0	6	5	36	26	0	0	1	0	2	0	7	0	1	0
eb59c8bb-df28-48e5-800f-59b8c90132b6_game_1.replay26	20	26	115	A	core_destroyed	6	0	280	110	1/2	0/0	1/2	0/0	2/2	0/0	28	11	16	10,13	5	9,10							1	8,17			10	8,9	6	10,11	11	9,13	8	10,10	3	9,17					3	4	1	0	2	0	8	4	0	0	0	0	3	1	0	0	0	1
eb59c8bb-df28-48e5-800f-59b8c90132b6_game_2.replay26	10	10	97	A	core_destroyed	53	0	310	0	2/2	0/0	2/2	0/0	2/2	0/0	31	0	1	3,4					3	1,1			1	5,5					4	6,2			8	3,6							5	4	1	0	2	0	7	0	0	0	0	0	2	0	0	2	0	1
eb59c8bb-df28-48e5-800f-59b8c90132b6_game_3.replay26	28	20	107	A	core_destroyed	21	0	370	0	2/3	0/0	2/3	0/0	3/3	0/0	37	0	8	14,10	11	11,9											13	10,8	7	1,11			9	2,11	2	19,8					5	5	1	0	3	0	20	4	0	0	0	0	1	1	0	0	0	0
eb59c8bb-df28-48e5-800f-59b8c90132b6_game_4.replay26	24	24	121	A	core_destroyed	11	0	270	0	1/2	0/0	1/2	0/0	2/2	0/0	27	0	21	3,6	20	5,8							2	17,16					7	0,2			9	1,2	3	18,17					4	3	1	0	2	0	19	3	0	0	0	0	2	2	0	0	0	1
eb59c8bb-df28-48e5-800f-59b8c90132b6_game_5.replay26	18	18	1000	A	titanium_collected	27	192	6950	3080	3/5	1/1	3/5	1/1	4/5	1/1	695	308	17	5,17	16	5,12	223	11,3					1	14,0			18	4,12	2	1,17	7	12,1	4	1,16	3	14,1					5	5	1	1	5	1	33	5	0	0	0	1	2	0	3	0	0	1
c758475a-f2ab-484b-b78a-660f8870d47d_game_1.replay26	10	10	331	B	core_destroyed	63	4	0	2090	0/0	4/4	0/0	4/4	0/0	4/4	0	209			2	3,8	12	5,4	196	4,4	1	1,1	252	5,4							4	3,7	3	2,1	6	4,7					0	5	0	1	0	4	4	23	0	0	0	0	0	2	0	5	0	1
c758475a-f2ab-484b-b78a-660f8870d47d_game_2.replay26	25	25	116	B	core_destroyed	41	80	630	1200	6/6	6/7	6/6	6/7	6/6	7/7	63	120	20	16,16	21	20,20			49	6,9	1	4,4	12	19,16					21	11,5	7	13,19	3	5,4	9	14,19					3	5	0	1	6	7	22	40	0	0	0	0	2	2	0	1	1	0
c758475a-f2ab-484b-b78a-660f8870d47d_game_3.replay26	16	16	82	B	core_destroyed	7	10	130	500	1/1	3/3	1/1	3/3	1/1	3/3	13	50	20	9,9	5	8,8			44	6,6	1	2,2	10	11,9					28	8,3	7	7,12	6	3,2	9	8,13					2	5	0	1	1	3	8	17	0	0	0	0	1	1	0	1	1	1
c758475a-f2ab-484b-b78a-660f8870d47d_game_4.replay26	25	25	117	A	core_destroyed	10	10	480	270	2/2	1/3	2/2	1/3	2/2	3/3	48	27	25	19,6	26	19,3					2	3,18	17	20,2			8	20,4	9	1,17	6	23,7	3	2,19	8	23,6					3	5	1	0	2	3	9	19	0	0	0	1	2	1	0	0	1	1
c758475a-f2ab-484b-b78a-660f8870d47d_game_5.replay26	20	26	402	A	core_destroyed	104	11	980	980	1/1	1/1	1/1	1/1	1/1	1/1	98	98	8	9,15	9	10,12					1	8,5							9	9,2	6	14,18	3	9,5	8	13,18					4	4	1	0	1	1	13	3	0	0	0	0	1	2	0	0	1	0
8c430a07-ca8c-4de4-997c-836fd15e1a0a_game_1.replay26	26	26	301	A	core_destroyed	46	5	1490	880	7/9	0/2	2/9	0/2	8/9	2/2	149	88	36	17,14	24	9,9			27	8,8			10	18,18	125	23,20			7	2,8	6	23,19	9	3,8	8	23,20					6	4	1	0	9	2	43	10	0	0	6	0	1	0	0	1	0	1
8c430a07-ca8c-4de4-997c-836fd15e1a0a_game_2.replay26	24	24	1000	B	titanium_collected	852	6258	2470	11310	1/1	13/17	1/1	10/17	1/1	16/17	247	1131	35	13,12	44	8,8			67	2,7			18	20,17	166	21,15			8	0,2	8	23,21	10	1,2	10	22,21					9	11	1	1	1	17	8	63	0	0	1	0	0	0	0	1	0	1
8c430a07-ca8c-4de4-997c-836fd15e1a0a_game_3.replay26	16	16	307	A	core_destroyed	365	1	2080	270	5/5	0/1	2/5	0/1	5/5	1/1	208	27	19	10,8	18	5,5	52	0,3											6	1,4	4	14,11	8	1,3	6	14,12					9	5	1	0	5	1	51	10	0	0	0	0	0	1	3	0	0	0
8c430a07-ca8c-4de4-997c-836fd15e1a0a_game_4.replay26	25	25	212	A	core_destroyed	316	22	1980	220	5/6	0/2	5/6	0/2	6/6	2/2	198	22	23	15,14	21	10,10	105	6,3	44	8,8			18	17,16					7	1,7	5	14,18	9	2,7	7	17,17					9	3	1	0	6	2	32	9	0	0	0	0	2	1	3	1	0	1
8c430a07-ca8c-4de4-997c-836fd15e1a0a_game_5.replay26	28	20	1000	B	titanium_collected	904	34	0	320	0/0	0/0	0/0	0/0	0/0	0/0	0	32	29	16,9	6	13,10	25	6,8	172	11,10					368	27,12					16	14,5	33	16,12	18	14,6					4	4	1	1	0	0	13	3	0	0	1	0	0	2	1	0	0	0
7f79ff9f-f7ea-4c06-9082-f1ce9f810e23_game_1.replay26	20	26	867	B	core_destroyed	32	12	0	2170	0/2	1/2	0/2	1/2	2/2	2/2	0	217	15	9,15	7	10,12													6	9,2	6	10,14	8	10,2	8	11,17					5	3	0	1	2	2	15	12	0	0	0	0	1	1	0	0	0	0
7f79ff9f-f7ea-4c06-9082-f1ce9f810e23_game_2.replay26	18	18	1000	B	titanium_collected	51	6929	4880	10800	2/2	2/6	2/2	2/6	2/2	6/6	488	1080	27	10,9	20	3,9	72	3,12	25	3,11			19	14,0					5	1,17	5	16,0	7	1,16	7	15,0					9	8	1	1	2	6	7	45	0	0	0	0	1	0	4	0	0	1
7f79ff9f-f7ea-4c06-9082-f1ce9f810e23_game_3.replay26	21	8	703	B	core_destroyed	28	12	0	1730	2/2	1/2	0/2	1/2	2/2	2/2	0	173	11	9,2	3	11,4													9	1,4	8	11,5	11	2,4	10	12,5					5	4	0	1	2	2	15	7	0	0	0	0	0	1	0	0	0	0
7f79ff9f-f7ea-4c06-9082-f1ce9f810e23_game_4.replay26	16	16	213	B	core_destroyed	9	16	0	1040	0/2	2/3	0/2	2/3	2/2	2/3	0	104	15	11,6	8	8,8	15	5,2	16	6,6									7	8,3	5	11,7	9	8,2	7	11,8					5	4	0	1	2	3	9	19	0	0	0	0	1	1	1	1	0	0
7f79ff9f-f7ea-4c06-9082-f1ce9f810e23_game_5.replay26	14	18	125	B	core_destroyed	8	20	0	610	0/2	2/2	0/2	2/2	2/2	2/2	0	61	12	4,9	10	6,10			48	6,8			13	7,10					7	9,0	3	5,16	9	8,0	5	6,16					4	3	0	1	2	2	7	18	0	0	0	0	1	1	0	1	0	1
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_1.replay26	24	24	260	A	core_destroyed	55	123	790	0	1/1	0/0	1/1	0/0	1/1	0/0	79	0	189	4,2	39	10,5	28	21,16			13	9,8			220	12,11			8	0,2			10	1,2	53	10,4					4	2	1	0	1	0	29	4	0	0	3	0	1	0	1	0	1	0
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_2.replay26	16	16	233	B	core_destroyed	14	50	130	1140	0/1	2/5	0/1	2/5	1/1	5/5	13	114			13	7,7	6	9,9			2	6,6							5	1,6	8	15,7	6	5,5	10	14,7					1	7	0	1	1	5	4	36	0	0	0	0	0	2	1	0	1	0
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_3.replay26	14	18	502	B	core_destroyed	8	3888	220	5600	0/0	6/7	0/0	6/7	0/0	7/7	22	560	11	7,7	9	7,9	7	6,9			2	6,7							4	7,2	7	7,15	5	8,6	11	7,14					5	6	0	1	0	7	1	28	0	0	0	0	1	1	1	0	1	0
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_4.replay26	25	25	1000	B	titanium_collected	14	4247	370	4640	0/0	2/3	0/0	2/3	0/0	3/3	37	464			27	10,17	24	19,6	232	0,20	4	5,17					42	6,17	5	1,17	8	23,7	7	1,18	10	23,6					4	7	1	1	0	3	3	16	0	0	0	6	0	1	1	1	0	0
56bb6298-e36e-42b2-aa12-b1f6f9b0c7b1_game_5.replay26	21	8	265	A	core_destroyed	10	241	590	0	0/1	0/2	0/1	0/2	1/1	2/2	59	0	8	5,2	16	2,1	10	13,2			7	8,4							10	1,4	8	19,4	12	2,4	10	18,4					4	3	1	0	1	2	7	6	0	0	0	0	1	0	2	0	1	0
3875df08-306a-4116-9656-6c9b70ee40ea_game_1.replay26	21	8	465	B	core_destroyed	743	35	2530	3860	2/2	4/4	2/2	4/4	2/2	4/4	253	386	9	7,5	11	9,3			405	7,3									7	1,4	8	19,4	9	2,4	10	18,4					6	10	0	1	2	4	29	41	0	0	0	0	0	2	0	1	0	0
3875df08-306a-4116-9656-6c9b70ee40ea_game_2.replay26	28	20	139	A	core_destroyed	67	37	1130	280	5/5	3/4	5/5	3/4	5/5	4/4	113	28	9	14,10	8	13,9	53	16,9			8	5,9							3	6,6	5	21,6	5	7,6	7	20,6					5	6	1	0	5	4	28	11	0	0	0	0	1	0	3	0	1	0
3875df08-306a-4116-9656-6c9b70ee40ea_game_3.replay26	26	26	531	B	core_destroyed	10	262	2520	2600	2/2	3/3	1/2	2/3	2/2	3/3	252	260	23	16,16	33	4,11	26	17,17	125	20,17	14	7,4					130	2,8	5	2,8	6	23,17	7	3,8	8	22,17					3	10	0	1	2	3	8	12	0	0	0	1	0	2	2	3	1	0
3875df08-306a-4116-9656-6c9b70ee40ea_game_4.replay26	14	18	85	A	core_destroyed	30	15	340	0	2/4	0/1	2/4	0/1	4/4	0/1	34	0	6	7,7	10	5,3													6	7,2	7	7,15	8	7,3	32	7,3					4	5	1	0	4	1	11	2	0	0	0	0	1	0	0	0	0	0
3875df08-306a-4116-9656-6c9b70ee40ea_game_5.replay26	25	15	171	B	core_destroyed	17	53	460	1860	2/4	9/10	1/4	9/10	4/4	10/10	46	186	4	13,5	13	8,5	120	13,3	69	10,10	10	10,6							5	16,3	8	16,11	7	16,2	10	16,10					4	7	0	1	4	10	27	45	0	0	0	0	0	2	0	1	1	0
5f9230e7-4e87-42e1-abe4-8ef090b8e560_game_1.replay26	25	25	522	A	core_destroyed	20	8	2560	1470	2/3	1/2	2/3	1/2	3/3	2/2	256	147	26	16,8	28	7,16	318	1,20					14	20,2	35	20,8	9	20,4	6	1,17	5	23,7	8	2,17	7	23,6					8	5	1	0	3	2	18	12	0	0	10	1	1	1	2	0	0	1
5f9230e7-4e87-42e1-abe4-8ef090b8e560_game_2.replay26	10	10	1000	B	titanium_collected	994	29	3990	6790	2/2	2/3	2/2	2/3	2/2	3/3	399	679	10	5,3	8	4,6	14	1,1	12	5,4			67	8,4					6	6,0	6	3,7	8	5,0	8	6,8					8	10	1	1	2	3	9	37	0	0	0	0	0	0	3	1	0	1
5f9230e7-4e87-42e1-abe4-8ef090b8e560_game_3.replay26	21	8	197	B	core_destroyed	0	11	0	20	0/2	2/3	0/2	0/3	2/2	3/3	0	2	10	10,4	3	11,3													9	1,4	3	11,5	11	2,4	5	12,5					5	4	0	1	2	3	5	12	0	0	0	0	1	1	0	0	0	0
5f9230e7-4e87-42e1-abe4-8ef090b8e560_game_4.replay26	16	16	190	B	core_destroyed	19	2	870	800	2/2	2/2	2/2	1/2	2/2	2/2	87	80	17	12,7	7	8,8	15	2,2	53	6,6			8	10,10					7	8,3	4	14,9	9	8,2	6	13,9					5	5	0	1	2	2	20	15	0	0	0	0	1	0	1	1	0	1
5f9230e7-4e87-42e1-abe4-8ef090b8e560_game_5.replay26	18	18	407	A	core_destroyed	0	12	1980	1130	2/2	0/0	2/2	0/0	2/2	0/0	198	113	22	7,8	17	3,9	111	4,13	22	3,11			13	12,2					5	1,17	3	12,1	7	1,16	5	13,1					8	0	1	0	2	0	26	8	0	0	0	0	3	0	2	1	0	0
2046c23b-6ae5-4417-a619-9e85628893f7_game_1.replay26	25	25	165	B	core_destroyed	5	160	940	2030	0/8	6/7	0/8	6/7	8/8	7/7	94	203	23	14,14	17	11,8	87	8,6	91	19,16	12	5,8							7	9,9	6	23,17	9	9,8	8	22,17					4	11	0	1	8	7	41	36	0	0	0	0	0	2	0	1	1	0
