tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
atoll_s6_A	12	8	8	HOP	3	4	1	0	72.5	72.5	543
atoll_s6_A	53	16	1	RING	18	-1	525	1	4.5	364.5	543
atoll_s6_A	189	0	13	HOME	106	107	1	0	320.5	8.5	543
atoll_s6_A	403	2	12	HOME	278	-1	265	1	246.5	6.5	543
atoll_s6_A	542	14	9	HOP	372	373	1	0	42.5	162.5	543
atoll_s6_A	586	0	13	HOME	414	415	1	0	320.5	8.5	543
atoll_s6_A	596	9	4	HOP	426	427	1	0	32.5	152.5	543
atoll_s6_B	7	13	5	HOME	1	2	1	0	200.5	8.5	520
atoll_s6_B	13	9	9	HOP	3	4	1	0	72.5	72.5	520
atoll_s6_B	22	4	13	RING	6	19	13	0	4.5	220.5	520
atoll_s6_B	203	15	5	HOME	89	90	1	0	246.5	6.5	520
atoll_s6_B	210	10	9	HOP	92	93	1	0	86.5	62.5	520
atoll_s6_B	309	15	5	HOME	149	150	1	0	246.5	6.5	520
atoll_s6_B	322	7	10	HOP	156	157	1	0	40.5	112.5	520
atoll_s6_B	395	12	5	HOP	200	201	1	0	180.5	12.5	520
atoll_s6_B	410	4	12	HOP	210	215	5	0	8.5	200.5	520
atoll_s6_B	444	16	4	HOME	230	231	1	0	292.5	4.5	520
atoll_s6_B	460	11	8	HOP	239	240	1	0	114.5	42.5	520
atoll_s6_B	623	17	4	HOME	339	340	1	0	320.5	8.5	520
atoll_s6_B	627	12	7	HOP	341	342	1	0	146.5	26.5	520
atoll_s6_B	811	16	4	HOME	467	468	1	0	292.5	4.5	520
atoll_s6_B	813	12	8	HOP	469	470	1	0	132.5	36.5	520
drakkarfjord_s1_A	7	5	23	HOME	1	2	1	0	804.5	8.5	603
drakkarfjord_s1_A	11	10	20	HOP	3	4	1	0	512.5	76.5	603
drakkarfjord_s1_A	13	14	16	HOP	5	6	1	0	288.5	204.5	603
drakkarfjord_s1_A	14	18	12	HOP	7	8	1	0	128.5	396.5	603
drakkarfjord_s1_A	15	22	8	HOP	9	10	1	0	32.5	652.5	603
drakkarfjord_s1_A	586	0	24	HOME	186	187	1	0	1082.5	6.5	603
drakkarfjord_s1_A	590	5	21	HOP	188	189	1	0	734.5	18.5	603
drakkarfjord_s1_A	604	13	18	HOP	193	194	1	0	364.5	152.5	603
drakkarfjord_s1_A	623	19	12	HOP	199	200	1	0	112.5	428.5	603
drakkarfjord_s1_A	681	12	21	HOP	220	301	81	0	482.5	102.5	603
drakkarfjord_s1_A	707	11	27	HOP	228	-1	375	1	746.5	78.5	603
drakkarfjord_s1_A	708	28	7	HOP	228	-1	375	1	8.5	956.5	603
drakkarfjord_s1_A	781	0	19	HOP	253	-1	350	1	912.5	36.5	603
drakkarfjord_s1_A	797	1	12	HOP	264	-1	339	1	706.5	158.5	603
drakkarfjord_s1_A	817	9	14	HOP	275	-1	328	1	396.5	152.5	603
drakkarfjord_s1_A	846	4	27	HOME	293	294	1	0	1012.5	8.5	603
drakkarfjord_s1_A	866	16	15	HOP	305	306	1	0	220.5	272.5	603
drakkarfjord_s1_A	885	24	7	HOP	317	-1	286	1	12.5	768.5	603
drakkarfjord_s1_A	933	1	21	HOP	347	348	1	0	922.5	14.5	603
drakkarfjord_s1_A	949	12	16	HOP	357	358	1	0	342.5	162.5	603
drakkarfjord_s1_A	968	22	8	HOP	369	370	1	0	32.5	652.5	603
drakkarfjord_s1_A	1070	12	18	HOP	459	460	1	0	392.5	132.5	603
drakkarfjord_s1_B	7	24	6	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s1_B	11	19	9	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s1_B	13	15	13	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s1_B	14	11	17	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s1_B	15	7	21	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s1_B	297	28	3	HOME	354	355	1	0	1112.5	4.5	999
drakkarfjord_s1_B	299	24	7	HOP	356	357	1	0	768.5	12.5	999
drakkarfjord_s1_B	307	15	12	HOP	364	365	1	0	312.5	188.5	999
drakkarfjord_s1_B	313	6	21	HOP	376	377	1	0	24.5	692.5	999
drakkarfjord_s1_B	336	28	6	HOME	422	423	1	0	992.5	4.5	999
drakkarfjord_s1_B	338	23	9	HOP	424	425	1	0	660.5	32.5	999
drakkarfjord_s1_B	345	14	14	HOP	432	433	1	0	242.5	246.5	999
drakkarfjord_s1_B	381	28	6	HOME	510	511	1	0	992.5	4.5	999
drakkarfjord_s1_B	382	23	9	HOP	512	513	1	0	660.5	32.5	999
drakkarfjord_s1_B	386	14	14	HOP	520	521	1	0	242.5	246.5	999
drakkarfjord_s1_B	396	28	6	HOME	550	551	1	0	992.5	4.5	999
drakkarfjord_s1_B	399	18	10	HOP	558	559	1	0	450.5	102.5	999
drakkarfjord_s1_B	403	8	18	HOP	570	571	1	0	72.5	524.5	999
drakkarfjord_s1_B	412	28	6	HOME	598	599	1	0	992.5	4.5	999
drakkarfjord_s1_B	415	17	11	HOP	608	609	1	0	392.5	132.5	999
drakkarfjord_s1_B	420	8	20	HOP	620	621	1	0	50.5	582.5	999
drakkarfjord_s1_B	431	28	6	HOME	650	651	1	0	992.5	4.5	999
drakkarfjord_s1_B	434	17	11	HOP	660	661	1	0	392.5	132.5	999
drakkarfjord_s1_B	438	8	18	HOP	670	671	1	0	72.5	524.5	999
drakkarfjord_s2_A	7	5	23	HOME	1	2	1	0	804.5	8.5	308
drakkarfjord_s2_A	11	10	20	HOP	3	4	1	0	512.5	76.5	308
drakkarfjord_s2_A	13	14	16	HOP	5	6	1	0	288.5	204.5	308
drakkarfjord_s2_A	14	18	12	HOP	7	8	1	0	128.5	396.5	308
drakkarfjord_s2_A	15	22	8	HOP	9	10	1	0	32.5	652.5	308
drakkarfjord_s2_A	123	24	4	RING	53	65	12	0	6.5	882.5	308
drakkarfjord_s2_A	621	9	22	HOP	263	-1	45	1	612.5	48.5	308
drakkarfjord_s2_A	682	0	19	HOP	296	-1	12	1	912.5	36.5	308
drakkarfjord_s2_A	695	1	13	HOP	304	-1	4	1	722.5	134.5	308
drakkarfjord_s2_B	7	24	6	HOME	1	2	1	0	804.5	8.5	462
drakkarfjord_s2_B	11	19	9	HOP	3	4	1	0	512.5	76.5	462
drakkarfjord_s2_B	13	15	13	HOP	5	6	1	0	288.5	204.5	462
drakkarfjord_s2_B	14	11	17	HOP	7	8	1	0	128.5	396.5	462
drakkarfjord_s2_B	15	7	21	HOP	9	10	1	0	32.5	652.5	462
drakkarfjord_s2_B	483	23	5	HOP	162	163	1	0	800.5	12.5	462
drakkarfjord_s2_B	526	15	12	HOP	171	172	1	0	312.5	188.5	462
drakkarfjord_s2_B	833	24	4	HOME	260	261	1	0	882.5	6.5	462
drakkarfjord_s2_B	876	10	16	HOP	280	281	1	0	128.5	404.5	462
drakkarfjord_s3_A	7	5	23	HOME	1	2	1	0	804.5	8.5	200
drakkarfjord_s3_A	11	10	20	HOP	3	4	1	0	512.5	76.5	200
drakkarfjord_s3_A	13	14	16	HOP	5	6	1	0	288.5	204.5	200
drakkarfjord_s3_A	14	18	12	HOP	7	8	1	0	128.5	396.5	200
drakkarfjord_s3_A	15	22	8	HOP	9	10	1	0	32.5	652.5	200
drakkarfjord_s3_B	7	24	6	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s3_B	11	19	9	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s3_B	13	15	13	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s3_B	14	11	17	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s3_B	15	7	21	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s3_B	451	19	9	HOP	164	165	1	0	512.5	76.5	999
drakkarfjord_s3_B	735	20	8	HOP	253	254	1	0	578.5	54.5	999
drakkarfjord_s3_B	761	13	14	HOP	260	261	1	0	220.5	272.5	999
drakkarfjord_s3_B	790	6	21	HOP	268	269	1	0	24.5	692.5	999
drakkarfjord_s3_B	832	29	16	HOP	281	-1	718	1	774.5	138.5	999
drakkarfjord_s3_B	850	23	16	HOP	288	-1	711	1	492.5	144.5	999
drakkarfjord_s3_B	925	17	7	HOP	312	-1	687	1	516.5	96.5	999
drakkarfjord_s3_B	988	13	1	HOP	332	-1	667	1	662.5	194.5	999
drakkarfjord_s3_B	1031	25	1	HOP	347	-1	652	1	1058.5	14.5	999
drakkarfjord_s3_B	1080	29	3	HOME	365	-1	634	1	1164.5	8.5	999
drakkarfjord_s3_B	1094	29	7	HOP	370	-1	629	1	1008.5	12.5	999
drakkarfjord_s3_B	1141	29	20	HOP	391	-1	608	1	722.5	246.5	999
drakkarfjord_s3_B	1159	24	20	HOP	397	-1	602	1	482.5	246.5	999
drakkarfjord_s3_B	1174	19	21	HOP	404	-1	595	1	284.5	328.5	999
drakkarfjord_s3_B	1200	15	22	HOP	414	-1	585	1	162.5	438.5	999
drakkarfjord_s3_B	1218	11	20	HOP	421	-1	578	1	92.5	480.5	999
drakkarfjord_s3_B	1230	10	14	HOP	427	-1	572	1	166.5	362.5	999
drakkarfjord_s3_B	1253	8	8	HOP	436	-1	563	1	302.5	354.5	999
drakkarfjord_s3_B	1276	5	3	HOP	445	-1	554	1	468.5	464.5	999
drakkarfjord_s4_A	7	5	23	HOME	1	2	1	0	804.5	8.5	391
drakkarfjord_s4_A	11	10	20	HOP	3	4	1	0	512.5	76.5	391
drakkarfjord_s4_A	13	14	16	HOP	5	6	1	0	288.5	204.5	391
drakkarfjord_s4_A	14	18	12	HOP	7	8	1	0	128.5	396.5	391
drakkarfjord_s4_A	15	22	8	HOP	9	10	1	0	32.5	652.5	391
drakkarfjord_s4_A	486	0	23	HOME	198	-1	193	1	1044.5	8.5	391
drakkarfjord_s4_A	508	2	27	HOME	205	-1	186	1	1106.5	6.5	391
drakkarfjord_s4_A	548	6	24	HOP	217	218	1	0	800.5	12.5	391
drakkarfjord_s4_A	568	13	18	HOP	224	225	1	0	364.5	152.5	391
drakkarfjord_s4_A	797	0	25	HOME	291	292	1	0	1122.5	6.5	391
drakkarfjord_s4_A	818	8	19	HOP	299	300	1	0	552.5	60.5	391
drakkarfjord_s4_A	836	16	14	HOP	306	307	1	0	200.5	292.5	391
drakkarfjord_s4_A	857	23	7	HOP	314	315	1	0	18.5	726.5	391
drakkarfjord_s4_B	7	24	6	HOME	1	2	1	0	804.5	8.5	819
drakkarfjord_s4_B	11	19	9	HOP	3	4	1	0	512.5	76.5	819
drakkarfjord_s4_B	13	15	13	HOP	5	6	1	0	288.5	204.5	819
drakkarfjord_s4_B	14	11	17	HOP	7	8	1	0	128.5	396.5	819
drakkarfjord_s4_B	15	7	21	HOP	9	10	1	0	32.5	652.5	819
drakkarfjord_s4_B	566	22	0	HOP	402	-1	417	1	980.5	40.5	819
drakkarfjord_s4_B	579	28	7	HOME	407	408	1	0	956.5	8.5	819
drakkarfjord_s4_B	588	22	11	HOP	411	412	1	0	562.5	62.5	819
drakkarfjord_s4_B	595	16	14	HOP	414	415	1	0	292.5	200.5	819
drakkarfjord_s4_B	605	10	18	HOP	418	419	1	0	98.5	454.5	819
drakkarfjord_s4_B	618	5	25	RING	425	428	3	0	6.5	882.5	819
drakkarfjord_s4_B	629	5	25	RING	430	433	3	0	6.5	882.5	819
drakkarfjord_s4_B	641	5	25	RING	436	439	3	0	6.5	882.5	819
drakkarfjord_s4_B	763	5	4	HOP	485	-1	334	1	426.5	462.5	819
drakkarfjord_s4_B	811	28	7	HOME	501	502	1	0	956.5	8.5	819
drakkarfjord_s4_B	827	19	11	HOP	508	509	1	0	454.5	98.5	819
drakkarfjord_s4_B	837	12	15	HOP	513	514	1	0	180.5	320.5	819
drakkarfjord_s4_B	849	7	21	HOP	518	519	1	0	32.5	652.5	819
drakkarfjord_s4_B	878	29	8	HOP	534	-1	285	1	974.5	18.5	819
drakkarfjord_s4_B	886	28	7	HOME	537	538	1	0	956.5	8.5	819
drakkarfjord_s4_B	900	21	11	HOP	542	543	1	0	524.5	72.5	819
drakkarfjord_s4_B	915	13	15	HOP	548	549	1	0	200.5	292.5	819
drakkarfjord_s4_B	926	7	20	HOP	553	554	1	0	40.5	620.5	819
drakkarfjord_s4_B	983	23	7	HOP	576	577	1	0	726.5	18.5	819
drakkarfjord_s4_B	994	16	11	HOP	581	582	1	0	364.5	152.5	819
drakkarfjord_s4_B	1012	10	18	HOP	588	589	1	0	98.5	454.5	819
drakkarfjord_s4_B	1096	19	9	HOP	621	622	1	0	512.5	76.5	819
drakkarfjord_s4_B	1114	12	15	HOP	628	629	1	0	180.5	320.5	819
drakkarfjord_s4_B	1126	7	21	HOP	633	634	1	0	32.5	652.5	819
drakkarfjord_s4_B	1175	28	12	HOP	653	-1	166	1	806.5	58.5	819
drakkarfjord_s4_B	1195	29	16	HOP	659	-1	160	1	774.5	138.5	819
drakkarfjord_s4_B	1208	29	20	HOP	664	-1	155	1	722.5	246.5	819
drakkarfjord_s4_B	1220	29	24	HOP	669	-1	150	1	702.5	386.5	819
drakkarfjord_s4_B	1237	29	28	HOP	674	-1	145	1	714.5	558.5	819
drakkarfjord_s4_B	1255	24	28	HOP	680	-1	139	1	474.5	558.5	819
drakkarfjord_s4_B	1311	19	28	HOP	699	-1	120	1	284.5	608.5	819
drakkarfjord_s4_B	1328	15	27	HOP	705	-1	114	1	162.5	638.5	819
drakkarfjord_s4_B	1346	11	27	HOP	710	-1	109	1	78.5	746.5	819
drakkarfjord_s4_B	1364	7	25	HOP	717	719	2	0	20.5	800.5	819
drakkarfjord_s4_B	1530	24	4	HOME	780	781	1	0	882.5	6.5	819
drakkarfjord_s4_B	1535	20	8	HOP	782	783	1	0	578.5	54.5	819
drakkarfjord_s4_B	1561	12	16	HOP	792	793	1	0	162.5	342.5	819
drakkarfjord_s5_A	7	5	23	HOME	1	2	1	0	804.5	8.5	323
drakkarfjord_s5_A	11	10	20	HOP	3	4	1	0	512.5	76.5	323
drakkarfjord_s5_A	13	14	16	HOP	5	6	1	0	288.5	204.5	323
drakkarfjord_s5_A	14	18	12	HOP	7	8	1	0	128.5	396.5	323
drakkarfjord_s5_A	15	22	8	HOP	9	10	1	0	32.5	652.5	323
drakkarfjord_s5_A	324	7	26	HOP	183	-1	140	1	842.5	22.5	323
drakkarfjord_s5_A	338	2	28	HOP	191	-1	132	1	1152.5	12.5	323
drakkarfjord_s5_A	405	1	16	HOP	219	-1	104	1	782.5	74.5	323
drakkarfjord_s5_A	419	7	17	HOP	225	-1	98	1	536.5	76.5	323
drakkarfjord_s5_A	466	12	20	HOP	244	245	1	0	450.5	110.5	323
drakkarfjord_s5_A	491	18	12	HOP	253	254	1	0	128.5	396.5	323
drakkarfjord_s5_A	503	24	7	HOP	258	-1	65	1	12.5	768.5	323
drakkarfjord_s5_B	7	24	6	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s5_B	11	19	9	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s5_B	13	15	13	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s5_B	14	11	17	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s5_B	15	7	21	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s6_A	7	5	23	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s6_A	11	10	20	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s6_A	13	14	16	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s6_A	14	18	12	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s6_A	15	22	8	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s6_A	397	5	25	HOME	148	149	1	0	882.5	6.5	999
drakkarfjord_s6_A	421	12	20	HOP	154	155	1	0	450.5	110.5	999
drakkarfjord_s6_A	490	22	9	HOP	170	171	1	0	40.5	620.5	999
drakkarfjord_s6_A	567	24	4	RING	188	191	3	0	6.5	882.5	999
drakkarfjord_s6_A	591	24	4	RING	196	202	6	0	6.5	882.5	999
drakkarfjord_s6_A	767	20	11	HOP	244	245	1	0	84.5	488.5	999
drakkarfjord_s6_A	829	1	22	HOME	266	267	1	0	956.5	8.5	999
drakkarfjord_s6_A	837	6	18	HOP	269	270	1	0	602.5	54.5	999
drakkarfjord_s6_A	853	16	15	HOP	276	277	1	0	220.5	272.5	999
drakkarfjord_s6_A	869	22	9	HOP	282	283	1	0	40.5	620.5	999
drakkarfjord_s6_A	926	11	27	HOP	305	-1	694	1	746.5	78.5	999
drakkarfjord_s6_A	933	8	22	HOP	308	309	1	0	648.5	36.5	999
drakkarfjord_s6_A	943	14	18	HOP	312	313	1	0	338.5	174.5	999
drakkarfjord_s6_A	961	20	11	HOP	319	320	1	0	84.5	488.5	999
drakkarfjord_s6_A	1015	4	9	HOP	341	-1	658	1	526.5	242.5	999
drakkarfjord_s6_A	1028	8	22	HOP	345	346	1	0	648.5	36.5	999
drakkarfjord_s6_A	1035	13	18	HOP	348	349	1	0	364.5	152.5	999
drakkarfjord_s6_A	1057	20	11	HOP	356	357	1	0	84.5	488.5	999
drakkarfjord_s6_A	1114	5	25	HOME	377	378	1	0	882.5	6.5	999
drakkarfjord_s6_A	1118	9	21	HOP	379	380	1	0	578.5	54.5	999
drakkarfjord_s6_A	1137	15	15	HOP	385	386	1	0	242.5	246.5	999
drakkarfjord_s6_A	1156	22	9	HOP	392	393	1	0	40.5	620.5	999
drakkarfjord_s6_A	1280	4	21	HOP	440	441	1	0	778.5	14.5	999
drakkarfjord_s6_A	1299	12	16	HOP	447	448	1	0	342.5	162.5	999
drakkarfjord_s6_A	1318	21	13	HOP	454	455	1	0	102.5	474.5	999
drakkarfjord_s6_A	1355	17	13	HOP	468	623	155	0	162.5	342.5	999
drakkarfjord_s6_A	1380	20	18	HOP	477	-1	522	1	224.5	348.5	999
drakkarfjord_s6_A	1404	25	23	HOP	486	-1	513	1	344.5	508.5	999
drakkarfjord_s6_A	1449	21	26	HOP	503	-1	496	1	492.5	344.5	999
drakkarfjord_s6_A	1495	6	28	HOP	521	-1	478	1	972.5	24.5	999
drakkarfjord_s6_A	1588	2	27	HOME	567	-1	432	1	1106.5	6.5	999
drakkarfjord_s6_A	1615	0	21	HOP	579	-1	420	1	974.5	18.5	999
drakkarfjord_s6_A	1858	3	14	HOP	708	712	4	0	642.5	110.5	999
drakkarfjord_s6_A	1895	3	14	HOP	725	729	4	0	642.5	110.5	999
drakkarfjord_s6_A	1928	3	14	HOP	741	745	4	0	642.5	110.5	999
drakkarfjord_s6_A	1962	3	14	HOP	759	763	4	0	642.5	110.5	999
drakkarfjord_s6_A	1998	3	14	HOP	776	780	4	0	642.5	110.5	999
drakkarfjord_s6_A	2031	3	14	HOP	792	796	4	0	642.5	110.5	999
drakkarfjord_s6_A	2068	3	14	HOP	809	813	4	0	642.5	110.5	999
drakkarfjord_s6_A	2102	3	14	HOP	827	831	4	0	642.5	110.5	999
drakkarfjord_s6_A	2138	3	14	HOP	844	848	4	0	642.5	110.5	999
drakkarfjord_s6_A	2171	3	14	HOP	860	864	4	0	642.5	110.5	999
drakkarfjord_s6_A	2208	3	14	HOP	877	881	4	0	642.5	110.5	999
drakkarfjord_s6_A	2241	3	14	HOP	893	897	4	0	642.5	110.5	999
drakkarfjord_s6_A	2275	3	14	HOP	911	915	4	0	642.5	110.5	999
drakkarfjord_s6_A	2311	3	14	HOP	928	932	4	0	642.5	110.5	999
drakkarfjord_s6_A	2348	3	14	HOP	945	949	4	0	642.5	110.5	999
drakkarfjord_s6_A	2445	15	1	HOP	993	-1	6	1	144.5	708.5	999
drakkarfjord_s6_B	7	24	6	HOME	1	2	1	0	804.5	8.5	249
drakkarfjord_s6_B	11	19	9	HOP	3	4	1	0	512.5	76.5	249
drakkarfjord_s6_B	13	15	13	HOP	5	6	1	0	288.5	204.5	249
drakkarfjord_s6_B	14	11	17	HOP	7	8	1	0	128.5	396.5	249
drakkarfjord_s6_B	15	7	21	HOP	9	10	1	0	32.5	652.5	249
glacierkeep_s1_A	7	14	5	HOME	1	2	1	0	462.5	6.5	633
glacierkeep_s1_A	11	15	11	HOP	3	4	1	0	240.5	72.5	633
glacierkeep_s1_A	13	16	17	HOP	5	6	1	0	92.5	212.5	633
glacierkeep_s1_A	14	16	23	HOP	7	8	1	0	14.5	422.5	633
glacierkeep_s1_A	602	16	6	HOP	538	539	1	0	422.5	14.5	633
glacierkeep_s1_A	619	12	16	HOP	547	548	1	0	116.5	188.5	633
glacierkeep_s1_B	7	14	24	HOME	1	2	1	0	462.5	6.5	168
glacierkeep_s1_B	11	15	18	HOP	3	4	1	0	240.5	72.5	168
glacierkeep_s1_B	13	16	12	HOP	5	6	1	0	92.5	212.5	168
glacierkeep_s1_B	14	17	6	HOP	7	8	1	0	18.5	426.5	168
glacierkeep_s2_A	7	14	5	HOME	1	2	1	0	462.5	6.5	236
glacierkeep_s2_A	11	15	11	HOP	3	4	1	0	240.5	72.5	236
glacierkeep_s2_A	13	16	17	HOP	5	6	1	0	92.5	212.5	236
glacierkeep_s2_A	14	15	23	HOP	7	8	1	0	12.5	420.5	236
glacierkeep_s2_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s2_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
