tag	rnd	why	scale_pct	sent_price	builder_bot	conveyor	splitter	barrier	harvester	launcher	gunner	sentinel
glacierkeep_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s4_A	116	first_fwd_sentinel	285	85	100	10	0	10	5	0	40	20
glacierkeep_s4_A	261	r300	284	85	100	9	0	10	5	0	40	20
glacierkeep_s4_A	261	end	284	85	100	9	0	10	5	0	40	20
glacierkeep_s4_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s4_B	76	first_fwd_sentinel	286	85	120	10	0	11	5	0	20	20
glacierkeep_s4_B	300	r300	264	79	100	9	0	10	5	0	20	20
glacierkeep_s4_B	999	end	274	82	100	9	0	10	15	0	20	20
glacierkeep_s4_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s5_A	56	first_fwd_sentinel	265	79	120	10	0	10	5	0	0	20
glacierkeep_s5_A	116	r300	264	79	120	10	0	9	5	0	0	20
glacierkeep_s5_A	116	end	264	79	120	10	0	9	5	0	0	20
glacierkeep_s5_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s5_B	60	first_fwd_sentinel	260	78	120	10	0	10	0	0	0	20
glacierkeep_s5_B	300	r300	215	64	80	8	0	7	0	0	0	20
glacierkeep_s5_B	999	end	205	61	60	8	0	7	10	0	0	20
glacierkeep_s5_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s6_A	85	first_fwd_sentinel	286	85	100	10	0	11	5	0	40	20
glacierkeep_s6_A	154	r300	285	85	100	10	0	10	5	0	40	20
glacierkeep_s6_A	154	end	285	85	100	10	0	10	5	0	40	20
glacierkeep_s6_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s6_B	65	first_fwd_sentinel	253	75	120	0	0	8	5	0	0	20
glacierkeep_s6_B	300	r300	206	61	80	0	0	6	0	0	0	20
glacierkeep_s6_B	464	end	206	61	80	0	0	6	0	0	0	20
glacierkeep_s6_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_A	93	first_fwd_sentinel	294	88	80	10	0	9	15	20	20	40
midgard_s1_A	156	r300	293	87	80	9	0	9	15	20	20	40
midgard_s1_A	156	end	293	87	80	9	0	9	15	20	20	40
midgard_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s1_B	268	r300	182	54	20	8	0	4	10	0	20	20
midgard_s1_B	268	end	182	54	20	8	0	4	10	0	20	20
midgard_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_A	121	first_fwd_sentinel	281	84	60	15	0	6	20	20	40	20
midgard_s2_A	164	r300	240	72	0	14	0	6	20	20	40	40
midgard_s2_A	164	end	240	72	0	14	0	6	20	20	40	40
midgard_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s2_B	130	r300	290	87	100	26	0	4	30	10	0	20
midgard_s2_B	130	end	290	87	100	26	0	4	30	10	0	20
midgard_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_A	226	first_fwd_sentinel	351	105	60	28	0	3	30	10	40	80
midgard_s3_A	300	r300	352	105	60	28	0	4	30	10	40	80
midgard_s3_A	325	end	352	105	60	28	0	4	30	10	40	80
midgard_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_B	42	first_fwd_sentinel	223	66	60	13	0	0	20	10	0	20
midgard_s3_B	300	r300	161	48	20	13	0	3	15	10	0	0
midgard_s3_B	378	end	144	43	0	13	0	6	15	10	0	0
midgard_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s4_A	168	r300	232	69	20	9	0	8	15	20	60	0
midgard_s4_A	168	end	232	69	20	9	0	8	15	20	60	0
midgard_s4_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s4_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s4_B	155	r300	217	65	40	24	0	3	30	0	20	0
midgard_s4_B	155	end	217	65	40	24	0	3	30	0	20	0
midgard_s4_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s5_A	271	first_fwd_sentinel	432	129	80	43	0	4	35	30	60	80
midgard_s5_A	300	r300	432	129	80	43	0	4	35	50	60	60
midgard_s5_A	813	end	370	111	40	26	0	4	30	50	60	60
midgard_s5_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s5_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s5_B	135	r300	154	46	0	18	0	6	20	10	0	0
midgard_s5_B	135	end	154	46	0	18	0	6	20	10	0	0
midgard_s5_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s6_A	240	first_fwd_sentinel	317	95	40	10	0	2	15	10	40	100
midgard_s6_A	295	r300	297	89	20	10	0	2	15	10	40	100
midgard_s6_A	295	end	297	89	20	10	0	2	15	10	40	100
midgard_s6_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s6_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s6_B	192	r300	225	67	40	16	0	4	25	0	20	20
midgard_s6_B	192	end	225	67	40	16	0	4	25	0	20	20
midgard_s6_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_A	99	first_fwd_sentinel	340	102	100	9	0	6	15	10	20	80
nordkap_s1_A	300	r300	581	174	80	63	0	8	60	30	60	180
nordkap_s1_A	342	end	616	184	80	78	0	8	80	30	60	180
nordkap_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_B	107	first_fwd_sentinel	291	87	100	6	0	10	5	10	40	20
nordkap_s1_B	162	r300	211	63	40	6	0	10	5	10	20	20
nordkap_s1_B	162	end	211	63	40	6	0	10	5	10	20	20
nordkap_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_A	300	r300	240	72	80	6	0	4	10	0	0	40
nordkap_s2_A	859	end	199	59	40	6	0	3	10	0	0	40
nordkap_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_B	76	first_fwd_sentinel	297	89	120	6	0	11	10	10	20	20
nordkap_s2_B	200	r300	296	88	120	5	0	11	10	10	20	20
nordkap_s2_B	200	end	296	88	120	5	0	11	10	10	20	20
nordkap_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_A	300	r300	234	70	60	22	0	2	10	0	40	0
nordkap_s3_A	415	end	212	63	60	20	0	2	10	0	20	0
nordkap_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_B	232	first_fwd_sentinel	435	130	80	33	0	7	45	10	80	80
nordkap_s3_B	287	r300	471	141	100	39	0	7	55	10	80	80
nordkap_s3_B	287	end	471	141	100	39	0	7	55	10	80	80
nordkap_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s4_A	323	first_fwd_sentinel	320	96	120	11	0	9	10	10	40	20
nordkap_s4_A	300	r300	300	90	120	11	0	9	10	10	40	0
nordkap_s4_A	492	end	318	95	120	10	0	8	10	10	40	20
nordkap_s4_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s4_B	115	first_fwd_sentinel	315	94	80	11	0	9	15	0	80	20
nordkap_s4_B	230	r300	364	109	80	27	0	7	40	10	80	20
nordkap_s4_B	230	end	364	109	80	27	0	7	40	10	80	20
nordkap_s4_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s5_A	294	r300	201	60	40	15	0	1	15	10	0	20
nordkap_s5_A	294	end	201	60	40	15	0	1	15	10	0	20
nordkap_s5_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s5_B	76	first_fwd_sentinel	315	94	120	5	0	10	10	10	40	20
nordkap_s5_B	162	r300	294	88	100	5	0	9	10	10	40	20
nordkap_s5_B	162	end	294	88	100	5	0	9	10	10	40	20
nordkap_s5_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s6_A	300	r300	321	96	60	22	0	4	15	0	20	100
nordkap_s6_A	505	end	367	110	40	35	0	2	20	10	40	120
nordkap_s6_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s6_B	144	first_fwd_sentinel	284	85	120	5	0	9	10	0	20	20
nordkap_s6_B	212	r300	284	85	120	5	0	9	10	0	20	20
nordkap_s6_B	212	end	284	85	120	5	0	9	10	0	20	20
nordkap_s6_B	0	r0	120	36	20	0	0	0	0	0	0	0
