tag	rnd	why	scale_pct	sent_price	builder_bot	conveyor	splitter	barrier	harvester	launcher	gunner	sentinel
nordkap_s2_A	180	first_fwd_sentinel	312	93	100	10	0	12	10	0	0	80
nordkap_s2_A	235	r300	312	93	100	10	0	12	10	0	0	80
nordkap_s2_A	235	end	312	93	100	10	0	12	10	0	0	80
nordkap_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_B	107	first_fwd_sentinel	291	87	100	6	0	10	5	10	40	20
nordkap_s2_B	162	r300	211	63	40	6	0	10	5	10	20	20
nordkap_s2_B	162	end	211	63	40	6	0	10	5	10	20	20
nordkap_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_A	140	first_fwd_sentinel	297	89	100	9	0	8	10	10	20	40
nordkap_s3_A	300	r300	297	89	100	9	0	8	10	10	20	40
nordkap_s3_A	999	end	303	90	100	9	0	9	15	10	20	40
nordkap_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_B	300	r300	188	56	60	2	0	6	0	0	20	0
nordkap_s3_B	378	end	188	56	60	2	0	6	0	0	20	0
nordkap_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
