tag	map	seed	seat	ours	turn	n_seats	rounds	sealed_r	live_r	funded_r	livefund_r	overlap_r	overlap_first	seal_only_r	shot_only_r	dmg_in	heal_in	net_in	dmg_out	heal_out	net_out	net_per_overlap	net_per_nonoverlap
nordkap_s10_A	nordkap	10	A	US	319	8	319	14	252	251	196	9	68	5	187	54	0	54	1190	738	452	6.0	1.4581
nordkap_s10_B	nordkap	10	B	US	217	8	217	168	208	58	57	24	49	144	33	0	0	0	504	0	504	0.0	2.6114
nordkap_s11_A	nordkap	11	A	OPP	317	8	317	0	206	133	41	0	-1	0	41	0	0		282	282	0		0.0
nordkap_s11_B	nordkap	11	B	US	141	8	141	120	132	45	45	33	21	87	12	72	0	72	432	0	432	2.1818	4.0
nordkap_s12_A	nordkap	12	A	US	690	8	690	653	20	271	20	20	586	633	0	306	0	306	198	0	198	15.3	0.2955
nordkap_s12_B	nordkap	12	B	US	188	8	188	0	92	178	92	0	-1	0	92	0	0		664	160	504		2.6809
yulerune_s10_A	yulerune	10	A	OPP	1000	8	1000	0	0	41	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s10_B	yulerune	10	B	OPP	389	8	389	0	0	187	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s11_A	yulerune	11	A	OPP	1000	8	1000	0	0	61	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s11_B	yulerune	11	B	US	199	8	199	0	56	187	56	0	-1	0	56	0	0		504	0	504		2.5327
yulerune_s12_A	yulerune	12	A	OPP	193	8	193	0	0	179	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s12_B	yulerune	12	B	OPP	188	8	188	0	0	138	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s13_A	atoll	13	A	OPP	373	8	373	0	305	77	16	0	-1	0	16	0	0		930	886	44		0.118
atoll_s13_B	atoll	13	B	OPP	372	8	372	0	176	207	26	0	-1	0	26	0	0		746	746	0		0.0
atoll_s14_A	atoll	14	A	OPP	367	8	367	0	0	156	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s14_B	atoll	14	B	OPP	306	8	306	0	0	99	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s15_A	atoll	15	A	OPP	584	8	584	0	0	573	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s15_B	atoll	15	B	US	114	8	114	70	56	105	56	56	58	14	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s13_A	drakkarfjord	13	A	OPP	377	8	377	0	0	259	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s13_B	drakkarfjord	13	B	US	1000	8	1000	25	959	251	224	15	41	10	209	126	0	126	1634	1760	-126	8.4	-0.1279
drakkarfjord_s14_A	drakkarfjord	14	A	US	88	8	88	56	56	73	55	54	32	2	1	486	0	486	18	0	18	9.0	0.5294
drakkarfjord_s14_B	drakkarfjord	14	B	US	121	8	121	33	80	107	80	23	41	10	57	198	0	198	414	108	306	8.6087	3.1224
drakkarfjord_s15_A	drakkarfjord	15	A	US	99	8	99	53	56	85	56	43	48	10	13	378	0	378	126	0	126	8.7907	2.25
drakkarfjord_s15_B	drakkarfjord	15	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s13_A	glacierkeep	13	A	US	355	8	355	114	100	332	94	43	100	71	51	360	0	360	522	378	144	8.3721	0.4615
glacierkeep_s13_B	glacierkeep	13	B	US	265	8	265	138	109	107	3	3	156	135	0	18	0	18	486	0	486	6.0	1.855
glacierkeep_s14_A	glacierkeep	14	A	OPP	323	8	323	22	0	191	0	0	-1	22	0	0	0		0	0	0		0.0
glacierkeep_s14_B	glacierkeep	14	B	US	1000	8	1000	84	0	916	0	0	-1	84	0	0	0		0	0	0		0.0
glacierkeep_s15_A	glacierkeep	15	A	OPP	347	8	347	22	0	316	0	0	-1	22	0	0	0		0	0	0		0.0
glacierkeep_s15_B	glacierkeep	15	B	US	725	8	725	125	665	102	86	36	60	89	50	306	0	306	922	724	198	8.5	0.2874
midgard_s13_A	midgard	13	A	OPP	447	8	447	0	19	177	19	0	-1	0	19	0	0		126	0	126		0.2819
midgard_s13_B	midgard	13	B	US	216	8	216	0	165	206	165	0	-1	0	165	0	0		504	0	504		2.3333
midgard_s14_A	midgard	14	A	US	177	8	177	0	127	142	106	0	-1	0	106	0	0		504	0	504		2.8475
midgard_s14_B	midgard	14	B	OPP	201	8	201	0	0	96	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s15_A	midgard	15	A	US	157	8	157	0	52	135	52	0	-1	0	52	0	0		504	0	504		3.2102
midgard_s15_B	midgard	15	B	OPP	164	8	164	0	115	144	105	0	-1	0	105	0	0		576	462	114		0.6951
nordkap_s13_A	nordkap	13	A	US	284	8	284	13	64	274	64	0	-1	13	64	0	0		632	120	512		1.8028
nordkap_s13_B	nordkap	13	B	US	365	8	365	206	357	125	125	50	120	156	75	18	0	18	486	0	486	0.36	1.5429
nordkap_s14_A	nordkap	14	A	US	639	8	639	574	43	220	43	15	596	559	28	126	0	126	386	0	386	8.4	0.6186
nordkap_s14_B	nordkap	14	B	OPP	445	8	445	0	143	304	114	0	-1	0	114	0	0		0	0	0		0.0
nordkap_s15_A	nordkap	15	A	US	303	8	303	36	238	115	62	1	157	35	61	0	0	0	750	246	504	0.0	1.6689
nordkap_s15_B	nordkap	15	B	US	373	8	373	308	366	365	365	308	64	0	57	504	0	504	0	0	0	1.6364	0.0
yulerune_s13_A	yulerune	13	A	OPP	867	8	867	0	843	599	585	0	-1	0	585	0	0		890	890	0		0.0
yulerune_s13_B	yulerune	13	B	OPP	292	8	292	0	0	266	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s14_A	yulerune	14	A	US	231	8	231	0	46	219	46	0	-1	0	46	0	0		566	64	502		2.1732
yulerune_s14_B	yulerune	14	B	OPP	176	8	176	0	6	118	6	0	-1	0	6	0	0		0	0	0		0.0
yulerune_s15_A	yulerune	15	A	OPP	221	8	221	0	173	208	170	0	-1	0	170	0	0		0	0	0		0.0
yulerune_s15_B	yulerune	15	B	OPP	573	8	573	0	0	282	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s16_A	atoll	16	A	OPP	765	8	765	0	0	145	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s16_B	atoll	16	B	US	156	8	156	0	94	107	54	0	-1	0	54	0	0		674	172	502		3.2179
atoll_s17_A	atoll	17	A	US	128	8	128	0	56	121	56	0	-1	0	56	0	0		504	0	504		3.9375
atoll_s17_B	atoll	17	B	OPP	509	8	509	0	31	500	31	0	-1	0	31	0	0		268	268	0		0.0
atoll_s18_A	atoll	18	A	US	410	8	410	0	256	274	134	0	-1	0	134	0	0		1196	696	500		1.2195
atoll_s18_B	atoll	18	B	US	438	8	438	0	308	429	308	0	-1	0	308	0	0		1636	1136	500		1.1416
drakkarfjord_s16_A	drakkarfjord	16	A	US	92	8	92	63	56	78	56	56	36	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s16_B	drakkarfjord	16	B	US	618	8	618	19	545	409	350	7	73	12	343	54	0	54	2020	1560	460	7.7143	0.7529
drakkarfjord_s17_A	drakkarfjord	17	A	US	88	8	88	57	56	73	55	55	32	2	0	486	0	486	18	0	18	8.8364	0.5455
drakkarfjord_s17_B	drakkarfjord	17	B	US	618	8	618	19	545	409	350	7	73	12	343	54	0	54	2020	1560	460	7.7143	0.7529
drakkarfjord_s18_A	drakkarfjord	18	A	US	90	8	90	57	56	75	55	55	34	2	0	486	0	486	18	0	18	8.8364	0.5143
drakkarfjord_s18_B	drakkarfjord	18	B	US	117	8	117	73	60	103	60	47	57	26	13	414	0	414	106	16	90	8.8085	1.2857
glacierkeep_s16_A	glacierkeep	16	A	US	1000	8	1000	944	61	930	25	25	91	919	0	144	0	144	288	0	288	5.76	0.2954
glacierkeep_s16_B	glacierkeep	16	B	US	1000	8	1000	89	11	892	11	0	-1	89	11	0	0		82	12	70		0.07
glacierkeep_s17_A	glacierkeep	17	A	OPP	605	8	605	40	56	419	5	0	-1	40	5	0	0		288	288	0		0.0
glacierkeep_s17_B	glacierkeep	17	B	OPP	1000	8	1000	0	0	28	0	0	-1	0	0	0	0		0	0	0		0.0
glacierkeep_s18_A	glacierkeep	18	A	US	114	8	114	86	59	14	14	14	60	72	0	0	0	0	504	0	504	0.0	5.04
glacierkeep_s18_B	glacierkeep	18	B	US	617	8	617	96	501	102	55	12	116	84	43	108	0	108	840	444	396	9.0	0.6545
midgard_s16_A	midgard	16	A	OPP	178	8	178	0	128	147	115	0	-1	0	115	0	0		0	0	0		0.0
midgard_s16_B	midgard	16	B	OPP	341	8	341	0	0	269	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s17_A	midgard	17	A	OPP	573	8	573	0	79	498	51	0	-1	0	51	0	0		0	0	0		0.0
midgard_s17_B	midgard	17	B	OPP	644	8	644	0	595	253	211	0	-1	0	211	0	0		3050	2660	390		0.6056
midgard_s18_A	midgard	18	A	US	243	8	243	0	194	234	194	0	-1	0	194	0	0		664	164	500		2.0576
midgard_s18_B	midgard	18	B	US	343	8	343	0	75	251	34	0	-1	0	34	0	0		504	0	504		1.4694
nordkap_s16_A	nordkap	16	A	US	149	8	149	107	69	88	18	18	80	89	0	72	0	72	432	0	432	4.0	3.2977
nordkap_s16_B	nordkap	16	B	US	141	8	141	120	132	45	45	33	21	87	12	72	0	72	432	0	432	2.1818	4.0
nordkap_s17_A	nordkap	17	A	OPP	748	8	748	91	487	345	290	58	64	33	232	36	0	36	108	144	-36	0.6207	-0.0522
nordkap_s17_B	nordkap	17	B	US	365	8	365	288	291	54	5	0	-1	288	5	0	0		504	0	504		1.3808
nordkap_s18_A	nordkap	18	A	US	487	8	487	72	84	468	84	34	52	38	50	306	0	306	1020	822	198	9.0	0.4371
nordkap_s18_B	nordkap	18	B	US	241	8	241	55	234	140	140	25	42	30	115	36	0	36	468	0	468	1.44	2.1667
yulerune_s16_A	yulerune	16	A	US	461	8	461	0	56	199	56	0	-1	0	56	0	0		504	0	504		1.0933
yulerune_s16_B	yulerune	16	B	OPP	312	8	312	0	0	205	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_A	yulerune	17	A	OPP	148	8	148	0	0	102	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_B	yulerune	17	B	US	213	8	213	0	93	123	16	0	-1	0	16	0	0		504	0	504		2.3662
yulerune_s18_A	yulerune	18	A	OPP	255	8	255	0	0	93	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s18_B	yulerune	18	B	OPP	250	8	250	0	0	60	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s19_A	atoll	19	A	OPP	326	8	326	0	0	213	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s19_B	atoll	19	B	US	1000	8	1000	0	7	991	7	0	-1	0	7	0	0		66	8	58		0.058
atoll_s20_A	atoll	20	A	US	266	8	266	0	62	259	62	0	-1	0	62	0	0		558	54	504		1.8947
