tag	map	seed	seat	ours	turn	n_seats	rounds	sealed_r	live_r	funded_r	livefund_r	overlap_r	overlap_first	seal_only_r	shot_only_r	dmg_in	heal_in	net_in	dmg_out	heal_out	net_out	net_per_overlap	net_per_nonoverlap
nordkap_s3_A	nordkap	3	A	US	145	8	145	92	110	65	42	33	53	59	9	144	0	144	360	0	360	4.3636	3.2143
nordkap_s3_B	nordkap	3	B	OPP	171	8	171	0	95	150	93	0	-1	0	93	0	0		0	0	0		0.0
yulerune_s1_A	yulerune	1	A	US	281	8	281	0	39	269	39	0	-1	0	39	0	0		504	0	504		1.7936
yulerune_s1_B	yulerune	1	B	US	877	8	877	0	97	791	35	0	-1	0	35	0	0		504	0	504		0.5747
yulerune_s2_A	yulerune	2	A	OPP	351	8	351	0	0	92	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s2_B	yulerune	2	B	OPP	741	8	741	0	349	389	11	0	-1	0	11	0	0		1304	940	364		0.4912
yulerune_s3_A	yulerune	3	A	OPP	339	8	339	0	0	323	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s3_B	yulerune	3	B	US	389	8	389	0	76	311	35	0	-1	0	35	0	0		504	0	504		1.2956
atoll_s4_A	atoll	4	A	OPP	229	8	229	0	0	106	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s4_B	atoll	4	B	US	572	8	572	0	94	557	94	0	-1	0	94	0	0		674	168	506		0.8846
atoll_s5_A	atoll	5	A	US	424	8	424	0	364	417	364	0	-1	0	364	0	0		1896	1396	500		1.1792
atoll_s5_B	atoll	5	B	US	346	8	346	0	272	333	272	0	-1	0	272	0	0		1472	972	500		1.4451
atoll_s6_A	atoll	6	A	OPP	266	8	266	0	0	147	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s6_B	atoll	6	B	OPP	298	8	298	0	0	269	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s4_A	drakkarfjord	4	A	US	92	8	92	56	56	77	55	55	36	1	0	486	0	486	18	0	18	8.8364	0.4865
drakkarfjord_s4_B	drakkarfjord	4	B	US	98	8	98	52	56	84	56	51	42	1	5	468	0	468	36	0	36	9.1765	0.766
drakkarfjord_s5_A	drakkarfjord	5	A	US	105	8	105	42	70	91	70	37	35	5	33	324	0	324	242	60	182	8.7568	2.6765
drakkarfjord_s5_B	drakkarfjord	5	B	US	121	8	121	33	80	107	80	23	41	10	57	198	0	198	414	108	306	8.6087	3.1224
drakkarfjord_s6_A	drakkarfjord	6	A	US	105	8	105	42	70	91	70	37	35	5	33	324	0	324	242	60	182	8.7568	2.6765
drakkarfjord_s6_B	drakkarfjord	6	B	US	125	8	125	20	84	111	84	15	41	5	69	126	0	126	502	124	378	8.4	3.4364
glacierkeep_s4_A	glacierkeep	4	A	US	119	8	119	71	56	104	56	51	63	20	5	450	0	450	54	0	54	8.8235	0.7941
glacierkeep_s4_B	glacierkeep	4	B	OPP	579	8	579	85	286	229	3	3	92	82	0	18	0	18	862	880	-18	6.0	-0.0312
glacierkeep_s5_A	glacierkeep	5	A	US	149	8	149	75	58	125	51	48	91	27	3	414	0	414	86	0	86	8.625	0.8515
glacierkeep_s5_B	glacierkeep	5	B	OPP	789	8	789	0	0	737	0	0	-1	0	0	0	0		0	0	0		0.0
glacierkeep_s6_A	glacierkeep	6	A	US	112	8	112	84	60	13	13	13	60	71	0	0	0	0	504	0	504	0.0	5.0909
glacierkeep_s6_B	glacierkeep	6	B	OPP	893	8	893	0	0	841	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s4_A	midgard	4	A	OPP	192	8	192	0	0	175	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s4_B	midgard	4	B	US	1000	8	1000	0	948	159	121	0	-1	0	121	0	0		0	0	0		0.0
midgard_s5_A	midgard	5	A	OPP	312	8	312	0	0	66	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s5_B	midgard	5	B	OPP	249	8	249	0	0	198	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s6_A	midgard	6	A	OPP	424	8	424	0	0	391	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s6_B	midgard	6	B	US	1000	8	1000	859	0	292	0	0	-1	859	0	0	0		0	0	0		0.0
nordkap_s4_A	nordkap	4	A	US	1000	8	1000	158	952	346	311	14	51	144	297	126	0	126	1110	1236	-126	9.0	-0.1278
nordkap_s4_B	nordkap	4	B	OPP	204	8	204	0	197	153	153	0	-1	0	153	0	0		0	0	0		0.0
nordkap_s5_A	nordkap	5	A	OPP	686	8	686	244	62	135	1	1	88	243	0	0	0	0	252	252	0	0.0	0.0
nordkap_s5_B	nordkap	5	B	US	173	8	173	115	166	72	72	22	58	93	50	54	0	54	450	0	450	2.4545	2.9801
nordkap_s6_A	nordkap	6	A	US	376	8	376	24	237	358	237	7	77	17	230	54	0	54	1502	1046	456	7.7143	1.2358
nordkap_s6_B	nordkap	6	B	US	441	8	441	275	209	224	34	32	100	243	2	270	0	270	702	468	234	8.4375	0.5721
yulerune_s4_A	yulerune	4	A	OPP	285	8	285	0	0	260	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s4_B	yulerune	4	B	OPP	389	8	389	0	0	187	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s5_A	yulerune	5	A	US	221	8	221	0	56	207	56	0	-1	0	56	0	0		504	0	504		2.2805
yulerune_s5_B	yulerune	5	B	OPP	485	8	485	0	0	258	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s6_A	yulerune	6	A	US	441	8	441	0	133	303	11	0	-1	0	11	0	0		504	0	504		1.1429
yulerune_s6_B	yulerune	6	B	US	312	8	312	0	68	193	28	0	-1	0	28	0	0		504	0	504		1.6154
atoll_s7_A	atoll	7	A	OPP	393	8	393	0	12	371	12	0	-1	0	12	0	0		100	100	0		0.0
atoll_s7_B	atoll	7	B	OPP	369	8	369	0	0	59	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s8_A	atoll	8	A	OPP	229	8	229	0	0	85	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s8_B	atoll	8	B	OPP	325	8	325	0	14	314	14	0	-1	0	14	0	0		100	100	0		0.0
atoll_s9_A	atoll	9	A	US	246	8	246	0	86	239	86	0	-1	0	86	0	0		764	252	512		2.0813
atoll_s9_B	atoll	9	B	US	120	8	120	0	56	111	56	0	-1	0	56	0	0		504	0	504		4.2
drakkarfjord_s7_A	drakkarfjord	7	A	OPP	261	8	261	0	0	244	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s7_B	drakkarfjord	7	B	US	459	8	459	29	419	407	381	20	40	9	361	180	0	180	1862	1542	320	9.0	0.7289
drakkarfjord_s8_A	drakkarfjord	8	A	US	106	8	106	30	70	92	70	24	36	6	46	216	0	216	350	64	286	9.0	3.4878
drakkarfjord_s8_B	drakkarfjord	8	B	US	361	8	361	61	321	237	211	36	40	25	175	324	0	324	1004	824	180	9.0	0.5538
drakkarfjord_s9_A	drakkarfjord	9	A	US	88	8	88	57	56	73	55	55	32	2	0	486	0	486	18	0	18	8.8364	0.5455
drakkarfjord_s9_B	drakkarfjord	9	B	US	284	8	284	60	244	227	201	44	40	16	157	396	0	396	838	734	104	9.0	0.4333
glacierkeep_s7_A	glacierkeep	7	A	OPP	609	8	609	566	521	44	0	0	-1	566	0	0	0		198	0	198		0.3251
glacierkeep_s7_B	glacierkeep	7	B	US	217	8	217	179	149	35	4	4	68	175	0	18	0	18	486	0	486	4.5	2.2817
glacierkeep_s8_A	glacierkeep	8	A	OPP	277	8	277	234	64	212	44	44	63	190	0	378	0	378	108	0	108	8.5909	0.4635
glacierkeep_s8_B	glacierkeep	8	B	US	253	8	253	207	161	1	1	1	92	206	0	0	0	0	504	0	504	0.0	2.0
glacierkeep_s9_A	glacierkeep	9	A	US	120	8	120	75	56	104	56	56	64	19	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s9_B	glacierkeep	9	B	US	285	8	285	135	104	113	5	5	181	130	0	36	0	36	468	0	468	7.2	1.6714
midgard_s7_A	midgard	7	A	OPP	1000	8	1000	0	188	734	129	0	-1	0	129	0	0		162	0	162		0.162
midgard_s7_B	midgard	7	B	US	269	8	269	0	216	147	107	0	-1	0	107	0	0		504	0	504		1.8736
midgard_s8_A	midgard	8	A	US	303	8	303	0	253	240	204	0	-1	0	204	0	0		504	0	504		1.6634
midgard_s8_B	midgard	8	B	US	224	8	224	0	177	209	177	0	-1	0	177	0	0		504	0	504		2.25
midgard_s9_A	midgard	9	A	US	247	8	247	0	54	235	54	0	-1	0	54	0	0		504	0	504		2.0405
midgard_s9_B	midgard	9	B	US	1000	8	1000	0	0	949	0	0	-1	0	0	0	0		0	0	0		0.0
nordkap_s7_A	nordkap	7	A	US	173	8	173	132	125	44	9	9	48	123	0	18	0	18	486	0	486	2.0	2.9634
nordkap_s7_B	nordkap	7	B	US	168	8	168	71	60	159	60	54	112	17	6	486	0	486	18	0	18	9.0	0.1579
nordkap_s8_A	nordkap	8	A	US	372	8	372	10	276	351	276	0	-1	10	276	0	0		1504	996	508		1.3656
nordkap_s8_B	nordkap	8	B	OPP	248	8	248	0	103	162	77	0	-1	0	77	0	0		0	0	0		0.0
nordkap_s9_A	nordkap	9	A	US	236	8	236	33	184	181	142	13	52	20	129	108	0	108	968	576	392	8.3077	1.7578
nordkap_s9_B	nordkap	9	B	US	213	8	213	187	206	45	45	28	26	159	17	36	0	36	468	0	468	1.2857	2.5297
yulerune_s7_A	yulerune	7	A	US	413	8	413	0	93	326	16	0	-1	0	16	0	0		504	0	504		1.2203
yulerune_s7_B	yulerune	7	B	OPP	208	8	208	0	0	193	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s8_A	yulerune	8	A	US	199	8	199	0	56	188	56	0	-1	0	56	0	0		504	0	504		2.5327
yulerune_s8_B	yulerune	8	B	OPP	341	8	341	0	315	325	310	0	-1	0	310	0	0		180	0	180		0.5279
yulerune_s9_A	yulerune	9	A	OPP	1000	8	1000	0	0	564	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s9_B	yulerune	9	B	OPP	121	8	121	0	0	76	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s10_A	atoll	10	A	US	364	8	364	0	285	331	264	0	-1	0	264	0	0		1516	1016	500		1.3736
atoll_s10_B	atoll	10	B	US	438	8	438	0	308	429	308	0	-1	0	308	0	0		1636	1136	500		1.1416
atoll_s11_A	atoll	11	A	OPP	202	8	202	0	0	179	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s11_B	atoll	11	B	US	193	8	193	0	101	149	80	0	-1	0	80	0	0		692	192	500		2.5907
atoll_s12_A	atoll	12	A	US	424	8	424	0	100	416	100	0	-1	0	100	0	0		704	196	508		1.1981
atoll_s12_B	atoll	12	B	OPP	522	8	522	0	440	513	440	0	-1	0	440	0	0		2212	1744	468		0.8966
drakkarfjord_s10_A	drakkarfjord	10	A	US	89	8	89	49	56	74	55	47	33	2	8	396	0	396	108	0	108	8.4255	2.5714
drakkarfjord_s10_B	drakkarfjord	10	B	US	114	8	114	39	74	100	74	28	40	11	46	252	0	252	334	80	254	9.0	2.9535
drakkarfjord_s11_A	drakkarfjord	11	A	OPP	327	8	327	4	0	116	0	0	-1	4	0	0	0		0	0	0		0.0
drakkarfjord_s11_B	drakkarfjord	11	B	US	117	8	117	73	60	103	60	47	57	26	13	414	0	414	106	16	90	8.8085	1.2857
drakkarfjord_s12_A	drakkarfjord	12	A	US	115	8	115	8	82	100	81	6	33	2	75	36	0	36	582	116	466	6.0	4.2752
drakkarfjord_s12_B	drakkarfjord	12	B	US	124	8	124	27	84	110	84	16	40	11	68	144	0	144	484	128	356	9.0	3.2963
glacierkeep_s10_A	glacierkeep	10	A	US	112	8	112	84	60	13	13	13	60	71	0	0	0	0	504	0	504	0.0	5.0909
glacierkeep_s10_B	glacierkeep	10	B	OPP	1000	8	1000	55	944	211	203	24	56	31	179	216	0	216	1730	1946	-216	9.0	-0.2213
glacierkeep_s11_A	glacierkeep	11	A	US	355	8	355	114	100	332	94	43	100	71	51	360	0	360	522	378	144	8.3721	0.4615
glacierkeep_s11_B	glacierkeep	11	B	US	617	8	617	96	501	102	55	12	116	84	43	108	0	108	840	444	396	9.0	0.6545
glacierkeep_s12_A	glacierkeep	12	A	US	123	8	123	78	56	108	56	56	67	22	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s12_B	glacierkeep	12	B	US	585	8	585	494	533	28	10	10	52	484	0	72	0	72	432	0	432	7.2	0.7513
midgard_s10_A	midgard	10	A	OPP	196	8	196	0	146	91	50	0	-1	0	50	0	0		356	356	0		0.0
midgard_s10_B	midgard	10	B	US	344	8	344	0	289	250	210	0	-1	0	210	0	0		504	0	504		1.4651
midgard_s11_A	midgard	11	A	US	362	8	362	0	103	353	103	0	-1	0	103	0	0		752	248	504		1.3923
midgard_s11_B	midgard	11	B	OPP	333	8	333	0	0	171	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s12_A	midgard	12	A	OPP	641	8	641	0	449	149	16	0	-1	0	16	0	0		1690	1248	442		0.6895
midgard_s12_B	midgard	12	B	US	256	8	256	0	67	244	67	0	-1	0	67	0	0		590	86	504		1.9688
nordkap_s10_A	nordkap	10	A	US	134	8	134	87	71	66	14	14	63	73	0	36	0	36	468	0	468	2.5714	3.9
nordkap_s10_B	nordkap	10	B	US	145	8	145	74	63	125	53	42	88	32	11	342	0	342	162	0	162	8.1429	1.5728
nordkap_s11_A	nordkap	11	A	OPP	497	8	497	48	90	400	5	4	80	44	1	18	0	18	360	378	-18	4.5	-0.0365
nordkap_s11_B	nordkap	11	B	US	129	8	129	71	122	121	121	71	58	0	50	504	0	504	0	0	0	7.0986	0.0
nordkap_s12_A	nordkap	12	A	US	214	8	214	30	54	201	54	0	-1	30	54	0	0		592	88	504		2.3551
nordkap_s12_B	nordkap	12	B	US	372	8	372	158	363	338	338	134	71	24	204	36	0	36	628	164	464	0.2687	1.9496
yulerune_s10_A	yulerune	10	A	US	281	8	281	0	56	264	56	0	-1	0	56	0	0		504	0	504		1.7936
yulerune_s10_B	yulerune	10	B	US	229	8	229	0	56	215	56	0	-1	0	56	0	0		504	0	504		2.2009
yulerune_s11_A	yulerune	11	A	US	309	8	309	0	68	293	67	0	-1	0	67	0	0		560	52	508		1.644
yulerune_s11_B	yulerune	11	B	OPP	212	8	212	0	0	62	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s12_A	yulerune	12	A	OPP	176	8	176	0	0	126	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s12_B	yulerune	12	B	US	172	8	172	0	56	157	56	0	-1	0	56	0	0		504	0	504		2.9302
atoll_s13_A	atoll	13	A	OPP	269	8	269	0	0	177	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s13_B	atoll	13	B	US	312	8	312	0	109	303	109	0	-1	0	109	0	0		776	268	508		1.6282
atoll_s14_A	atoll	14	A	OPP	410	8	410	0	67	403	67	0	-1	0	67	0	0		470	124	346		0.8439
atoll_s14_B	atoll	14	B	US	466	8	466	0	392	457	392	0	-1	0	392	0	0		2012	1512	500		1.073
atoll_s15_A	atoll	15	A	OPP	229	8	229	0	0	106	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s15_B	atoll	15	B	OPP	270	8	270	0	0	53	0	0	-1	0	0	0	0		0	0	0		0.0
drakkarfjord_s13_A	drakkarfjord	13	A	US	92	8	92	63	56	78	56	56	36	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s13_B	drakkarfjord	13	B	US	618	8	618	19	545	409	350	7	73	12	343	54	0	54	2020	1560	460	7.7143	0.7529
drakkarfjord_s14_A	drakkarfjord	14	A	US	92	8	92	35	56	78	56	29	36	6	27	270	0	270	234	0	234	9.3103	3.7143
drakkarfjord_s14_B	drakkarfjord	14	B	US	363	8	363	0	148	348	148	0	-1	0	148	0	0		920	412	508		1.3994
drakkarfjord_s15_A	drakkarfjord	15	A	US	169	8	169	91	69	133	47	47	100	44	0	414	0	414	90	0	90	8.8085	0.7377
drakkarfjord_s15_B	drakkarfjord	15	B	US	459	8	459	29	419	407	381	20	40	9	361	180	0	180	1862	1542	320	9.0	0.7289
glacierkeep_s13_A	glacierkeep	13	A	OPP	323	8	323	22	0	191	0	0	-1	22	0	0	0		0	0	0		0.0
glacierkeep_s13_B	glacierkeep	13	B	OPP	617	8	617	60	556	101	93	31	61	29	62	270	0	270	1644	1708	-64	8.7097	-0.1092
glacierkeep_s14_A	glacierkeep	14	A	US	162	8	162	110	63	73	29	29	99	81	0	144	0	144	360	0	360	4.9655	2.7068
glacierkeep_s14_B	glacierkeep	14	B	OPP	769	8	769	0	0	638	0	0	-1	0	0	0	0		0	0	0		0.0
glacierkeep_s15_A	glacierkeep	15	A	US	194	8	194	155	77	106	20	20	71	135	0	108	0	108	396	0	396	5.4	2.2759
glacierkeep_s15_B	glacierkeep	15	B	US	245	8	245	89	108	88	11	0	-1	89	11	0	0		504	0	504		2.0571
midgard_s13_A	midgard	13	A	US	252	8	252	0	202	228	199	0	-1	0	199	0	0		504	0	504		2.0
midgard_s13_B	midgard	13	B	US	188	8	188	0	33	161	33	0	-1	0	33	0	0		504	0	504		2.6809
midgard_s14_A	midgard	14	A	US	301	8	301	0	93	203	16	0	-1	0	16	0	0		504	0	504		1.6744
midgard_s14_B	midgard	14	B	US	308	8	308	0	260	296	259	0	-1	0	259	0	0		504	0	504		1.6364
midgard_s15_A	midgard	15	A	US	197	8	197	0	81	143	36	0	-1	0	36	0	0		504	0	504		2.5584
midgard_s15_B	midgard	15	B	US	788	8	788	0	736	650	611	0	-1	0	611	0	0		504	0	504		0.6396
nordkap_s13_A	nordkap	13	A	US	117	8	117	94	73	46	12	12	44	82	0	18	0	18	486	0	486	1.5	4.6286
nordkap_s13_B	nordkap	13	B	OPP	1000	8	1000	0	991	952	951	0	-1	0	951	0	0		0	0	0		0.0
nordkap_s14_A	nordkap	14	A	US	277	8	277	27	270	143	143	0	-1	27	143	0	0		504	0	504		1.8195
nordkap_s14_B	nordkap	14	B	US	133	8	133	89	124	108	106	71	44	18	35	342	0	342	162	0	162	4.8169	2.6129
nordkap_s15_A	nordkap	15	A	US	433	8	433	56	345	116	49	4	88	52	45	18	0	18	1660	1174	486	4.5	1.1329
nordkap_s15_B	nordkap	15	B	US	238	8	238	184	231	49	49	3	54	181	46	0	0	0	504	0	504	0.0	2.1447
yulerune_s13_A	yulerune	13	A	US	257	8	257	0	56	242	56	0	-1	0	56	0	0		504	0	504		1.9611
yulerune_s13_B	yulerune	13	B	US	334	8	334	0	167	319	167	0	-1	0	167	0	0		894	392	502		1.503
yulerune_s14_A	yulerune	14	A	US	283	8	283	0	259	272	258	0	-1	0	258	0	0		570	68	502		1.7739
yulerune_s14_B	yulerune	14	B	OPP	207	8	207	0	154	117	76	0	-1	0	76	0	0		0	0	0		0.0
yulerune_s15_A	yulerune	15	A	US	952	8	952	0	56	802	56	0	-1	0	56	0	0		504	0	504		0.5294
yulerune_s15_B	yulerune	15	B	OPP	347	8	347	0	28	237	28	0	-1	0	28	0	0		252	252	0		0.0
atoll_s16_A	atoll	16	A	US	406	8	406	0	234	396	234	0	-1	0	234	0	0		1352	848	504		1.2414
atoll_s16_B	atoll	16	B	OPP	492	8	492	0	0	483	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s17_A	atoll	17	A	OPP	340	8	340	0	0	333	0	0	-1	0	0	0	0		0	0	0		0.0
atoll_s17_B	atoll	17	B	US	204	8	204	0	56	195	56	0	-1	0	56	0	0		504	0	504		2.4706
atoll_s18_A	atoll	18	A	US	854	8	854	0	94	834	94	0	-1	0	94	0	0		674	168	506		0.5925
atoll_s18_B	atoll	18	B	US	124	8	124	69	56	115	56	56	68	13	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s16_A	drakkarfjord	16	A	US	88	8	88	57	56	73	55	55	32	2	0	486	0	486	18	0	18	8.8364	0.5455
drakkarfjord_s16_B	drakkarfjord	16	B	US	98	8	98	52	56	84	56	51	42	1	5	468	0	468	36	0	36	9.1765	0.766
drakkarfjord_s17_A	drakkarfjord	17	A	US	121	8	121	22	84	107	84	15	37	7	69	126	0	126	506	124	382	8.4	3.6038
drakkarfjord_s17_B	drakkarfjord	17	B	US	101	8	101	63	56	87	56	56	45	7	0	504	0	504	0	0	0	9.0	0.0
drakkarfjord_s18_A	drakkarfjord	18	A	US	92	8	92	56	56	77	55	55	36	1	0	486	0	486	18	0	18	8.8364	0.4865
drakkarfjord_s18_B	drakkarfjord	18	B	US	459	8	459	29	419	407	381	20	40	9	361	180	0	180	1862	1542	320	9.0	0.7289
glacierkeep_s16_A	glacierkeep	16	A	US	119	8	119	76	56	76	56	56	63	20	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s16_B	glacierkeep	16	B	US	225	8	225	92	112	96	1	1	113	91	0	0	0	0	504	0	504	0.0	2.25
glacierkeep_s17_A	glacierkeep	17	A	US	116	8	116	70	56	101	56	56	60	14	0	504	0	504	0	0	0	9.0	0.0
glacierkeep_s17_B	glacierkeep	17	B	US	1000	8	1000	77	386	481	43	4	84	73	39	18	0	18	918	936	-18	4.5	-0.0181
glacierkeep_s18_A	glacierkeep	18	A	US	126	8	126	98	58	52	52	52	72	46	0	468	0	468	36	0	36	9.0	0.4865
glacierkeep_s18_B	glacierkeep	18	B	US	133	8	133	99	61	70	51	43	72	56	8	324	0	324	180	0	180	7.5349	2.0
midgard_s16_A	midgard	16	A	OPP	441	8	441	0	394	88	53	0	-1	0	53	0	0		1432	1296	136		0.3084
midgard_s16_B	midgard	16	B	OPP	267	8	267	0	26	176	25	0	-1	0	25	0	0		154	154	0		0.0
midgard_s17_A	midgard	17	A	US	257	8	257	0	56	234	56	0	-1	0	56	0	0		504	0	504		1.9611
midgard_s17_B	midgard	17	B	OPP	268	8	268	0	0	212	0	0	-1	0	0	0	0		0	0	0		0.0
midgard_s18_A	midgard	18	A	OPP	260	8	260	0	79	207	36	0	-1	0	36	0	0		366	366	0		0.0
midgard_s18_B	midgard	18	B	OPP	408	8	408	0	79	67	31	0	-1	0	31	0	0		0	0	0		0.0
nordkap_s16_A	nordkap	16	A	US	99	8	99	66	56	88	56	56	43	10	0	504	0	504	0	0	0	9.0	0.0
nordkap_s16_B	nordkap	16	B	OPP	250	8	250	0	82	220	71	0	-1	0	71	0	0		0	0	0		0.0
nordkap_s17_A	nordkap	17	A	US	500	8	500	189	113	407	56	1	84	188	55	0	0	0	606	98	508	0.0	1.018
nordkap_s17_B	nordkap	17	B	US	117	8	117	80	85	66	41	33	41	47	8	288	0	288	216	0	216	8.7273	2.5714
nordkap_s18_A	nordkap	18	A	US	122	8	122	87	61	97	54	53	68	34	1	486	0	486	18	0	18	9.1698	0.2609
nordkap_s18_B	nordkap	18	B	OPP	1000	8	1000	877	923	57	2	0	-1	877	2	0	0		18	18	0		0.0
yulerune_s16_A	yulerune	16	A	OPP	377	8	377	0	349	287	274	0	-1	0	274	0	0		450	0	450		1.1936
yulerune_s16_B	yulerune	16	B	OPP	412	8	412	0	0	170	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s17_A	yulerune	17	A	OPP	236	8	236	0	25	95	21	0	-1	0	21	0	0		0	0	0		0.0
yulerune_s17_B	yulerune	17	B	OPP	629	8	629	0	0	256	0	0	-1	0	0	0	0		0	0	0		0.0
yulerune_s18_A	yulerune	18	A	US	741	8	741	0	93	641	14	0	-1	0	14	0	0		504	0	504		0.6802
yulerune_s18_B	yulerune	18	B	OPP	189	8	189	0	37	149	16	0	-1	0	16	0	0		252	0	252		1.3333
atoll_s19_A	atoll	19	A	US	217	8	217	0	56	205	56	0	-1	0	56	0	0		504	0	504		2.3226
atoll_s19_B	atoll	19	B	US	1000	8	1000	0	16	991	16	0	-1	0	16	0	0		144	124	20		0.02
atoll_s20_A	atoll	20	A	US	309	8	309	0	161	151	11	0	-1	0	11	0	0		504	0	504		1.6311
