tag	rnd	why	scale_pct	sent_price	builder_bot	conveyor	splitter	barrier	harvester	launcher	gunner	sentinel
glacierkeep_s3_B	65	first_fwd_sentinel	260	78	120	10	0	10	0	0	0	20
glacierkeep_s3_B	300	r300	176	52	60	8	0	8	0	0	0	0
glacierkeep_s3_B	687	end	252	75	40	61	0	6	25	0	0	20
glacierkeep_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_A	90	first_fwd_sentinel	307	92	80	16	0	1	20	10	40	40
midgard_s1_A	283	r300	288	86	40	16	0	2	20	10	40	60
midgard_s1_A	283	end	288	86	40	16	0	2	20	10	40	60
midgard_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s1_B	277	r300	200	60	20	17	0	3	10	10	20	20
midgard_s1_B	277	end	200	60	20	17	0	3	10	10	20	20
midgard_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_A	150	first_fwd_sentinel	279	83	20	19	0	0	20	20	20	80
midgard_s2_A	300	r300	299	89	40	19	0	0	20	20	40	60
midgard_s2_A	420	end	320	96	20	19	0	1	20	20	60	80
midgard_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s2_B	192	r300	210	63	40	21	0	4	25	20	0	0
midgard_s2_B	192	end	210	63	40	21	0	4	25	20	0	0
midgard_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_A	84	first_fwd_sentinel	210	63	40	11	0	4	15	20	0	20
midgard_s3_A	272	r300	172	51	20	9	0	3	10	10	0	20
midgard_s3_A	272	end	172	51	20	9	0	3	10	10	0	20
midgard_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s3_B	127	r300	224	67	60	14	0	0	20	10	0	20
midgard_s3_B	127	end	224	67	60	14	0	0	20	10	0	20
midgard_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_A	300	r300	357	107	20	38	0	4	35	0	80	80
nordkap_s1_A	347	end	357	107	20	38	0	4	35	0	80	80
nordkap_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_B	171	first_fwd_sentinel	295	88	100	7	0	8	10	10	20	40
nordkap_s1_B	226	r300	273	81	80	7	0	6	10	10	20	40
nordkap_s1_B	226	end	273	81	80	7	0	6	10	10	20	40
nordkap_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_A	146	r300	221	66	80	2	0	4	5	10	20	0
nordkap_s2_A	146	end	221	66	80	2	0	4	5	10	20	0
nordkap_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_B	276	first_fwd_sentinel	394	118	100	27	0	7	30	10	60	60
nordkap_s2_B	300	r300	392	117	100	27	0	5	30	10	60	60
nordkap_s2_B	433	end	412	123	80	41	0	6	45	20	60	60
nordkap_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_A	232	first_fwd_sentinel	324	97	120	5	0	9	10	0	40	40
nordkap_s3_A	300	r300	324	97	120	5	0	9	10	0	40	40
nordkap_s3_A	336	end	324	97	120	5	0	9	10	0	40	40
nordkap_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_B	84	first_fwd_sentinel	325	97	120	15	0	10	20	0	20	40
nordkap_s3_B	139	r300	325	97	120	15	0	10	20	0	20	40
nordkap_s3_B	139	end	325	97	120	15	0	10	20	0	20	40
nordkap_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
