tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
midgard_s2_A	334	4	9	HOP	154	155	1	0	812.5	44.5	156
midgard_s2_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	155
midgard_s2_B	11	21	21	HOP	3	4	1	0	684.5	60.5	155
midgard_s2_B	15	17	17	HOP	5	6	1	0	420.5	180.5	155
midgard_s2_B	20	13	13	HOP	7	8	1	0	220.5	364.5	155
midgard_s2_B	24	9	9	HOP	9	10	1	0	84.5	612.5	155
midgard_s2_B	30	5	5	HOP	11	-1	144	1	12.5	924.5	155
midgard_s3_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	167
midgard_s3_A	11	8	8	HOP	3	4	1	0	684.5	60.5	167
midgard_s3_A	17	12	12	HOP	5	6	1	0	420.5	180.5	167
midgard_s3_A	24	16	16	HOP	7	8	1	0	220.5	364.5	167
midgard_s3_A	28	20	20	HOP	9	10	1	0	84.5	612.5	167
midgard_s3_A	30	24	24	HOP	11	19	8	0	12.5	924.5	167
midgard_s3_A	33	24	26	RING	14	-1	153	1	6.5	1014.5	167
midgard_s3_A	176	29	27	RING	64	-1	103	1	6.5	1302.5	167
midgard_s3_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	155
midgard_s3_B	11	21	21	HOP	3	4	1	0	684.5	60.5	155
midgard_s3_B	15	17	17	HOP	5	6	1	0	420.5	180.5	155
midgard_s3_B	20	13	13	HOP	7	8	1	0	220.5	364.5	155
midgard_s3_B	24	9	9	HOP	9	10	1	0	84.5	612.5	155
midgard_s3_B	30	5	5	HOP	11	73	62	0	12.5	924.5	155
midgard_s3_B	375	9	10	HOP	144	145	1	0	98.5	578.5	155
midgard_s4_A	7	3	5	HOME	1	2	1	0	1014.5	6.5	210
midgard_s4_A	11	8	8	HOP	3	4	1	0	684.5	60.5	210
midgard_s4_A	13	12	12	HOP	5	6	1	0	420.5	180.5	210
midgard_s4_A	22	16	16	HOP	7	8	1	0	220.5	364.5	210
midgard_s4_A	27	20	20	HOP	9	10	1	0	84.5	612.5	210
midgard_s4_A	29	24	24	HOP	11	-1	199	1	12.5	924.5	210
midgard_s4_A	40	24	26	RING	15	-1	195	1	6.5	1014.5	210
midgard_s4_A	113	7	5	HOP	40	41	1	0	842.5	26.5	210
midgard_s4_A	121	12	9	HOP	43	44	1	0	516.5	132.5	210
midgard_s4_A	148	20	16	HOP	52	53	1	0	152.5	488.5	210
midgard_s4_A	168	27	22	HOP	59	60	1	0	20.5	980.5	210
midgard_s4_A	197	28	25	RING	67	-1	143	1	4.5	1156.5	210
midgard_s4_A	321	1	6	HOP	118	119	1	0	1070.5	14.5	210
midgard_s4_A	333	8	8	HOP	123	124	1	0	684.5	60.5	210
midgard_s4_A	341	14	14	HOP	129	130	1	0	312.5	264.5	210
midgard_s4_A	353	17	20	HOP	136	137	1	0	132.5	516.5	210
midgard_s4_A	361	23	24	HOP	140	141	1	0	18.5	882.5	210
midgard_s4_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	130
midgard_s4_B	11	21	21	HOP	3	4	1	0	684.5	60.5	130
midgard_s4_B	15	17	17	HOP	5	6	1	0	420.5	180.5	130
midgard_s4_B	23	13	13	HOP	7	8	1	0	220.5	364.5	130
midgard_s4_B	24	9	9	HOP	9	10	1	0	84.5	612.5	130
midgard_s4_B	27	5	5	HOP	11	-1	119	1	12.5	924.5	130
midgard_s5_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	255
midgard_s5_A	11	8	8	HOP	3	4	1	0	684.5	60.5	255
midgard_s5_A	17	12	12	HOP	5	6	1	0	420.5	180.5	255
midgard_s5_A	18	16	16	HOP	7	8	1	0	220.5	364.5	255
midgard_s5_A	22	20	20	HOP	9	10	1	0	84.5	612.5	255
midgard_s5_A	27	24	24	HOP	11	15	4	0	12.5	924.5	255
midgard_s5_A	32	24	26	RING	14	-1	241	1	6.5	1014.5	255
midgard_s5_A	136	29	27	RING	50	56	6	0	6.5	1302.5	255
midgard_s5_A	407	0	5	HOP	204	-1	51	1	1164.5	12.5	255
midgard_s5_B	7	26	24	HOME	1	2	1	0	1014.5	6.5	259
midgard_s5_B	11	21	21	HOP	3	4	1	0	684.5	60.5	259
midgard_s5_B	17	17	17	HOP	5	6	1	0	420.5	180.5	259
midgard_s5_B	24	13	13	HOP	7	8	1	0	220.5	364.5	259
midgard_s5_B	27	9	9	HOP	9	10	1	0	84.5	612.5	259
midgard_s5_B	31	5	5	HOP	11	-1	248	1	12.5	924.5	259
midgard_s5_B	348	20	22	HOP	116	117	1	0	686.5	62.5	259
midgard_s5_B	375	11	13	HOP	128	129	1	0	182.5	422.5	259
midgard_s6_A	7	5	3	HOME	1	2	1	0	1014.5	6.5	471
midgard_s6_A	11	8	8	HOP	3	4	1	0	684.5	60.5	471
midgard_s6_A	17	12	12	HOP	5	6	1	0	420.5	180.5	471
midgard_s6_A	18	16	16	HOP	7	8	1	0	220.5	364.5	471
midgard_s6_A	25	20	20	HOP	9	10	1	0	84.5	612.5	471
midgard_s6_A	28	24	24	HOP	11	15	4	0	12.5	924.5	471
midgard_s6_A	35	24	26	RING	14	-1	457	1	6.5	1014.5	471
midgard_s6_A	99	28	25	RING	44	-1	427	1	4.5	1156.5	471
midgard_s6_A	292	4	9	HOP	168	169	1	0	812.5	44.5	471
midgard_s6_A	299	11	14	HOP	174	175	1	0	396.5	204.5	471
midgard_s6_A	318	22	23	HOP	188	189	1	0	32.5	800.5	471
midgard_s6_A	536	5	4	HOME	334	335	1	0	968.5	8.5	471
midgard_s6_A	543	9	8	HOP	336	337	1	0	648.5	72.5	471
midgard_s6_A	562	16	15	HOP	344	345	1	0	242.5	338.5	471
midgard_s6_A	581	24	21	HOP	352	353	1	0	36.5	804.5	471
midgard_s6_A	631	3	0	HOME	376	377	1	0	1254.5	6.5	471
midgard_s6_A	642	8	6	HOP	381	382	1	0	762.5	42.5	471
midgard_s6_A	650	14	11	HOP	386	387	1	0	396.5	204.5	471
midgard_s6_A	660	20	16	HOP	391	392	1	0	152.5	488.5	471
midgard_s6_A	673	27	21	HOP	397	398	1	0	30.5	942.5	471
midgard_s6_A	726	5	1	HOME	426	427	1	0	1112.5	8.5	471
midgard_s6_A	731	8	6	HOP	428	429	1	0	762.5	42.5	471
midgard_s6_A	757	18	16	HOP	442	443	1	0	182.5	422.5	471
midgard_s6_A	772	26	21	HOP	449	450	1	0	30.5	894.5	471
midgard_s6_B	7	24	26	HOME	1	2	1	0	1014.5	6.5	120
midgard_s6_B	11	21	21	HOP	3	4	1	0	684.5	60.5	120
midgard_s6_B	17	17	17	HOP	5	6	1	0	420.5	180.5	120
midgard_s6_B	18	13	13	HOP	7	8	1	0	220.5	364.5	120
midgard_s6_B	23	9	9	HOP	9	10	1	0	84.5	612.5	120
midgard_s6_B	28	5	5	HOP	11	-1	109	1	12.5	924.5	120
nordkap_s1_A	7	9	9	HOME	1	2	1	0	90.5	6.5	824
nordkap_s1_A	11	10	15	HOP	3	4	1	0	12.5	72.5	824
nordkap_s1_B	7	9	16	HOME	1	2	1	0	90.5	6.5	168
nordkap_s1_B	11	10	10	HOP	3	4	1	0	12.5	72.5	168
nordkap_s1_B	85	12	7	RING	81	-1	87	1	6.5	138.5	168
nordkap_s2_A	7	9	9	HOME	1	2	1	0	90.5	6.5	267
nordkap_s2_A	11	10	15	HOP	3	4	1	0	12.5	72.5	267
nordkap_s2_A	90	10	16	RING	55	-1	212	1	6.5	90.5	267
nordkap_s2_A	284	13	8	HOP	226	234	8	0	122.5	14.5	267
nordkap_s2_A	306	12	15	HOP	235	236	1	0	18.5	78.5	267
nordkap_s2_A	354	10	21	RING	251	-1	16	1	6.5	210.5	267
nordkap_s2_B	7	9	16	HOME	1	2	1	0	90.5	6.5	406
nordkap_s2_B	11	10	10	HOP	3	4	1	0	12.5	72.5	406
nordkap_s2_B	32	10	4	RING	10	-1	396	1	6.5	210.5	406
nordkap_s2_B	218	8	9	HOP	154	-1	252	1	8.5	92.5	406
nordkap_s3_A	7	9	9	HOME	1	2	1	0	90.5	6.5	597
nordkap_s3_A	11	10	15	HOP	3	4	1	0	12.5	72.5	597
nordkap_s3_A	75	12	17	HOP	44	-1	553	1	8.5	116.5	597
nordkap_s3_A	413	9	14	HOP	395	-1	202	1	20.5	56.5	597
nordkap_s3_A	431	11	3	HOP	409	410	1	0	242.5	14.5	597
nordkap_s3_A	483	19	12	HOP	445	-1	152	1	132.5	120.5	597
nordkap_s3_A	557	16	21	HOP	489	-1	108	1	48.5	252.5	597
nordkap_s3_A	645	13	6	HOP	530	-1	67	1	168.5	12.5	597
nordkap_s3_A	666	14	11	HOP	541	-1	56	1	76.5	40.5	597
nordkap_s3_B	7	9	16	HOME	1	2	1	0	90.5	6.5	442
nordkap_s3_B	11	10	10	HOP	3	4	1	0	12.5	72.5	442
nordkap_s4_A	7	9	9	HOME	1	2	1	0	90.5	6.5	516
nordkap_s4_A	11	10	15	HOP	3	4	1	0	12.5	72.5	516
nordkap_s4_A	153	8	9	HOME	257	258	1	0	92.5	8.5	516
nordkap_s4_A	155	12	17	HOP	300	-1	216	1	8.5	116.5	516
nordkap_s4_B	7	9	16	HOME	1	2	1	0	90.5	6.5	287
nordkap_s4_B	11	10	10	HOP	3	4	1	0	12.5	72.5	287
nordkap_s4_B	64	8	9	HOP	24	-1	263	1	8.5	92.5	287
nordkap_s4_B	257	12	17	HOME	130	131	1	0	116.5	8.5	287
nordkap_s4_B	369	9	14	HOP	184	187	3	0	56.5	20.5	287
nordkap_s4_B	378	7	14	HOP	188	-1	99	1	62.5	26.5	287
nordkap_s4_B	428	12	15	HOP	210	211	1	0	78.5	18.5	287
nordkap_s4_B	434	12	16	HOP	212	-1	75	1	96.5	12.5	287
nordkap_s4_B	449	12	20	HOME	217	-1	70	1	188.5	8.5	287
nordkap_s5_A	7	9	9	HOME	1	2	1	0	90.5	6.5	239
nordkap_s5_A	11	10	15	HOP	3	4	1	0	12.5	72.5	239
nordkap_s5_A	30	12	19	RING	10	-1	229	1	6.5	162.5	239
nordkap_s5_B	7	9	16	HOME	1	2	1	0	90.5	6.5	999
nordkap_s5_B	11	10	10	HOP	3	4	1	0	12.5	72.5	999
nordkap_s5_B	325	11	17	HOME	301	302	1	0	112.5	4.5	999
nordkap_s5_B	349	7	12	HOP	321	-1	678	1	36.5	48.5	999
nordkap_s5_B	358	3	8	HOP	328	-1	671	1	44.5	152.5	999
nordkap_s5_B	460	5	0	HOP	401	-1	598	1	62.5	362.5	999
nordkap_s5_B	474	15	0	HOP	412	-1	587	1	72.5	372.5	999
nordkap_s5_B	490	16	8	HOP	424	-1	575	1	44.5	152.5	999
nordkap_s5_B	561	13	4	HOP	469	-1	530	1	18.5	222.5	999
nordkap_s5_B	590	14	12	HOP	488	-1	511	1	50.5	62.5	999
nordkap_s5_B	602	11	16	HOME	496	-1	503	1	92.5	8.5	999
nordkap_s5_B	616	16	16	HOP	506	-1	493	1	132.5	48.5	999
nordkap_s5_B	639	14	20	HOP	523	-1	476	1	202.5	22.5	999
nordkap_s5_B	778	11	23	HOP	604	-1	395	1	274.5	22.5	999
nordkap_s5_B	786	6	23	HOP	610	-1	389	1	284.5	32.5	999
nordkap_s5_B	800	1	23	HOP	620	-1	379	1	344.5	92.5	999
nordkap_s5_B	824	3	17	HOP	638	-1	361	1	152.5	44.5	999
nordkap_s5_B	948	1	1	HOP	728	-1	271	1	102.5	378.5	999
nordkap_s5_B	993	19	2	HOP	763	-1	236	1	110.5	362.5	999
nordkap_s6_A	7	9	9	HOME	1	2	1	0	90.5	6.5	214
nordkap_s6_A	11	10	15	HOP	3	4	1	0	12.5	72.5	214
nordkap_s6_B	7	9	16	HOME	1	2	1	0	90.5	6.5	196
nordkap_s6_B	11	10	10	HOP	3	4	1	0	12.5	72.5	196
nordkap_s6_B	108	11	9	HOP	117	-1	79	1	8.5	92.5	196
